,column,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_multi_class,param_solver,params,split0_test_accuracy,split1_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_train_accuracy,split1_train_accuracy,mean_train_accuracy,std_train_accuracy,split0_test_hit@5,split1_test_hit@5,mean_test_hit@5,std_test_hit@5,rank_test_hit@5,split0_train_hit@5,split1_train_hit@5,mean_train_hit@5,std_train_hit@5,split0_test_mdcg,split1_test_mdcg,mean_test_mdcg,std_test_mdcg,rank_test_mdcg,split0_train_mdcg,split1_train_mdcg,mean_train_mdcg,std_train_mdcg,split0_test_map@5,split1_test_map@5,mean_test_map@5,std_test_map@5,rank_test_map@5,split0_train_map@5,split1_train_map@5,mean_train_map@5,std_train_map@5,params_str
0,0,0.20856738090515137,0.03412747383117676,0.4396843910217285,0.03910350799560547,auto,liblinear,"{'multi_class': 'auto', 'solver': 'liblinear'}",0.3959731543624161,0.40838323353293415,0.40196645459803354,0.006201425860432819,1,0.5544910179640719,0.5548098434004475,0.5546504306822597,0.00015941271818781244,0.5906040268456376,0.6287425149700598,0.6090225563909775,0.0190581384117575,1,0.9065868263473054,0.8914988814317674,0.8990428538895363,0.007543972457768999,0.5956777947945003,0.6133249384301996,0.6042002730685367,0.008818433097927578,1,0.7821999286245119,0.7716183228242554,0.7769091257243836,0.005290802900128289,0.3243757808187338,0.3528246364414029,0.33811481751331374,0.01421614371141637,1,0.36373188687559943,0.352398554093185,0.3580652204843922,0.00566666639120722,"{'multi_class': 'auto', 'solver': 'liblinear'}"
