evaluate,wall_time,step,measure/reconstruction/error,measure/activation/mean,measure/activation/std,measure/parameters/W/mean,measure/parameters/b_h/mean,measure/parameters/b_v/mean,measure/reconstruction_1/hamming,details/measure/top-1/evaluate-0/train,details/measure/top-1/evaluate-0/validation,details/measure/top-1/evaluate-1/train,details/measure/top-1/evaluate-1/validation,details/measure/top-1/evaluate-2/train,details/measure/top-1/evaluate-2/validation,details/measure/top-1/evaluate-3/train,details/measure/top-1/evaluate-3/validation,details/measure/top-1/evaluate-4/train,details/measure/top-1/evaluate-4/validation,details/measure/top-1/evaluate-5/train,details/measure/top-1/evaluate-5/validation,measure/evaluate/top-1/train,measure/evaluate/top-1/validation,details/measure/top-5/evaluate-0/train,details/measure/top-5/evaluate-0/validation,details/measure/top-5/evaluate-1/train,details/measure/top-5/evaluate-1/validation,details/measure/top-5/evaluate-2/train,details/measure/top-5/evaluate-2/validation,details/measure/top-5/evaluate-3/train,details/measure/top-5/evaluate-3/validation,details/measure/top-5/evaluate-4/train,details/measure/top-5/evaluate-4/validation,details/measure/top-5/evaluate-5/train,details/measure/top-5/evaluate-5/validation,measure/evaluate/top-5/train,measure/evaluate/top-5/validation,measure/evaluate/Free/mean_free_energy_train,measure/evaluate/Free/mean_free_energy_validation,measure/evaluate/Free/ratio_mean_free_energy,measure/evaluate/Free/mean_free_energy_gap,measure/evaluate/Free/mean_free_energy_noisy,measure/evaluate/reconstruction/RMSE_train,measure/evaluate/reconstruction/RMSE_validation,kfold,kfold-intern,batch_size,class,visible_size,hidden_size,regularization,learning_rate,sampling_method,momentum,path
59,1553237631.449366,5901,0.11415581405162811,6.012731552124023,4.720902442932129,-0.0074674696661531925,-0.021075978875160217,-0.34771010279655457,3.004629611968994,0.36516204476356506,0.41108545660972595,0.1215277761220932,0.11778291314840317,0.15509259700775146,0.15704387426376343,0.25810185074806213,0.3002309501171112,0.43113425374031067,0.4157043993473053,0.5034722089767456,0.5150115489959717,0.30574846267700195,0.31947651505470276,0.5885416865348816,0.6050808429718018,0.36053240299224854,0.32332563400268555,0.35300925374031067,0.33256351947784424,0.44386574625968933,0.47575056552886963,0.5954861044883728,0.556581974029541,0.7008101940155029,0.7113164067268372,0.5070409178733826,0.5007697939872742,-353.3467102050781,-352.7552795410156,0.9983261823654175,21.764556884765625,-330.99072265625,0.07914063334465027,0.0789475291967392,0,0,64,RBMCF,702,500,NoRegularization-0.0,Adam-0.001-0.9-0.999-1e-08,CD-1,0,kfold=0/kfold-intern=0/batch_size=64/class=RBMCF/visible_size=702/hidden_size=500/regularization=NoRegularization-0.0/learning_rate=Adam-0.001-0.9-0.999-1e-08/sampling_method=CD-1/momentum=0/1553233398.0850723/events.out.tfevents.1553233401.paulo-notebook
60,1553237702.25805,6001,0.11420996487140656,5.980902671813965,4.539566516876221,-0.0075147319585084915,-0.023695046082139015,-0.34850600361824036,3.012152671813965,0.36747685074806213,0.4133949279785156,0.125,0.12009237706661224,0.15625,0.1593533456325531,0.25636574625968933,0.29561200737953186,0.42071759700775146,0.4087759852409363,0.5069444179534912,0.5103926062583923,0.3054591119289398,0.31793686747550964,0.5879629850387573,0.5889145731925964,0.3715277910232544,0.3256351053714752,0.35185185074806213,0.33949190378189087,0.4444444477558136,0.47344109416007996,0.5966435074806213,0.5542725324630737,0.7037037014961243,0.7090069055557251,0.5093557238578796,0.4984603524208069,-352.6958923339844,-352.0799560546875,0.9982536435127258,21.763397216796875,-330.3165588378906,0.07906307280063629,0.07887636125087738,0,0,64,RBMCF,702,500,NoRegularization-0.0,Adam-0.001-0.9-0.999-1e-08,CD-1,0,kfold=0/kfold-intern=0/batch_size=64/class=RBMCF/visible_size=702/hidden_size=500/regularization=NoRegularization-0.0/learning_rate=Adam-0.001-0.9-0.999-1e-08/sampling_method=CD-1/momentum=0/1553233398.0850723/events.out.tfevents.1553233401.paulo-notebook
61,1553237775.0260453,6101,0.11455230414867401,6.018518447875977,4.492711544036865,-0.007554832845926285,-0.02527221478521824,-0.3489134609699249,2.998842477798462,0.36747685074806213,0.41801387071609497,0.13136574625968933,0.12471131980419159,0.15856482088565826,0.16397228837013245,0.25636574625968933,0.29561200737953186,0.42418980598449707,0.4133949279785156,0.5069444179534912,0.5127021074295044,0.30748456716537476,0.32140108942985535,0.5908564925193787,0.5889145731925964,0.36342594027519226,0.3187066912651062,0.35185185074806213,0.33256351947784424,0.44675925374031067,0.48267897963523865,0.5972222089767456,0.5588914752006531,0.7060185074806213,0.7113164067268372,0.5093557238578796,0.49884527921676636,-352.3515625,-351.7189636230469,0.9982046484947205,21.885589599609375,-329.8333740234375,0.07900601625442505,0.07882265001535416,0,0,64,RBMCF,702,500,NoRegularization-0.0,Adam-0.001-0.9-0.999-1e-08,CD-1,0,kfold=0/kfold-intern=0/batch_size=64/class=RBMCF/visible_size=702/hidden_size=500/regularization=NoRegularization-0.0/learning_rate=Adam-0.001-0.9-0.999-1e-08/sampling_method=CD-1/momentum=0/1553233398.0850723/events.out.tfevents.1553233401.paulo-notebook
62,1553237846.8307345,6201,0.11366007477045059,5.973958492279053,4.55429744720459,-0.007590950932353735,-0.028490616008639336,-0.3490947186946869,2.9814815521240234,0.37037035822868347,0.41801387071609497,0.12905092537403107,0.1154734417796135,0.15625,0.1593533456325531,0.25752314925193787,0.29561200737953186,0.42476850748062134,0.4064665138721466,0.5023148059844971,0.5103926062583923,0.30671295523643494,0.31755197048187256,0.5896990895271301,0.6027713418006897,0.36863425374031067,0.3279445767402649,0.35879629850387573,0.33025404810905457,0.44733795523643494,0.47113165259361267,0.5954861044883728,0.5635104179382324,0.7025462985038757,0.7090069055557251,0.5104166865348816,0.5007697939872742,-351.6156311035156,-350.9786682128906,0.9981884956359863,21.906280517578125,-329.0723876953125,0.07892660796642303,0.07873611897230148,0,0,64,RBMCF,702,500,NoRegularization-0.0,Adam-0.001-0.9-0.999-1e-08,CD-1,0,kfold=0/kfold-intern=0/batch_size=64/class=RBMCF/visible_size=702/hidden_size=500/regularization=NoRegularization-0.0/learning_rate=Adam-0.001-0.9-0.999-1e-08/sampling_method=CD-1/momentum=0/1553233398.0850723/events.out.tfevents.1553233401.paulo-notebook
63,1553237917.6789784,6301,0.11362380534410477,5.929976940155029,4.50261926651001,-0.007665088400244713,-0.02814926579594612,-0.3517589867115021,3.0231480598449707,0.37094905972480774,0.41801387071609497,0.1267361044883728,0.12009237706661224,0.16203702986240387,0.16397228837013245,0.25578704476356506,0.2933025360107422,0.42071759700775146,0.4064665138721466,0.5075231194496155,0.5103926062583923,0.3072916567325592,0.3187066912651062,0.5902777910232544,0.6027713418006897,0.3697916567325592,0.3279445767402649,0.35532405972480774,0.33025404810905457,0.44733795523643494,0.47113165259361267,0.5943287014961243,0.5519630312919617,0.703125,0.7090069055557251,0.5100308656692505,0.49884527921676636,-351.61328125,-350.9676208496094,0.9981637001037598,21.96240234375,-329.0052185058594,0.07886335998773575,0.07866301387548447,0,0,64,RBMCF,702,500,NoRegularization-0.0,Adam-0.001-0.9-0.999-1e-08,CD-1,0,kfold=0/kfold-intern=0/batch_size=64/class=RBMCF/visible_size=702/hidden_size=500/regularization=NoRegularization-0.0/learning_rate=Adam-0.001-0.9-0.999-1e-08/sampling_method=CD-1/momentum=0/1553233398.0850723/events.out.tfevents.1553233401.paulo-notebook
64,1553237988.8309793,6401,0.11362016946077347,5.9803242683410645,4.585262298583984,-0.0077399625442922115,-0.03142024576663971,-0.3545340895652771,3.044560194015503,0.3732638955116272,0.42032331228256226,0.13136574625968933,0.12702079117298126,0.15393517911434174,0.16166281700134277,0.25810185074806213,0.29561200737953186,0.41956019401550293,0.39260968565940857,0.5028935074806213,0.508083164691925,0.3065200746059418,0.31755197048187256,0.5902777910232544,0.5935335159301758,0.36516204476356506,0.3256351053714752,0.35995370149612427,0.33949190378189087,0.44907405972480774,0.480369508266449,0.5960648059844971,0.5542725324630737,0.7002314925193787,0.7043879628181458,0.5101273059844971,0.4996151030063629,-350.744384765625,-350.0941467285156,0.998146116733551,21.891632080078125,-328.2025146484375,0.07883129268884659,0.07862908393144608,0,0,64,RBMCF,702,500,NoRegularization-0.0,Adam-0.001-0.9-0.999-1e-08,CD-1,0,kfold=0/kfold-intern=0/batch_size=64/class=RBMCF/visible_size=702/hidden_size=500/regularization=NoRegularization-0.0/learning_rate=Adam-0.001-0.9-0.999-1e-08/sampling_method=CD-1/momentum=0/1553233398.0850723/events.out.tfevents.1553233401.paulo-notebook
65,1553238059.4857943,6501,0.11441909521818161,6.073495388031006,4.592396259307861,-0.0078031932935118675,-0.030430050566792488,-0.35662388801574707,3.014467477798462,0.37384259700775146,0.42263278365135193,0.12789352238178253,0.12009237706661224,0.15509259700775146,0.16166281700134277,0.25752314925193787,0.3002309501171112,0.4114583432674408,0.3995380997657776,0.5086805820465088,0.5103926062583923,0.30574846267700195,0.3190916180610657,0.5908564925193787,0.5912240147590637,0.36400464177131653,0.32332563400268555,0.35474535822868347,0.3371824622154236,0.4479166567325592,0.47575056552886963,0.5972222089767456,0.5612009167671204,0.7083333134651184,0.7090069055557251,0.5105131268501282,0.4996151030063629,-351.0415954589844,-350.39874267578125,0.9981687068939209,22.04754638671875,-328.3511962890625,0.07877238839864731,0.07856231927871704,0,0,64,RBMCF,702,500,NoRegularization-0.0,Adam-0.001-0.9-0.999-1e-08,CD-1,0,kfold=0/kfold-intern=0/batch_size=64/class=RBMCF/visible_size=702/hidden_size=500/regularization=NoRegularization-0.0/learning_rate=Adam-0.001-0.9-0.999-1e-08/sampling_method=CD-1/momentum=0/1553233398.0850723/events.out.tfevents.1553233401.paulo-notebook
66,1553238131.5993602,6601,0.1139136403799057,5.970486164093018,4.468454360961914,-0.007856040261685848,-0.03203243762254715,-0.3580978214740753,3.0208332538604736,0.37615740299224854,0.42032331228256226,0.13078702986240387,0.12702079117298126,0.15856482088565826,0.16166281700134277,0.25810185074806213,0.29561200737953186,0.42303240299224854,0.40415704250335693,0.5081018805503845,0.5150115489959717,0.309124231338501,0.3206312656402588,0.5908564925193787,0.5912240147590637,0.36863425374031067,0.32332563400268555,0.35879629850387573,0.33025404810905457,0.44907405972480774,0.4849884510040283,0.5983796119689941,0.5519630312919617,0.7077546119689941,0.7043879628181458,0.512249231338501,0.4976905286312103,-350.6473388671875,-350.0014343261719,0.9981579780578613,22.16552734375,-327.8359069824219,0.07870399206876755,0.07848335802555084,0,0,64,RBMCF,702,500,NoRegularization-0.0,Adam-0.001-0.9-0.999-1e-08,CD-1,0,kfold=0/kfold-intern=0/batch_size=64/class=RBMCF/visible_size=702/hidden_size=500/regularization=NoRegularization-0.0/learning_rate=Adam-0.001-0.9-0.999-1e-08/sampling_method=CD-1/momentum=0/1553233398.0850723/events.out.tfevents.1553233401.paulo-notebook
67,1553238202.566807,6701,0.11307470500469208,5.967592716217041,4.466538429260254,-0.007892731577157974,-0.03370406851172447,-0.3585563898086548,3.013310194015503,0.37442129850387573,0.42263278365135193,0.12962962687015533,0.12702079117298126,0.15740740299224854,0.16166281700134277,0.25578704476356506,0.29561200737953186,0.42245370149612427,0.41108545660972595,0.5081018805503845,0.517320990562439,0.30796682834625244,0.322555810213089,0.5908564925193787,0.5935335159301758,0.37037035822868347,0.3279445767402649,0.35879629850387573,0.33949190378189087,0.44502314925193787,0.4780600368976593,0.6006944179534912,0.5635104179382324,0.7118055820465088,0.7090069055557251,0.5129243731498718,0.5019245743751526,-350.29693603515625,-349.6463623046875,0.9981427788734436,22.2010498046875,-327.4453125,0.0786503404378891,0.07840859144926071,0,0,64,RBMCF,702,500,NoRegularization-0.0,Adam-0.001-0.9-0.999-1e-08,CD-1,0,kfold=0/kfold-intern=0/batch_size=64/class=RBMCF/visible_size=702/hidden_size=500/regularization=NoRegularization-0.0/learning_rate=Adam-0.001-0.9-0.999-1e-08/sampling_method=CD-1/momentum=0/1553233398.0850723/events.out.tfevents.1553233401.paulo-notebook
68,1553238273.5893216,6801,0.11343137174844742,5.9259257316589355,4.4389567375183105,-0.007929601706564426,-0.03523167967796326,-0.3590705990791321,3.0115740299224854,0.37615740299224854,0.42032331228256226,0.1423611044883728,0.12471131980419159,0.16203702986240387,0.16397228837013245,0.25578704476356506,0.2909930646419525,0.41898149251937866,0.3972286283969879,0.5109953880310059,0.5150115489959717,0.31105324625968933,0.3187066912651062,0.5896990895271301,0.5866050720214844,0.36689814925193787,0.3210161626338959,0.35648149251937866,0.3348729908466339,0.44733795523643494,0.47113165259361267,0.5954861044883728,0.5635104179382324,0.7083333134651184,0.7090069055557251,0.5107060074806213,0.4976905286312103,-350.01971435546875,-349.35223388671875,0.9980930089950562,22.259918212890625,-327.0923156738281,0.07860622555017471,0.07839261740446091,0,0,64,RBMCF,702,500,NoRegularization-0.0,Adam-0.001-0.9-0.999-1e-08,CD-1,0,kfold=0/kfold-intern=0/batch_size=64/class=RBMCF/visible_size=702/hidden_size=500/regularization=NoRegularization-0.0/learning_rate=Adam-0.001-0.9-0.999-1e-08/sampling_method=CD-1/momentum=0/1553233398.0850723/events.out.tfevents.1553233401.paulo-notebook
69,1553238344.6720395,6901,0.11379417032003403,6.064815044403076,4.58376407623291,-0.0079583078622818,-0.03622366860508919,-0.3590887486934662,3.0138888359069824,0.37615740299224854,0.42032331228256226,0.1232638880610466,0.12009237706661224,0.1666666716337204,0.16628175973892212,0.2517361044883728,0.2909930646419525,0.40393519401550293,0.38568130135536194,0.5,0.5103926062583923,0.30362653732299805,0.31562739610671997,0.5885416865348816,0.5889145731925964,0.36921295523643494,0.3256351053714752,0.3611111044883728,0.34872978925704956,0.4496527910232544,0.47344109416007996,0.5943287014961243,0.5612009167671204,0.7060185074806213,0.6997690796852112,0.5114776492118835,0.4996151030063629,-349.7904968261719,-349.1171569824219,0.998075008392334,22.20745849609375,-326.9096984863281,0.07853683829307556,0.07830473780632019,0,0,64,RBMCF,702,500,NoRegularization-0.0,Adam-0.001-0.9-0.999-1e-08,CD-1,0,kfold=0/kfold-intern=0/batch_size=64/class=RBMCF/visible_size=702/hidden_size=500/regularization=NoRegularization-0.0/learning_rate=Adam-0.001-0.9-0.999-1e-08/sampling_method=CD-1/momentum=0/1553233398.0850723/events.out.tfevents.1553233401.paulo-notebook
70,1553238414.6930723,7001,0.11304918676614761,5.958911895751953,4.556762218475342,-0.007967391982674599,-0.03812902048230171,-0.35787492990493774,3.0075230598449707,0.37789350748062134,0.42263278365135193,0.12731482088565826,0.12240184843540192,0.16261574625968933,0.16628175973892212,0.25462964177131653,0.2933025360107422,0.40682870149612427,0.38568130135536194,0.5069444179534912,0.5127021074295044,0.3060378134250641,0.3171670436859131,0.5896990895271301,0.5889145731925964,0.3732638955116272,0.3279445767402649,0.36689814925193787,0.34180137515068054,0.44907405972480774,0.47344109416007996,0.5972222089767456,0.5612009167671204,0.7060185074806213,0.6951501369476318,0.513696014881134,0.4980754554271698,-349.4650573730469,-348.7897644042969,0.9980676174163818,22.319488525390625,-326.47027587890625,0.07848275452852249,0.07825000584125519,0,0,64,RBMCF,702,500,NoRegularization-0.0,Adam-0.001-0.9-0.999-1e-08,CD-1,0,kfold=0/kfold-intern=0/batch_size=64/class=RBMCF/visible_size=702/hidden_size=500/regularization=NoRegularization-0.0/learning_rate=Adam-0.001-0.9-0.999-1e-08/sampling_method=CD-1/momentum=0/1553233398.0850723/events.out.tfevents.1553233401.paulo-notebook
71,1553238487.1580408,7101,0.11340593546628952,6.050347328186035,4.308231353759766,-0.007985537871718407,-0.040335264056921005,-0.3572145998477936,3.0,0.37789350748062134,0.42263278365135193,0.1423611044883728,0.12471131980419159,0.1666666716337204,0.16628175973892212,0.25636574625968933,0.2909930646419525,0.4079861044883728,0.3879907727241516,0.5069444179534912,0.5127021074295044,0.30970293283462524,0.31755197048187256,0.5908564925193787,0.5958429574966431,0.3697916567325592,0.33025404810905457,0.35706019401550293,0.33949190378189087,0.44675925374031067,0.48267897963523865,0.5966435074806213,0.5612009167671204,0.7065972089767456,0.7043879628181458,0.5112847089767456,0.5023094415664673,-349.0216979980469,-348.3370056152344,0.9980382323265076,22.3753662109375,-325.9616394042969,0.07843244075775146,0.0782049298286438,0,0,64,RBMCF,702,500,NoRegularization-0.0,Adam-0.001-0.9-0.999-1e-08,CD-1,0,kfold=0/kfold-intern=0/batch_size=64/class=RBMCF/visible_size=702/hidden_size=500/regularization=NoRegularization-0.0/learning_rate=Adam-0.001-0.9-0.999-1e-08/sampling_method=CD-1/momentum=0/1553233398.0850723/events.out.tfevents.1553233401.paulo-notebook
72,1553238558.0640357,7201,0.11338412761688232,5.978588104248047,4.6193366050720215,-0.00800127163529396,-0.0415421687066555,-0.35640770196914673,2.9739582538604736,0.3784722089767456,0.42263278365135193,0.13310185074806213,0.12702079117298126,0.16435185074806213,0.16397228837013245,0.25462964177131653,0.2909930646419525,0.40219905972480774,0.38337182998657227,0.5028935074806213,0.5103926062583923,0.3059413433074951,0.31639721989631653,0.5815972089767456,0.581986129283905,0.3680555522441864,0.33025404810905457,0.3663194477558136,0.33949190378189087,0.44733795523643494,0.47344109416007996,0.5960648059844971,0.5635104179382324,0.7077546119689941,0.6951501369476318,0.511188268661499,0.49730563163757324,-348.8255310058594,-348.1432189941406,0.998043954372406,22.432373046875,-325.7108459472656,0.07836996763944626,0.07811666280031204,0,0,64,RBMCF,702,500,NoRegularization-0.0,Adam-0.001-0.9-0.999-1e-08,CD-1,0,kfold=0/kfold-intern=0/batch_size=64/class=RBMCF/visible_size=702/hidden_size=500/regularization=NoRegularization-0.0/learning_rate=Adam-0.001-0.9-0.999-1e-08/sampling_method=CD-1/momentum=0/1553233398.0850723/events.out.tfevents.1553233401.paulo-notebook
73,1553238628.9748764,7301,0.11246797442436218,5.908565044403076,4.455761909484863,-0.008006306365132332,-0.04176433011889458,-0.3549288809299469,3.017939805984497,0.37962964177131653,0.42263278365135193,0.13831017911434174,0.12933024764060974,0.15740740299224854,0.16397228837013245,0.2534722089767456,0.2909930646419525,0.41203704476356506,0.38568130135536194,0.5011574029922485,0.5150115489959717,0.30700230598449707,0.31793686747550964,0.5821759104728699,0.5842956304550171,0.37384259700775146,0.33256351947784424,0.3645833432674408,0.35103926062583923,0.44502314925193787,0.47575056552886963,0.5966435074806213,0.5635104179382324,0.7077546119689941,0.6997690796852112,0.5116705298423767,0.5011547207832336,-349.026611328125,-348.3584289550781,0.9980855584144592,22.590179443359375,-325.76824951171875,0.0783442035317421,0.07806451618671417,0,0,64,RBMCF,702,500,NoRegularization-0.0,Adam-0.001-0.9-0.999-1e-08,CD-1,0,kfold=0/kfold-intern=0/batch_size=64/class=RBMCF/visible_size=702/hidden_size=500/regularization=NoRegularization-0.0/learning_rate=Adam-0.001-0.9-0.999-1e-08/sampling_method=CD-1/momentum=0/1553233398.0850723/events.out.tfevents.1553233401.paulo-notebook
74,1553238699.7576067,7401,0.11287039518356323,5.921296119689941,4.530841827392578,-0.008014271035790443,-0.04334789142012596,-0.3536694645881653,3.0127315521240234,0.37962964177131653,0.42263278365135193,0.14699074625968933,0.13625866174697876,0.1614583283662796,0.16397228837013245,0.2552083432674408,0.2909930646419525,0.4114583432674408,0.38568130135536194,0.5063657164573669,0.5150115489959717,0.31018519401550293,0.3190916180610657,0.5868055820465088,0.5935335159301758,0.37384259700775146,0.3279445767402649,0.3645833432674408,0.3441108465194702,0.44907405972480774,0.480369508266449,0.5983796119689941,0.5635104179382324,0.7077546119689941,0.6974595785140991,0.5134066343307495,0.5011547207832336,-348.6880798339844,-348.0069885253906,0.9980466961860657,22.6475830078125,-325.3594055175781,0.07828080654144287,0.0780089870095253,0,0,64,RBMCF,702,500,NoRegularization-0.0,Adam-0.001-0.9-0.999-1e-08,CD-1,0,kfold=0/kfold-intern=0/batch_size=64/class=RBMCF/visible_size=702/hidden_size=500/regularization=NoRegularization-0.0/learning_rate=Adam-0.001-0.9-0.999-1e-08/sampling_method=CD-1/momentum=0/1553233398.0850723/events.out.tfevents.1553233401.paulo-notebook
75,1553238772.473908,7501,0.11336594820022583,6.047453880310059,4.54636287689209,-0.00797378271818161,-0.045548129826784134,-0.3492649793624878,2.996527671813965,0.3802083432674408,0.42263278365135193,0.1458333283662796,0.13163971900939941,0.1649305522441864,0.16397228837013245,0.2552083432674408,0.28637412190437317,0.39872685074806213,0.38337182998657227,0.5063657164573669,0.517320990562439,0.3085455298423767,0.31755197048187256,0.5856481194496155,0.5889145731925964,0.3715277910232544,0.32332563400268555,0.36168980598449707,0.35103926062583923,0.45081019401550293,0.47113165259361267,0.5896990895271301,0.5588914752006531,0.7083333134651184,0.6974595785140991,0.5112847089767456,0.4984603524208069,-348.3460693359375,-347.6401062011719,0.9979733824729919,22.569122314453125,-325.07098388671875,0.0782223716378212,0.07797210663557053,0,0,64,RBMCF,702,500,NoRegularization-0.0,Adam-0.001-0.9-0.999-1e-08,CD-1,0,kfold=0/kfold-intern=0/batch_size=64/class=RBMCF/visible_size=702/hidden_size=500/regularization=NoRegularization-0.0/learning_rate=Adam-0.001-0.9-0.999-1e-08/sampling_method=CD-1/momentum=0/1553233398.0850723/events.out.tfevents.1553233401.paulo-notebook
76,1553238844.7471545,7601,0.11343137174844742,5.995370388031006,4.6550703048706055,-0.007989553734660149,-0.04685316979885101,-0.3485223352909088,2.998842477798462,0.38078704476356506,0.4249422550201416,0.13599537312984467,0.12240184843540192,0.16261574625968933,0.16166281700134277,0.2552083432674408,0.2817552089691162,0.4027777910232544,0.38337182998657227,0.5034722089767456,0.5127021074295044,0.3068094253540039,0.31447267532348633,0.5902777910232544,0.5889145731925964,0.3732638955116272,0.3279445767402649,0.3663194477558136,0.3464203178882599,0.44907405972480774,0.480369508266449,0.5925925970077515,0.5519630312919617,0.7077546119689941,0.6882216930389404,0.5132137537002563,0.49730563163757324,-348.1419982910156,-347.4157409667969,0.9979138970375061,22.597198486328125,-324.81854248046875,0.07816445082426071,0.07792762666940689,0,0,64,RBMCF,702,500,NoRegularization-0.0,Adam-0.001-0.9-0.999-1e-08,CD-1,0,kfold=0/kfold-intern=0/batch_size=64/class=RBMCF/visible_size=702/hidden_size=500/regularization=NoRegularization-0.0/learning_rate=Adam-0.001-0.9-0.999-1e-08/sampling_method=CD-1/momentum=0/1553233398.0850723/events.out.tfevents.1553233401.paulo-notebook
77,1553238915.471541,7701,0.11294340342283249,6.012731552124023,4.7718281745910645,-0.008007860742509365,-0.0453760027885437,-0.34792739152908325,3.0173611640930176,0.38078704476356506,0.4249422550201416,0.15219907462596893,0.12471131980419159,0.16435185074806213,0.16397228837013245,0.25405094027519226,0.2817552089691162,0.4010416567325592,0.3810623586177826,0.5069444179534912,0.517320990562439,0.3098958432674408,0.31562739610671997,0.5868055820465088,0.5912240147590637,0.37442129850387573,0.3256351053714752,0.3663194477558136,0.34872978925704956,0.44733795523643494,0.47344109416007996,0.59375,0.5519630312919617,0.7094907164573669,0.6882216930389404,0.5130208134651184,0.4965358078479767,-348.6238098144531,-347.91455078125,0.9979655742645264,22.707305908203125,-325.2072448730469,0.07810536026954651,0.07784298062324524,0,0,64,RBMCF,702,500,NoRegularization-0.0,Adam-0.001-0.9-0.999-1e-08,CD-1,0,kfold=0/kfold-intern=0/batch_size=64/class=RBMCF/visible_size=702/hidden_size=500/regularization=NoRegularization-0.0/learning_rate=Adam-0.001-0.9-0.999-1e-08/sampling_method=CD-1/momentum=0/1553233398.0850723/events.out.tfevents.1553233401.paulo-notebook
78,1553238986.8628476,7801,0.11352217942476273,6.044559955596924,4.463873386383057,-0.008037944324314594,-0.04395732283592224,-0.3481476902961731,3.0150463581085205,0.38136574625968933,0.42263278365135193,0.14872685074806213,0.12471131980419159,0.16203702986240387,0.16166281700134277,0.25636574625968933,0.2817552089691162,0.40219905972480774,0.3810623586177826,0.5092592835426331,0.517320990562439,0.3099922835826874,0.3148575723171234,0.5920138955116272,0.6027713418006897,0.37210649251937866,0.3348729908466339,0.3697916567325592,0.34872978925704956,0.44560185074806213,0.480369508266449,0.5931712985038757,0.556581974029541,0.7123842835426331,0.6859122514724731,0.5141782164573669,0.5015396475791931,-349.05621337890625,-348.3390808105469,0.9979454874992371,22.815155029296875,-325.52392578125,0.07804878801107407,0.07778875529766083,0,0,64,RBMCF,702,500,NoRegularization-0.0,Adam-0.001-0.9-0.999-1e-08,CD-1,0,kfold=0/kfold-intern=0/batch_size=64/class=RBMCF/visible_size=702/hidden_size=500/regularization=NoRegularization-0.0/learning_rate=Adam-0.001-0.9-0.999-1e-08/sampling_method=CD-1/momentum=0/1553233398.0850723/events.out.tfevents.1553233401.paulo-notebook
79,1553239058.1852329,7901,0.11266936361789703,5.9103007316589355,4.5214691162109375,-0.008091088384389877,-0.042806074023246765,-0.34985870122909546,3.014467477798462,0.38425925374031067,0.4249422550201416,0.1423611044883728,0.12933024764060974,0.1684027761220932,0.16628175973892212,0.25462964177131653,0.27944573760032654,0.40625,0.38568130135536194,0.5075231194496155,0.5127021074295044,0.31057098507881165,0.31639721989631653,0.5896990895271301,0.5889145731925964,0.37557870149612427,0.33025404810905457,0.3732638955116272,0.3533487319946289,0.45081019401550293,0.48267897963523865,0.5989583134651184,0.5588914752006531,0.7112268805503845,0.6905311942100525,0.5165895223617554,0.5007697939872742,-349.2667236328125,-348.5383605957031,0.9979146122932434,22.831085205078125,-325.707275390625,0.07799667119979858,0.07774815708398819,0,0,64,RBMCF,702,500,NoRegularization-0.0,Adam-0.001-0.9-0.999-1e-08,CD-1,0,kfold=0/kfold-intern=0/batch_size=64/class=RBMCF/visible_size=702/hidden_size=500/regularization=NoRegularization-0.0/learning_rate=Adam-0.001-0.9-0.999-1e-08/sampling_method=CD-1/momentum=0/1553233398.0850723/events.out.tfevents.1553233401.paulo-notebook
80,1553239128.997035,8001,0.11274981498718262,6.026041507720947,4.377213478088379,-0.008132649585604668,-0.04116913303732872,-0.35086295008659363,3.0075230598449707,0.3871527910232544,0.4249422550201416,0.15740740299224854,0.13625866174697876,0.1649305522441864,0.16397228837013245,0.25752314925193787,0.28637412190437317,0.39641204476356506,0.37644341588020325,0.5052083134651184,0.5103926062583923,0.31143903732299805,0.31639721989631653,0.5914351940155029,0.5889145731925964,0.37210649251937866,0.33025404810905457,0.3680555522441864,0.34872978925704956,0.4548611044883728,0.4849884510040283,0.5925925970077515,0.556581974029541,0.7094907164573669,0.6859122514724731,0.5147569179534912,0.49923017621040344,-349.70037841796875,-348.9760437011719,0.9979286789894104,22.82781982421875,-326.1482238769531,0.07793435454368591,0.07767342776060104,0,0,64,RBMCF,702,500,NoRegularization-0.0,Adam-0.001-0.9-0.999-1e-08,CD-1,0,kfold=0/kfold-intern=0/batch_size=64/class=RBMCF/visible_size=702/hidden_size=500/regularization=NoRegularization-0.0/learning_rate=Adam-0.001-0.9-0.999-1e-08/sampling_method=CD-1/momentum=0/1553233398.0850723/events.out.tfevents.1553233401.paulo-notebook
