evaluate,wall_time,step,measure/reconstruction/error,measure/activation/mean,measure/activation/std,measure/parameters/W/mean,measure/parameters/b_h/mean,measure/parameters/b_v/mean,measure/reconstruction_1/hamming,details/measure/top-1/evaluate-0/train,details/measure/top-1/evaluate-0/validation,details/measure/top-1/evaluate-1/train,details/measure/top-1/evaluate-1/validation,details/measure/top-1/evaluate-2/train,details/measure/top-1/evaluate-2/validation,details/measure/top-1/evaluate-3/train,details/measure/top-1/evaluate-3/validation,details/measure/top-1/evaluate-4/train,details/measure/top-1/evaluate-4/validation,details/measure/top-1/evaluate-5/train,details/measure/top-1/evaluate-5/validation,measure/evaluate/top-1/RMSE_train,measure/evaluate/top-1/RMSE_validation,measure/evaluate/top-1/train,measure/evaluate/top-1/validation,details/measure/top-5/evaluate-0/train,details/measure/top-5/evaluate-0/validation,details/measure/top-5/evaluate-1/train,details/measure/top-5/evaluate-1/validation,details/measure/top-5/evaluate-2/train,details/measure/top-5/evaluate-2/validation,details/measure/top-5/evaluate-3/train,details/measure/top-5/evaluate-3/validation,details/measure/top-5/evaluate-4/train,details/measure/top-5/evaluate-4/validation,details/measure/top-5/evaluate-5/train,details/measure/top-5/evaluate-5/validation,measure/evaluate/top-5/RMSE_train,measure/evaluate/top-5/RMSE_validation,measure/evaluate/top-5/train,measure/evaluate/top-5/validation,details/measure/expectation/normalized/evaluate-0/train,details/measure/expectation/normalized/evaluate-0/validation,details/measure/expectation/normalized/evaluate-1/train,details/measure/expectation/normalized/evaluate-1/validation,details/measure/expectation/normalized/evaluate-2/train,details/measure/expectation/normalized/evaluate-2/validation,details/measure/expectation/normalized/evaluate-3/train,details/measure/expectation/normalized/evaluate-3/validation,details/measure/expectation/normalized/evaluate-4/train,details/measure/expectation/normalized/evaluate-4/validation,details/measure/expectation/normalized/evaluate-5/train,details/measure/expectation/normalized/evaluate-5/validation,measure/evaluate/expectation/normalized/RMSE_train,measure/evaluate/expectation/normalized/RMSE_validation,measure/evaluate/expectation/normalized/train,measure/evaluate/expectation/normalized/validation,kfold,kfold-intern,batch_size,class,visible_size,hidden_size,regularization,learning_rate,sampling_method,momentum,path
39,1550425091.813349,40,0.09439117461442947,6.059868335723877,3.0260202884674072,-0.06045430898666382,-4.449847221374512,0.0033617382869124413,2.7125000953674316,0.45460525155067444,0.2770448625087738,0.34539473056793213,0.18205805122852325,0.32236841320991516,0.1530342996120453,0.42565789818763733,0.2427440583705902,0.4710526168346405,0.31926122307777405,0.6453947424888611,0.4986807405948639,0.09699898958206177,0.11065938323736191,0.4440789520740509,0.27880385518074036,0.7289473414421082,0.4986807405948639,0.6236842274665833,0.33773088455200195,0.6236842274665833,0.28232190012931824,0.7124999761581421,0.42480212450027466,0.7749999761581421,0.4960422217845917,0.879605233669281,0.6807388067245483,0.19721245765686035,0.20857571065425873,0.7239035367965698,0.4533860981464386,0.029605263844132423,0.010554090142250061,0.03421052545309067,0.013192611746490002,0.02368421107530594,0.026385223492980003,0.015131578780710697,0.007915567606687546,0.041447367519140244,0.01583113521337509,0.10855263471603394,0.06332454085350037,0.12794499099254608,0.12923437356948853,0.04210526496171951,0.022867193445563316,4,0,10,RBMCF,702,500,NoRegularization-0.0,ConstantLearningRate-0.2,CD-1,1,kfold=4/kfold-intern=0/batch_size=10/class=RBMCF/visible_size=702/hidden_size=500/regularization=NoRegularization-0.0/learning_rate=ConstantLearningRate-0.2/sampling_method=CD-1/momentum=1/1550424962.7375395/events.out.tfevents.1550424967.paulo-notebook
40,1550425095.2464077,41,0.09310661256313324,6.0197367668151855,3.0772416591644287,-0.061570435762405396,-4.491888523101807,0.002250640420243144,2.6914472579956055,0.4710526168346405,0.2955145239830017,0.3546052575111389,0.16094987094402313,0.34078946709632874,0.14248020946979523,0.4368421137332916,0.26385223865509033,0.44736841320991516,0.2928759753704071,0.6743420958518982,0.5065963268280029,0.09603294730186462,0.1107550859451294,0.4541666805744171,0.2770448625087738,0.741447389125824,0.5118733644485474,0.6276316046714783,0.3245382606983185,0.6230263113975525,0.28496041893959045,0.7407894730567932,0.4459103047847748,0.7868421077728271,0.5224274396896362,0.8934210538864136,0.688654363155365,0.19670410454273224,0.20817281305789948,0.7355263233184814,0.4630606770515442,0.02500000037252903,0.010554090142250061,0.02434210479259491,0.023746700957417488,0.021052632480859756,0.01583113521337509,0.02368421107530594,0.018469657748937607,0.04671052470803261,0.02902374602854252,0.11184210330247879,0.07651714980602264,0.1279432475566864,0.12882433831691742,0.04210526496171951,0.02902374602854252,4,0,10,RBMCF,702,500,NoRegularization-0.0,ConstantLearningRate-0.2,CD-1,1,kfold=4/kfold-intern=0/batch_size=10/class=RBMCF/visible_size=702/hidden_size=500/regularization=NoRegularization-0.0/learning_rate=ConstantLearningRate-0.2/sampling_method=CD-1/momentum=1/1550424962.7375395/events.out.tfevents.1550424967.paulo-notebook
41,1550425097.9793417,42,0.09176322817802429,5.965131759643555,3.034968614578247,-0.062376368790864944,-4.505738258361816,0.00202272180467844,2.653289556503296,0.4151315689086914,0.25065964460372925,0.36973685026168823,0.17678099870681763,0.36250001192092896,0.16094987094402313,0.44539472460746765,0.2585752010345459,0.4953947365283966,0.28496041893959045,0.6809210777282715,0.49076518416404724,0.09537865966558456,0.1113334372639656,0.4615131616592407,0.2704485356807709,0.7131578922271729,0.45646438002586365,0.6486842036247253,0.311345636844635,0.6559210419654846,0.31926122307777405,0.7440789341926575,0.4274406433105469,0.7980263233184814,0.4960422217845917,0.8907894492149353,0.6701846718788147,0.1964399218559265,0.2088536024093628,0.7417762875556946,0.44678980112075806,0.014473684132099152,0.0,0.03486842289566994,0.02902374602854252,0.026973683387041092,0.023746700957417488,0.02368421107530594,0.010554090142250061,0.03881578892469406,0.021108180284500122,0.1072368398308754,0.08179419487714767,0.12801845371723175,0.12890857458114624,0.04100877046585083,0.02770448476076126,4,0,10,RBMCF,702,500,NoRegularization-0.0,ConstantLearningRate-0.2,CD-1,1,kfold=4/kfold-intern=0/batch_size=10/class=RBMCF/visible_size=702/hidden_size=500/regularization=NoRegularization-0.0/learning_rate=ConstantLearningRate-0.2/sampling_method=CD-1/momentum=1/1550424962.7375395/events.out.tfevents.1550424967.paulo-notebook
42,1550425101.2574387,43,0.09093736857175827,5.960526466369629,3.0405466556549072,-0.0624910369515419,-4.503476619720459,0.003475720761343837,2.6526315212249756,0.473026305437088,0.2770448625087738,0.3684210479259491,0.16622690856456757,0.3703947365283966,0.14248020946979523,0.4486842155456543,0.2559366822242737,0.4776315689086914,0.279683381319046,0.69539475440979,0.5118733644485474,0.09438183158636093,0.11111873388290405,0.4722587764263153,0.2722075581550598,0.7480263113975525,0.49076518416404724,0.6453947424888611,0.2981530427932739,0.6638157963752747,0.3087071180343628,0.762499988079071,0.4327176809310913,0.7861841917037964,0.49076518416404724,0.9046052694320679,0.6939314007759094,0.1960039734840393,0.20860670506954193,0.7517544031143188,0.4525066018104553,0.055263157933950424,0.018469657748937607,0.029605263844132423,0.023746700957417488,0.02631578966975212,0.010554090142250061,0.027631578966975212,0.013192611746490002,0.043421052396297455,0.02902374602854252,0.11118420958518982,0.07915567606687546,0.12749122083187103,0.12882335484027863,0.048903509974479675,0.02902374602854252,4,0,10,RBMCF,702,500,NoRegularization-0.0,ConstantLearningRate-0.2,CD-1,1,kfold=4/kfold-intern=0/batch_size=10/class=RBMCF/visible_size=702/hidden_size=500/regularization=NoRegularization-0.0/learning_rate=ConstantLearningRate-0.2/sampling_method=CD-1/momentum=1/1550424962.7375395/events.out.tfevents.1550424967.paulo-notebook
43,1550425104.9571102,44,0.08969738334417343,6.051973819732666,2.8729569911956787,-0.06265799701213837,-4.510117053985596,0.005498507060110569,2.60131573677063,0.5059210658073425,0.2928759753704071,0.36250001192092896,0.1715039610862732,0.3822368383407593,0.14511872828006744,0.4749999940395355,0.24538259208202362,0.5276315808296204,0.31926122307777405,0.692105233669281,0.5092348456382751,0.09269896894693375,0.11047929525375366,0.49089911580085754,0.2805628776550293,0.7598684430122375,0.4828495979309082,0.6651315689086914,0.33773088455200195,0.6736842393875122,0.3139841556549072,0.7723684310913086,0.4511873424053192,0.8157894611358643,0.5013192892074585,0.8907894492149353,0.6517150402069092,0.19552136957645416,0.20846576988697052,0.7629386186599731,0.45646438002586365,0.027631578966975212,0.010554090142250061,0.028289474546909332,0.023746700957417488,0.031578946858644485,0.026385223492980003,0.02434210479259491,0.010554090142250061,0.053947366774082184,0.02902374602854252,0.1092105284333229,0.06068601459264755,0.12769661843776703,0.12897370755672455,0.04583333432674408,0.02682497724890709,4,0,10,RBMCF,702,500,NoRegularization-0.0,ConstantLearningRate-0.2,CD-1,1,kfold=4/kfold-intern=0/batch_size=10/class=RBMCF/visible_size=702/hidden_size=500/regularization=NoRegularization-0.0/learning_rate=ConstantLearningRate-0.2/sampling_method=CD-1/momentum=1/1550424962.7375395/events.out.tfevents.1550424967.paulo-notebook
44,1550425107.61178,45,0.0880417451262474,5.996710300445557,2.8717002868652344,-0.0630083829164505,-4.545591354370117,0.008176589384675026,2.60197377204895,0.5013157725334167,0.2559366822242737,0.3927631676197052,0.17678099870681763,0.39605262875556946,0.16358838975429535,0.49210527539253235,0.240105539560318,0.5506578683853149,0.35620051622390747,0.7144736647605896,0.4986807405948639,0.09108317643404007,0.11040445417165756,0.50789475440979,0.2818821370601654,0.7717105150222778,0.45382586121559143,0.6776315569877625,0.311345636844635,0.7032894492149353,0.30079156160354614,0.7815789580345154,0.4116095006465912,0.8467105031013489,0.5092348456382751,0.9098684191703796,0.6860158443450928,0.19469411671161652,0.20889753103256226,0.781798243522644,0.44547054171562195,0.03881578892469406,0.01583113521337509,0.0401315800845623,0.023746700957417488,0.021710526198148727,0.0052770450711250305,0.03421052545309067,0.013192611746490002,0.0625,0.05277044698596001,0.1184210553765297,0.0686015859246254,0.12723861634731293,0.12876538932323456,0.05263157933950424,0.02990325354039669,4,0,10,RBMCF,702,500,NoRegularization-0.0,ConstantLearningRate-0.2,CD-1,1,kfold=4/kfold-intern=0/batch_size=10/class=RBMCF/visible_size=702/hidden_size=500/regularization=NoRegularization-0.0/learning_rate=ConstantLearningRate-0.2/sampling_method=CD-1/momentum=1/1550424962.7375395/events.out.tfevents.1550424967.paulo-notebook
45,1550425110.5972884,46,0.08660361915826797,5.970394611358643,2.576098918914795,-0.0632639154791832,-4.556164741516113,0.007920179516077042,2.4901316165924072,0.5177631378173828,0.2981530427932739,0.410526305437088,0.17678099870681763,0.40789473056793213,0.1530342996120453,0.4894736707210541,0.25329816341400146,0.5243421196937561,0.31662270426750183,0.7203947305679321,0.5092348456382751,0.09075070172548294,0.1101892963051796,0.5117324590682983,0.2845206558704376,0.7684210538864136,0.4696570038795471,0.692105233669281,0.31662270426750183,0.7019736766815186,0.30079156160354614,0.7914473414421082,0.4327176809310913,0.8434210419654846,0.5250659584999084,0.9190789461135864,0.6833773255348206,0.19450658559799194,0.20852036774158478,0.7860745787620544,0.4547053575515747,0.057236842811107635,0.03166227042675018,0.05000000074505806,0.026385223492980003,0.027631578966975212,0.01583113521337509,0.03486842289566994,0.0026385225355625153,0.06578947603702545,0.036939315497875214,0.17960526049137115,0.14248020946979523,0.12609046697616577,0.12788675725460052,0.06918859481811523,0.04265611246228218,4,0,10,RBMCF,702,500,NoRegularization-0.0,ConstantLearningRate-0.2,CD-1,1,kfold=4/kfold-intern=0/batch_size=10/class=RBMCF/visible_size=702/hidden_size=500/regularization=NoRegularization-0.0/learning_rate=ConstantLearningRate-0.2/sampling_method=CD-1/momentum=1/1550424962.7375395/events.out.tfevents.1550424967.paulo-notebook
46,1550425113.3826582,47,0.08519072830677032,6.028947353363037,2.596529722213745,-0.06353195011615753,-4.568661212921143,0.00945864338427782,2.510526418685913,0.508552610874176,0.28496041893959045,0.4065789580345154,0.1715039610862732,0.3973684310913086,0.13192611932754517,0.4861842095851898,0.24802111089229584,0.5526315569877625,0.311345636844635,0.7342105507850647,0.5145118832588196,0.0904068872332573,0.11072524636983871,0.5142543911933899,0.2770448625087738,0.7730262875556946,0.4617414176464081,0.6947368383407593,0.31662270426750183,0.6842105388641357,0.28232190012931824,0.7901315689086914,0.4300791621208191,0.8500000238418579,0.5013192892074585,0.9243420958518982,0.6833773255348206,0.1945025473833084,0.20887883007526398,0.7860745787620544,0.4459103047847748,0.056578949093818665,0.007915567606687546,0.057236842811107635,0.03166227042675018,0.02500000037252903,0.013192611746490002,0.020394736900925636,0.010554090142250061,0.0802631601691246,0.06596305966377258,0.21250000596046448,0.16358838975429535,0.12564224004745483,0.12745757400989532,0.07532894611358643,0.04881266504526138,4,0,10,RBMCF,702,500,NoRegularization-0.0,ConstantLearningRate-0.2,CD-1,1,kfold=4/kfold-intern=0/batch_size=10/class=RBMCF/visible_size=702/hidden_size=500/regularization=NoRegularization-0.0/learning_rate=ConstantLearningRate-0.2/sampling_method=CD-1/momentum=1/1550424962.7375395/events.out.tfevents.1550424967.paulo-notebook
47,1550425116.0836332,48,0.08298397064208984,5.960526466369629,2.6168618202209473,-0.06411324441432953,-4.5717549324035645,0.009515629149973392,2.4598684310913086,0.5440789461135864,0.28232190012931824,0.4197368323802948,0.1715039610862732,0.41644737124443054,0.14248020946979523,0.5059210658073425,0.23746702075004578,0.5868421196937561,0.31926122307777405,0.7328947186470032,0.48812663555145264,0.08854379504919052,0.11107044667005539,0.5343201756477356,0.2735268175601959,0.8026315569877625,0.47493404150009155,0.7072368264198303,0.32189974188804626,0.7236841917037964,0.30079156160354614,0.8138157725334167,0.41952505707740784,0.8690789341926575,0.5118733644485474,0.9276315569877625,0.6517150402069092,0.19357101619243622,0.20885582268238068,0.8073464632034302,0.44678980112075806,0.056578949093818665,0.021108180284500122,0.03881578892469406,0.01583113521337509,0.02500000037252903,0.018469657748937607,0.026973683387041092,0.018469657748937607,0.11118420958518982,0.03957783803343773,0.17236842215061188,0.11345646530389786,0.12590771913528442,0.12822644412517548,0.07182017713785172,0.037818823009729385,4,0,10,RBMCF,702,500,NoRegularization-0.0,ConstantLearningRate-0.2,CD-1,1,kfold=4/kfold-intern=0/batch_size=10/class=RBMCF/visible_size=702/hidden_size=500/regularization=NoRegularization-0.0/learning_rate=ConstantLearningRate-0.2/sampling_method=CD-1/momentum=1/1550424962.7375395/events.out.tfevents.1550424967.paulo-notebook
48,1550425118.7062788,49,0.08146235346794128,5.96907901763916,2.3944385051727295,-0.06487870961427689,-4.585216045379639,0.0078062256798148155,2.401315689086914,0.5480263233184814,0.26912927627563477,0.4526315927505493,0.18469657003879547,0.43618419766426086,0.14511872828006744,0.5282894968986511,0.25329816341400146,0.5802631378173828,0.3298152983188629,0.7532894611358643,0.48812663555145264,0.08704054355621338,0.11071125417947769,0.5497807264328003,0.2783641219139099,0.7888157963752747,0.4643799364566803,0.7217105031013489,0.31926122307777405,0.7467105388641357,0.30079156160354614,0.821052610874176,0.4432717561721802,0.8730263113975525,0.5065963268280029,0.9394736886024475,0.6728231906890869,0.19322878122329712,0.2086702585220337,0.8151316046714783,0.4511873424053192,0.0625,0.018469657748937607,0.04605263099074364,0.01583113521337509,0.0335526317358017,0.010554090142250061,0.02631578966975212,0.007915567606687546,0.09013158082962036,0.04485488310456276,0.19802631437778473,0.12664908170700073,0.1256054788827896,0.12824614346027374,0.07609649002552032,0.03737906739115715,4,0,10,RBMCF,702,500,NoRegularization-0.0,ConstantLearningRate-0.2,CD-1,1,kfold=4/kfold-intern=0/batch_size=10/class=RBMCF/visible_size=702/hidden_size=500/regularization=NoRegularization-0.0/learning_rate=ConstantLearningRate-0.2/sampling_method=CD-1/momentum=1/1550424962.7375395/events.out.tfevents.1550424967.paulo-notebook
49,1550425121.2700887,50,0.08119732141494751,5.973026275634766,2.284141778945923,-0.06549397110939026,-4.5922064781188965,0.0068945554085075855,2.367763042449951,0.5026316046714783,0.2427440583705902,0.45921051502227783,0.18469657003879547,0.4381578862667084,0.1372031718492508,0.5447368621826172,0.23746702075004578,0.6000000238418579,0.3271767795085907,0.7427631616592407,0.5013192892074585,0.0872621238231659,0.11116903275251389,0.5479166507720947,0.27176782488822937,0.7690789699554443,0.4353561997413635,0.7315789461135864,0.32189974188804626,0.7184210419654846,0.311345636844635,0.8401315808296204,0.41952505707740784,0.8690789341926575,0.5277044773101807,0.9361842274665833,0.6649076342582703,0.19341973960399628,0.2088526338338852,0.8107455968856812,0.44678980112075806,0.055263157933950424,0.013192611746490002,0.044078946113586426,0.013192611746490002,0.031578946858644485,0.03957783803343773,0.03618421033024788,0.0026385225355625153,0.1092105284333229,0.05540896952152252,0.2184210568666458,0.13456463813781738,0.1251525729894638,0.1278599500656128,0.08245614171028137,0.043095868080854416,4,0,10,RBMCF,702,500,NoRegularization-0.0,ConstantLearningRate-0.2,CD-1,1,kfold=4/kfold-intern=0/batch_size=10/class=RBMCF/visible_size=702/hidden_size=500/regularization=NoRegularization-0.0/learning_rate=ConstantLearningRate-0.2/sampling_method=CD-1/momentum=1/1550424962.7375395/events.out.tfevents.1550424967.paulo-notebook
50,1550425124.030567,51,0.08049018681049347,6.0164475440979,2.3346002101898193,-0.06640017777681351,-4.615059852600098,0.00561251537874341,2.3690788745880127,0.5611842274665833,0.28759893774986267,0.44276314973831177,0.17678099870681763,0.4381578862667084,0.16094987094402313,0.5256578922271729,0.21899735927581787,0.5684210658073425,0.30343008041381836,0.754605233669281,0.49076518416404724,0.08715227991342545,0.11111738532781601,0.5484648942947388,0.2730870842933655,0.7986842393875122,0.47757256031036377,0.7217105031013489,0.3298152983188629,0.7296052575111389,0.2744063436985016,0.8243421316146851,0.40633246302604675,0.8513157963752747,0.49076518416404724,0.9368420839309692,0.6728231906890869,0.19343775510787964,0.2090439796447754,0.8104166388511658,0.44195249676704407,0.08815789222717285,0.03166227042675018,0.04078947380185127,0.021108180284500122,0.031578946858644485,0.036939315497875214,0.03552631661295891,0.018469657748937607,0.1072368398308754,0.03166227042675018,0.20723684132099152,0.14248020946979523,0.12498462200164795,0.12759695947170258,0.08508771657943726,0.04705365002155304,4,0,10,RBMCF,702,500,NoRegularization-0.0,ConstantLearningRate-0.2,CD-1,1,kfold=4/kfold-intern=0/batch_size=10/class=RBMCF/visible_size=702/hidden_size=500/regularization=NoRegularization-0.0/learning_rate=ConstantLearningRate-0.2/sampling_method=CD-1/momentum=1/1550424962.7375395/events.out.tfevents.1550424967.paulo-notebook
51,1550425127.4479854,52,0.07885515689849854,5.998026371002197,2.133547782897949,-0.06668154150247574,-4.6163010597229,0.008546988479793072,2.299999952316284,0.5519737005233765,0.26912927627563477,0.48552632331848145,0.1715039610862732,0.4513157904148102,0.14775726199150085,0.5322368144989014,0.2242744117975235,0.5822368264198303,0.3087071180343628,0.7684210538864136,0.4854881167411804,0.08583027869462967,0.11152002960443497,0.561951756477356,0.26781001687049866,0.7763158082962036,0.4459103047847748,0.741447389125824,0.33773088455200195,0.7427631616592407,0.3060685992240906,0.8302631378173828,0.40633246302604675,0.8776316046714783,0.49076518416404724,0.9506579041481018,0.6517150402069092,0.1930186152458191,0.20914854109287262,0.819846510887146,0.4397537410259247,0.09539473801851273,0.03957783803343773,0.056578949093818665,0.026385223492980003,0.0401315800845623,0.02902374602854252,0.045394737273454666,0.01583113521337509,0.1092105284333229,0.04485488310456276,0.24473683536052704,0.19261214137077332,0.124033622443676,0.126822367310524,0.09857456386089325,0.05804749205708504,4,0,10,RBMCF,702,500,NoRegularization-0.0,ConstantLearningRate-0.2,CD-1,1,kfold=4/kfold-intern=0/batch_size=10/class=RBMCF/visible_size=702/hidden_size=500/regularization=NoRegularization-0.0/learning_rate=ConstantLearningRate-0.2/sampling_method=CD-1/momentum=1/1550424962.7375395/events.out.tfevents.1550424967.paulo-notebook
52,1550425130.286956,53,0.07847392559051514,6.0453948974609375,2.255181312561035,-0.06725509464740753,-4.644296646118164,0.007920224219560623,2.2644736766815186,0.5730262994766235,0.2559366822242737,0.504605233669281,0.19525066018104553,0.4625000059604645,0.14248020946979523,0.5684210658073425,0.25065964460372925,0.6263157725334167,0.33773088455200195,0.7368420958518982,0.4696570038795471,0.08436594158411026,0.11098828911781311,0.5786184072494507,0.27528584003448486,0.8092105388641357,0.4643799364566803,0.7427631616592407,0.311345636844635,0.7473683953285217,0.2955145239830017,0.8532894849777222,0.4327176809310913,0.8921052813529968,0.5092348456382751,0.9348683953285217,0.6464380025863647,0.192575141787529,0.2089993953704834,0.8299342393875122,0.4432717561721802,0.09473684430122375,0.021108180284500122,0.07236842066049576,0.026385223492980003,0.03947368264198303,0.026385223492980003,0.04210526496171951,0.013192611746490002,0.1315789520740509,0.07915567606687546,0.20855262875556946,0.14511872828006744,0.12409573793411255,0.12726660072803497,0.09813596308231354,0.051890939474105835,4,0,10,RBMCF,702,500,NoRegularization-0.0,ConstantLearningRate-0.2,CD-1,1,kfold=4/kfold-intern=0/batch_size=10/class=RBMCF/visible_size=702/hidden_size=500/regularization=NoRegularization-0.0/learning_rate=ConstantLearningRate-0.2/sampling_method=CD-1/momentum=1/1550424962.7375395/events.out.tfevents.1550424967.paulo-notebook
53,1550425133.5702832,54,0.07652091234922409,6.023684024810791,2.0270702838897705,-0.0676666870713234,-4.652637958526611,0.008091176860034466,2.2585525512695312,0.5868421196937561,0.2902374565601349,0.49013158679008484,0.1899736076593399,0.47697368264198303,0.14511872828006744,0.5414473414421082,0.2242744117975235,0.6427631378173828,0.35092347860336304,0.7677631378173828,0.4986807405948639,0.08360642939805984,0.11029421538114548,0.5843201875686646,0.2832013964653015,0.8302631378173828,0.4696570038795471,0.7486842274665833,0.3060685992240906,0.75789475440979,0.28496041893959045,0.8434210419654846,0.4116095006465912,0.8947368264198303,0.49076518416404724,0.9427631497383118,0.6358839273452759,0.1922939568758011,0.2094135880470276,0.8362938761711121,0.43315744400024414,0.09671052545309067,0.036939315497875214,0.05263157933950424,0.023746700957417488,0.028947368264198303,0.023746700957417488,0.045394737273454666,0.021108180284500122,0.13684210181236267,0.0870712399482727,0.22434210777282715,0.1556728184223175,0.12411930412054062,0.1268479824066162,0.09747806936502457,0.05804749205708504,4,0,10,RBMCF,702,500,NoRegularization-0.0,ConstantLearningRate-0.2,CD-1,1,kfold=4/kfold-intern=0/batch_size=10/class=RBMCF/visible_size=702/hidden_size=500/regularization=NoRegularization-0.0/learning_rate=ConstantLearningRate-0.2/sampling_method=CD-1/momentum=1/1550424962.7375395/events.out.tfevents.1550424967.paulo-notebook
54,1550425136.3630128,55,0.07432784885168076,5.929605484008789,1.9759656190872192,-0.06818924844264984,-4.659549236297607,0.006495743989944458,2.1703946590423584,0.5427631735801697,0.2559366822242737,0.5105262994766235,0.20316623151302338,0.4861842095851898,0.14511872828006744,0.5559210777282715,0.23482850193977356,0.6467105150222778,0.31926122307777405,0.7638157606124878,0.49076518416404724,0.08366288989782333,0.11098562926054001,0.5843201875686646,0.27484607696533203,0.7901315689086914,0.4274406433105469,0.7618421316146851,0.3271767795085907,0.7703947424888611,0.33509233593940735,0.8578947186470032,0.4168865382671356,0.8953947424888611,0.5013192892074585,0.9375,0.6437994837760925,0.19233013689517975,0.2090635448694229,0.8355262875556946,0.44195249676704407,0.07565789669752121,0.01583113521337509,0.0802631601691246,0.023746700957417488,0.03947368264198303,0.01583113521337509,0.044078946113586426,0.007915567606687546,0.1381578892469406,0.08179419487714767,0.21381579339504242,0.14248020946979523,0.12405997514724731,0.1275288611650467,0.09857456386089325,0.04793315753340721,4,0,10,RBMCF,702,500,NoRegularization-0.0,ConstantLearningRate-0.2,CD-1,1,kfold=4/kfold-intern=0/batch_size=10/class=RBMCF/visible_size=702/hidden_size=500/regularization=NoRegularization-0.0/learning_rate=ConstantLearningRate-0.2/sampling_method=CD-1/momentum=1/1550424962.7375395/events.out.tfevents.1550424967.paulo-notebook
55,1550425138.817216,56,0.07314584404230118,5.9677629470825195,1.98251211643219,-0.06871496140956879,-4.663329124450684,0.005584078375250101,2.1651315689086914,0.6039473414421082,0.28496041893959045,0.5217105150222778,0.16358838975429535,0.4907894730567932,0.14775726199150085,0.571052610874176,0.24802111089229584,0.6190789341926575,0.2955145239830017,0.7934210300445557,0.4960422217845917,0.08195780962705612,0.11112657189369202,0.6000000238418579,0.27264732122421265,0.8276315927505493,0.4670184552669525,0.7684210538864136,0.3245382606983185,0.7664473652839661,0.3060685992240906,0.86710524559021,0.4168865382671356,0.8914473652839661,0.48812663555145264,0.9467105269432068,0.6385224461555481,0.1919260025024414,0.20913267135620117,0.8446272015571594,0.4401935040950775,0.13289473950862885,0.047493401914834976,0.07631579041481018,0.023746700957417488,0.03618421033024788,0.026385223492980003,0.04671052470803261,0.018469657748937607,0.13684210181236267,0.08179419487714767,0.2519736886024475,0.1741424798965454,0.12299368530511856,0.12657026946544647,0.11348684132099152,0.06200527772307396,4,0,10,RBMCF,702,500,NoRegularization-0.0,ConstantLearningRate-0.2,CD-1,1,kfold=4/kfold-intern=0/batch_size=10/class=RBMCF/visible_size=702/hidden_size=500/regularization=NoRegularization-0.0/learning_rate=ConstantLearningRate-0.2/sampling_method=CD-1/momentum=1/1550424962.7375395/events.out.tfevents.1550424967.paulo-notebook
56,1550425141.3721006,57,0.07271536439657211,6.013157844543457,1.8800899982452393,-0.06934519857168198,-4.690725803375244,0.006524253636598587,2.10131573677063,0.6526315808296204,0.311345636844635,0.5184210538864136,0.1715039610862732,0.4749999940395355,0.1372031718492508,0.5822368264198303,0.24802111089229584,0.6381579041481018,0.3060685992240906,0.7875000238418579,0.4828495979309082,0.08099081367254257,0.11087670922279358,0.6089912056922913,0.27616533637046814,0.8565789461135864,0.480211079120636,0.7703947424888611,0.3087071180343628,0.7572368383407593,0.27176782488822937,0.8585526347160339,0.41952505707740784,0.9052631855010986,0.480211079120636,0.946052610874176,0.6358839273452759,0.1917288899421692,0.20942969620227814,0.8490131497383118,0.4327176809310913,0.1473684161901474,0.05540896952152252,0.06052631512284279,0.018469657748937607,0.045394737273454666,0.010554090142250061,0.04736842215061188,0.013192611746490002,0.14342105388641357,0.06068601459264755,0.27302631735801697,0.1741424798965454,0.12254765629768372,0.1270105391740799,0.11951754242181778,0.05540896952152252,4,0,10,RBMCF,702,500,NoRegularization-0.0,ConstantLearningRate-0.2,CD-1,1,kfold=4/kfold-intern=0/batch_size=10/class=RBMCF/visible_size=702/hidden_size=500/regularization=NoRegularization-0.0/learning_rate=ConstantLearningRate-0.2/sampling_method=CD-1/momentum=1/1550424962.7375395/events.out.tfevents.1550424967.paulo-notebook
