evaluate,wall_time,step,measure/reconstruction/hamming,details/measure/top-1/evaluate-0/train,details/measure/top-1/evaluate-0/validation,details/measure/top-1/evaluate-1/train,details/measure/top-1/evaluate-1/validation,details/measure/top-1/evaluate-2/train,details/measure/top-1/evaluate-2/validation,details/measure/top-1/evaluate-3/train,details/measure/top-1/evaluate-3/validation,details/measure/top-1/evaluate-4/train,details/measure/top-1/evaluate-4/validation,details/measure/top-1/evaluate-5/train,details/measure/top-1/evaluate-5/validation,measure/evaluate/top-1/train,measure/evaluate/top-1/validation,details/measure/top-5/evaluate-0/train,details/measure/top-5/evaluate-0/validation,details/measure/top-5/evaluate-1/train,details/measure/top-5/evaluate-1/validation,details/measure/top-5/evaluate-2/train,details/measure/top-5/evaluate-2/validation,details/measure/top-5/evaluate-3/train,details/measure/top-5/evaluate-3/validation,details/measure/top-5/evaluate-4/train,details/measure/top-5/evaluate-4/validation,details/measure/top-5/evaluate-5/train,details/measure/top-5/evaluate-5/validation,measure/evaluate/top-5/train,measure/evaluate/top-5/validation,measure/evaluate/Free/mean_free_energy_train,measure/evaluate/Free/mean_free_energy_validation,measure/evaluate/Free/ratio_mean_free_energy,measure/evaluate/Free/mean_free_energy_gap,measure/evaluate/Free/mean_free_energy_noisy,measure/evaluate/reconstruction/RMSE_train,measure/evaluate/reconstruction/RMSE_validation,kfold,kfold-intern,batch_size,class,visible_size,hidden_size,regularization,learning_rate,sampling_method,momentum,path
48,1557085133.3932698,49,2.8611714839935303,0.45914676785469055,0.3410404622554779,0.28922632336616516,0.1791907548904419,0.2928416430950165,0.18497109413146973,0.3094721734523773,0.2774566411972046,0.5003615617752075,0.43352600932121277,0.560375988483429,0.5115606784820557,0.40190407633781433,0.3212909400463104,0.6970354318618774,0.5520231127738953,0.5697758793830872,0.338150292634964,0.5639913082122803,0.3815028965473175,0.6095444560050964,0.4768786132335663,0.760665237903595,0.586705207824707,0.7874186635017395,0.6791907548904419,0.6647384762763977,0.502408504486084,-3.2820358276367188,-0.2167310267686844,0.06603554636240005,24.17606544494629,23.959335327148438,0.06912438571453094,0.0717504695057869,2,0,10,RBMCF,702,1000,NoRegularization-0.0,Adam-0.05-0.9-0.999-1e-08,CD-1,0,kfold=2/kfold-intern=0/batch_size=10/class=RBMCF/visible_size=702/hidden_size=1000/regularization=NoRegularization-0.0/learning_rate=Adam-0.05-0.9-0.999-1e-08/sampling_method=CD-1/momentum=0/1557084657.908597/events.out.tfevents.1557084664.paulo-notebook
49,1557085144.7178168,50,2.8720173835754395,0.48445409536361694,0.4046242833137512,0.2805495262145996,0.19364161789417267,0.30874910950660706,0.19653178751468658,0.32682573795318604,0.24855491518974304,0.494577020406723,0.38728323578834534,0.5560376048088074,0.5144508481025696,0.40853217244148254,0.32418110966682434,0.7143890261650085,0.5751445293426514,0.5690527558326721,0.3815028965473175,0.5726681351661682,0.39306357502937317,0.6174982190132141,0.44797688722610474,0.7563268542289734,0.5664739608764648,0.7823572158813477,0.6705202460289001,0.6687153577804565,0.5057803392410278,-3.2875287532806396,-0.08172338455915451,0.024858606979250908,24.100204467773438,24.01848030090332,0.06880855560302734,0.07174962013959885,2,0,10,RBMCF,702,1000,NoRegularization-0.0,Adam-0.05-0.9-0.999-1e-08,CD-1,0,kfold=2/kfold-intern=0/batch_size=10/class=RBMCF/visible_size=702/hidden_size=1000/regularization=NoRegularization-0.0/learning_rate=Adam-0.05-0.9-0.999-1e-08/sampling_method=CD-1/momentum=0/1557084657.908597/events.out.tfevents.1557084664.paulo-notebook
50,1557085155.8108017,51,2.900216817855835,0.45553144812583923,0.31213873624801636,0.27042660117149353,0.16763006150722504,0.28344178199768066,0.1820809245109558,0.3210412263870239,0.2572254240512848,0.5234996676445007,0.4393063485622406,0.5806218385696411,0.5375722646713257,0.40576043725013733,0.3159922957420349,0.7042660713195801,0.5404624342918396,0.5806218385696411,0.36705201864242554,0.5842371582984924,0.39306357502937317,0.622559666633606,0.4364161789417267,0.763557493686676,0.586705207824707,0.7989876866340637,0.6907514333724976,0.6757050156593323,0.502408504486084,-2.752451181411743,0.40167585015296936,-0.1459338665008545,24.1610107421875,24.562686920166016,0.0686078667640686,0.07168879359960556,2,0,10,RBMCF,702,1000,NoRegularization-0.0,Adam-0.05-0.9-0.999-1e-08,CD-1,0,kfold=2/kfold-intern=0/batch_size=10/class=RBMCF/visible_size=702/hidden_size=1000/regularization=NoRegularization-0.0/learning_rate=Adam-0.05-0.9-0.999-1e-08/sampling_method=CD-1/momentum=0/1557084657.908597/events.out.tfevents.1557084664.paulo-notebook
0,1557085719.153127,1,3.049168586730957,0.3080260157585144,0.3583815097808838,0.09906001389026642,0.09248554706573486,0.11858279258012772,0.08670520037412643,0.17064352333545685,0.20809248089790344,0.32610267400741577,0.33236995339393616,0.5032538175582886,0.5028901696205139,0.25427815318107605,0.26348748803138733,0.5849602222442627,0.6098265647888184,0.276211142539978,0.2774566411972046,0.2631959617137909,0.25144508481025696,0.3347794711589813,0.3786127269268036,0.5422993302345276,0.5317919254302979,0.6796818375587463,0.6965317726135254,0.4468546509742737,0.4576107859611511,-52.78236389160156,-52.7044563293457,0.998524010181427,14.427867889404297,-38.276588439941406,0.08761689066886902,0.08728038519620895,4,0,10,RBMCF,702,1000,NoRegularization-0.0,Adam-0.05-0.9-0.999-1e-08,CD-1,0,kfold=4/kfold-intern=0/batch_size=10/class=RBMCF/visible_size=702/hidden_size=1000/regularization=NoRegularization-0.0/learning_rate=Adam-0.05-0.9-0.999-1e-08/sampling_method=CD-1/momentum=0/1557085696.6471844/events.out.tfevents.1557085702.paulo-notebook
1,1557085732.3053858,2,3.0325379371643066,0.3080260157585144,0.3583815097808838,0.09906001389026642,0.09248554706573486,0.11858279258012772,0.08670520037412643,0.17064352333545685,0.20809248089790344,0.32610267400741577,0.33236995339393616,0.5032538175582886,0.5028901696205139,0.25427815318107605,0.26348748803138733,0.5733911991119385,0.5953757166862488,0.26391902565956116,0.24855491518974304,0.276211142539978,0.23699422180652618,0.36370208859443665,0.41040462255477905,0.5430223941802979,0.4971098303794861,0.6738973259925842,0.6907514333724976,0.44902387261390686,0.4465318024158478,-30.91710090637207,-30.56201934814453,0.9885150194168091,14.259199142456055,-16.302820205688477,0.08756761252880096,0.08740631490945816,4,0,10,RBMCF,702,1000,NoRegularization-0.0,Adam-0.05-0.9-0.999-1e-08,CD-1,0,kfold=4/kfold-intern=0/batch_size=10/class=RBMCF/visible_size=702/hidden_size=1000/regularization=NoRegularization-0.0/learning_rate=Adam-0.05-0.9-0.999-1e-08/sampling_method=CD-1/momentum=0/1557085696.6471844/events.out.tfevents.1557085702.paulo-notebook
2,1557085741.4687655,3,3.0368764400482178,0.3080260157585144,0.3583815097808838,0.09906001389026642,0.09248554706573486,0.11858279258012772,0.08670520037412643,0.09327548742294312,0.10982658714056015,0.32610267400741577,0.33236995339393616,0.5032538175582886,0.5028901696205139,0.24138346314430237,0.24710983037948608,0.5625451803207397,0.5722543597221375,0.276211142539978,0.2774566411972046,0.2595806121826172,0.22543352842330933,0.34779465198516846,0.39306357502937317,0.5647143721580505,0.5346820950508118,0.6847432851791382,0.7109826803207397,0.44926488399505615,0.4523121416568756,-20.073657989501953,-19.7657470703125,0.9846609234809875,14.17264461517334,-5.59310245513916,0.08747117221355438,0.08727157115936279,4,0,10,RBMCF,702,1000,NoRegularization-0.0,Adam-0.05-0.9-0.999-1e-08,CD-1,0,kfold=4/kfold-intern=0/batch_size=10/class=RBMCF/visible_size=702/hidden_size=1000/regularization=NoRegularization-0.0/learning_rate=Adam-0.05-0.9-0.999-1e-08/sampling_method=CD-1/momentum=0/1557085696.6471844/events.out.tfevents.1557085702.paulo-notebook
3,1557085751.5522838,4,3.0202457904815674,0.3080260157585144,0.3583815097808838,0.09906001389026642,0.09248554706573486,0.11858279258012772,0.08670520037412643,0.17064352333545685,0.20809248089790344,0.32610267400741577,0.33236995339393616,0.5032538175582886,0.5028901696205139,0.25427815318107605,0.26348748803138733,0.5849602222442627,0.6098265647888184,0.2552422285079956,0.25144508481025696,0.273318886756897,0.24566474556922913,0.36731743812561035,0.4046242833137512,0.5647143721580505,0.5346820950508118,0.6738973259925842,0.6907514333724976,0.4532417356967926,0.45616570115089417,-14.371010780334473,-13.990440368652344,0.9735181927680969,14.305925369262695,0.3154848515987396,0.0873197615146637,0.08718875050544739,4,0,10,RBMCF,702,1000,NoRegularization-0.0,Adam-0.05-0.9-0.999-1e-08,CD-1,0,kfold=4/kfold-intern=0/batch_size=10/class=RBMCF/visible_size=702/hidden_size=1000/regularization=NoRegularization-0.0/learning_rate=Adam-0.05-0.9-0.999-1e-08/sampling_method=CD-1/momentum=0/1557085696.6471844/events.out.tfevents.1557085702.paulo-notebook
4,1557085763.4768455,5,2.997107744216919,0.3080260157585144,0.3583815097808838,0.09906001389026642,0.09248554706573486,0.11858279258012772,0.08670520037412643,0.17064352333545685,0.20809248089790344,0.32610267400741577,0.33236995339393616,0.5032538175582886,0.5028901696205139,0.25427815318107605,0.26348748803138733,0.5582067966461182,0.5578034520149231,0.2675343453884125,0.2774566411972046,0.27765727043151855,0.24277456104755402,0.36370208859443665,0.41040462255477905,0.5610990524291992,0.5491329431533813,0.6869125366210938,0.6965317726135254,0.45251867175102234,0.45568400621414185,-7.961381435394287,-7.616368770599365,0.9566642045974731,14.477253913879395,6.860885143280029,0.08723334223031998,0.08702636510133743,4,0,10,RBMCF,702,1000,NoRegularization-0.0,Adam-0.05-0.9-0.999-1e-08,CD-1,0,kfold=4/kfold-intern=0/batch_size=10/class=RBMCF/visible_size=702/hidden_size=1000/regularization=NoRegularization-0.0/learning_rate=Adam-0.05-0.9-0.999-1e-08/sampling_method=CD-1/momentum=0/1557085696.6471844/events.out.tfevents.1557085702.paulo-notebook
5,1557085775.9076493,6,3.0216920375823975,0.3080260157585144,0.3583815097808838,0.09906001389026642,0.09248554706573486,0.11858279258012772,0.08670520037412643,0.17064352333545685,0.20809248089790344,0.32610267400741577,0.33236995339393616,0.5032538175582886,0.5028901696205139,0.25427815318107605,0.26348748803138733,0.5849602222442627,0.6098265647888184,0.27548807859420776,0.2774566411972046,0.27042660117149353,0.24277456104755402,0.3680405020713806,0.39306357502937317,0.5553145408630371,0.5231214165687561,0.6869125366210938,0.6965317726135254,0.4568570852279663,0.4571290910243988,-5.836060047149658,-5.5078206062316895,0.9437566995620728,14.778549194335938,9.27072811126709,0.08705932646989822,0.08682356774806976,4,0,10,RBMCF,702,1000,NoRegularization-0.0,Adam-0.05-0.9-0.999-1e-08,CD-1,0,kfold=4/kfold-intern=0/batch_size=10/class=RBMCF/visible_size=702/hidden_size=1000/regularization=NoRegularization-0.0/learning_rate=Adam-0.05-0.9-0.999-1e-08/sampling_method=CD-1/momentum=0/1557085696.6471844/events.out.tfevents.1557085702.paulo-notebook
6,1557085787.475277,7,3.005784511566162,0.3080260157585144,0.3583815097808838,0.09906001389026642,0.09248554706573486,0.11858279258012772,0.08670520037412643,0.17064352333545685,0.20809248089790344,0.32610267400741577,0.33236995339393616,0.5032538175582886,0.5028901696205139,0.25427815318107605,0.26348748803138733,0.5762834548950195,0.5924855470657349,0.2848879396915436,0.2543352544307709,0.28705713152885437,0.2543352544307709,0.36370208859443665,0.41040462255477905,0.5430223941802979,0.4971098303794861,0.6869125366210938,0.6965317726135254,0.45697757601737976,0.45086705684661865,-1.9170424938201904,-1.542382001876831,0.8045632839202881,14.862105369567871,13.319723129272461,0.08667728304862976,0.0865299254655838,4,0,10,RBMCF,702,1000,NoRegularization-0.0,Adam-0.05-0.9-0.999-1e-08,CD-1,0,kfold=4/kfold-intern=0/batch_size=10/class=RBMCF/visible_size=702/hidden_size=1000/regularization=NoRegularization-0.0/learning_rate=Adam-0.05-0.9-0.999-1e-08/sampling_method=CD-1/momentum=0/1557085696.6471844/events.out.tfevents.1557085702.paulo-notebook
7,1557085798.5093706,8,2.895878553390503,0.3080260157585144,0.3583815097808838,0.09906001389026642,0.09248554706573486,0.11858279258012772,0.08670520037412643,0.23644252121448517,0.29190751910209656,0.4287780225276947,0.4017341136932373,0.5032538175582886,0.5028901696205139,0.28235718607902527,0.28901734948158264,0.5835140943527222,0.6127167344093323,0.2928416430950165,0.2543352544307709,0.2668112814426422,0.24855491518974304,0.3825018107891083,0.4161849617958069,0.5690527558326721,0.5375722646713257,0.7064352631568909,0.7138728499412537,0.46685948967933655,0.4638728201389313,-2.8375027179718018,-2.4299254417419434,0.8563605546951294,16.316511154174805,13.88658618927002,0.0833582729101181,0.08308599144220352,4,0,10,RBMCF,702,1000,NoRegularization-0.0,Adam-0.05-0.9-0.999-1e-08,CD-1,0,kfold=4/kfold-intern=0/batch_size=10/class=RBMCF/visible_size=702/hidden_size=1000/regularization=NoRegularization-0.0/learning_rate=Adam-0.05-0.9-0.999-1e-08/sampling_method=CD-1/momentum=0/1557085696.6471844/events.out.tfevents.1557085702.paulo-notebook
8,1557085807.9941301,9,2.954446792602539,0.3651482164859772,0.3959537446498871,0.10267534106969833,0.07514450699090958,0.12147505581378937,0.10982658714056015,0.24511930346488953,0.3034681975841522,0.43022415041923523,0.4190751314163208,0.5090383291244507,0.5115606784820557,0.2956134080886841,0.3025048077106476,0.5864063501358032,0.6011560559272766,0.3022415041923523,0.29190751910209656,0.323933482170105,0.2745664715766907,0.4186550974845886,0.424855500459671,0.6095444560050964,0.5549132823944092,0.7028199434280396,0.7080925107002258,0.4906001389026642,0.47591522336006165,-2.190869092941284,-1.7194067239761353,0.7848057746887207,16.934099197387695,15.214693069458008,0.08236512541770935,0.08199675381183624,4,0,10,RBMCF,702,1000,NoRegularization-0.0,Adam-0.05-0.9-0.999-1e-08,CD-1,0,kfold=4/kfold-intern=0/batch_size=10/class=RBMCF/visible_size=702/hidden_size=1000/regularization=NoRegularization-0.0/learning_rate=Adam-0.05-0.9-0.999-1e-08/sampling_method=CD-1/momentum=0/1557085696.6471844/events.out.tfevents.1557085702.paulo-notebook
9,1557085817.1362476,10,3.000723123550415,0.374548077583313,0.40751445293426514,0.1207519918680191,0.1011560708284378,0.15762834250926971,0.15317918360233307,0.2588575482368469,0.3208092451095581,0.4389009475708008,0.4190751314163208,0.535068690776825,0.560693621635437,0.3142926096916199,0.32707127928733826,0.5864063501358032,0.5982658863067627,0.35357916355133057,0.323699414730072,0.3297179937362671,0.30635836720466614,0.4410701394081116,0.4595375657081604,0.6167751550674438,0.5780346989631653,0.7180043458938599,0.7196531891822815,0.5075922012329102,0.4975915253162384,0.10770343244075775,0.5071613192558289,4.708868503570557,16.740798950195312,17.247961044311523,0.0807001143693924,0.08047153055667877,4,0,10,RBMCF,702,1000,NoRegularization-0.0,Adam-0.05-0.9-0.999-1e-08,CD-1,0,kfold=4/kfold-intern=0/batch_size=10/class=RBMCF/visible_size=702/hidden_size=1000/regularization=NoRegularization-0.0/learning_rate=Adam-0.05-0.9-0.999-1e-08/sampling_method=CD-1/momentum=0/1557085696.6471844/events.out.tfevents.1557085702.paulo-notebook
10,1557085826.7944798,11,2.958062171936035,0.37310194969177246,0.40751445293426514,0.11207520216703415,0.09248554706573486,0.15762834250926971,0.15606936812400818,0.2574114203453064,0.30924856662750244,0.43745481967926025,0.4219653308391571,0.49963846802711487,0.5202311873435974,0.30621835589408875,0.3179190754890442,0.5798987746238708,0.586705207824707,0.3550253212451935,0.323699414730072,0.34634852409362793,0.3439306318759918,0.4468546509742737,0.46531790494918823,0.6008676886558533,0.5462427735328674,0.712942898273468,0.7138728499412537,0.5069896578788757,0.49662813544273376,0.9711688160896301,1.5344980955123901,1.5800528526306152,16.813888549804688,18.348386764526367,0.08034811168909073,0.08018559217453003,4,0,10,RBMCF,702,1000,NoRegularization-0.0,Adam-0.05-0.9-0.999-1e-08,CD-1,0,kfold=4/kfold-intern=0/batch_size=10/class=RBMCF/visible_size=702/hidden_size=1000/regularization=NoRegularization-0.0/learning_rate=Adam-0.05-0.9-0.999-1e-08/sampling_method=CD-1/momentum=0/1557085696.6471844/events.out.tfevents.1557085702.paulo-notebook
11,1557085837.8466706,12,2.958062171936035,0.3759942054748535,0.4046242833137512,0.12509039044380188,0.1416184902191162,0.15256687998771667,0.15028901398181915,0.2588575482368469,0.30635836720466614,0.42805495858192444,0.41329479217529297,0.5430223941802979,0.560693621635437,0.31393107771873474,0.32947975397109985,0.585683286190033,0.6069363951683044,0.34996384382247925,0.31213873624801636,0.3514099717140198,0.323699414730072,0.4483008086681366,0.46531790494918823,0.6066522002220154,0.5693641901016235,0.7259580492973328,0.7196531891822815,0.5113280415534973,0.4995183050632477,0.8799207806587219,1.4854212999343872,1.6881307363510132,17.896202087402344,19.381624221801758,0.07987769693136215,0.0795377790927887,4,0,10,RBMCF,702,1000,NoRegularization-0.0,Adam-0.05-0.9-0.999-1e-08,CD-1,0,kfold=4/kfold-intern=0/batch_size=10/class=RBMCF/visible_size=702/hidden_size=1000/regularization=NoRegularization-0.0/learning_rate=Adam-0.05-0.9-0.999-1e-08/sampling_method=CD-1/momentum=0/1557085696.6471844/events.out.tfevents.1557085702.paulo-notebook
12,1557085848.5229232,13,2.9342010021209717,0.38105568289756775,0.4161849617958069,0.1265365183353424,0.10693641752004623,0.15690527856349945,0.15317918360233307,0.26247289776802063,0.3208092451095581,0.43167027831077576,0.41040462255477905,0.5162689685821533,0.5144508481025696,0.3124849498271942,0.3203275501728058,0.5864063501358032,0.5953757166862488,0.3571945130825043,0.3179190754890442,0.3528560996055603,0.338150292634964,0.4352855980396271,0.4566473960876465,0.6088213920593262,0.5664739608764648,0.7295733690261841,0.7398843765258789,0.5116895437240601,0.502408504486084,1.8489489555358887,2.5314807891845703,1.3691458702087402,17.86541748046875,20.39689826965332,0.07964745163917542,0.07934284210205078,4,0,10,RBMCF,702,1000,NoRegularization-0.0,Adam-0.05-0.9-0.999-1e-08,CD-1,0,kfold=4/kfold-intern=0/batch_size=10/class=RBMCF/visible_size=702/hidden_size=1000/regularization=NoRegularization-0.0/learning_rate=Adam-0.05-0.9-0.999-1e-08/sampling_method=CD-1/momentum=0/1557085696.6471844/events.out.tfevents.1557085702.paulo-notebook
13,1557085858.38045,14,2.952277660369873,0.3825018107891083,0.40751445293426514,0.11858279258012772,0.08959537744522095,0.15039768815040588,0.14739884436130524,0.2588575482368469,0.3150289058685303,0.43383947014808655,0.424855500459671,0.5263919234275818,0.5491329431533813,0.31176185607910156,0.32225432991981506,0.5892986059188843,0.5953757166862488,0.35430222749710083,0.323699414730072,0.35791757702827454,0.32947975397109985,0.45119306445121765,0.47398844361305237,0.625451922416687,0.5838150382041931,0.7389732599258423,0.7398843765258789,0.5195227861404419,0.5077071189880371,2.5822513103485107,3.395685911178589,1.3150098323822021,18.32436180114746,21.720046997070312,0.07937907427549362,0.07920366525650024,4,0,10,RBMCF,702,1000,NoRegularization-0.0,Adam-0.05-0.9-0.999-1e-08,CD-1,0,kfold=4/kfold-intern=0/batch_size=10/class=RBMCF/visible_size=702/hidden_size=1000/regularization=NoRegularization-0.0/learning_rate=Adam-0.05-0.9-0.999-1e-08/sampling_method=CD-1/momentum=0/1557085696.6471844/events.out.tfevents.1557085702.paulo-notebook
14,1557085869.8404965,15,2.9211857318878174,0.3976861834526062,0.40751445293426514,0.12798264622688293,0.10693641752004623,0.1619667410850525,0.15317918360233307,0.2769342064857483,0.32658958435058594,0.4352855980396271,0.4161849617958069,0.5213304162025452,0.5317919254302979,0.3201976418495178,0.323699414730072,0.5849602222442627,0.6040462255477905,0.36587128043174744,0.323699414730072,0.37310194969177246,0.338150292634964,0.45336225628852844,0.4595375657081604,0.6247288584709167,0.5780346989631653,0.7440347075462341,0.7427745461463928,0.5243431925773621,0.5077071189880371,3.5351409912109375,4.461935043334961,1.2621660232543945,18.11079216003418,22.57272720336914,0.07917479425668716,0.07898810505867004,4,0,10,RBMCF,702,1000,NoRegularization-0.0,Adam-0.05-0.9-0.999-1e-08,CD-1,0,kfold=4/kfold-intern=0/batch_size=10/class=RBMCF/visible_size=702/hidden_size=1000/regularization=NoRegularization-0.0/learning_rate=Adam-0.05-0.9-0.999-1e-08/sampling_method=CD-1/momentum=0/1557085696.6471844/events.out.tfevents.1557085702.paulo-notebook
15,1557085880.0607338,16,2.9624006748199463,0.4078091084957123,0.42774567008018494,0.14678235352039337,0.13294798135757446,0.16413593292236328,0.15317918360233307,0.2595806121826172,0.30635836720466614,0.43022415041923523,0.424855500459671,0.5314533710479736,0.5433526039123535,0.32333090901374817,0.3314065635204315,0.585683286190033,0.5953757166862488,0.35574838519096375,0.33236995339393616,0.35936370491981506,0.3410404622554779,0.46854662895202637,0.4595375657081604,0.6232827305793762,0.5751445293426514,0.7584960460662842,0.7341040372848511,0.5251867771148682,0.5062620639801025,3.6460800170898438,4.4002814292907715,1.206852674484253,18.720539093017578,23.120820999145508,0.07869753986597061,0.07841943949460983,4,0,10,RBMCF,702,1000,NoRegularization-0.0,Adam-0.05-0.9-0.999-1e-08,CD-1,0,kfold=4/kfold-intern=0/batch_size=10/class=RBMCF/visible_size=702/hidden_size=1000/regularization=NoRegularization-0.0/learning_rate=Adam-0.05-0.9-0.999-1e-08/sampling_method=CD-1/momentum=0/1557085696.6471844/events.out.tfevents.1557085702.paulo-notebook
16,1557085889.880086,17,2.9775850772857666,0.4114244282245636,0.42774567008018494,0.14316703379154205,0.13005779683589935,0.15690527856349945,0.15606936812400818,0.27548807859420776,0.32947975397109985,0.42950108647346497,0.41040462255477905,0.5451915860176086,0.5664739608764648,0.3269462585449219,0.33670520782470703,0.5892986059188843,0.5953757166862488,0.3665943741798401,0.3150289058685303,0.37744033336639404,0.34682080149650574,0.46131598949432373,0.47109827399253845,0.6182212829589844,0.5635837912559509,0.7324656248092651,0.7427745461463928,0.524222731590271,0.5057803392410278,3.733219861984253,4.678236961364746,1.253137230873108,18.661113739013672,23.3393497467041,0.078548863530159,0.07836546003818512,4,0,10,RBMCF,702,1000,NoRegularization-0.0,Adam-0.05-0.9-0.999-1e-08,CD-1,0,kfold=4/kfold-intern=0/batch_size=10/class=RBMCF/visible_size=702/hidden_size=1000/regularization=NoRegularization-0.0/learning_rate=Adam-0.05-0.9-0.999-1e-08/sampling_method=CD-1/momentum=0/1557085696.6471844/events.out.tfevents.1557085702.paulo-notebook
17,1557085900.0159874,18,2.947216272354126,0.41576284170150757,0.42774567008018494,0.14316703379154205,0.13005779683589935,0.15328994393348694,0.15317918360233307,0.2827187180519104,0.33236995339393616,0.4309472143650055,0.4161849617958069,0.5430223941802979,0.5635837912559509,0.3281513750553131,0.33718690276145935,0.5849602222442627,0.589595377445221,0.3767172694206238,0.3352601230144501,0.3759942054748535,0.3554913401603699,0.46131598949432373,0.47398844361305237,0.6211135387420654,0.589595377445221,0.7418655157089233,0.7485548853874207,0.5269944667816162,0.5154142379760742,3.978595733642578,4.87306547164917,1.2248204946517944,19.00714683532715,23.880212783813477,0.07825160026550293,0.07805044949054718,4,0,10,RBMCF,702,1000,NoRegularization-0.0,Adam-0.05-0.9-0.999-1e-08,CD-1,0,kfold=4/kfold-intern=0/batch_size=10/class=RBMCF/visible_size=702/hidden_size=1000/regularization=NoRegularization-0.0/learning_rate=Adam-0.05-0.9-0.999-1e-08/sampling_method=CD-1/momentum=0/1557085696.6471844/events.out.tfevents.1557085702.paulo-notebook
18,1557085910.5860138,19,2.958062171936035,0.4186550974845886,0.4364161789417267,0.15545915067195892,0.1416184902191162,0.16413593292236328,0.15317918360233307,0.2812725901603699,0.3410404622554779,0.4461315870285034,0.43063583970069885,0.5401301383972168,0.5578034520149231,0.33429741859436035,0.3434489369392395,0.600144624710083,0.5780346989631653,0.3781634271144867,0.31213873624801636,0.37888649106025696,0.34682080149650574,0.47505423426628113,0.48843929171562195,0.6334056258201599,0.5635837912559509,0.7613883018493652,0.7514451146125793,0.5378404259681702,0.5067437291145325,3.7482082843780518,4.764220237731934,1.2710660696029663,19.67947769165039,24.44369888305664,0.07793542742729187,0.07767219841480255,4,0,10,RBMCF,702,1000,NoRegularization-0.0,Adam-0.05-0.9-0.999-1e-08,CD-1,0,kfold=4/kfold-intern=0/batch_size=10/class=RBMCF/visible_size=702/hidden_size=1000/regularization=NoRegularization-0.0/learning_rate=Adam-0.05-0.9-0.999-1e-08/sampling_method=CD-1/momentum=0/1557085696.6471844/events.out.tfevents.1557085702.paulo-notebook
19,1557085921.0756364,20,2.9790310859680176,0.4244396388530731,0.4393063485622406,0.15473608672618866,0.14450867474079132,0.16847433149814606,0.1589595377445221,0.2747650146484375,0.28901734948158264,0.4244396388530731,0.41040462255477905,0.5365148186683655,0.5462427735328674,0.3305615782737732,0.3314065635204315,0.5929139256477356,0.5780346989631653,0.3738250136375427,0.33236995339393616,0.3723788857460022,0.3410404622554779,0.4721619784832001,0.46531790494918823,0.6268980503082275,0.5838150382041931,0.7288503050804138,0.7254335284233093,0.5278380513191223,0.5043352842330933,3.8501646518707275,4.903522968292236,1.2735878229141235,19.13884925842285,24.04237174987793,0.07786154747009277,0.07774616032838821,4,0,10,RBMCF,702,1000,NoRegularization-0.0,Adam-0.05-0.9-0.999-1e-08,CD-1,0,kfold=4/kfold-intern=0/batch_size=10/class=RBMCF/visible_size=702/hidden_size=1000/regularization=NoRegularization-0.0/learning_rate=Adam-0.05-0.9-0.999-1e-08/sampling_method=CD-1/momentum=0/1557085696.6471844/events.out.tfevents.1557085702.paulo-notebook
20,1557085933.9583793,21,2.9392623901367188,0.43022415041923523,0.4364161789417267,0.16341286897659302,0.14739884436130524,0.16268980503082275,0.161849707365036,0.2769342064857483,0.323699414730072,0.44540852308273315,0.41040462255477905,0.5206073522567749,0.52601158618927,0.33321282267570496,0.33429673314094543,0.5965293049812317,0.6040462255477905,0.37527114152908325,0.34682080149650574,0.3723788857460022,0.338150292634964,0.4699927568435669,0.47109827399253845,0.6305133700370789,0.5635837912559509,0.7324656248092651,0.7080925107002258,0.5295251607894897,0.5052986741065979,3.9657504558563232,5.1067633628845215,1.2877167463302612,19.69611930847168,24.80288314819336,0.0774463564157486,0.07728761434555054,4,0,10,RBMCF,702,1000,NoRegularization-0.0,Adam-0.05-0.9-0.999-1e-08,CD-1,0,kfold=4/kfold-intern=0/batch_size=10/class=RBMCF/visible_size=702/hidden_size=1000/regularization=NoRegularization-0.0/learning_rate=Adam-0.05-0.9-0.999-1e-08/sampling_method=CD-1/momentum=0/1557085696.6471844/events.out.tfevents.1557085702.paulo-notebook
21,1557085945.8608203,22,2.947216272354126,0.43167027831077576,0.4219653308391571,0.16485899686813354,0.1387283205986023,0.1713665872812271,0.15317918360233307,0.2885032594203949,0.3352601230144501,0.44540852308273315,0.4161849617958069,0.5430223941802979,0.5578034520149231,0.3408050239086151,0.33718690276145935,0.6037599444389343,0.5982658863067627,0.40202459692955017,0.37283235788345337,0.38467100262641907,0.34682080149650574,0.48590022325515747,0.4826589524745941,0.6297903060913086,0.589595377445221,0.7483730912208557,0.7312138676643372,0.5424198508262634,0.5202311873435974,4.007794380187988,5.147001266479492,1.284247875213623,19.90579605102539,25.052797317504883,0.07730232924222946,0.07725907862186432,4,0,10,RBMCF,702,1000,NoRegularization-0.0,Adam-0.05-0.9-0.999-1e-08,CD-1,0,kfold=4/kfold-intern=0/batch_size=10/class=RBMCF/visible_size=702/hidden_size=1000/regularization=NoRegularization-0.0/learning_rate=Adam-0.05-0.9-0.999-1e-08/sampling_method=CD-1/momentum=0/1557085696.6471844/events.out.tfevents.1557085702.paulo-notebook
