,column,evaluation_method,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_kernel,param_probability,params,split0_test_accuracy,split1_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_train_accuracy,split1_train_accuracy,mean_train_accuracy,std_train_accuracy,split0_test_precision_weighted,split1_test_precision_weighted,mean_test_precision_weighted,std_test_precision_weighted,rank_test_precision_weighted,split0_train_precision_weighted,split1_train_precision_weighted,mean_train_precision_weighted,std_train_precision_weighted,split0_test_recall_weighted,split1_test_recall_weighted,mean_test_recall_weighted,std_test_recall_weighted,rank_test_recall_weighted,split0_train_recall_weighted,split1_train_recall_weighted,mean_train_recall_weighted,std_train_recall_weighted,split0_test_f1_weighted,split1_test_f1_weighted,mean_test_f1_weighted,std_test_f1_weighted,rank_test_f1_weighted,split0_train_f1_weighted,split1_train_f1_weighted,mean_train_f1_weighted,std_train_f1_weighted,split0_test_mrr,split1_test_mrr,mean_test_mrr,std_test_mrr,rank_test_mrr,split0_train_mrr,split1_train_mrr,mean_train_mrr,std_train_mrr
4,1,"SVC-split_x_y_split_with_bag_of_words-{'C': [1e-05, 0.01, 1.0, 100.0, 10000.0, 1000000.0], 'kernel': ['linear'], 'probability': [True]}-(2 of 5)",8.234374523162842,0.09557533264160156,5.436890482902527,1.1187189817428589,10000.0,linear,True,"{'C': 10000.0, 'kernel': 'linear', 'probability': True}",0.21246819338422393,0.23192360163710776,0.2218564845292956,0.009721781030226532,2,0.9522510231923602,0.94529262086514,0.9487718220287501,0.0034792011636101128,0.18412052000607299,0.21175270069705088,0.19745454794977724,0.013807677874121283,2,0.9678419776811126,0.9593630288286777,0.9636025032548952,0.0042394744262174155,0.21246819338422393,0.23192360163710776,0.2218564845292956,0.009721781030226532,2,0.9522510231923602,0.94529262086514,0.9487718220287501,0.0034792011636101128,0.18669304135442336,0.2147459860877246,0.20023011080110525,0.014017931795894131,1,0.9538959783007838,0.9467104044617082,0.950303191381246,0.0035927869195377937,0.29456661461456457,0.30731712866052396,0.30071943014826324,0.006371375196368392,4,0.44015985068106384,0.4272404025061184,0.43370012659359114,0.0064597240874727235
5,1,"SVC-split_x_y_split_with_bag_of_words-{'C': [1e-05, 0.01, 1.0, 100.0, 10000.0, 1000000.0], 'kernel': ['linear'], 'probability': [True]}-(2 of 5)",8.131931781768799,0.53055739402771,6.60873556137085,0.16048550605773926,1000000.0,linear,True,"{'C': 1000000.0, 'kernel': 'linear', 'probability': True}",0.21246819338422393,0.23192360163710776,0.2218564845292956,0.009721781030226532,2,0.9522510231923602,0.94529262086514,0.9487718220287501,0.0034792011636101128,0.18412052000607299,0.21175270069705088,0.19745454794977724,0.013807677874121283,2,0.9678419776811126,0.9593630288286777,0.9636025032548952,0.0042394744262174155,0.21246819338422393,0.23192360163710776,0.2218564845292956,0.009721781030226532,2,0.9522510231923602,0.94529262086514,0.9487718220287501,0.0034792011636101128,0.18669304135442336,0.2147459860877246,0.20023011080110525,0.014017931795894131,1,0.9538959783007838,0.9467104044617082,0.950303191381246,0.0035927869195377937,0.2945057121257197,0.3129939326287178,0.3034272826515245,0.009238481610482258,2,0.4387786198888302,0.43381001910739714,0.4362943194981137,0.0024843003907165373
0,2,"SVC-split_x_y_split_with_bag_of_words-{'C': [1e-05, 0.01, 1.0, 100.0, 10000.0, 1000000.0], 'kernel': ['linear'], 'probability': [True]}-(2 of 5)",3.950713872909546,0.2742304801940918,4.844320178031921,0.25964605808258057,1e-05,linear,True,"{'C': 1e-05, 'kernel': 'linear', 'probability': True}",0.09961685823754789,0.10461956521739131,0.10204081632653061,0.002500155841834069,5,0.10461956521739131,0.09961685823754789,0.1021182117274696,0.002501353489921712,0.009923518445119713,0.010945253426275992,0.010418578975818214,0.0005106228872161617,5,0.010945253426275992,0.009923518445119713,0.010434385935697853,0.0005108674905781397,0.09961685823754789,0.10461956521739131,0.10204081632653061,0.002500155841834069,5,0.10461956521739131,0.09961685823754789,0.1021182117274696,0.002501353489921712,0.01804904748554875,0.01981723621584042,0.01890578672550574,0.0008836710607508434,5,0.01981723621584042,0.01804904748554875,0.018933141850694585,0.0008840943651458356,0.2549729312767792,0.2544573106122083,0.2547230979593834,0.00025768689269459644,6,0.3068716191019531,0.2701170922782816,0.2884943556901174,0.018377263411835737
1,2,"SVC-split_x_y_split_with_bag_of_words-{'C': [1e-05, 0.01, 1.0, 100.0, 10000.0, 1000000.0], 'kernel': ['linear'], 'probability': [True]}-(2 of 5)",6.765460968017578,0.44879794120788574,6.245934247970581,0.0640714168548584,0.01,linear,True,"{'C': 0.01, 'kernel': 'linear', 'probability': True}",0.09961685823754789,0.10461956521739131,0.10204081632653061,0.002500155841834069,5,0.10461956521739131,0.09961685823754789,0.1021182117274696,0.002501353489921712,0.009923518445119713,0.010945253426275992,0.010418578975818214,0.0005106228872161617,5,0.010945253426275992,0.009923518445119713,0.010434385935697853,0.0005108674905781397,0.09961685823754789,0.10461956521739131,0.10204081632653061,0.002500155841834069,5,0.10461956521739131,0.09961685823754789,0.1021182117274696,0.002501353489921712,0.01804904748554875,0.01981723621584042,0.01890578672550574,0.0008836710607508434,5,0.01981723621584042,0.01804904748554875,0.018933141850694585,0.0008840943651458356,0.25528074050492006,0.27421359616064545,0.26445426371928077,0.00946189530207994,5,0.31280023921660993,0.30694877587363484,0.30987450754512236,0.002925731671487547
2,2,"SVC-split_x_y_split_with_bag_of_words-{'C': [1e-05, 0.01, 1.0, 100.0, 10000.0, 1000000.0], 'kernel': ['linear'], 'probability': [True]}-(2 of 5)",7.6814680099487305,0.358440637588501,4.9137349128723145,0.6457605361938477,1.0,linear,True,"{'C': 1.0, 'kernel': 'linear', 'probability': True}",0.19284802043422733,0.24048913043478262,0.21593153390388414,0.023809149718194315,1,0.9252717391304348,0.9361430395913155,0.9307073893608752,0.0054356502304403476,0.16239215276241303,0.20585044908933978,0.18344897046920572,0.02171874424700417,1,0.9452705817568005,0.9420621112468817,0.9436663465018411,0.0016042352549593963,0.19284802043422733,0.24048913043478262,0.21593153390388414,0.023809149718194315,1,0.9252717391304348,0.9361430395913155,0.9307073893608752,0.0054356502304403476,0.16291713483689257,0.20502964108048224,0.18332187782259504,0.021046171387491444,1,0.9272093151519918,0.9344197060039774,0.9308145105779846,0.003605195425992802,0.27153800942470135,0.2948559112721974,0.2828362159814868,0.011653368617874818,1,0.4013660765782432,0.4022804385492404,0.4018232575637418,0.00045718098549860087
3,2,"SVC-split_x_y_split_with_bag_of_words-{'C': [1e-05, 0.01, 1.0, 100.0, 10000.0, 1000000.0], 'kernel': ['linear'], 'probability': [True]}-(2 of 5)",7.6544095277786255,0.5965276956558228,6.277060270309448,0.2253267765045166,100.0,linear,True,"{'C': 100.0, 'kernel': 'linear', 'probability': True}",0.17879948914431673,0.22418478260869565,0.20078999341672152,0.022681781492601423,2,0.9605978260869565,0.9655172413793104,0.9630575337331335,0.002459707646176923,0.15746689623657228,0.18778242747080345,0.1721556592309068,0.015150508078715904,2,0.9728835215325141,0.9678995186241564,0.9703915200783353,0.0024920014541788826,0.17879948914431673,0.22418478260869565,0.20078999341672152,0.022681781492601423,2,0.9605978260869565,0.9655172413793104,0.9630575337331335,0.002459707646176923,0.15682059871748905,0.19445630919892162,0.1750562030060568,0.01880884525135117,2,0.9626646164962899,0.9638241181708218,0.9632443673335558,0.0005797508372659688,0.26897490051657635,0.29317828500612103,0.2807021493541701,0.012095897954348137,4,0.4071476906769933,0.40544472007242,0.4062962053747067,0.0008514853022866531
4,2,"SVC-split_x_y_split_with_bag_of_words-{'C': [1e-05, 0.01, 1.0, 100.0, 10000.0, 1000000.0], 'kernel': ['linear'], 'probability': [True]}-(2 of 5)",7.845890045166016,0.1219778060913086,5.036014437675476,1.0878435373306274,10000.0,linear,True,"{'C': 10000.0, 'kernel': 'linear', 'probability': True}",0.17879948914431673,0.22418478260869565,0.20078999341672152,0.022681781492601423,2,0.9605978260869565,0.9655172413793104,0.9630575337331335,0.002459707646176923,0.15746689623657228,0.18778242747080345,0.1721556592309068,0.015150508078715904,2,0.9728835215325141,0.9678995186241564,0.9703915200783353,0.0024920014541788826,0.17879948914431673,0.22418478260869565,0.20078999341672152,0.022681781492601423,2,0.9605978260869565,0.9655172413793104,0.9630575337331335,0.002459707646176923,0.15682059871748905,0.19445630919892162,0.1750562030060568,0.01880884525135117,2,0.9626646164962899,0.9638241181708218,0.9632443673335558,0.0005797508372659688,0.2708416921460685,0.2918761330423565,0.28103349497665964,0.010512184802839239,3,0.39892582505051627,0.3924923313468119,0.3957090781986641,0.0032167468518521924
5,2,"SVC-split_x_y_split_with_bag_of_words-{'C': [1e-05, 0.01, 1.0, 100.0, 10000.0, 1000000.0], 'kernel': ['linear'], 'probability': [True]}-(2 of 5)",7.840181350708008,0.7933576107025146,5.66446852684021,0.38057518005371094,1000000.0,linear,True,"{'C': 1000000.0, 'kernel': 'linear', 'probability': True}",0.17879948914431673,0.22418478260869565,0.20078999341672152,0.022681781492601423,2,0.9605978260869565,0.9655172413793104,0.9630575337331335,0.002459707646176923,0.15746689623657228,0.18778242747080345,0.1721556592309068,0.015150508078715904,2,0.9728835215325141,0.9678995186241564,0.9703915200783353,0.0024920014541788826,0.17879948914431673,0.22418478260869565,0.20078999341672152,0.022681781492601423,2,0.9605978260869565,0.9655172413793104,0.9630575337331335,0.002459707646176923,0.15682059871748905,0.19445630919892162,0.1750562030060568,0.01880884525135117,2,0.9626646164962899,0.9638241181708218,0.9632443673335558,0.0005797508372659688,0.2705258389577713,0.2939499816991974,0.2818755223400555,0.011706463630769043,2,0.40369782100419394,0.39714332809937936,0.40042057455178665,0.0032772464524072897
0,3,"SVC-split_x_y_split_with_bag_of_words-{'C': [1e-05, 0.01, 1.0, 100.0, 10000.0, 1000000.0], 'kernel': ['linear'], 'probability': [True]}-(2 of 5)",3.707183837890625,0.3721609115600586,4.416301727294922,0.3592660427093506,1e-05,linear,True,"{'C': 1e-05, 'kernel': 'linear', 'probability': True}",0.12927756653992395,0.13835616438356163,0.1336405529953917,0.00453587352290988,6,0.13835616438356163,0.12927756653992395,0.1338168654617428,0.004539298921818841,0.016712689210484463,0.019142428222931128,0.01788037155352993,0.0012139527539334265,6,0.019142428222931128,0.016712689210484463,0.017927558716707793,0.0012148695062233327,0.12927756653992395,0.13835616438356163,0.1336405529953917,0.00453587352290988,6,0.13835616438356163,0.12927756653992395,0.1338168654617428,0.004539298921818841,0.02959890412361895,0.03363170301501739,0.031536983906845326,0.002014877851157796,6,0.03363170301501739,0.02959890412361895,0.03161530356931817,0.002016399445699219,0.34920668574032826,0.3731661303757434,0.36072109955458304,0.011970682303277271,6,0.4029919251177332,0.377704364834653,0.3903481449761931,0.012643780141540106
1,3,"SVC-split_x_y_split_with_bag_of_words-{'C': [1e-05, 0.01, 1.0, 100.0, 10000.0, 1000000.0], 'kernel': ['linear'], 'probability': [True]}-(2 of 5)",7.048982381820679,0.5938246250152588,5.863034129142761,0.17371761798858643,0.01,linear,True,"{'C': 0.01, 'kernel': 'linear', 'probability': True}",0.21926489226869456,0.22465753424657534,0.2218564845292956,0.0026942863190204756,5,0.236986301369863,0.21673003802281368,0.22685816969633835,0.010128131673524665,0.05888249624404361,0.05908607740867399,0.05898033314343807,0.0001017137701563941,5,0.06326157860404436,0.05680182069458674,0.06003169964931555,0.0032298789547288084,0.21926489226869456,0.22465753424657534,0.2218564845292956,0.0026942863190204756,5,0.236986301369863,0.21673003802281368,0.22685816969633835,0.010128131673524665,0.09128343011524329,0.09313460043428143,0.09217306430411612,0.0009248867039975969,5,0.09901650860554971,0.08885814199125185,0.09393732529840078,0.005079183307148932,0.35363526486963714,0.37946025410926254,0.36604622085708055,0.012902750726373544,5,0.4204731815129797,0.3886830979605386,0.40457813973675916,0.01589504177622053
2,3,"SVC-split_x_y_split_with_bag_of_words-{'C': [1e-05, 0.01, 1.0, 100.0, 10000.0, 1000000.0], 'kernel': ['linear'], 'probability': [True]}-(2 of 5)",7.9280946254730225,0.5006275177001953,4.92908239364624,1.06919527053833,1.0,linear,True,"{'C': 1.0, 'kernel': 'linear', 'probability': True}",0.27629911280101394,0.2945205479452055,0.28505595786701776,0.009103842536419828,1,0.9547945205479452,0.9543726235741445,0.9545835720610449,0.00021094848690034196,0.2176542209786888,0.24489363929682825,0.23074492234290328,0.013609431594693076,1,0.9573307284897934,0.9575341448595931,0.9574324366746932,0.00010170818489985134,0.27629911280101394,0.2945205479452055,0.28505595786701776,0.009103842536419828,1,0.9547945205479452,0.9543726235741445,0.9545835720610449,0.00021094848690034196,0.22754087704730028,0.25073272837182076,0.23868640138363992,0.011587175264501464,1,0.9538991202545313,0.9519293179525241,0.9529142191035277,0.000984901151003581,0.36731886474449243,0.3915575637433714,0.378967482433223,0.01211020412098619,3,0.4995454988280718,0.4659534836688419,0.48274949124845684,0.01679600757961497
3,3,"SVC-split_x_y_split_with_bag_of_words-{'C': [1e-05, 0.01, 1.0, 100.0, 10000.0, 1000000.0], 'kernel': ['linear'], 'probability': [True]}-(2 of 5)",8.041361689567566,0.9427930116653442,5.66933286190033,0.03393208980560303,100.0,linear,True,"{'C': 100.0, 'kernel': 'linear', 'probability': True}",0.26108998732572875,0.25616438356164384,0.2587228439763002,0.0024609434279011795,2,0.9821917808219178,0.9835234474017744,0.9828576141118461,0.0006658332899283081,0.2192686020820288,0.23048048807166593,0.2246568027222099,0.005601712695966499,2,0.9822502826209514,0.9829987577471363,0.9826245201840438,0.00037423756309246103,0.26108998732572875,0.25616438356164384,0.2587228439763002,0.0024609434279011795,2,0.9821917808219178,0.9835234474017744,0.9828576141118461,0.0006658332899283081,0.2239206007960738,0.23025080238516382,0.2269627648250637,0.0031627123788457836,2,0.98116751846271,0.9824030193624818,0.9817852689125959,0.0006177504498858788,0.3685445903926615,0.3913130530286502,0.3794866428773697,0.011375640666837055,2,0.5009658473855768,0.465398594083341,0.48318222073445893,0.017783626651117906
4,3,"SVC-split_x_y_split_with_bag_of_words-{'C': [1e-05, 0.01, 1.0, 100.0, 10000.0, 1000000.0], 'kernel': ['linear'], 'probability': [True]}-(2 of 5)",8.037474155426025,0.4149141311645508,4.29424512386322,0.5013586282730103,10000.0,linear,True,"{'C': 10000.0, 'kernel': 'linear', 'probability': True}",0.26108998732572875,0.25616438356164384,0.2587228439763002,0.0024609434279011795,2,0.9821917808219178,0.9835234474017744,0.9828576141118461,0.0006658332899283081,0.2192686020820288,0.23048048807166593,0.2246568027222099,0.005601712695966499,2,0.9822502826209514,0.9829987577471363,0.9826245201840438,0.00037423756309246103,0.26108998732572875,0.25616438356164384,0.2587228439763002,0.0024609434279011795,2,0.9821917808219178,0.9835234474017744,0.9828576141118461,0.0006658332899283081,0.2239206007960738,0.23025080238516382,0.2269627648250637,0.0031627123788457836,2,0.98116751846271,0.9824030193624818,0.9817852689125959,0.0006177504498858788,0.36829695108799454,0.3929441718110041,0.3801418958725877,0.012314310845827625,1,0.49808593620818425,0.47445905229568797,0.4862724942519361,0.011813441956248144
