,column,evaluation_method,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_kernel,param_probability,params,split0_test_accuracy,split1_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_train_accuracy,split1_train_accuracy,mean_train_accuracy,std_train_accuracy,split0_test_precision_weighted,split1_test_precision_weighted,mean_test_precision_weighted,std_test_precision_weighted,rank_test_precision_weighted,split0_train_precision_weighted,split1_train_precision_weighted,mean_train_precision_weighted,std_train_precision_weighted,split0_test_recall_weighted,split1_test_recall_weighted,mean_test_recall_weighted,std_test_recall_weighted,rank_test_recall_weighted,split0_train_recall_weighted,split1_train_recall_weighted,mean_train_recall_weighted,std_train_recall_weighted,split0_test_f1_weighted,split1_test_f1_weighted,mean_test_f1_weighted,std_test_f1_weighted,rank_test_f1_weighted,split0_train_f1_weighted,split1_train_f1_weighted,mean_train_f1_weighted,std_train_f1_weighted,split0_test_mrr,split1_test_mrr,mean_test_mrr,std_test_mrr,rank_test_mrr,split0_train_mrr,split1_train_mrr,mean_train_mrr,std_train_mrr
0,0,"SVC-split_x_y_split_with_bag_of_words-{'C': [1e-05, 0.01, 1.0, 100.0, 10000.0, 1000000.0], 'kernel': ['linear'], 'probability': [True]}-(3 of 5)",3.34711754322052,0.3283456563949585,4.747338175773621,0.038218140602111816,1e-05,linear,True,"{'C': 1e-05, 'kernel': 'linear', 'probability': True}",0.3193916349809886,0.34383561643835614,0.33113890717577354,0.012212767896165265,5,0.34383561643835614,0.3193916349809886,0.33161362570967234,0.012221990728683768,0.10201101649582907,0.11822293113154438,0.10980212754525116,0.008099840483996104,5,0.11822293113154438,0.10201101649582907,0.11011697381368672,0.008105957317857654,0.3193916349809886,0.34383561643835614,0.33113890717577354,0.012212767896165265,5,0.34383561643835614,0.3193916349809886,0.33161362570967234,0.012221990728683768,0.1546334140541962,0.17594850097049416,0.16487700421146909,0.010649501172685412,5,0.17594850097049416,0.1546334140541962,0.16529095751234518,0.010657543458148983,0.49621956099315506,0.5068827690659145,0.5013440783684773,0.005327580756361399,6,0.5633288018508763,0.5017779907912486,0.5325533963210625,0.030775405529813837
1,0,"SVC-split_x_y_split_with_bag_of_words-{'C': [1e-05, 0.01, 1.0, 100.0, 10000.0, 1000000.0], 'kernel': ['linear'], 'probability': [True]}-(3 of 5)",10.049028635025024,1.1004292964935303,4.930407524108887,0.09240126609802246,0.01,linear,True,"{'C': 0.01, 'kernel': 'linear', 'probability': True}",0.3193916349809886,0.34383561643835614,0.33113890717577354,0.012212767896165265,5,0.34383561643835614,0.3193916349809886,0.33161362570967234,0.012221990728683768,0.10201101649582907,0.11822293113154438,0.10980212754525116,0.008099840483996104,5,0.11822293113154438,0.10201101649582907,0.11011697381368672,0.008105957317857654,0.3193916349809886,0.34383561643835614,0.33113890717577354,0.012212767896165265,5,0.34383561643835614,0.3193916349809886,0.33161362570967234,0.012221990728683768,0.1546334140541962,0.17594850097049416,0.16487700421146909,0.010649501172685412,5,0.17594850097049416,0.1546334140541962,0.16529095751234518,0.010657543458148983,0.5219185510696256,0.5513251037064726,0.536050732389506,0.01469218108377896,2,0.6015461422510964,0.5623421930822794,0.5819441676666879,0.019601974584408488
2,0,"SVC-split_x_y_split_with_bag_of_words-{'C': [1e-05, 0.01, 1.0, 100.0, 10000.0, 1000000.0], 'kernel': ['linear'], 'probability': [True]}-(3 of 5)",11.498722076416016,0.8309481143951416,4.580216288566589,0.5699881315231323,1.0,linear,True,"{'C': 1.0, 'kernel': 'linear', 'probability': True}",0.4093789607097592,0.4438356164383562,0.4259381171823568,0.017215327201313736,1,0.963013698630137,0.9505703422053232,0.95679202041773,0.006221678212406878,0.328273268589161,0.3840624896074515,0.3550844149639813,0.027873560966022042,1,0.962942236791028,0.9454825470198575,0.9542123919054427,0.008729844885585258,0.4093789607097592,0.4438356164383562,0.4259381171823568,0.017215327201313736,1,0.963013698630137,0.9505703422053232,0.95679202041773,0.006221678212406878,0.3480985460532597,0.40076636452899767,0.37340961089018443,0.026314037415033423,1,0.961271938428904,0.9457121910711728,0.9534920647500384,0.007779873678865623,0.521041197975983,0.5550980291804504,0.5374082070472544,0.017015565794977126,1,0.6481403612215041,0.5942801960970361,0.6212102786592701,0.026930082562234003
3,0,"SVC-split_x_y_split_with_bag_of_words-{'C': [1e-05, 0.01, 1.0, 100.0, 10000.0, 1000000.0], 'kernel': ['linear'], 'probability': [True]}-(3 of 5)",11.236977100372314,1.2527918815612793,4.984843492507935,0.17880916595458984,100.0,linear,True,"{'C': 100.0, 'kernel': 'linear', 'probability': True}",0.38783269961977185,0.4123287671232877,0.3996050032916392,0.012238791266922101,2,0.9863013698630136,0.9860583016476553,0.9861798357553344,0.0001215341076791776,0.32378524264453695,0.37952152146366275,0.3505709460928331,0.027847109841787693,2,0.9854681954270994,0.9812354945434794,0.9833518449852894,0.002116350441810022,0.38783269961977185,0.4123287671232877,0.3996050032916392,0.012238791266922101,2,0.9863013698630136,0.9860583016476553,0.9861798357553344,0.0001215341076791776,0.34275764186131114,0.38764098433739536,0.3643276484495544,0.022424736535679914,2,0.9850869566329081,0.9828223796304646,0.9839546681316864,0.0011322885012217676,0.519293373609761,0.5535048943158056,0.5357347232578272,0.01709285218066808,3,0.6564815831075042,0.6092580182320729,0.6328698006697886,0.02361178243771561
4,0,"SVC-split_x_y_split_with_bag_of_words-{'C': [1e-05, 0.01, 1.0, 100.0, 10000.0, 1000000.0], 'kernel': ['linear'], 'probability': [True]}-(3 of 5)",11.340173721313477,0.8189172744750977,4.601700663566589,0.41006481647491455,10000.0,linear,True,"{'C': 10000.0, 'kernel': 'linear', 'probability': True}",0.38783269961977185,0.4123287671232877,0.3996050032916392,0.012238791266922101,2,0.9863013698630136,0.9860583016476553,0.9861798357553344,0.0001215341076791776,0.32378524264453695,0.37952152146366275,0.3505709460928331,0.027847109841787693,2,0.9854681954270994,0.9812354945434794,0.9833518449852894,0.002116350441810022,0.38783269961977185,0.4123287671232877,0.3996050032916392,0.012238791266922101,2,0.9863013698630136,0.9860583016476553,0.9861798357553344,0.0001215341076791776,0.34275764186131114,0.38764098433739536,0.3643276484495544,0.022424736535679914,2,0.9850869566329081,0.9828223796304646,0.9839546681316864,0.0011322885012217676,0.5186929094850433,0.5513869975957818,0.5344050123954048,0.016334708417677958,4,0.6613534739953598,0.6051273712132131,0.6332404226042865,0.02811305139107334
5,0,"SVC-split_x_y_split_with_bag_of_words-{'C': [1e-05, 0.01, 1.0, 100.0, 10000.0, 1000000.0], 'kernel': ['linear'], 'probability': [True]}-(3 of 5)",11.121654748916626,1.1792218685150146,3.9295977354049683,0.7916911840438843,1000000.0,linear,True,"{'C': 1000000.0, 'kernel': 'linear', 'probability': True}",0.38783269961977185,0.4123287671232877,0.3996050032916392,0.012238791266922101,2,0.9863013698630136,0.9860583016476553,0.9861798357553344,0.0001215341076791776,0.32378524264453695,0.37952152146366275,0.3505709460928331,0.027847109841787693,2,0.9854681954270994,0.9812354945434794,0.9833518449852894,0.002116350441810022,0.38783269961977185,0.4123287671232877,0.3996050032916392,0.012238791266922101,2,0.9863013698630136,0.9860583016476553,0.9861798357553344,0.0001215341076791776,0.34275764186131114,0.38764098433739536,0.3643276484495544,0.022424736535679914,2,0.9850869566329081,0.9828223796304646,0.9839546681316864,0.0011322885012217676,0.5184617092386073,0.5499077088345788,0.5335740066086265,0.015711135070132127,5,0.6549988780089596,0.6072027294457827,0.6311008037273711,0.023898074281588466
0,1,"SVC-split_x_y_split_with_bag_of_words-{'C': [1e-05, 0.01, 1.0, 100.0, 10000.0, 1000000.0], 'kernel': ['linear'], 'probability': [True]}-(3 of 5)",3.899304986000061,0.333919882774353,4.909006834030151,0.17456841468811035,1e-05,linear,True,"{'C': 1e-05, 'kernel': 'linear', 'probability': True}",0.09987357774968394,0.10851648351648352,0.10401579986833442,0.0043177345166663175,5,0.10851648351648352,0.09987357774968394,0.10419503063308373,0.004321452883399787,0.009974731532522164,0.01177582719478324,0.010837929453605814,0.0008997729604591405,5,0.01177582719478324,0.009974731532522164,0.010875279363652703,0.0009005478311305383,0.09987357774968394,0.10851648351648352,0.10401579986833442,0.0043177345166663175,5,0.10851648351648352,0.09987357774968394,0.10419503063308373,0.004321452883399787,0.018137960097069035,0.021246102101120688,0.019627576541407156,0.001552733811485677,5,0.021246102101120688,0.018137960097069035,0.019692031099094863,0.0015540710020258263,0.27773134263686367,0.28978424995609736,0.2835078512138236,0.006021268235775992,6,0.31777002742876526,0.3102487956162331,0.31400941152249917,0.003760615906266085
1,1,"SVC-split_x_y_split_with_bag_of_words-{'C': [1e-05, 0.01, 1.0, 100.0, 10000.0, 1000000.0], 'kernel': ['linear'], 'probability': [True]}-(3 of 5)",7.179731488227844,0.6300851106643677,6.507552862167358,0.7078738212585449,0.01,linear,True,"{'C': 0.01, 'kernel': 'linear', 'probability': True}",0.09987357774968394,0.10851648351648352,0.10401579986833442,0.0043177345166663175,5,0.10851648351648352,0.09987357774968394,0.10419503063308373,0.004321452883399787,0.009974731532522164,0.01177582719478324,0.010837929453605814,0.0008997729604591405,5,0.01177582719478324,0.009974731532522164,0.010875279363652703,0.0009005478311305383,0.09987357774968394,0.10851648351648352,0.10401579986833442,0.0043177345166663175,5,0.10851648351648352,0.09987357774968394,0.10419503063308373,0.004321452883399787,0.018137960097069035,0.021246102101120688,0.019627576541407156,0.001552733811485677,5,0.021246102101120688,0.018137960097069035,0.019692031099094863,0.0015540710020258263,0.27627025442114617,0.29784881190783724,0.2866120515576248,0.010779995176859946,5,0.3342465034593847,0.33804334227774213,0.33614492286856346,0.0018984194091787032
2,1,"SVC-split_x_y_split_with_bag_of_words-{'C': [1e-05, 0.01, 1.0, 100.0, 10000.0, 1000000.0], 'kernel': ['linear'], 'probability': [True]}-(3 of 5)",8.27328073978424,0.4562720060348511,5.222068667411804,0.15031898021697998,1.0,linear,True,"{'C': 1.0, 'kernel': 'linear', 'probability': True}",0.23261694058154236,0.24725274725274726,0.23963133640552994,0.007311606692076292,1,0.9217032967032966,0.934260429835651,0.9279818632694739,0.006278566566177202,0.181046632485882,0.20600088491221175,0.19300627420172667,0.012466390349025632,4,0.9390064361892807,0.9425870565532766,0.9407967463712786,0.001790310181997934,0.23261694058154236,0.24725274725274726,0.23963133640552994,0.007311606692076292,1,0.9217032967032966,0.934260429835651,0.9279818632694739,0.006278566566177202,0.18713106311908212,0.21016644359900238,0.1981710611371084,0.011507779916420751,4,0.920206205534451,0.9310059083591505,0.9256060569468008,0.0053998514123497765,0.2912688575681774,0.3187146025127972,0.30442257864762656,0.0137110647137006,2,0.4214927024320908,0.42182546776569474,0.42165908509889277,0.00016638266680196745
3,1,"SVC-split_x_y_split_with_bag_of_words-{'C': [1e-05, 0.01, 1.0, 100.0, 10000.0, 1000000.0], 'kernel': ['linear'], 'probability': [True]}-(3 of 5)",8.423965096473694,0.8923496007919312,5.813722610473633,0.7458915710449219,100.0,linear,True,"{'C': 100.0, 'kernel': 'linear', 'probability': True}",0.21871049304677623,0.23214285714285715,0.22514812376563528,0.006710403151780991,2,0.9505494505494505,0.9494310998735778,0.9499902752115141,0.0005591753379363684,0.18475385956020465,0.21564681778820902,0.19955970129159847,0.015433188288986509,1,0.9709369550454271,0.9587832216572497,0.9648600883513384,0.0060768666940886895,0.21871049304677623,0.23214285714285715,0.22514812376563528,0.006710403151780991,2,0.9505494505494505,0.9494310998735778,0.9499902752115141,0.0005591753379363684,0.18968251997067712,0.21444268394155902,0.20154914233460205,0.012369429622392143,1,0.9534746080142089,0.9478458208983604,0.9506602144562847,0.002814393557924233,0.2890723232636569,0.31540573613222816,0.3016929450992855,0.01315537722521739,4,0.42007910899195927,0.4219804817693397,0.4210297953806495,0.000950686388690225
