,column,evaluation_method,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_kernel,param_probability,params,split0_test_accuracy,split1_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_train_accuracy,split1_train_accuracy,mean_train_accuracy,std_train_accuracy,split0_test_hit@5,split1_test_hit@5,mean_test_hit@5,std_test_hit@5,rank_test_hit@5,split0_train_hit@5,split1_train_hit@5,mean_train_hit@5,std_train_hit@5,split0_test_mrr,split1_test_mrr,mean_test_mrr,std_test_mrr,rank_test_mrr,split0_train_mrr,split1_train_mrr,mean_train_mrr,std_train_mrr,split0_test_mdcg,split1_test_mdcg,mean_test_mdcg,std_test_mdcg,rank_test_mdcg,split0_train_mdcg,split1_train_mdcg,mean_train_mdcg,std_train_mdcg
0,0,"SVC-split_x_y_split_with_one_hot_encoding-{'C': [1e-05, 0.001, 0.1, 10.0, 1000.0, 100000.0], 'kernel': ['linear'], 'probability': [True]}-(4 of 5)",3.46966552734375,0.39611029624938965,4.963528990745544,0.2662898302078247,1e-05,linear,True,"{'C': 1e-05, 'kernel': 'linear', 'probability': True}",0.3231939163498099,0.34794520547945207,0.33508887425938116,0.012366305783630403,5,0.34794520547945207,0.3231939163498099,0.33556956091463097,0.012375644564821098,0.6070975918884665,0.6520547945205479,0.6287030941408822,0.02246163874588418,6,0.7301369863013699,0.6527249683143219,0.691430977307846,0.038706008993524,0.49954091919502425,0.5406247137856374,0.5192849416118429,0.02052639618075226,6,0.5611898526454541,0.5415515826471136,0.5513707176462839,0.009819134999170254,0.6000504102073907,0.635626049759056,0.6171473271742871,0.017774396914835323,6,0.6523998946381943,0.6323280549663982,0.6423639748022962,0.010035919835898022
1,0,"SVC-split_x_y_split_with_one_hot_encoding-{'C': [1e-05, 0.001, 0.1, 10.0, 1000.0, 100000.0], 'kernel': ['linear'], 'probability': [True]}-(4 of 5)",5.971937417984009,0.7132816314697266,6.099278569221497,0.37503278255462646,0.001,linear,True,"{'C': 0.001, 'kernel': 'linear', 'probability': True}",0.3231939163498099,0.34794520547945207,0.33508887425938116,0.012366305783630403,5,0.34794520547945207,0.3231939163498099,0.33556956091463097,0.012375644564821098,0.6159695817490495,0.6561643835616439,0.6352863726135616,0.02008223521302097,5,0.7547945205479452,0.679340937896071,0.717067729222008,0.03772679132593709,0.5137903074477275,0.558066006464538,0.5350682931503421,0.022121144072861372,4,0.5961904253240392,0.5654578619604894,0.5808241436422643,0.015366281681774896,0.6108863344130897,0.6489234246473827,0.629166173696193,0.01900419353889262,4,0.6797494621818863,0.6514968417906689,0.6656231519862776,0.014126310195608671
2,0,"SVC-split_x_y_split_with_one_hot_encoding-{'C': [1e-05, 0.001, 0.1, 10.0, 1000.0, 100000.0], 'kernel': ['linear'], 'probability': [True]}-(4 of 5)",10.605371356010437,0.9132305383682251,5.0724687576293945,0.46562719345092773,0.1,linear,True,"{'C': 0.1, 'kernel': 'linear', 'probability': True}",0.40430925221799746,0.44794520547945205,0.42527978933508886,0.02180151257435343,1,0.4684931506849315,0.43346007604562736,0.45097661336527944,0.01751653731965208,0.6197718631178707,0.6575342465753424,0.6379196840026333,0.018866943798678516,3,0.7534246575342466,0.6768060836501901,0.7151153705922184,0.03830928694202823,0.5181435072186652,0.5558764758487569,0.5362771919454374,0.01885224748334523,3,0.6088347667298659,0.5686998953191003,0.5887673310244831,0.02006743570538283,0.6137161097382425,0.6469673140258175,0.6296959511667677,0.01661305630346612,3,0.6874466833635414,0.6514386740720979,0.6694426787178196,0.01800400464572177
3,0,"SVC-split_x_y_split_with_one_hot_encoding-{'C': [1e-05, 0.001, 0.1, 10.0, 1000.0, 100000.0], 'kernel': ['linear'], 'probability': [True]}-(4 of 5)",10.848340392112732,1.313269019126892,5.453081965446472,0.11492884159088135,10.0,linear,True,"{'C': 10.0, 'kernel': 'linear', 'probability': True}",0.3688212927756654,0.4095890410958904,0.38841342988808425,0.020368492291345755,2,0.9876712328767123,0.9898605830164765,0.9887659079465945,0.0010946750698820895,0.6185044359949303,0.663013698630137,0.6398946675444371,0.02223783775737576,2,0.7684931506849315,0.70595690747782,0.7372250290813758,0.03126812160355574,0.5124700314278472,0.5590000339851369,0.534831388812193,0.023247445283463775,5,0.6626062079848045,0.6172908333651758,0.6399485206749902,0.02265768730981438,0.6098323073521297,0.6496495247401155,0.6289676389474093,0.019893585465147696,5,0.7289821627734225,0.6902012323336589,0.7095916975535408,0.019390465219881803
4,0,"SVC-split_x_y_split_with_one_hot_encoding-{'C': [1e-05, 0.001, 0.1, 10.0, 1000.0, 100000.0], 'kernel': ['linear'], 'probability': [True]}-(4 of 5)",11.52933120727539,0.783822774887085,4.694623351097107,0.3328136205673218,1000.0,linear,True,"{'C': 1000.0, 'kernel': 'linear', 'probability': True}",0.3688212927756654,0.4095890410958904,0.38841342988808425,0.020368492291345755,2,0.9876712328767123,0.9898605830164765,0.9887659079465945,0.0010946750698820895,0.6134347275031685,0.6616438356164384,0.6366030283080975,0.02408636452680032,4,0.7643835616438356,0.7186311787072244,0.7415073701755299,0.022876191468305607,0.516784280237757,0.5610046273221836,0.5380356649458751,0.022093488991221415,1,0.6682392981715036,0.6192351482611769,0.6437372232163403,0.024502074955163378,0.6130070756102999,0.6512690687406317,0.6313949985761604,0.019116560129960776,1,0.7329987838978119,0.6921762171139072,0.7125875005058595,0.020411283391952362
5,0,"SVC-split_x_y_split_with_one_hot_encoding-{'C': [1e-05, 0.001, 0.1, 10.0, 1000.0, 100000.0], 'kernel': ['linear'], 'probability': [True]}-(4 of 5)",11.182188630104065,0.9188863039016724,4.527174711227417,0.025008201599121094,100000.0,linear,True,"{'C': 100000.0, 'kernel': 'linear', 'probability': True}",0.3688212927756654,0.4095890410958904,0.38841342988808425,0.020368492291345755,2,0.9876712328767123,0.9898605830164765,0.9887659079465945,0.0010946750698820895,0.623574144486692,0.6698630136986301,0.6458196181698486,0.023126969591566328,1,0.7684931506849315,0.7186311787072244,0.7435621646960779,0.02493098598885357,0.5159678569097564,0.5595801886339935,0.5369270420043536,0.021789710718264996,2,0.6742675592622389,0.6273679907051826,0.6508177749837107,0.023449784278528174,0.6125204921079217,0.6500454828051438,0.6305542269393715,0.0187483369879912,2,0.7376158536772194,0.698074337422976,0.7178450955500977,0.0197707581271217
0,1,"SVC-split_x_y_split_with_one_hot_encoding-{'C': [1e-05, 0.001, 0.1, 10.0, 1000.0, 100000.0], 'kernel': ['linear'], 'probability': [True]}-(4 of 5)",4.170631647109985,0.34795641899108887,6.210084795951843,0.4816650152206421,1e-05,linear,True,"{'C': 1e-05, 'kernel': 'linear', 'probability': True}",0.09529860228716645,0.10245901639344263,0.09874917709019092,0.0035778594191318053,5,0.10245901639344263,0.09529860228716645,0.09887880934030455,0.003580207053138086,0.35578144853875476,0.3825136612021858,0.3686635944700461,0.01335734183142539,6,0.41530054644808745,0.38373570520965694,0.3995181258288722,0.015782420619215254,0.259217891444949,0.28125903614357195,0.2698394305623894,0.011013345876084669,6,0.3056767152853928,0.283507807100154,0.2945922611927734,0.011084454092619406,0.3999847628302058,0.4194335098759838,0.40935703592929046,0.009717997000628356,6,0.4402231960761706,0.41968171967574586,0.42995245787595826,0.010270738200212376
1,1,"SVC-split_x_y_split_with_one_hot_encoding-{'C': [1e-05, 0.001, 0.1, 10.0, 1000.0, 100000.0], 'kernel': ['linear'], 'probability': [True]}-(4 of 5)",6.008362412452698,0.6017438173294067,6.80092191696167,0.25254249572753906,0.001,linear,True,"{'C': 0.001, 'kernel': 'linear', 'probability': True}",0.09529860228716645,0.10245901639344263,0.09874917709019092,0.0035778594191318053,5,0.10245901639344263,0.09529860228716645,0.09887880934030455,0.003580207053138086,0.3710292249047014,0.3866120218579235,0.3785385121790652,0.00778628945588997,5,0.43306010928961747,0.40533672172808133,0.4191984155088494,0.01386169378076807,0.27095843661838986,0.29000737814623206,0.28013804504392015,0.009518225323049849,5,0.33556979884106297,0.3121657185761327,0.32386775870859785,0.011702040132465147,0.40880750046235176,0.4260379127344841,0.41711076694240495,0.008609556923437975,5,0.4634561933396245,0.4410370704844733,0.45224663191204895,0.011209561427575593
2,1,"SVC-split_x_y_split_with_one_hot_encoding-{'C': [1e-05, 0.001, 0.1, 10.0, 1000.0, 100000.0], 'kernel': ['linear'], 'probability': [True]}-(4 of 5)",7.828335285186768,0.3495035171508789,5.746935486793518,0.38570940494537354,0.1,linear,True,"{'C': 0.1, 'kernel': 'linear', 'probability': True}",0.16772554002541296,0.1830601092896175,0.17511520737327188,0.007662256996026759,4,0.2226775956284153,0.22236340533672172,0.2225205004825685,0.00015709514584678896,0.36721728081321475,0.39617486338797814,0.38117182356813695,0.014469297170898595,4,0.4412568306010929,0.4167725540025413,0.4290146923018171,0.012242138299275784,0.273868142144762,0.293562834806482,0.28335893544850066,0.009840889172160827,4,0.34468639204741947,0.3375767919446827,0.3411315919960511,0.0035548000513683786,0.4105738616512193,0.4286757464101022,0.4192970872229785,0.009045007443332037,4,0.4671201579173777,0.4576186136247099,0.4623693857710438,0.004750772146333904
3,1,"SVC-split_x_y_split_with_one_hot_encoding-{'C': [1e-05, 0.001, 0.1, 10.0, 1000.0, 100000.0], 'kernel': ['linear'], 'probability': [True]}-(4 of 5)",8.480754733085632,0.6907254457473755,5.999165058135986,0.5780088901519775,10.0,linear,True,"{'C': 10.0, 'kernel': 'linear', 'probability': True}",0.19949174078780177,0.226775956284153,0.21263989466754443,0.013633162266645746,1,0.9412568306010929,0.9479034307496823,0.9445801306753876,0.0033233000742947105,0.3761118170266836,0.39617486338797814,0.3857801184990125,0.010024945252442512,3,0.5150273224043715,0.4599745870393901,0.4875009547218808,0.027526367682490727,0.28788824734355467,0.3054968899317266,0.29637378149401017,0.008798548073776223,1,0.42832151284913694,0.4110934851798629,0.4197074990144999,0.00861401383463703,0.422625526870257,0.4392376914537714,0.43063086227192426,0.00830063577959807,1,0.5385898753675459,0.5184756960185462,0.528532785693046,0.010057089674499864
4,1,"SVC-split_x_y_split_with_one_hot_encoding-{'C': [1e-05, 0.001, 0.1, 10.0, 1000.0, 100000.0], 'kernel': ['linear'], 'probability': [True]}-(4 of 5)",8.614274024963379,0.41865992546081543,5.989310264587402,0.9166100025177002,1000.0,linear,True,"{'C': 1000.0, 'kernel': 'linear', 'probability': True}",0.19949174078780177,0.226775956284153,0.21263989466754443,0.013633162266645746,1,0.9412568306010929,0.9479034307496823,0.9445801306753876,0.0033233000742947105,0.38246505717916135,0.4030054644808743,0.3923633969716919,0.010263469213717983,1,0.5273224043715847,0.45870393900889456,0.4930131716902396,0.034309232681345087,0.28833053240354317,0.29976389154351,0.2938402222590111,0.005712930995903123,2,0.4295593156065219,0.408011750949824,0.4187855332781729,0.010773782328348941,0.4232726862185179,0.4346152311933305,0.4287386130924895,0.00566755368791994,2,0.5400481599269421,0.5152852748373253,0.5276667173821337,0.012381442544808385
