,column,evaluation_method,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,param_kernel,param_probability,params,split0_test_accuracy,split1_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_train_accuracy,split1_train_accuracy,mean_train_accuracy,std_train_accuracy,split0_test_hit@5,split1_test_hit@5,mean_test_hit@5,std_test_hit@5,rank_test_hit@5,split0_train_hit@5,split1_train_hit@5,mean_train_hit@5,std_train_hit@5,split0_test_mrr,split1_test_mrr,mean_test_mrr,std_test_mrr,rank_test_mrr,split0_train_mrr,split1_train_mrr,mean_train_mrr,std_train_mrr,split0_test_mdcg,split1_test_mdcg,mean_test_mdcg,std_test_mdcg,rank_test_mdcg,split0_train_mdcg,split1_train_mdcg,mean_train_mdcg,std_train_mdcg
0,0,"SVC-split_x_y_split_with_one_hot_encoding-{'C': [1e-05, 0.001, 0.1, 10.0, 1000.0, 100000.0], 'gamma': [1e-05, 0.001, 0.1, 10.0, 1000.0, 100000.0, 'scale'], 'kernel': ['rbf'], 'probability': [True]}-(3 of 5)",4.581847071647644,0.4248849153518677,6.023049473762512,0.8861809968948364,1e-05,1e-05,rbf,True,"{'C': 1e-05, 'gamma': 1e-05, 'kernel': 'rbf', 'probability': True}",0.3193916349809886,0.34383561643835614,0.33113890717577354,0.012212767896165265,12,0.34383561643835614,0.3193916349809886,0.33161362570967234,0.012221990728683768,0.5868187579214195,0.6287671232876713,0.6069782751810402,0.02095835536183322,33,0.6287671232876713,0.5868187579214195,0.6077929406045454,0.020974182683125897,0.44391145488115435,0.4761688571290717,0.4594136955927933,0.01611653024995709,38,0.47513477161797923,0.4449505042252969,0.4600426379216381,0.015092133696341159,0.5578871191612738,0.5865263953046442,0.5716505632591411,0.014308832334175486,39,0.5859006267543384,0.5588696047073929,0.5723851157308657,0.01351551102347276
1,0,"SVC-split_x_y_split_with_one_hot_encoding-{'C': [1e-05, 0.001, 0.1, 10.0, 1000.0, 100000.0], 'gamma': [1e-05, 0.001, 0.1, 10.0, 1000.0, 100000.0, 'scale'], 'kernel': ['rbf'], 'probability': [True]}-(3 of 5)",4.859338045120239,0.401569128036499,5.888832330703735,0.04477262496948242,1e-05,0.001,rbf,True,"{'C': 1e-05, 'gamma': 0.001, 'kernel': 'rbf', 'probability': True}",0.3193916349809886,0.34383561643835614,0.33113890717577354,0.012212767896165265,12,0.34383561643835614,0.3193916349809886,0.33161362570967234,0.012221990728683768,0.6083650190114068,0.6534246575342466,0.6300197498354181,0.022512818041705938,19,0.7191780821917808,0.6451204055766794,0.68214924388423,0.037028838307550715,0.5038315740772797,0.5470303421721251,0.5245920090405695,0.02158308494312826,17,0.5784999912360851,0.5439304022555074,0.5612151967457962,0.017284794490288857,0.6031442809221157,0.6404774395363277,0.6210858252199266,0.018652493325659582,17,0.6653754675595196,0.6351447979743351,0.6502601327669273,0.01511533479259225
2,0,"SVC-split_x_y_split_with_one_hot_encoding-{'C': [1e-05, 0.001, 0.1, 10.0, 1000.0, 100000.0], 'gamma': [1e-05, 0.001, 0.1, 10.0, 1000.0, 100000.0, 'scale'], 'kernel': ['rbf'], 'probability': [True]}-(3 of 5)",4.165978908538818,0.3351430892944336,5.709596872329712,0.9435231685638428,1e-05,0.1,rbf,True,"{'C': 1e-05, 'gamma': 0.1, 'kernel': 'rbf', 'probability': True}",0.3193916349809886,0.34383561643835614,0.33113890717577354,0.012212767896165265,12,0.34383561643835614,0.3193916349809886,0.33161362570967234,0.012221990728683768,0.6108998732572877,0.6575342465753424,0.6333113890717578,0.0232995912842531,11,0.7013698630136986,0.6514575411913816,0.67641370210254,0.024956160911158543,0.5099597549440837,0.5330474069570594,0.5210552032452505,0.011535114923633665,19,0.579298662450316,0.523610225127478,0.5514544437888971,0.027844218661419007,0.6081684212078882,0.630180028716025,0.6187467447634772,0.010997498668014203,19,0.6647982375171614,0.61841574709433,0.6416069923057457,0.02319124521141569
3,0,"SVC-split_x_y_split_with_one_hot_encoding-{'C': [1e-05, 0.001, 0.1, 10.0, 1000.0, 100000.0], 'gamma': [1e-05, 0.001, 0.1, 10.0, 1000.0, 100000.0, 'scale'], 'kernel': ['rbf'], 'probability': [True]}-(3 of 5)",4.344950914382935,0.6333930492401123,5.8220895528793335,0.3832911252975464,1e-05,10.0,rbf,True,"{'C': 1e-05, 'gamma': 10.0, 'kernel': 'rbf', 'probability': True}",0.3193916349809886,0.34383561643835614,0.33113890717577354,0.012212767896165265,12,0.34383561643835614,0.3193916349809886,0.33161362570967234,0.012221990728683768,0.5855513307984791,0.6273972602739726,0.6056616194865043,0.020907176066011463,41,0.6150684931506849,0.5804816223067174,0.5977750577287011,0.01729343542198375,0.4439057299658505,0.47616099910739024,0.4594069455506589,0.016115464501599657,39,0.3936952184651834,0.4406233356425825,0.41715927705388295,0.023464058588699543,0.5578671682403965,0.5865578281818564,0.5716553063294457,0.01433450484586448,38,0.5227576609755974,0.553471151930118,0.5381144064528577,0.015356745477260292
4,0,"SVC-split_x_y_split_with_one_hot_encoding-{'C': [1e-05, 0.001, 0.1, 10.0, 1000.0, 100000.0], 'gamma': [1e-05, 0.001, 0.1, 10.0, 1000.0, 100000.0, 'scale'], 'kernel': ['rbf'], 'probability': [True]}-(3 of 5)",4.336655855178833,0.3490617275238037,4.804281949996948,0.6485865116119385,1e-05,1000.0,rbf,True,"{'C': 1e-05, 'gamma': 1000.0, 'kernel': 'rbf', 'probability': True}",0.3193916349809886,0.34383561643835614,0.33113890717577354,0.012212767896165265,12,0.34383561643835614,0.3193916349809886,0.33161362570967234,0.012221990728683768,0.5855513307984791,0.6287671232876713,0.6063199473337723,0.02159159071691527,36,0.6191780821917808,0.5551330798479087,0.5871555810198448,0.03202250117193606,0.44370061276198425,0.47507843624974716,0.4587801461037005,0.015677072739203452,42,0.392538966275109,0.3613285475026969,0.37693375688890296,0.015605209386206048,0.5576583439732653,0.5857460943869427,0.5711567362063031,0.014033277562656274,42,0.5213726149017428,0.4933225623945871,0.507347588648165,0.01402502625357785
5,0,"SVC-split_x_y_split_with_one_hot_encoding-{'C': [1e-05, 0.001, 0.1, 10.0, 1000.0, 100000.0], 'gamma': [1e-05, 0.001, 0.1, 10.0, 1000.0, 100000.0, 'scale'], 'kernel': ['rbf'], 'probability': [True]}-(3 of 5)",4.354202151298523,0.6197932958602905,4.8595885038375854,0.1626337766647339,1e-05,100000.0,rbf,True,"{'C': 1e-05, 'gamma': 100000.0, 'kernel': 'rbf', 'probability': True}",0.3193916349809886,0.34383561643835614,0.33113890717577354,0.012212767896165265,12,0.34383561643835614,0.3193916349809886,0.33161362570967234,0.012221990728683768,0.5868187579214195,0.6273972602739726,0.6063199473337723,0.02027394071092941,36,0.5205479452054794,0.5830164765525983,0.5517822108790389,0.031234265673559414,0.44396816781389037,0.47616601606876496,0.45944178810754305,0.016086775723445548,37,0.3584330091867632,0.3787667321608751,0.36859987067381916,0.01016686148705595,0.5579392633970358,0.5865803037724092,0.5717035553483344,0.01430971378452368,37,0.49246906759603326,0.5071701996165419,0.49981963360628756,0.0073505660102543
6,0,"SVC-split_x_y_split_with_one_hot_encoding-{'C': [1e-05, 0.001, 0.1, 10.0, 1000.0, 100000.0], 'gamma': [1e-05, 0.001, 0.1, 10.0, 1000.0, 100000.0, 'scale'], 'kernel': ['rbf'], 'probability': [True]}-(3 of 5)",5.02756655216217,0.4479626417160034,5.541303992271423,0.14250552654266357,1e-05,scale,rbf,True,"{'C': 1e-05, 'gamma': 'scale', 'kernel': 'rbf', 'probability': True}",0.3193916349809886,0.34383561643835614,0.33113890717577354,0.012212767896165265,12,0.34383561643835614,0.3193916349809886,0.33161362570967234,0.012221990728683768,0.6108998732572877,0.6561643835616439,0.6326530612244898,0.022615176633349346,14,0.7095890410958904,0.6527249683143219,0.6811570047051061,0.028432036390784232,0.5025381267822642,0.5100728856780287,0.5061591761528422,0.0037645365468808633,21,0.5647689299709028,0.5109359366482039,0.5378524333095533,0.02691649666134943,0.6025254802830036,0.6127087693175105,0.6074193584891854,0.005087802313011226,21,0.6544384368543816,0.6097578111320809,0.6320981239932313,0.022340312861150347
7,0,"SVC-split_x_y_split_with_one_hot_encoding-{'C': [1e-05, 0.001, 0.1, 10.0, 1000.0, 100000.0], 'gamma': [1e-05, 0.001, 0.1, 10.0, 1000.0, 100000.0, 'scale'], 'kernel': ['rbf'], 'probability': [True]}-(3 of 5)",4.478177189826965,0.3126751184463501,5.175134539604187,0.5005308389663696,0.001,1e-05,rbf,True,"{'C': 0.001, 'gamma': 1e-05, 'kernel': 'rbf', 'probability': True}",0.3193916349809886,0.34383561643835614,0.33113890717577354,0.012212767896165265,12,0.34383561643835614,0.3193916349809886,0.33161362570967234,0.012221990728683768,0.6159695817490495,0.6534246575342466,0.6339697169190257,0.018713405911213402,8,0.7315068493150685,0.6552598225602028,0.6933833359376356,0.03812351337743286,0.5059810224754671,0.5492219642452654,0.5267617252351463,0.021604155868273047,16,0.5710017179611194,0.5396441433820491,0.5553229306715843,0.015678787289535145,0.6051334858933949,0.6421371124879689,0.6229166639144871,0.018487851649866587,16,0.6599410979644021,0.6319871591310134,0.6459641285477078,0.013976969416694351
8,0,"SVC-split_x_y_split_with_one_hot_encoding-{'C': [1e-05, 0.001, 0.1, 10.0, 1000.0, 100000.0], 'gamma': [1e-05, 0.001, 0.1, 10.0, 1000.0, 100000.0, 'scale'], 'kernel': ['rbf'], 'probability': [True]}-(3 of 5)",4.439689874649048,0.12515997886657715,5.677276968955994,0.8651937246322632,0.001,0.001,rbf,True,"{'C': 0.001, 'gamma': 0.001, 'kernel': 'rbf', 'probability': True}",0.3193916349809886,0.34383561643835614,0.33113890717577354,0.012212767896165265,12,0.34383561643835614,0.3193916349809886,0.33161362570967234,0.012221990728683768,0.6045627376425855,0.6342465753424658,0.618828176431863,0.01483071899429918,23,0.7068493150684931,0.6159695817490495,0.6614094484087714,0.04543986665972183,0.4969694999396608,0.4914666912336549,0.4943249638268338,0.0027493281166432763,23,0.5615051474811933,0.4789977116534751,0.5202514295673342,0.041253717913859095,0.5980727923717272,0.5980679998758348,0.5980704891972692,2.3944397142822104e-06,23,0.6515828114941716,0.585039792736014,0.6183113021150928,0.0332715093790788
9,0,"SVC-split_x_y_split_with_one_hot_encoding-{'C': [1e-05, 0.001, 0.1, 10.0, 1000.0, 100000.0], 'gamma': [1e-05, 0.001, 0.1, 10.0, 1000.0, 100000.0, 'scale'], 'kernel': ['rbf'], 'probability': [True]}-(3 of 5)",4.782420992851257,0.8830505609512329,5.873299241065979,0.3745189905166626,0.001,0.1,rbf,True,"{'C': 0.001, 'gamma': 0.1, 'kernel': 'rbf', 'probability': True}",0.3193916349809886,0.34383561643835614,0.33113890717577354,0.012212767896165265,12,0.34383561643835614,0.3193916349809886,0.33161362570967234,0.012221990728683768,0.6096324461343473,0.6506849315068494,0.6293614219881501,0.020510753384816265,20,0.7123287671232876,0.6451204055766794,0.6787245863499836,0.033604180773304126,0.5148726119717124,0.5181031574627535,0.5164251453545037,0.0016140538450701628,20,0.5862700825509836,0.5271037719437242,0.5566869272473538,0.029583155303629705,0.6118170304330243,0.6189556685209616,0.6152477123317697,0.003566625601265405,20,0.6705297576875051,0.621349321231758,0.6459395394596316,0.02459021822787355
