,column,evaluation_method,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_kernel,param_probability,params,split0_test_accuracy,split1_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_train_accuracy,split1_train_accuracy,mean_train_accuracy,std_train_accuracy,split0_test_precision_weighted,split1_test_precision_weighted,mean_test_precision_weighted,std_test_precision_weighted,rank_test_precision_weighted,split0_train_precision_weighted,split1_train_precision_weighted,mean_train_precision_weighted,std_train_precision_weighted,split0_test_recall_weighted,split1_test_recall_weighted,mean_test_recall_weighted,std_test_recall_weighted,rank_test_recall_weighted,split0_train_recall_weighted,split1_train_recall_weighted,mean_train_recall_weighted,std_train_recall_weighted,split0_test_f1_weighted,split1_test_f1_weighted,mean_test_f1_weighted,std_test_f1_weighted,rank_test_f1_weighted,split0_train_f1_weighted,split1_train_f1_weighted,mean_train_f1_weighted,std_train_f1_weighted,split0_test_mrr,split1_test_mrr,mean_test_mrr,std_test_mrr,rank_test_mrr,split0_train_mrr,split1_train_mrr,mean_train_mrr,std_train_mrr
0,0,"SVC-split_x_y_split_with_bag_of_words-{'C': [1e-05, 0.01, 1.0, 100.0, 10000.0, 1000000.0], 'kernel': ['linear'], 'probability': [True]}-(5 of 5)",3.310400128364563,0.311301589012146,4.693643808364868,0.15500497817993164,1e-05,linear,True,"{'C': 1e-05, 'kernel': 'linear', 'probability': True}",0.33078880407124683,0.3528610354223433,0.3414473684210526,0.01102965567007927,5,0.3528610354223433,0.33078880407124683,0.3418249197467951,0.011036115675548241,0.10942123289888572,0.12451091031932823,0.11670795870586256,0.007540422328519264,5,0.12451091031932823,0.10942123289888572,0.11696607160910698,0.007544838710221255,0.33078880407124683,0.3528610354223433,0.3414473684210526,0.01102965567007927,5,0.3528610354223433,0.33078880407124683,0.3418249197467951,0.011036115675548241,0.16444567697614568,0.1840705099182012,0.17392240551526986,0.009806672759568928,5,0.1840705099182012,0.16444567697614568,0.17425809344717344,0.009812416471027763,0.486714790226474,0.5320620361182246,0.5086127365978851,0.0226603509095413,6,0.5519077487263979,0.5371714796233779,0.5445396141748879,0.0073681345515100305
1,0,"SVC-split_x_y_split_with_bag_of_words-{'C': [1e-05, 0.01, 1.0, 100.0, 10000.0, 1000000.0], 'kernel': ['linear'], 'probability': [True]}-(5 of 5)",10.131283164024353,0.9037865400314331,4.865519165992737,0.01822793483734131,0.01,linear,True,"{'C': 0.01, 'kernel': 'linear', 'probability': True}",0.33078880407124683,0.3528610354223433,0.3414473684210526,0.01102965567007927,5,0.3528610354223433,0.33078880407124683,0.3418249197467951,0.011036115675548241,0.10942123289888572,0.12451091031932823,0.11670795870586256,0.007540422328519264,5,0.12451091031932823,0.10942123289888572,0.11696607160910698,0.007544838710221255,0.33078880407124683,0.3528610354223433,0.3414473684210526,0.01102965567007927,5,0.3528610354223433,0.33078880407124683,0.3418249197467951,0.011036115675548241,0.16444567697614568,0.1840705099182012,0.17392240551526986,0.009806672759568928,5,0.1840705099182012,0.16444567697614568,0.17425809344717344,0.009812416471027763,0.5115847691768967,0.5547578507114838,0.5324328230232038,0.021573905056005937,2,0.6127191476703989,0.5589936187853851,0.585856383227892,0.026862764442506903
2,0,"SVC-split_x_y_split_with_bag_of_words-{'C': [1e-05, 0.01, 1.0, 100.0, 10000.0, 1000000.0], 'kernel': ['linear'], 'probability': [True]}-(5 of 5)",11.546599626541138,0.5220391750335693,4.697081804275513,0.6863210201263428,1.0,linear,True,"{'C': 1.0, 'kernel': 'linear', 'probability': True}",0.39185750636132316,0.46321525885558584,0.4263157894736842,0.03565799156791454,1,0.9632152588555858,0.955470737913486,0.9593429983845358,0.003872260471049882,0.3121040241164732,0.3795836014781885,0.3446895568687752,0.03372003904921113,4,0.9632943160259829,0.9532322679345672,0.958263291980275,0.005031024045707877,0.39185750636132316,0.46321525885558584,0.4263157894736842,0.03565799156791454,1,0.9632152588555858,0.955470737913486,0.9593429983845358,0.003872260471049882,0.3389708788094227,0.4103661323665637,0.3734472709876737,0.03567673112370437,1,0.9617591881001444,0.9524908965541293,0.9571250423271369,0.004634145773007525,0.520712954257671,0.5535309747803618,0.5365606036416546,0.016399405224650915,1,0.6734350883265485,0.6014028112812058,0.6374189498038771,0.03601613852267138
3,0,"SVC-split_x_y_split_with_bag_of_words-{'C': [1e-05, 0.01, 1.0, 100.0, 10000.0, 1000000.0], 'kernel': ['linear'], 'probability': [True]}-(5 of 5)",10.80810260772705,1.212442398071289,4.944973587989807,0.2952991724014282,100.0,linear,True,"{'C': 100.0, 'kernel': 'linear', 'probability': True}",0.37404580152671757,0.4332425068119891,0.4026315789473684,0.029581027206262565,2,0.9931880108991825,0.989821882951654,0.9915049469254182,0.001683063973764276,0.3150586305213251,0.3790580037853501,0.3459635910317161,0.03198095557149034,1,0.9937561640986646,0.9858226584910953,0.98978941129488,0.003966752803784668,0.37404580152671757,0.4332425068119891,0.4026315789473684,0.029581027206262565,2,0.9931880108991825,0.989821882951654,0.9915049469254182,0.001683063973764276,0.3374357349808589,0.39850568628611155,0.3669260930453691,0.03051710196268776,2,0.9929877605234231,0.9872750424789151,0.9901314015011691,0.002856359022254007,0.5139586784406801,0.5505303564342156,0.5316189492612426,0.018275135355795055,4,0.6914418754928202,0.6117465687008253,0.6515942220968227,0.03984765339599744
4,0,"SVC-split_x_y_split_with_bag_of_words-{'C': [1e-05, 0.01, 1.0, 100.0, 10000.0, 1000000.0], 'kernel': ['linear'], 'probability': [True]}-(5 of 5)",10.94300377368927,0.8986328840255737,4.528321266174316,0.10533714294433594,10000.0,linear,True,"{'C': 10000.0, 'kernel': 'linear', 'probability': True}",0.37404580152671757,0.4332425068119891,0.4026315789473684,0.029581027206262565,2,0.9931880108991825,0.989821882951654,0.9915049469254182,0.001683063973764276,0.3150586305213251,0.3790580037853501,0.3459635910317161,0.03198095557149034,1,0.9937561640986646,0.9858226584910953,0.98978941129488,0.003966752803784668,0.37404580152671757,0.4332425068119891,0.4026315789473684,0.029581027206262565,2,0.9931880108991825,0.989821882951654,0.9915049469254182,0.001683063973764276,0.3374357349808589,0.39850568628611155,0.3669260930453691,0.03051710196268776,2,0.9929877605234231,0.9872750424789151,0.9901314015011691,0.002856359022254007,0.5126155396866947,0.5511418654307905,0.5312196996183831,0.019251887153202446,5,0.6787034544799639,0.6077429933105369,0.6432232238952504,0.0354802305847135
5,0,"SVC-split_x_y_split_with_bag_of_words-{'C': [1e-05, 0.01, 1.0, 100.0, 10000.0, 1000000.0], 'kernel': ['linear'], 'probability': [True]}-(5 of 5)",10.88252866268158,0.7021640539169312,3.8891881704330444,0.7016907930374146,1000000.0,linear,True,"{'C': 1000000.0, 'kernel': 'linear', 'probability': True}",0.37404580152671757,0.4332425068119891,0.4026315789473684,0.029581027206262565,2,0.9931880108991825,0.989821882951654,0.9915049469254182,0.001683063973764276,0.3150586305213251,0.3790580037853501,0.3459635910317161,0.03198095557149034,1,0.9937561640986646,0.9858226584910953,0.98978941129488,0.003966752803784668,0.37404580152671757,0.4332425068119891,0.4026315789473684,0.029581027206262565,2,0.9931880108991825,0.989821882951654,0.9915049469254182,0.001683063973764276,0.3374357349808589,0.39850568628611155,0.3669260930453691,0.03051710196268776,2,0.9929877605234231,0.9872750424789151,0.9901314015011691,0.002856359022254007,0.5145171152548391,0.550117576877257,0.531708390801454,0.0177898114216547,3,0.6789734498187517,0.6084571148947325,0.6437152823567421,0.035258167462009604
0,1,"SVC-split_x_y_split_with_bag_of_words-{'C': [1e-05, 0.01, 1.0, 100.0, 10000.0, 1000000.0], 'kernel': ['linear'], 'probability': [True]}-(5 of 5)",3.8985828161239624,0.2930814027786255,4.883652925491333,0.280306339263916,1e-05,linear,True,"{'C': 1e-05, 'kernel': 'linear', 'probability': True}",0.09541984732824428,0.10217983651226158,0.09868421052631579,0.0033780161075317363,5,0.10217983651226158,0.09541984732824428,0.09879984192025293,0.0033799945920086477,0.009104947264145447,0.010440718989672504,0.009749984400024959,0.000667494914856407,5,0.010440718989672504,0.009104947264145447,0.009772833126908975,0.0006678858627635282,0.09541984732824428,0.10217983651226158,0.09868421052631579,0.0033780161075317363,5,0.10217983651226158,0.09541984732824428,0.09879984192025293,0.0033799945920086477,0.01662366678192409,0.01894558155357137,0.0177449072045485,0.0011602778178232528,5,0.01894558155357137,0.01662366678192409,0.01778462416774773,0.0011609573858236393,0.2650665394445239,0.2760800405135092,0.2703849011449418,0.00550352715050367,6,0.3199067462613556,0.29468574287042204,0.30729624456588883,0.012610501695466791
1,1,"SVC-split_x_y_split_with_bag_of_words-{'C': [1e-05, 0.01, 1.0, 100.0, 10000.0, 1000000.0], 'kernel': ['linear'], 'probability': [True]}-(5 of 5)",7.255460262298584,0.40268826484680176,6.815247178077698,0.24487721920013428,0.01,linear,True,"{'C': 0.01, 'kernel': 'linear', 'probability': True}",0.09541984732824428,0.10217983651226158,0.09868421052631579,0.0033780161075317363,5,0.10217983651226158,0.09541984732824428,0.09879984192025293,0.0033799945920086477,0.009104947264145447,0.010440718989672504,0.009749984400024959,0.000667494914856407,5,0.010440718989672504,0.009104947264145447,0.009772833126908975,0.0006678858627635282,0.09541984732824428,0.10217983651226158,0.09868421052631579,0.0033780161075317363,5,0.10217983651226158,0.09541984732824428,0.09879984192025293,0.0033799945920086477,0.01662366678192409,0.01894558155357137,0.0177449072045485,0.0011602778178232528,5,0.01894558155357137,0.01662366678192409,0.01778462416774773,0.0011609573858236393,0.2630762556941842,0.29689235328649893,0.27940587124205196,0.01689815164657105,5,0.3286703919210168,0.34114819137580776,0.3349092916484123,0.006238899727395469
2,1,"SVC-split_x_y_split_with_bag_of_words-{'C': [1e-05, 0.01, 1.0, 100.0, 10000.0, 1000000.0], 'kernel': ['linear'], 'probability': [True]}-(5 of 5)",8.193201541900635,0.29106998443603516,5.221002459526062,0.9369348287582397,1.0,linear,True,"{'C': 1.0, 'kernel': 'linear', 'probability': True}",0.19720101781170485,0.20844686648501362,0.2026315789473684,0.005619632950170744,1,0.9277929155313351,0.9363867684478372,0.9320898419895862,0.004296926458251027,0.1597860118753717,0.17871286335036143,0.16892568883763648,0.00945788630824125,4,0.9429359481780281,0.9492240494488031,0.9460799988134156,0.0031440506353875297,0.19720101781170485,0.20844686648501362,0.2026315789473684,0.005619632950170744,1,0.9277929155313351,0.9363867684478372,0.9320898419895862,0.004296926458251027,0.16762004971351624,0.18065476362620164,0.17391444445819457,0.006513542012496606,4,0.9276517991373846,0.9352757636912304,0.9314637814143075,0.0038119822769229206,0.28439503387951204,0.3038865177817126,0.2938073688691273,0.009740037267663267,2,0.4312436950232649,0.422402633322309,0.42682316417278693,0.004420530850477944
3,1,"SVC-split_x_y_split_with_bag_of_words-{'C': [1e-05, 0.01, 1.0, 100.0, 10000.0, 1000000.0], 'kernel': ['linear'], 'probability': [True]}-(5 of 5)",8.240166306495667,0.6966501474380493,6.021044969558716,0.38976502418518066,100.0,linear,True,"{'C': 100.0, 'kernel': 'linear', 'probability': True}",0.2010178117048346,0.19346049046321526,0.19736842105263158,0.0037764487766252255,2,0.9495912806539509,0.950381679389313,0.949986480021632,0.0003951993676810095,0.17169845911084725,0.18823540980169584,0.17968406556287547,0.008263635382023963,1,0.962995218251005,0.9634657736204542,0.9632304959357296,0.00023527768472458854,0.2010178117048346,0.19346049046321526,0.19736842105263158,0.0037764487766252255,2,0.9495912806539509,0.950381679389313,0.949986480021632,0.0003951993676810095,0.17583627759973436,0.1804445742741441,0.17806159980961378,0.0023027996008108975,1,0.9497733820190462,0.9504451851842929,0.9501092836016696,0.0003359015826233658,0.2899780280885883,0.30313117490792585,0.2963296134605579,0.006572723803390389,1,0.43810929493982725,0.44381964543232894,0.4409644701860781,0.0028551752462508406
