,column,evaluation_method,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_hidden_layer_sizes,param_max_iter,params,split0_test_accuracy,split1_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_train_accuracy,split1_train_accuracy,mean_train_accuracy,std_train_accuracy,split0_test_precision_weighted,split1_test_precision_weighted,mean_test_precision_weighted,std_test_precision_weighted,rank_test_precision_weighted,split0_train_precision_weighted,split1_train_precision_weighted,mean_train_precision_weighted,std_train_precision_weighted,split0_test_recall_weighted,split1_test_recall_weighted,mean_test_recall_weighted,std_test_recall_weighted,rank_test_recall_weighted,split0_train_recall_weighted,split1_train_recall_weighted,mean_train_recall_weighted,std_train_recall_weighted,split0_test_f1_weighted,split1_test_f1_weighted,mean_test_f1_weighted,std_test_f1_weighted,rank_test_f1_weighted,split0_train_f1_weighted,split1_train_f1_weighted,mean_train_f1_weighted,std_train_f1_weighted,split0_test_mrr,split1_test_mrr,mean_test_mrr,std_test_mrr,rank_test_mrr,split0_train_mrr,split1_train_mrr,mean_train_mrr,std_train_mrr
0,0,"MLPClassifier-split_x_y-{'hidden_layer_sizes': [2, 5, 10, 20, 40, 80], 'max_iter': [500]}-(5 of 5)",8.11227536201477,0.6509239673614502,0.5091785192489624,0.09611308574676514,2,500,"{'hidden_layer_sizes': 2, 'max_iter': 500}",0.32951653944020354,0.3528610354223433,0.34078947368421053,0.011665415624676287,1,0.34877384196185285,0.33078880407124683,0.33978132301654984,0.008992518945303007,0.1306506203051,0.12451091031932823,0.1276857866672339,0.003068058049049298,6,0.15958241845453824,0.10942123289888572,0.13450182567671198,0.02508059277782626,0.32951653944020354,0.3528610354223433,0.34078947368421053,0.011665415624676287,1,0.34877384196185285,0.33078880407124683,0.33978132301654984,0.008992518945303007,0.17347982212075813,0.1840705099182012,0.1785940095176813,0.005292244261897175,6,0.18945605632372606,0.16444567697614568,0.17695086664993587,0.01250518967379019,0.4541457551366226,0.48269004000474736,0.46792964006636184,0.014263788215885576,1,0.48463292591874135,0.4557055061044263,0.4701692160115838,0.014463709907157535
1,0,"MLPClassifier-split_x_y-{'hidden_layer_sizes': [2, 5, 10, 20, 40, 80], 'max_iter': [500]}-(5 of 5)",10.010611057281494,1.0114390850067139,0.7016990184783936,0.03344440460205078,5,500,"{'hidden_layer_sizes': 5, 'max_iter': 500}",0.3193384223918575,0.3474114441416894,0.33289473684210524,0.01402829458399593,2,0.385558583106267,0.32951653944020354,0.35753756127323527,0.028021021833031734,0.16447848784776595,0.12726953894299511,0.1465104822582253,0.018593584297711154,5,0.22297478994002462,0.1160548968653565,0.16951484340269057,0.053459946537334053,0.3193384223918575,0.3474114441416894,0.33289473684210524,0.01402829458399593,2,0.385558583106267,0.32951653944020354,0.35753756127323527,0.028021021833031734,0.21348233568281172,0.18629309323539864,0.20035279360623195,0.013586663593500801,5,0.2713831853488916,0.17097361649303233,0.22117840092096197,0.05020478442792964,0.44443266863758996,0.47262765195689693,0.4580478776878342,0.014089239673547367,2,0.5218495188385547,0.4684545709998581,0.4951520449192064,0.02669747391934829
2,0,"MLPClassifier-split_x_y-{'hidden_layer_sizes': [2, 5, 10, 20, 40, 80], 'max_iter': [500]}-(5 of 5)",15.479069471359253,2.856278419494629,1.1981626749038696,0.2701505422592163,10,500,"{'hidden_layer_sizes': 10, 'max_iter': 500}",0.3155216284987277,0.3405994550408719,0.32763157894736844,0.012531573600966463,3,0.3896457765667575,0.35368956743002544,0.37166767199839146,0.017978104568366016,0.18198171359938242,0.23304691367162741,0.20664082995005864,0.025517654493621894,3,0.2529655859822368,0.21747326041589526,0.23521942319906602,0.01774616278317076,0.3155216284987277,0.3405994550408719,0.32763157894736844,0.012531573600966463,3,0.3896457765667575,0.35368956743002544,0.37166767199839146,0.017978104568366016,0.21591719072488907,0.2232165815480677,0.2194420281355556,0.0036475590573672207,4,0.2785731405202977,0.22508740572992667,0.2518302731251122,0.026742867395185513,0.44197688212628167,0.47406419290465707,0.4574716756205761,0.01603426421346941,3,0.5425035876688951,0.5018696033125757,0.5221865954907354,0.020316992178159687
3,0,"MLPClassifier-split_x_y-{'hidden_layer_sizes': [2, 5, 10, 20, 40, 80], 'max_iter': [500]}-(5 of 5)",29.184555768966675,2.0908069610595703,1.3403804302215576,0.02059149742126465,20,500,"{'hidden_layer_sizes': 20, 'max_iter': 500}",0.3256997455470738,0.32561307901907355,0.3256578947368421,4.3307898814532375e-05,4,0.41825613079019075,0.3969465648854962,0.40760134783784346,0.010654782952347286,0.18428008258439166,0.2146296521918997,0.1989357300132804,0.015165902222626319,4,0.2895527109130445,0.3023748585831879,0.29596378474811624,0.006411073835071696,0.3256997455470738,0.32561307901907355,0.3256578947368421,4.3307898814532375e-05,4,0.41825613079019075,0.3969465648854962,0.40760134783784346,0.010654782952347286,0.23052358783509003,0.24216507574512142,0.23614520107585518,0.005817336774546736,3,0.31872686055602445,0.302455196105762,0.31059102833089325,0.008135832225131229,0.43884110094165224,0.4579036225492538,0.44804629229690196,0.009525681667197935,4,0.573121266245859,0.5607792895220153,0.5669502778839371,0.00617098836192187
4,0,"MLPClassifier-split_x_y-{'hidden_layer_sizes': [2, 5, 10, 20, 40, 80], 'max_iter': [500]}-(5 of 5)",33.20820748806,3.014544367790222,0.876175045967102,0.47654831409454346,40,500,"{'hidden_layer_sizes': 40, 'max_iter': 500}",0.30279898218829515,0.3215258855585831,0.3118421052631579,0.009357970775839206,5,0.4782016348773842,0.5190839694656488,0.4986428021715165,0.020441167294132312,0.2156379871324073,0.2543546915097161,0.2343340799040814,0.019347020750611756,1,0.42525621325416785,0.5287248671456646,0.4769905401999162,0.051734326945748366,0.30279898218829515,0.3215258855585831,0.3118421052631579,0.009357970775839206,5,0.4782016348773842,0.5190839694656488,0.4986428021715165,0.020441167294132312,0.2497557273100197,0.26535158734387615,0.2572868860368951,0.007793365487882233,2,0.42447239998728564,0.46496259143509006,0.44471749571118785,0.020245095723902207,0.4246205804445152,0.45143473363126635,0.4375689938912753,0.013399228742676782,5,0.644588173487035,0.6703446426139503,0.6574664080504926,0.012878234563457658
5,0,"MLPClassifier-split_x_y-{'hidden_layer_sizes': [2, 5, 10, 20, 40, 80], 'max_iter': [500]}-(5 of 5)",22.722132325172424,2.337868571281433,0.7233350276947021,0.18409371376037598,80,500,"{'hidden_layer_sizes': 80, 'max_iter': 500}",0.2964376590330789,0.3106267029972752,0.30328947368421055,0.007090369193911478,6,0.5517711171662125,0.5012722646310432,0.5265216908986279,0.02524942626758464,0.20987604533242535,0.2465179800229571,0.22757024274219528,0.01831024314186617,2,0.5548708292236723,0.5174643187089103,0.5361675739662912,0.01870325525738098,0.2964376590330789,0.3106267029972752,0.30328947368421055,0.007090369193911478,6,0.5517711171662125,0.5012722646310432,0.5265216908986279,0.02524942626758464,0.2429506571795388,0.2738415163622846,0.25786769049541736,0.015436388587947037,1,0.502599438800671,0.46444800547187326,0.48352372213627215,0.01907571666439889,0.4277493513612053,0.44107388086896004,0.4341836965313973,0.006658364988052962,6,0.7074572010419097,0.6604210489594408,0.6839391250006752,0.02351807604123446
0,1,"MLPClassifier-split_x_y-{'hidden_layer_sizes': [2, 5, 10, 20, 40, 80], 'max_iter': [500]}-(5 of 5)",9.68914806842804,1.0596023797988892,0.511232852935791,0.07439398765563965,2,500,"{'hidden_layer_sizes': 2, 'max_iter': 500}",0.0916030534351145,0.12670299727520437,0.10855263157894737,0.017539699019876353,4,0.10490463215258855,0.1272264631043257,0.11606554762845712,0.011160915475868574,0.013297636785974813,0.05783020655374721,0.034802180344885955,0.022253251283446296,6,0.014513700751335724,0.0545476830129144,0.03453069188212506,0.020016991130789336,0.0916030534351145,0.12670299727520437,0.10855263157894737,0.017539699019876353,4,0.10490463215258855,0.1272264631043257,0.11606554762845712,0.011160915475868574,0.021902539215286454,0.06437426380686374,0.042411911485166535,0.02122343185462599,6,0.02405415529016096,0.06049711997841942,0.04227563763429019,0.01822148234412923,0.2054653721249782,0.22667994312923576,0.21570977680729733,0.01060107651299082,3,0.2279849104259503,0.23831297842284407,0.23314894442439718,0.005164033998446893
1,1,"MLPClassifier-split_x_y-{'hidden_layer_sizes': [2, 5, 10, 20, 40, 80], 'max_iter': [500]}-(5 of 5)",10.171480774879456,0.8335293531417847,0.5647022724151611,0.03906702995300293,5,500,"{'hidden_layer_sizes': 5, 'max_iter': 500}",0.12595419847328243,0.10490463215258855,0.11578947368421053,0.010518622464068064,2,0.14305177111716622,0.12468193384223919,0.1338668524797027,0.009184918637463513,0.04535213950350917,0.03144461808132976,0.0386362706062199,0.00694969031770636,5,0.08196876975042569,0.05247791095249366,0.06722334035145967,0.014745429398966014,0.12595419847328243,0.10490463215258855,0.11578947368421053,0.010518622464068064,2,0.14305177111716622,0.12468193384223919,0.1338668524797027,0.009184918637463513,0.06106003967676287,0.04601507067536551,0.053794903330035455,0.007518081204063937,5,0.07715166231387317,0.06283583726316315,0.06999374978851816,0.007157912525355012,0.22708772405410674,0.21317815814733782,0.22037086788596966,0.006950711961630186,1,0.27097759450065834,0.2403960807082842,0.25568683760447125,0.015290756896187072
2,1,"MLPClassifier-split_x_y-{'hidden_layer_sizes': [2, 5, 10, 20, 40, 80], 'max_iter': [500]}-(5 of 5)",20.894060134887695,1.6460998058319092,1.240485429763794,0.020175695419311523,10,500,"{'hidden_layer_sizes': 10, 'max_iter': 500}",0.1183206106870229,0.12670299727520437,0.12236842105263158,0.004188739973339363,1,0.14168937329700274,0.1895674300254453,0.165628401661224,0.02393902836422128,0.05417679351469281,0.06083289249662171,0.05739098868096637,0.0033261014126237808,4,0.0698303731846525,0.11910962059908316,0.09446999689186783,0.024639623707215327,0.1183206106870229,0.12670299727520437,0.12236842105263158,0.004188739973339363,1,0.14168937329700274,0.1895674300254453,0.165628401661224,0.02393902836422128,0.061553058829034946,0.07556116056335734,0.068317497429688,0.006999951036365919,4,0.0772555878048011,0.11309341033934046,0.09517449907207079,0.01791891126726968,0.21566953372326467,0.2204063860292214,0.2179569347710096,0.0023670397914766538,2,0.275022607492398,0.3190247456443748,0.29702367656838635,0.022001069075988394
3,1,"MLPClassifier-split_x_y-{'hidden_layer_sizes': [2, 5, 10, 20, 40, 80], 'max_iter': [500]}-(5 of 5)",28.954980611801147,1.5838775634765625,1.3825583457946777,0.03660297393798828,20,500,"{'hidden_layer_sizes': 20, 'max_iter': 500}",0.10559796437659033,0.0885558583106267,0.09736842105263158,0.008516065222885146,6,0.2329700272479564,0.27099236641221375,0.2519811968300851,0.019011169582128673,0.07841277324607814,0.06413139402194196,0.07151637038389659,0.007136509799595807,3,0.26580733109053944,0.2736495332048746,0.26972843214770703,0.003921101057167586,0.10559796437659033,0.0885558583106267,0.09736842105263158,0.008516065222885146,6,0.2329700272479564,0.27099236641221375,0.2519811968300851,0.019011169582128673,0.07667862108043927,0.0701209462238215,0.07351195440625674,0.003276918156316682,3,0.1952330436590053,0.23382874198695636,0.21453089282298082,0.019297849163975533,0.19973271346432386,0.19471522871388686,0.19730979648615232,0.0025072738794233687,5,0.39060193979410596,0.42006067939347363,0.4053313095937898,0.014729369799683839
