,column,evaluation_method,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_kernel,param_probability,params,split0_test_accuracy,split1_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_train_accuracy,split1_train_accuracy,mean_train_accuracy,std_train_accuracy,split0_test_hit@5,split1_test_hit@5,mean_test_hit@5,std_test_hit@5,rank_test_hit@5,split0_train_hit@5,split1_train_hit@5,mean_train_hit@5,std_train_hit@5,split0_test_mrr,split1_test_mrr,mean_test_mrr,std_test_mrr,rank_test_mrr,split0_train_mrr,split1_train_mrr,mean_train_mrr,std_train_mrr,split0_test_mdcg,split1_test_mdcg,mean_test_mdcg,std_test_mdcg,rank_test_mdcg,split0_train_mdcg,split1_train_mdcg,mean_train_mdcg,std_train_mdcg
0,0,"SVC-split_x_y_split_with_one_hot_encoding-{'C': [1e-05, 0.001, 0.1, 10.0, 1000.0, 100000.0], 'kernel': ['linear'], 'probability': [True]}-(1 of 5)",6.045318961143494,1.2258180379867554,8.005345702171326,0.22707664966583252,1e-05,linear,True,"{'C': 1e-05, 'kernel': 'linear', 'probability': True}",0.3181242078580482,0.34383561643835614,0.3304805793285056,0.012846003251247344,5,0.34383561643835614,0.3181242078580482,0.33097991214820216,0.01285570429015398,0.6032953105196451,0.6602739726027397,0.630678077682686,0.028467832716553145,6,0.6958904109589041,0.6387832699619772,0.6673368404604407,0.028553570498463465,0.5114789153296411,0.5551406013467485,0.5324618190771647,0.021814369243086582,6,0.5704318539759372,0.5288794764443904,0.5496556652101638,0.020776188765773418,0.6086788879412033,0.6463454228101617,0.62678064597566,0.01881905566855824,6,0.6574488451321098,0.6222306370515516,0.6398397410918306,0.0176091040402791
1,0,"SVC-split_x_y_split_with_one_hot_encoding-{'C': [1e-05, 0.001, 0.1, 10.0, 1000.0, 100000.0], 'kernel': ['linear'], 'probability': [True]}-(1 of 5)",10.74959659576416,0.029493331909179688,9.11424720287323,0.3534804582595825,0.001,linear,True,"{'C': 0.001, 'kernel': 'linear', 'probability': True}",0.3181242078580482,0.34383561643835614,0.3304805793285056,0.012846003251247344,5,0.34383561643835614,0.3181242078580482,0.33097991214820216,0.01285570429015398,0.6172370088719898,0.6534246575342466,0.6346280447662936,0.018080170556131356,5,0.7273972602739726,0.6387832699619772,0.6830902651179749,0.044306995155997675,0.5146288091195488,0.558770812232755,0.5358425433345854,0.022054346565170805,5,0.5919575659159365,0.545847102258941,0.5689023340874387,0.02305523182849778,0.6116159773561485,0.6490662098827468,0.6296137849561595,0.0187109861092989,5,0.6754066472514114,0.635653151063439,0.6555298991574252,0.019876748093986207
2,0,"SVC-split_x_y_split_with_one_hot_encoding-{'C': [1e-05, 0.001, 0.1, 10.0, 1000.0, 100000.0], 'kernel': ['linear'], 'probability': [True]}-(1 of 5)",23.384673476219177,2.616812825202942,10.618361234664917,1.2472074031829834,0.1,linear,True,"{'C': 0.1, 'kernel': 'linear', 'probability': True}",0.4144486692015209,0.4547945205479452,0.4338380513495721,0.02015770298821571,1,0.46986301369863015,0.42585551330798477,0.44785926350330746,0.02200375019532269,0.614702154626109,0.6589041095890411,0.6359447004608295,0.02208429986991065,4,0.7301369863013699,0.6552598225602028,0.6926984044307863,0.037438581870583576,0.5184225936172061,0.5621451538025709,0.5394347522316342,0.02184478335909695,3,0.6002112570727006,0.5549425759840512,0.577576916528376,0.022634340544324727,0.6142080213620642,0.6516230726420998,0.6321889215822262,0.018693408760072184,4,0.6802786699024496,0.6406627848888113,0.6604707273956305,0.01980794250681911
3,0,"SVC-split_x_y_split_with_one_hot_encoding-{'C': [1e-05, 0.001, 0.1, 10.0, 1000.0, 100000.0], 'kernel': ['linear'], 'probability': [True]}-(1 of 5)",24.16684889793396,1.3752727508544922,10.13695764541626,1.3733043670654297,10.0,linear,True,"{'C': 10.0, 'kernel': 'linear', 'probability': True}",0.4157160963244613,0.4315068493150685,0.42330480579328505,0.007889418567769257,2,0.9849315068493151,0.9860583016476553,0.9854949042484852,0.0005633973991701069,0.6248415716096325,0.6684931506849315,0.6458196181698486,0.021809319585580467,2,0.7383561643835617,0.6755386565272496,0.7069474104554057,0.03140875392815601,0.5264559554084313,0.5561305549083396,0.5407169545097696,0.014826103379930799,1,0.6508988438962529,0.598667894098391,0.6247833689973219,0.0261154748989309,0.6207411811624778,0.6476609189990848,0.6336782506955412,0.013449711970919894,1,0.7197298842622545,0.6754333462504032,0.6975816152563288,0.022148269005925647
4,0,"SVC-split_x_y_split_with_one_hot_encoding-{'C': [1e-05, 0.001, 0.1, 10.0, 1000.0, 100000.0], 'kernel': ['linear'], 'probability': [True]}-(1 of 5)",19.71461510658264,1.3024775981903076,8.04794692993164,0.03361344337463379,1000.0,linear,True,"{'C': 1000.0, 'kernel': 'linear', 'probability': True}",0.4157160963244613,0.4315068493150685,0.42330480579328505,0.007889418567769257,2,0.9849315068493151,0.9860583016476553,0.9854949042484852,0.0005633973991701069,0.6223067173637515,0.6684931506849315,0.6445029624753127,0.02307579029574468,3,0.7328767123287672,0.679340937896071,0.706108825112419,0.0267678872163481,0.5234989463875522,0.5573447016570882,0.5397645167277505,0.016910107467483323,2,0.6478763945424967,0.5970504559347606,0.6224634252386286,0.02541296930386805,0.6184299449252142,0.6484057293077972,0.6328356872552244,0.014976582182754066,2,0.717017034478373,0.6739508118076104,0.6954839231429917,0.021533111335381272
5,0,"SVC-split_x_y_split_with_one_hot_encoding-{'C': [1e-05, 0.001, 0.1, 10.0, 1000.0, 100000.0], 'kernel': ['linear'], 'probability': [True]}-(1 of 5)",19.576004028320312,1.2092273235321045,7.780448913574219,0.7964200973510742,100000.0,linear,True,"{'C': 100000.0, 'kernel': 'linear', 'probability': True}",0.4157160963244613,0.4315068493150685,0.42330480579328505,0.007889418567769257,2,0.9849315068493151,0.9860583016476553,0.9854949042484852,0.0005633973991701069,0.623574144486692,0.6726027397260274,0.6471362738643844,0.024495798893373895,1,0.7452054794520548,0.6730038022813688,0.7091046408667119,0.03610083858534302,0.5239372038205155,0.5551602159860864,0.5389423380409676,0.015599725489168678,4,0.6490805826619734,0.5978968604492128,0.6234887215555931,0.025591861106380343,0.6187183145537786,0.646861107240674,0.632243158965519,0.014060777931549204,3,0.7179151636907083,0.6745857823706977,0.696250473030703,0.021664690660005315
0,1,"SVC-split_x_y_split_with_one_hot_encoding-{'C': [1e-05, 0.001, 0.1, 10.0, 1000.0, 100000.0], 'kernel': ['linear'], 'probability': [True]}-(1 of 5)",7.88874614238739,0.5267552137374878,15.670981645584106,1.7999343872070312,1e-05,linear,True,"{'C': 1e-05, 'kernel': 'linear', 'probability': True}",0.09796437659033079,0.10368349249658936,0.10072416063199473,0.0028578167985187294,5,0.10368349249658936,0.09796437659033079,0.10082393454346007,0.0028595579531292825,0.3511450381679389,0.3765347885402456,0.36339697169190255,0.012687145410844331,6,0.4106412005457026,0.3905852417302799,0.40061322113799125,0.01002797940771133,0.2695144025918457,0.289299433204481,0.27906175442796266,0.009886491858316963,6,0.31135064375934957,0.30733807396436563,0.3093443588618576,0.0020062848974919667,0.4071683116450733,0.42472619911179105,0.41564094595258094,0.008773598327317927,6,0.4430066918745238,0.43699370708707247,0.44000019948079816,0.0030064923937256622
1,1,"SVC-split_x_y_split_with_one_hot_encoding-{'C': [1e-05, 0.001, 0.1, 10.0, 1000.0, 100000.0], 'kernel': ['linear'], 'probability': [True]}-(1 of 5)",12.65275263786316,2.192396640777588,17.180161952972412,1.8328487873077393,0.001,linear,True,"{'C': 0.001, 'kernel': 'linear', 'probability': True}",0.09796437659033079,0.10368349249658936,0.10072416063199473,0.0028578167985187294,5,0.10368349249658936,0.09796437659033079,0.10082393454346007,0.0028595579531292825,0.356234096692112,0.38335607094133695,0.36932192231731403,0.013552729982899431,4,0.4324693042291951,0.4071246819338422,0.41979699308151863,0.012672311147676446,0.2794540041214327,0.292317994805078,0.2856615782959633,0.006428078967848757,5,0.34916062588168895,0.3183870852163934,0.33377385554904115,0.015386770332647765,0.4150535584604652,0.42761468558691207,0.42111498451950774,0.0062767393944588076,5,0.47211593815257813,0.44457457696148045,0.45834525755702926,0.01377068059554884
2,1,"SVC-split_x_y_split_with_one_hot_encoding-{'C': [1e-05, 0.001, 0.1, 10.0, 1000.0, 100000.0], 'kernel': ['linear'], 'probability': [True]}-(1 of 5)",16.249143481254578,0.07060205936431885,10.009374737739563,0.43469560146331787,0.1,linear,True,"{'C': 0.1, 'kernel': 'linear', 'probability': True}",0.1692111959287532,0.1882673942701228,0.1784068466096116,0.009522297611817039,4,0.23328785811732605,0.227735368956743,0.23051161353703453,0.0027762445802915203,0.3524173027989822,0.3874488403819918,0.36932192231731403,0.017505103625038997,4,0.4392905866302865,0.4122137404580153,0.4257521635441509,0.013538423086135593,0.29072967646114617,0.2978931293952087,0.2941864315636266,0.003579545591646306,4,0.35841593180124726,0.3403452677528691,0.34938059977705815,0.009035332024189074,0.4232524301239398,0.43153625445568977,0.42724982527546884,0.004139390199339476,4,0.47747361987645764,0.45851217155845164,0.4679928957174546,0.009480724159003001
3,1,"SVC-split_x_y_split_with_one_hot_encoding-{'C': [1e-05, 0.001, 0.1, 10.0, 1000.0, 100000.0], 'kernel': ['linear'], 'probability': [True]}-(1 of 5)",15.8080313205719,0.3013648986816406,12.126421928405762,0.9521102905273438,10.0,linear,True,"{'C': 10.0, 'kernel': 'linear', 'probability': True}",0.22264631043256997,0.2291950886766712,0.22580645161290322,0.003272395381126307,1,0.9440654843110505,0.9478371501272265,0.9459513172191385,0.0018858329080879699,0.3638676844783715,0.3969986357435198,0.3798551678736011,0.016555389089567708,2,0.5020463847203275,0.4860050890585242,0.49402573688942586,0.008020647830901645,0.29067852884328266,0.31000938565865666,0.30000671715511223,0.009659543230498476,3,0.43425746491656664,0.409722886766805,0.42199017584168586,0.01226728907488081,0.42412194328059444,0.4424349187271242,0.4329589485487355,0.009150912434679321,3,0.5398552735726374,0.5179248920229743,0.5288900827978058,0.010965190774831546
