,column,evaluation_method,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_algorithm,param_metric,param_n_neighbors,params,split0_test_accuracy,split1_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_train_accuracy,split1_train_accuracy,mean_train_accuracy,std_train_accuracy,split0_test_precision_weighted,split1_test_precision_weighted,mean_test_precision_weighted,std_test_precision_weighted,rank_test_precision_weighted,split0_train_precision_weighted,split1_train_precision_weighted,mean_train_precision_weighted,std_train_precision_weighted,split0_test_recall_weighted,split1_test_recall_weighted,mean_test_recall_weighted,std_test_recall_weighted,rank_test_recall_weighted,split0_train_recall_weighted,split1_train_recall_weighted,mean_train_recall_weighted,std_train_recall_weighted,split0_test_f1_weighted,split1_test_f1_weighted,mean_test_f1_weighted,std_test_f1_weighted,rank_test_f1_weighted,split0_train_f1_weighted,split1_train_f1_weighted,mean_train_f1_weighted,std_train_f1_weighted,split0_test_mrr,split1_test_mrr,mean_test_mrr,std_test_mrr,rank_test_mrr,split0_train_mrr,split1_train_mrr,mean_train_mrr,std_train_mrr
0,0,"KNeighborsClassifier-split_x_y_with_random_matrix-{'n_neighbors': [1, 5, 10, 15, 20, 25, 40, 60, 80, 100], 'algorithm': ['brute'], 'metric': ['hamming']}-(4 of 5)",0.005809903144836426,0.0004407167434692383,1.0297048091888428,0.02243781089782715,brute,hamming,1,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 1}",0.0063371356147021544,0.3452054794520548,0.16919025674786042,0.16930631525234374,10,0.9876712328767123,0.9898605830164765,0.9887659079465945,0.0010946750698820895,4.0990527908810835e-05,0.1216119164782551,0.05846546448692974,0.060739593676380106,10,0.9895544314599407,0.9889281041985482,0.9892412678292444,0.00031316363069627817,0.0063371356147021544,0.3452054794520548,0.16919025674786042,0.16930631525234374,10,0.9876712328767123,0.9898605830164765,0.9887659079465945,0.0010946750698820895,8.1454185278948e-05,0.1798609062170706,0.08647974252182135,0.08982189435846924,9,0.9872453648185792,0.9887700934720572,0.9880077291453182,0.0007623643267390401,0.01482998060944826,0.3508020138157095,0.17629119472437302,0.16785925272881796,10,0.987776606954689,0.9899472447000963,0.9888619258273927,0.0010853188727036334
1,0,"KNeighborsClassifier-split_x_y_with_random_matrix-{'n_neighbors': [1, 5, 10, 15, 20, 25, 40, 60, 80, 100], 'algorithm': ['brute'], 'metric': ['hamming']}-(4 of 5)",0.011303901672363281,0.004649162292480469,1.2757257223129272,0.0722893476486206,brute,hamming,5,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 5}",0.3231939163498099,0.00410958904109589,0.16984858459512836,0.15942177159321994,9,0.39452054794520547,0.38276299112801015,0.3886417695366078,0.005878778408597657,0.10445430756552791,0.09941481843879103,0.10203243326498944,0.002517843139728605,8,0.22949193634125142,0.4204104416201771,0.3249511889807143,0.09545925263946284,0.3231939163498099,0.00410958904109589,0.16984858459512836,0.15942177159321994,9,0.39452054794520547,0.38276299112801015,0.3886417695366078,0.005878778408597657,0.15788208557318298,0.005336293467969086,0.08457173123690506,0.076215339786888,10,0.25059095615325266,0.3639414190823354,0.307266187617794,0.05667523146454137,0.37577860106376876,0.08204952581665063,0.23461847931893912,0.14675371222175027,9,0.5686757990867567,0.4626742712293996,0.5156750351580781,0.05300076392867856
2,0,"KNeighborsClassifier-split_x_y_with_random_matrix-{'n_neighbors': [1, 5, 10, 15, 20, 25, 40, 60, 80, 100], 'algorithm': ['brute'], 'metric': ['hamming']}-(4 of 5)",0.008576631546020508,0.001911163330078125,1.1412488222122192,0.09173190593719482,brute,hamming,10,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 10}",0.3231939163498099,0.11232876712328767,0.2218564845292956,0.10535301417182084,8,0.34794520547945207,0.34600760456273766,0.34697640502109484,0.0009688004583572052,0.10445430756552791,0.07042194812330661,0.08809905911732413,0.017003339147168447,9,0.12139846454914946,0.2925858065337023,0.20699213554142587,0.08559367099227642,0.3231939163498099,0.11232876712328767,0.2218564845292956,0.10535301417182084,8,0.34794520547945207,0.34600760456273766,0.34697640502109484,0.0009688004583572052,0.15788208557318298,0.025033892707170158,0.09403799025245266,0.06637397216682146,8,0.17999609407694664,0.27679090774707954,0.2283935009120131,0.04839740683506645,0.403913858286479,0.2418960225467068,0.3260514355807294,0.08094778775625693,8,0.5255772994129123,0.4377995050998842,0.48168840225639825,0.04388889715651406
3,0,"KNeighborsClassifier-split_x_y_with_random_matrix-{'n_neighbors': [1, 5, 10, 15, 20, 25, 40, 60, 80, 100], 'algorithm': ['brute'], 'metric': ['hamming']}-(4 of 5)",0.008715510368347168,0.004317641258239746,1.091018795967102,0.011813044548034668,brute,hamming,15,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 15}",0.3231939163498099,0.34657534246575344,0.3344305464121132,0.01168189113272662,7,0.34794520547945207,0.40430925221799746,0.37612722884872474,0.028182023369272696,0.10445430756552791,0.12092051783832605,0.11236762784146118,0.0082268923555628,7,0.12106586601613811,0.22258761113183284,0.17182673857398548,0.050760872557847364,0.3231939163498099,0.34657534246575344,0.3344305464121132,0.01168189113272662,7,0.34794520547945207,0.40430925221799746,0.37612722884872474,0.028182023369272696,0.15788208557318298,0.17928744803727364,0.16816906029259457,0.010694604885180625,7,0.1796302483572781,0.254802085399116,0.21721616687819703,0.03758591852091894,0.39737832931749056,0.41567146704132785,0.40616963316107263,0.009139666772512335,7,0.503805175038052,0.45091044007393627,0.4773578075559941,0.026447367482057865
4,0,"KNeighborsClassifier-split_x_y_with_random_matrix-{'n_neighbors': [1, 5, 10, 15, 20, 25, 40, 60, 80, 100], 'algorithm': ['brute'], 'metric': ['hamming']}-(4 of 5)",0.008166074752807617,0.0016369819641113281,1.135003685951233,0.15047872066497803,brute,hamming,20,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 20}",0.3231939163498099,0.34794520547945207,0.33508887425938116,0.012366305783630403,1,0.34794520547945207,0.3231939163498099,0.33556956091463097,0.012375644564821098,0.10445430756552791,0.12106586601613811,0.11243747917115361,0.008299511603897821,1,0.12106586601613811,0.10445430756552791,0.11276008679083302,0.0083057792253051,0.3231939163498099,0.34794520547945207,0.33508887425938116,0.012366305783630403,1,0.34794520547945207,0.3231939163498099,0.33556956091463097,0.012375644564821098,0.15788208557318298,0.1796302483572781,0.1683338030401938,0.010865875704962875,1,0.1796302483572781,0.15788208557318298,0.16875616696523055,0.010874081392047555,0.41917823058507253,0.4167820763711148,0.4180266884019329,0.0011971730263959839,5,0.49711602324615894,0.44149216330775226,0.4693040932769556,0.02781192996920334
5,0,"KNeighborsClassifier-split_x_y_with_random_matrix-{'n_neighbors': [1, 5, 10, 15, 20, 25, 40, 60, 80, 100], 'algorithm': ['brute'], 'metric': ['hamming']}-(4 of 5)",0.006065249443054199,0.0009645223617553711,1.128212332725525,0.11513316631317139,brute,hamming,25,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 25}",0.3231939163498099,0.34794520547945207,0.33508887425938116,0.012366305783630403,1,0.34794520547945207,0.3231939163498099,0.33556956091463097,0.012375644564821098,0.10445430756552791,0.12106586601613811,0.11243747917115361,0.008299511603897821,1,0.12106586601613811,0.10445430756552791,0.11276008679083302,0.0083057792253051,0.3231939163498099,0.34794520547945207,0.33508887425938116,0.012366305783630403,1,0.34794520547945207,0.3231939163498099,0.33556956091463097,0.012375644564821098,0.15788208557318298,0.1796302483572781,0.1683338030401938,0.010865875704962875,1,0.1796302483572781,0.15788208557318298,0.16875616696523055,0.010874081392047555,0.4185458957322042,0.39728076337665164,0.40832631270419006,0.010624542740410267,6,0.4888642407820482,0.43733890894760774,0.46310157486482795,0.025762665917220234
6,0,"KNeighborsClassifier-split_x_y_with_random_matrix-{'n_neighbors': [1, 5, 10, 15, 20, 25, 40, 60, 80, 100], 'algorithm': ['brute'], 'metric': ['hamming']}-(4 of 5)",0.007238626480102539,0.002718687057495117,1.2149335145950317,0.16559851169586182,brute,hamming,40,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 40}",0.3231939163498099,0.34794520547945207,0.33508887425938116,0.012366305783630403,1,0.34794520547945207,0.3231939163498099,0.33556956091463097,0.012375644564821098,0.10445430756552791,0.12106586601613811,0.11243747917115361,0.008299511603897821,1,0.12106586601613811,0.10445430756552791,0.11276008679083302,0.0083057792253051,0.3231939163498099,0.34794520547945207,0.33508887425938116,0.012366305783630403,1,0.34794520547945207,0.3231939163498099,0.33556956091463097,0.012375644564821098,0.15788208557318298,0.1796302483572781,0.1683338030401938,0.010865875704962875,1,0.1796302483572781,0.15788208557318298,0.16875616696523055,0.010874081392047555,0.4259372228953954,0.43330603186767375,0.42947852016317895,0.0036816241988471715,4,0.48070566619953814,0.4567705167300146,0.4687380914647764,0.01196757473476176
7,0,"KNeighborsClassifier-split_x_y_with_random_matrix-{'n_neighbors': [1, 5, 10, 15, 20, 25, 40, 60, 80, 100], 'algorithm': ['brute'], 'metric': ['hamming']}-(4 of 5)",0.013138890266418457,0.004470467567443848,1.2043731212615967,0.19012045860290527,brute,hamming,60,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 60}",0.3231939163498099,0.34794520547945207,0.33508887425938116,0.012366305783630403,1,0.34794520547945207,0.3231939163498099,0.33556956091463097,0.012375644564821098,0.10445430756552791,0.12106586601613811,0.11243747917115361,0.008299511603897821,1,0.12106586601613811,0.10445430756552791,0.11276008679083302,0.0083057792253051,0.3231939163498099,0.34794520547945207,0.33508887425938116,0.012366305783630403,1,0.34794520547945207,0.3231939163498099,0.33556956091463097,0.012375644564821098,0.15788208557318298,0.1796302483572781,0.1683338030401938,0.010865875704962875,1,0.1796302483572781,0.15788208557318298,0.16875616696523055,0.010874081392047555,0.4356171395144768,0.43166307056717756,0.4337168957149189,0.001975542584297165,2,0.480886909640334,0.4397289534564974,0.46030793154841565,0.020578978091918304
8,0,"KNeighborsClassifier-split_x_y_with_random_matrix-{'n_neighbors': [1, 5, 10, 15, 20, 25, 40, 60, 80, 100], 'algorithm': ['brute'], 'metric': ['hamming']}-(4 of 5)",0.008118510246276855,0.002474188804626465,1.1940488815307617,0.105621337890625,brute,hamming,80,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 80}",0.3231939163498099,0.34794520547945207,0.33508887425938116,0.012366305783630403,1,0.34794520547945207,0.3231939163498099,0.33556956091463097,0.012375644564821098,0.10445430756552791,0.12106586601613811,0.11243747917115361,0.008299511603897821,1,0.12106586601613811,0.10445430756552791,0.11276008679083302,0.0083057792253051,0.3231939163498099,0.34794520547945207,0.33508887425938116,0.012366305783630403,1,0.34794520547945207,0.3231939163498099,0.33556956091463097,0.012375644564821098,0.15788208557318298,0.1796302483572781,0.1683338030401938,0.010865875704962875,1,0.1796302483572781,0.15788208557318298,0.16875616696523055,0.010874081392047555,0.4318042602328682,0.4276549509224757,0.4298101879507178,0.00207308910070982,3,0.47458717173762094,0.43939793276630407,0.4569925522519625,0.017594619485658436
9,0,"KNeighborsClassifier-split_x_y_with_random_matrix-{'n_neighbors': [1, 5, 10, 15, 20, 25, 40, 60, 80, 100], 'algorithm': ['brute'], 'metric': ['hamming']}-(4 of 5)",0.0057659149169921875,0.0006015300750732422,1.2743933200836182,0.08649611473083496,brute,hamming,100,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 100}",0.3231939163498099,0.34794520547945207,0.33508887425938116,0.012366305783630403,1,0.34794520547945207,0.3231939163498099,0.33556956091463097,0.012375644564821098,0.10445430756552791,0.12106586601613811,0.11243747917115361,0.008299511603897821,1,0.12106586601613811,0.10445430756552791,0.11276008679083302,0.0083057792253051,0.3231939163498099,0.34794520547945207,0.33508887425938116,0.012366305783630403,1,0.34794520547945207,0.3231939163498099,0.33556956091463097,0.012375644564821098,0.15788208557318298,0.1796302483572781,0.1683338030401938,0.010865875704962875,1,0.1796302483572781,0.15788208557318298,0.16875616696523055,0.010874081392047555,0.43846840304008455,0.43620056225468673,0.43737852563828045,0.0011330647253936963,1,0.4800195184884939,0.44452045030269915,0.4622699843955965,0.017749534092897368
