,column,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,param_kernel,param_probability,params,split0_test_accuracy,split1_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_train_accuracy,split1_train_accuracy,mean_train_accuracy,std_train_accuracy,split0_test_hit@5,split1_test_hit@5,mean_test_hit@5,std_test_hit@5,rank_test_hit@5,split0_train_hit@5,split1_train_hit@5,mean_train_hit@5,std_train_hit@5,split0_test_mrr,split1_test_mrr,mean_test_mrr,std_test_mrr,rank_test_mrr,split0_train_mrr,split1_train_mrr,mean_train_mrr,std_train_mrr,split0_test_mdcg,split1_test_mdcg,mean_test_mdcg,std_test_mdcg,rank_test_mdcg,split0_train_mdcg,split1_train_mdcg,mean_train_mdcg,std_train_mdcg,split0_test_map@5,split1_test_map@5,mean_test_map@5,std_test_map@5,rank_test_map@5,split0_train_map@5,split1_train_map@5,mean_train_map@5,std_train_map@5,params_str
3,4,0.8718878030776978,0.21975767612457275,3.6676217317581177,0.5911351442337036,1e-05,10.0,rbf,True,"{'C': 1e-05, 'gamma': 10.0, 'kernel': 'rbf', 'probability': True}",0.3141891891891892,0.33055885850178357,0.32215153267784846,0.008181810070592361,13,0.33055885850178357,0.3141891891891892,0.3223740238454864,0.008184834656297185,0.545045045045045,0.5731272294887039,0.5587044534412956,0.014035903541960172,22,0.5683709869203329,0.5518018018018018,0.5600863943610674,0.008284592559265558,0.432004396094008,0.45269031635972373,0.4420661999942202,0.010339138043508845,23,0.5086596503814408,0.4666986472018259,0.4876791487916333,0.020980501589807438,0.5480903478852696,0.5666013404813484,0.5570942488530557,0.009252076065014587,23,0.6069650305778177,0.5719456399084648,0.5894553352431413,0.017509695334676445,0.39330415642915645,0.4107498288473318,0.40178987678987677,0.008719612812793013,37,0.4104525636868086,0.3914742014742015,0.400963382580505,0.009489181106303562,"{'C': 1e-05, 'gamma': 10.0, 'kernel': 'rbf', 'probability': True}"
4,4,0.5782917737960815,0.0822831392288208,4.344512104988098,0.5384868383407593,1e-05,1000.0,rbf,True,"{'C': 1e-05, 'gamma': 1000.0, 'kernel': 'rbf', 'probability': True}",0.3141891891891892,0.33055885850178357,0.32215153267784846,0.008181810070592361,13,0.33055885850178357,0.3141891891891892,0.3223740238454864,0.008184834656297185,0.545045045045045,0.5731272294887039,0.5587044534412956,0.014035903541960172,22,0.5695600475624257,0.5045045045045045,0.5370322760334652,0.032527771528960636,0.43126372093193027,0.45208244404544756,0.44139012124336346,0.010405514929736475,38,0.45004296194067217,0.3508253924294849,0.40043417718507857,0.04960878475559363,0.5475451056744065,0.5661410966157832,0.5565903505452554,0.009294559532717052,38,0.5636742263154321,0.48382850508820197,0.523751365701817,0.03992286061361505,0.39330415642915645,0.4107498288473318,0.40178987678987677,0.008719612812793013,37,0.4105516520736497,0.373080808080808,0.3918162300772289,0.018735421996420837,"{'C': 1e-05, 'gamma': 1000.0, 'kernel': 'rbf', 'probability': True}"
5,4,0.6351903676986694,0.01484525203704834,3.82970130443573,0.06647884845733643,1e-05,100000.0,rbf,True,"{'C': 1e-05, 'gamma': 100000.0, 'kernel': 'rbf', 'probability': True}",0.3141891891891892,0.33055885850178357,0.32215153267784846,0.008181810070592361,13,0.33055885850178357,0.3141891891891892,0.3223740238454864,0.008184834656297185,0.545045045045045,0.5731272294887039,0.5587044534412956,0.014035903541960172,22,0.5659928656361475,0.5247747747747747,0.5453838202054611,0.020609045430686368,0.43144319338422776,0.45200326415031417,0.44144378303968107,0.010276236546613351,36,0.44797804553972426,0.42361979918626763,0.43579892236299594,0.012179123176728313,0.5476894397605641,0.566085502136522,0.5566374377120855,0.009194632190343464,36,0.561620649811587,0.5398978337287802,0.5507592417701836,0.010861408041403398,0.3932103125853126,0.4107498288473318,0.40174167937325833,0.008766517395406305,39,0.4102543869131265,0.3914742014742015,0.400864294193664,0.009390092719462506,"{'C': 1e-05, 'gamma': 100000.0, 'kernel': 'rbf', 'probability': True}"
6,4,0.8520914316177368,0.21496999263763428,4.3809016942977905,0.9813512563705444,1e-05,scale,rbf,True,"{'C': 1e-05, 'gamma': 'scale', 'kernel': 'rbf', 'probability': True}",0.3141891891891892,0.33055885850178357,0.32215153267784846,0.008181810070592361,13,0.33055885850178357,0.3141891891891892,0.3223740238454864,0.008184834656297185,0.32207207207207206,0.2925089179548157,0.3076923076923077,0.01477611474343872,42,0.375743162901308,0.32094594594594594,0.348344554423627,0.027398608477681025,0.24093324082391873,0.2254563139707861,0.23340513470275934,0.0077356037908082095,42,0.2783236241886414,0.25642438820901053,0.267374006198826,0.010949617989815447,0.3930015706610702,0.38234953237681807,0.3878203305239643,0.005324050989800788,42,0.42474687612781625,0.40357789781367026,0.41416238697074326,0.010584489157072996,0.15702437014937015,0.12066149862820491,0.13933716659280568,0.01817471707743215,42,0.16894263683205418,0.13630608693108692,0.15262436188157055,0.01631827495048363,"{'C': 1e-05, 'gamma': 'scale', 'kernel': 'rbf', 'probability': True}"
7,4,0.6402261257171631,0.05244851112365723,4.110754370689392,0.2959674596786499,0.001,1e-05,rbf,True,"{'C': 0.001, 'gamma': 1e-05, 'kernel': 'rbf', 'probability': True}",0.3141891891891892,0.33055885850178357,0.32215153267784846,0.008181810070592361,13,0.33055885850178357,0.3141891891891892,0.3223740238454864,0.008184834656297185,0.5427927927927928,0.5279429250891795,0.5355696934644303,0.007422190076308365,40,0.5719381688466112,0.4954954954954955,0.5337168321710534,0.038221336675557854,0.46755503061772613,0.45146295341551324,0.4597277102434861,0.00804306530544987,20,0.5000428819807641,0.4256722468856305,0.46285756443319725,0.03718531754756679,0.5739098824067502,0.5638103610666828,0.5689973911129408,0.005047894604978429,20,0.6022822653430311,0.5420060393824504,0.5721441523627407,0.030138112980290344,0.4087241624741625,0.3961655625389276,0.402615554871194,0.006276979544332689,16,0.42746565364876904,0.36959786084786084,0.3985317572483149,0.0289338964004541,"{'C': 0.001, 'gamma': 1e-05, 'kernel': 'rbf', 'probability': True}"
8,4,0.9421745538711548,0.17371833324432373,4.624693393707275,0.8404562473297119,0.001,0.001,rbf,True,"{'C': 0.001, 'gamma': 0.001, 'kernel': 'rbf', 'probability': True}",0.3141891891891892,0.33055885850178357,0.32215153267784846,0.008181810070592361,13,0.33055885850178357,0.3141891891891892,0.3223740238454864,0.008184834656297185,0.5675675675675675,0.5980975029726516,0.5824175824175825,0.015259326757423843,6,0.633769322235434,0.6103603603603603,0.6220648412978972,0.011704480937536843,0.49405898940956317,0.4896830973492176,0.4919305190667346,0.0021871375067799804,14,0.5451553615102309,0.4934239784109439,0.5192896699605873,0.02586569154964352,0.5953505483531011,0.5956102437586684,0.5954768663612457,0.00012979971946793463,14,0.6394535894670519,0.5969339491050051,0.6181937692860284,0.021259820181023403,0.41644751082251086,0.4300536621523542,0.4230656561483629,0.006800561688003496,2,0.43471802276201804,0.41904284154284155,0.42688043215242977,0.007837590609588246,"{'C': 0.001, 'gamma': 0.001, 'kernel': 'rbf', 'probability': True}"
