,column,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_algorithm,param_metric,param_n_neighbors,params,split0_test_accuracy,split1_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_train_accuracy,split1_train_accuracy,mean_train_accuracy,std_train_accuracy,split0_test_hit@5,split1_test_hit@5,mean_test_hit@5,std_test_hit@5,rank_test_hit@5,split0_train_hit@5,split1_train_hit@5,mean_train_hit@5,std_train_hit@5,split0_test_mrr,split1_test_mrr,mean_test_mrr,std_test_mrr,rank_test_mrr,split0_train_mrr,split1_train_mrr,mean_train_mrr,std_train_mrr,split0_test_mdcg,split1_test_mdcg,mean_test_mdcg,std_test_mdcg,rank_test_mdcg,split0_train_mdcg,split1_train_mdcg,mean_train_mdcg,std_train_mdcg,split0_test_map@5,split1_test_map@5,mean_test_map@5,std_test_map@5,rank_test_map@5,split0_train_map@5,split1_train_map@5,mean_train_map@5,std_train_map@5,params_str
1,4,0.015164971351623535,0.0043174028396606445,1.0515016317367554,0.06541168689727783,brute,hamming,5,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 5}",0.421822272215973,0.4398092967818832,0.4305555555555556,0.0089897466082585,6,0.5935637663885578,0.5770528683914511,0.5853083173900044,0.00825544899855335,0.5534308211473565,0.5971394517282479,0.5746527777777778,0.021845164667250734,9,1.0,1.0,1.0,0.0,0.4442185111476412,0.4604565875126032,0.4521026234567866,0.008115638658948647,9,0.6536551450139044,0.6203224596925386,0.6369888023532215,0.016666342660682898,0.5784326043528892,0.6002486585571071,0.5890250056707936,0.010903459800663639,9,0.8104972004861258,0.7973576267628324,0.8039274136244792,0.00656978686164672,0.40657477880200044,0.42500624326011693,0.4155238521123938,0.009211873508619156,9,0.4590739594136495,0.44211699998539145,0.45059547969952046,0.008478479714129017,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 5}"
2,4,0.008120179176330566,0.00040471553802490234,0.9219673871994019,0.059596896171569824,brute,hamming,10,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 10}",0.4263217097862767,0.45292014302741357,0.4392361111111111,0.013293648103849176,4,0.5280095351609059,0.5095613048368954,0.5187854199989006,0.00922411516200522,0.5691788526434196,0.5947556615017878,0.5815972222222222,0.012783049794703877,8,0.866507747318236,0.8605174353205849,0.8635125913194104,0.0029951559988255494,0.46478946313029257,0.4854111819844814,0.4748019759304456,0.01030654216580394,8,0.6051487976994534,0.5833538664809751,0.5942513320902143,0.010897465609239154,0.5874011247930611,0.6069161723744153,0.5968763128259061,0.009753438216622869,8,0.7398736632579488,0.7294284082829899,0.7346510357704694,0.005222627487479425,0.41626790157723786,0.4360648628288676,0.4258799678330928,0.009894336031705846,6,0.45786684312906,0.43951993825447144,0.4486933906917657,0.009173452437294283,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 10}"
3,4,0.013147473335266113,0.0024601221084594727,1.1175035238265991,0.13215982913970947,brute,hamming,15,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 15}",0.42857142857142855,0.4636471990464839,0.44560185185185186,0.01753054194732104,1,0.49463647199046484,0.4668166479190101,0.48072655995473745,0.013909912035727362,0.5759280089988752,0.6054827175208581,0.5902777777777778,0.014771166833068727,7,0.8307508939213349,0.7885264341957255,0.8096386640585302,0.0211122298628047,0.47500388313098935,0.5001497410019435,0.48721301203939826,0.012567664522768833,7,0.583915362878413,0.554954719071703,0.5694350409750579,0.014480321903354965,0.5973276257821298,0.6202196878758772,0.6084424638010268,0.011441238477726797,3,0.7175207084116092,0.6971903405100369,0.7073555244608231,0.010165183950786139,0.4205272474057626,0.4398922392664943,0.42992957852332847,0.009678441771236737,3,0.4521084934136186,0.4331867607458159,0.4426476270797173,0.009460866333901335,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 15}"
4,4,0.007109284400939941,0.0005306005477905273,1.0394636392593384,0.03769338130950928,brute,hamming,20,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 20}",0.43082114735658045,0.45887961859356374,0.4444444444444444,0.014023361435422915,2,0.48748510131108463,0.4645669291338583,0.47602601522247145,0.01145908608861318,0.5759280089988752,0.6245530393325387,0.5995370370370371,0.024302335270447152,6,0.8009535160905841,0.7570303712035995,0.7789919436470918,0.021961572443492283,0.47739950898406947,0.5039022578144764,0.4902674524266108,0.013245825930500232,6,0.5784744212545062,0.546601523570505,0.5625379724125056,0.015936448842000628,0.596615812231219,0.618438700014856,0.60721153147339,0.010906875159728786,5,0.7100475391491212,0.679052004202077,0.6945497716755991,0.015497767473522106,0.4226169293773343,0.4451190089211543,0.4335424182299182,0.011246328847585177,1,0.4516876925220191,0.4347885653903652,0.4432381289561922,0.008449563565826962,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 20}"
5,4,0.009369492530822754,0.0023876428604125977,0.950115442276001,0.1532435417175293,brute,hamming,25,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 25}",0.43082114735658045,0.4576877234803337,0.44386574074074076,0.013427663408086762,3,0.47794994040524436,0.453318335208099,0.4656341378066717,0.012315802598572678,0.5804274465691789,0.6209773539928486,0.6001157407407407,0.020266464383331705,5,0.7556615017878426,0.7379077615298087,0.7467846316588257,0.008876870129016945,0.47957046633247097,0.5074058736706276,0.493085458668532,0.01391187618556662,5,0.5689465968921088,0.5394408233502835,0.5541937101211962,0.014752886770912632,0.5967117990835714,0.6261503641144031,0.6110051764336106,0.014713119402721212,1,0.6955873960043206,0.6715884072893648,0.6835879016468427,0.011999494357477936,0.42090005794730206,0.4461138543617685,0.43314217322029824,0.012601619571246756,2,0.44780097931468604,0.432579044502554,0.44019001190862006,0.00761096740606601,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 25}"
6,4,0.008237123489379883,0.002782583236694336,1.1346323490142822,0.11659550666809082,brute,hamming,40,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 40}",0.4229471316085489,0.4445768772348033,0.43344907407407407,0.010810344516326372,5,0.45292014302741357,0.4341957255343082,0.4435579342808609,0.009362208746552692,0.5905511811023622,0.6209773539928486,0.6053240740740741,0.015206716571840988,2,0.7187127532777116,0.6962879640044994,0.7075003586411055,0.01121239463660606,0.4831958049946521,0.5106464182495062,0.49652396733309107,0.013719559702505654,1,0.5497617253107769,0.5243815205182618,0.5370716229145194,0.012690102396257563,0.5983044655095009,0.6216637920939082,0.6096461755814441,0.011674772898868958,2,0.6703513464091043,0.6496139261345066,0.6599826362718055,0.010368710137298842,0.4169705491359035,0.4386303783622019,0.42748709816418146,0.010825380018194344,5,0.4435790649557037,0.42736880292560836,0.43547393394065603,0.008105131015047673,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 40}"
7,4,0.01055443286895752,0.0030542612075805664,1.1402037143707275,0.005270242691040039,brute,hamming,60,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 60}",0.40607424071991,0.4374255065554231,0.4212962962962963,0.01566906937146072,7,0.4398092967818832,0.4229471316085489,0.43137821419521605,0.008431082586667138,0.5973003374578177,0.6245530393325387,0.6105324074074074,0.013620645446188927,1,0.6960667461263409,0.6760404949381328,0.6860536205322368,0.010013125594104055,0.48018506868798383,0.5085665345986445,0.49396519015733814,0.014184791151690728,3,0.5346053265072453,0.5168506346968024,0.5257279806020239,0.00887734590522149,0.5962174108113164,0.6206819624761152,0.608095743477269,0.012227154054596177,4,0.6528393862904547,0.6376272495762705,0.6452333179333626,0.0076060683570920995,0.4174178146562848,0.44000428256685703,0.42838427679573504,0.011288505363829287,4,0.4354802408556879,0.425237170029071,0.4303587054423794,0.005121535413308426,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 60}"
8,4,0.007860422134399414,0.0004298686981201172,0.9506332874298096,0.09850239753723145,brute,hamming,80,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 80}",0.4015748031496063,0.42908224076281287,0.4149305555555556,0.013747959985214653,8,0.4374255065554231,0.40719910011248595,0.42231230333395453,0.015113203221468585,0.5916760404949382,0.6162097735399285,0.6035879629629629,0.012261730261219593,4,0.6841477949940405,0.6524184476940382,0.6682831213440394,0.01586467365000116,0.48062947732081035,0.5085231440366512,0.4941727564727724,0.013940993677512932,2,0.5270483771974203,0.5076385096430176,0.5173434434202189,0.00970493377720133,0.5932792795812913,0.6170226189635974,0.6048074403114735,0.0118666989027941,6,0.6416873628780212,0.6247359866919655,0.6332116747849934,0.008475688093027844,0.4148020296164278,0.43600795112714064,0.4250981917388167,0.01059852118828082,7,0.4330400806980068,0.42224168407520485,0.4276408823866058,0.005399198311400982,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 80}"
9,4,0.010908961296081543,0.0018039941787719727,1.2418782711029053,0.06818938255310059,brute,hamming,100,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 100}",0.40044994375703036,0.42193087008343266,0.41087962962962965,0.010735966022474504,9,0.432657926102503,0.3982002249718785,0.4154290755371908,0.01722885056531223,0.5860517435320585,0.6233611442193087,0.6041666666666666,0.018646889431620284,3,0.6519666269368296,0.6490438695163104,0.6505052482265701,0.0014613787102595865,0.4806656211814472,0.5062662121428014,0.4930955377419658,0.01279493586729318,4,0.5229814776779558,0.4990245441691798,0.5110030109235678,0.01197846675438799,0.5917673802568603,0.6151706419543457,0.6031304222500259,0.011696731257369555,7,0.6352801903482965,0.6154864951653558,0.6253833427568262,0.009896847591470359,0.4130412107577462,0.43397708568745513,0.4232062565135482,0.01046355443339839,8,0.43172706117878945,0.4184214229714792,0.42507424207513433,0.0066528191036551165,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 100}"
0,5,0.004469037055969238,0.0011206865310668945,0.9040604829788208,0.16623246669769287,brute,hamming,1,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 1}",0.47231638418079097,0.5088967971530249,0.49016203703703703,0.01828480312650274,10,0.9810201660735468,0.9807909604519774,0.9809055632627621,0.00011460281078468082,0.4824858757062147,0.5231316725978647,0.5023148148148148,0.020316894580926618,10,0.9822064056939501,0.9830508474576272,0.9826286265757886,0.0004222208818385198,0.47682650055531034,0.5130942604252177,0.4945196264640672,0.018128522757900223,10,0.9811823868763369,0.980955140277174,0.9810687635767554,0.00011362329958142237,0.5671054102726346,0.5967181843334818,0.5815519198405132,0.014802012873479332,10,0.9852920692904875,0.9851632316799231,0.9852276504852053,6.44188052821848e-05,0.4068436911487759,0.43341272408888065,0.41980532006573673,0.013280591909668467,10,0.5554754972192695,0.5348766600631008,0.5451760786411851,0.010299418578084363,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 1}"
