,column,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_algorithm,param_metric,param_n_neighbors,params,split0_test_accuracy,split1_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_train_accuracy,split1_train_accuracy,mean_train_accuracy,std_train_accuracy,split0_test_hit@5,split1_test_hit@5,mean_test_hit@5,std_test_hit@5,rank_test_hit@5,split0_train_hit@5,split1_train_hit@5,mean_train_hit@5,std_train_hit@5,split0_test_mrr,split1_test_mrr,mean_test_mrr,std_test_mrr,rank_test_mrr,split0_train_mrr,split1_train_mrr,mean_train_mrr,std_train_mrr,split0_test_mdcg,split1_test_mdcg,mean_test_mdcg,std_test_mdcg,rank_test_mdcg,split0_train_mdcg,split1_train_mdcg,mean_train_mdcg,std_train_mdcg,split0_test_map@5,split1_test_map@5,mean_test_map@5,std_test_map@5,rank_test_map@5,split0_train_map@5,split1_train_map@5,mean_train_map@5,std_train_map@5,params_str
1,1,0.0020421743392944336,0.00020182132720947266,1.0114974975585938,0.11965227127075195,brute,hamming,5,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 5}",0.03355704697986577,0.015568862275449102,0.024869866975130134,0.008988854323606611,8,0.2874251497005988,0.3713646532438479,0.32939490147222333,0.04196975177162454,0.08612975391498881,0.07065868263473053,0.07865818392134181,0.007731030576655702,9,1.0,0.9988814317673378,0.9994407158836689,0.0005592841163311046,0.025036807587143092,0.022134704949076156,0.023635271610980054,0.0014502062478451787,10,0.23257485029939887,0.23401403468517248,0.23329444249228568,0.0007195921928868088,0.2281502865998386,0.22166039077941393,0.22501606854891054,0.0032430580997346125,9,0.7416690643234402,0.6488542983983031,0.6952616813608716,0.04640738296256852,0.10475316443437249,0.10331495450657124,0.10405859804356045,0.000718686167626242,8,0.17015498872385101,0.16809008105987971,0.16912253489186535,0.0010324538319856497,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 5}"
2,1,0.0030249357223510742,0.0012165307998657227,0.9343366622924805,0.02506256103515625,brute,hamming,10,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 10}",0.03355704697986577,0.015568862275449102,0.024869866975130134,0.008988854323606611,8,0.13293413173652693,0.25279642058165547,0.19286527615909121,0.05993114442256427,0.06823266219239374,0.09341317365269461,0.0803932909196067,0.012582923348289652,8,0.5317365269461077,0.5995525727069351,0.5656445498265215,0.03390802288041367,0.027995755176963285,0.029260453452070272,0.02860652617737643,0.000631980866610849,8,0.20558882235528908,0.21767337807606033,0.21163110021567472,0.0060422778603856225,0.22027776020459452,0.2817992847374087,0.24998884926468695,0.03074284764575914,8,0.5007155569936197,0.526274049545289,0.5134948032694544,0.012779246275834655,0.10584970026245193,0.14509853021230268,0.12480445619543364,0.019612986001005007,6,0.15266023796562717,0.13943345245358668,0.14604684520960692,0.006613392756020242,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 10}"
3,1,0.0019702911376953125,1.6689300537109375e-05,1.1487773656845093,0.09658300876617432,brute,hamming,15,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 15}",0.03355704697986577,0.09580838323353294,0.06362058993637941,0.031107540990318677,6,0.055089820359281436,0.3568232662192394,0.2059565432892604,0.150866722929979,0.07494407158836688,0.15449101796407186,0.11336032388663968,0.03975030969541884,7,0.38562874251497004,0.5055928411633109,0.4456107918391405,0.05998204932417045,0.05441376917887053,0.11698229913798912,0.08463049706543156,0.03126604547854354,5,0.17803952534491507,0.3042890740877308,0.24116429971632294,0.06312477437140787,0.22863298074602062,0.2876260616424322,0.2571229880036861,0.029479362091961576,6,0.44243045270561215,0.5255621488190266,0.48399630076231936,0.04156584805670724,0.09428256679934531,0.1432641470306141,0.11793763880230046,0.024476527035594636,7,0.1596663556004873,0.1612101842974326,0.16043826994895996,0.0007719143484726521,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 15}"
4,1,0.003238677978515625,0.0009894371032714844,0.9965267181396484,0.05232357978820801,brute,hamming,20,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 20}",0.03355704697986577,0.09820359281437126,0.06477732793522267,0.032304448313122416,3,0.05029940119760479,0.1476510067114094,0.0989752039545071,0.04867580275690231,0.06375838926174497,0.20239520958083831,0.1307113938692886,0.06927804012543727,6,0.3221556886227545,0.5906040268456376,0.4563798577341961,0.13422416911144155,0.054883128178135024,0.0863920329540188,0.07009997924109798,0.01574527722395858,7,0.1524845046748618,0.22475006329703118,0.1886172839859465,0.03613277931108469,0.2263417707326177,0.28019340975892215,0.2523487797476346,0.026910138307399422,7,0.40808220185588107,0.5029697982845905,0.4555260000702358,0.04744379821435474,0.094157272630427,0.0973673691577883,0.09570755059476863,0.001604113506911088,9,0.15314918215517018,0.11892653766814838,0.1360378599116593,0.017111322243510897,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 20}"
5,1,0.005471944808959961,0.0023980140686035156,1.1423557996749878,0.0481184720993042,brute,hamming,25,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 25}",0.03355704697986577,0.04910179640718563,0.0410641989589358,0.007767848195645748,7,0.13053892215568863,0.2203579418344519,0.17544843199507026,0.044909509839381634,0.1476510067114094,0.2694610778443114,0.20647773279352227,0.06086956535936469,4,0.38922155688622756,0.5123042505592841,0.45076290372275585,0.06154134683652826,0.07824214784652894,0.07330188050833845,0.075856304453013,0.00246869509916488,6,0.1958571578647224,0.2608618430443534,0.2283595004545379,0.03250234258981549,0.28187572115096066,0.32891802626670497,0.3045942432860945,0.02350745418064642,4,0.42082446428797393,0.48144307166105416,0.45113376797451404,0.030309303686540112,0.12970110985211655,0.15034569821396165,0.1396711684305669,0.010316282626889328,5,0.1568236513985017,0.15898617042912344,0.1579049109138126,0.0010812595153108645,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 25}"
6,1,0.0026224851608276367,0.0003305673599243164,1.0392922163009644,0.038832783699035645,brute,hamming,40,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 40}",0.03355704697986577,0.09820359281437126,0.06477732793522267,0.032304448313122416,3,0.14850299401197606,0.09284116331096197,0.120672078661469,0.027830915350507045,0.17225950782997762,0.21916167664670658,0.19491035280508964,0.02343742683781015,5,0.3137724550898204,0.3389261744966443,0.32634931479323237,0.012576859703411963,0.07111273638119353,0.15121663145016476,0.10979796043127506,0.04002862186264182,4,0.2094263743995311,0.2145816244649471,0.2120039994322391,0.002577625032708003,0.2828553889762562,0.32306662716131945,0.3022749285277471,0.020093909872330427,5,0.4033324119165474,0.40878217871798694,0.4060572953172672,0.002724883400719774,0.17528615493380595,0.14847230214894885,0.162336723426949,0.01339911839344936,2,0.16858078647899008,0.15039764858556803,0.15948921753227907,0.009091568946711023,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 40}"
7,1,0.00200808048248291,3.2782554626464844e-05,1.1721359491348267,0.007432341575622559,brute,hamming,60,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 60}",0.09284116331096197,0.09820359281437126,0.09543088490456912,0.002679653251221125,1,0.1317365269461078,0.09284116331096197,0.11228884512853488,0.019447681817572914,0.23937360178970918,0.25389221556886227,0.2463851937536148,0.007255079174802528,1,0.3317365269461078,0.3131991051454139,0.3224678160457608,0.00926871090034695,0.14832876233882952,0.16233980199284978,0.15509522741176587,0.007001439914131003,2,0.19932050406248966,0.19608658180863978,0.19770354293556472,0.0016169611269249429,0.3135946691538056,0.3300811796300745,0.3215566334381807,0.00823845448614993,2,0.39587202322952514,0.3753122489609565,0.3855921360952408,0.010279887134284321,0.17589204605983133,0.1503456982139617,0.16355474099835005,0.012765735012178385,1,0.17921173237939705,0.15475982257861454,0.16698577747900578,0.012225954900391257,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 60}"
8,1,0.003054499626159668,0.000882267951965332,1.170467495918274,0.12294518947601318,brute,hamming,80,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 80}",0.03243847874720358,0.09820359281437126,0.06419895893580103,0.03286340671051678,5,0.1281437125748503,0.09284116331096197,0.11049243794290614,0.017651274631944165,0.20022371364653244,0.22874251497005987,0.21399652978600348,0.014251096194166004,3,0.29221556886227545,0.3098434004474273,0.30102948465485135,0.008813915792575927,0.12292500410523258,0.16644369833150113,0.14394184024111126,0.021746674785780927,3,0.19047622743023954,0.1970976489718908,0.19378693820106518,0.003310710770825634,0.29925358720118045,0.33583939835146726,0.3169222698561773,0.018282252052935828,3,0.3832439429745413,0.3690379924485232,0.37614096771153227,0.007102975263009043,0.15175227829590243,0.1499037250174975,0.15085954146104522,0.000923738353927819,3,0.15443181170127276,0.15105983129473063,0.1527458214980017,0.001685990203271065,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 80}"
9,1,0.0024247169494628906,0.0003993511199951172,1.0963399410247803,0.11459040641784668,brute,hamming,100,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 100}",0.09284116331096197,0.09820359281437126,0.09543088490456912,0.002679653251221125,1,0.09820359281437126,0.09284116331096197,0.09552237806266661,0.002681214751704644,0.20022371364653244,0.26706586826347306,0.23250433776749566,0.03340161335902585,2,0.2347305389221557,0.31655480984340045,0.27564267438277806,0.040912135460622376,0.1617673092505304,0.1588463674276938,0.16035667511399568,0.0014596203543963706,1,0.18980947928169722,0.21136220747666132,0.20058584337917928,0.010776364097482047,0.3210806676495337,0.34264639801679764,0.33149558081128344,0.010776585399743993,1,0.3698139341147634,0.3873868198765846,0.37860037699567395,0.0087864428809106,0.1455442246046273,0.15640215672551003,0.15078793387064063,0.005425804309551029,4,0.15156326308422116,0.15157650328791267,0.1515698831860669,6.6201018457529015e-06,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 100}"
0,2,0.002074122428894043,5.996227264404297e-05,0.955889105796814,0.06281769275665283,brute,hamming,1,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 1}",0.0022346368715083797,0.017985611510791366,0.009832272990167727,0.00787058442759791,10,0.9784172661870504,0.9698324022346368,0.9741248342108436,0.0042924319762067675,0.026815642458100558,0.0407673860911271,0.0335454019664546,0.006971528980947917,10,0.9784172661870504,0.9709497206703911,0.9746834934287207,0.0037337727583296454,0.010762545958076656,0.02637889688249398,0.018295245015892764,0.0078033144752252806,10,0.9786017339974172,0.9700902449505798,0.9743459894739985,0.004255744523418703,0.1919601554498131,0.2231430215144993,0.2070015147892858,0.015581726571033506,10,0.9827987441830996,0.9750403042558521,0.9789195242194759,0.003879219963623781,0.04969996856030375,0.052958879649527134,0.05127193608396616,0.001628441125528681,10,0.12346387824805088,0.12220892887373333,0.12283640356089211,0.0006274746871587772,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 1}"
