,column,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,param_kernel,param_probability,params,split0_test_accuracy,split1_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_train_accuracy,split1_train_accuracy,mean_train_accuracy,std_train_accuracy,split0_test_hit@5,split1_test_hit@5,mean_test_hit@5,std_test_hit@5,rank_test_hit@5,split0_train_hit@5,split1_train_hit@5,mean_train_hit@5,std_train_hit@5,split0_test_mrr,split1_test_mrr,mean_test_mrr,std_test_mrr,rank_test_mrr,split0_train_mrr,split1_train_mrr,mean_train_mrr,std_train_mrr,split0_test_mdcg,split1_test_mdcg,mean_test_mdcg,std_test_mdcg,rank_test_mdcg,split0_train_mdcg,split1_train_mdcg,mean_train_mdcg,std_train_mdcg,split0_test_map@5,split1_test_map@5,mean_test_map@5,std_test_map@5,rank_test_map@5,split0_train_map@5,split1_train_map@5,mean_train_map@5,std_train_map@5,split0_test_map@1,split1_test_map@1,mean_test_map@1,std_test_map@1,rank_test_map@1,split0_train_map@1,split1_train_map@1,mean_train_map@1,std_train_map@1,params_str
4,5,6.746407747268677,0.8041086196899414,9.682374238967896,1.025442361831665,1e-05,1000.0,rbf,True,"{'C': 1e-05, 'gamma': 1000.0, 'kernel': 'rbf', 'probability': True}",0.4920814479638009,0.514792899408284,0.503181029496819,0.011352836510454361,10,0.514792899408284,0.4920814479638009,0.5034371736860425,0.011355725722241555,0.6753393665158371,0.7041420118343196,0.6894158473105841,0.014397658563066646,35,0.7005917159763314,0.668552036199095,0.6845718760877132,0.016019839888618215,0.5824682333678914,0.6069933733700507,0.5944542040456384,0.01225945006293959,39,0.6054787315361373,0.5111414430917162,0.5583100873139267,0.047168644222210565,0.670011164258223,0.6911622273903754,0.6803481499995004,0.010572840857335569,39,0.6894022543825276,0.613818309862205,0.6516102821223663,0.03779197226016129,0.5756733707469002,0.5993537744306975,0.5872465003668011,0.011837189365940614,38,0.5993537744306975,0.573401500460324,0.5863776374455107,0.012976136985186737,0.4926874595992242,0.5150887573964497,0.5036354622820788,0.011197799142673413,1,0.5150887573964497,0.42707659987071744,0.47108267863358355,0.04400607876286611,"{'C': 1e-05, 'gamma': 1000.0, 'kernel': 'rbf', 'probability': True}"
5,5,6.819902300834656,0.8609205484390259,9.466046810150146,1.253042459487915,1e-05,100000.0,rbf,True,"{'C': 1e-05, 'gamma': 100000.0, 'kernel': 'rbf', 'probability': True}",0.4920814479638009,0.514792899408284,0.503181029496819,0.011352836510454361,10,0.514792899408284,0.4920814479638009,0.5034371736860425,0.011355725722241555,0.6764705882352942,0.7029585798816568,0.6894158473105841,0.013240626183073945,35,0.6745562130177515,0.6199095022624435,0.6472328576400974,0.027323355377654013,0.5825130520881943,0.6069813436621797,0.5944712396995405,0.012231033080761644,37,0.6048340257208279,0.5747021574612285,0.5897680915910282,0.015065934129799674,0.6700304595101713,0.6911537186320761,0.680353856825388,0.010558942389267759,38,0.6889168350640744,0.6624071236802812,0.6756619793721779,0.013254855691896605,0.5758147734618323,0.5993537744306975,0.5873187964917288,0.011766505996862114,36,0.5993537744306975,0.5758147734618323,0.5875842739462649,0.011769500484432593,0.4926874595992242,0.5150887573964497,0.5036354622820788,0.011197799142673413,1,0.5150887573964497,0.4926874595992242,0.5038881084978369,0.01120064889861272,"{'C': 1e-05, 'gamma': 100000.0, 'kernel': 'rbf', 'probability': True}"
6,5,6.870573401451111,0.38723433017730713,10.813522815704346,0.5123622417449951,1e-05,scale,rbf,True,"{'C': 1e-05, 'gamma': 'scale', 'kernel': 'rbf', 'probability': True}",0.4920814479638009,0.514792899408284,0.503181029496819,0.011352836510454361,10,0.514792899408284,0.4920814479638009,0.5034371736860425,0.011355725722241555,0.7647058823529411,0.7846153846153846,0.7744360902255639,0.009952218366252735,11,0.8579881656804734,0.8020361990950227,0.830012182387748,0.02797598329272538,0.6428039070820317,0.6726179395055185,0.657374674807796,0.014903223453094205,15,0.7501210824259731,0.718195944732244,0.7341585135791086,0.015962568846864533,0.7194796270491597,0.7444627264710477,0.7316894124809095,0.012488371514010773,15,0.8057360564192483,0.7775727441214664,0.7916544002703574,0.014081656148890953,0.5917721004485711,0.6168665180972873,0.6040362895250114,0.01254401646620167,18,0.6226275519352442,0.5994113974261034,0.6110194746806739,0.011608077254570415,0.4824490460519872,0.49897845743999586,0.4905273298130441,0.008262602923499583,37,0.5291472629934169,0.5057852686529157,0.5174662658231663,0.011680997170250562,"{'C': 1e-05, 'gamma': 'scale', 'kernel': 'rbf', 'probability': True}"
7,5,7.143109560012817,0.7716069221496582,10.117623209953308,0.8357998132705688,0.001,1e-05,rbf,True,"{'C': 0.001, 'gamma': 1e-05, 'kernel': 'rbf', 'probability': True}",0.4920814479638009,0.514792899408284,0.503181029496819,0.011352836510454361,10,0.514792899408284,0.4920814479638009,0.5034371736860425,0.011355725722241555,0.7398190045248869,0.7514792899408284,0.7455176402544823,0.005828659357857754,23,0.8118343195266272,0.748868778280543,0.780351548903585,0.03148277062304211,0.6366627070998832,0.6574683146959585,0.6468308611881906,0.010400157036035088,22,0.7032528170634172,0.6657166600792211,0.6844847385713192,0.01876807849209805,0.7134816383689151,0.7319337644537672,0.7224995947261736,0.009223715675930649,22,0.7688808836129276,0.7368388218974764,0.752859852755202,0.016021030857725604,0.590656671759613,0.6174650221573299,0.6037584971419558,0.01340076480467234,19,0.6179286610825072,0.597576345223404,0.6077525031529556,0.010176157929551621,0.4822845047109753,0.49564102564102563,0.48881212772190213,0.006676561330216406,38,0.5126636184328491,0.4936961322990735,0.5031798753659613,0.009483743066887818,"{'C': 0.001, 'gamma': 1e-05, 'kernel': 'rbf', 'probability': True}"
8,5,7.3201810121536255,1.4658411741256714,9.87622880935669,1.851414442062378,0.001,0.001,rbf,True,"{'C': 0.001, 'gamma': 0.001, 'kernel': 'rbf', 'probability': True}",0.4920814479638009,0.514792899408284,0.503181029496819,0.011352836510454361,10,0.514792899408284,0.4920814479638009,0.5034371736860425,0.011355725722241555,0.748868778280543,0.770414201183432,0.7593984962406015,0.010769970574668584,20,0.8307692307692308,0.7737556561085973,0.8022624434389141,0.028506787330316752,0.6423400489265907,0.6609016941776708,0.6514115296883967,0.009278461326686884,20,0.7192809558437173,0.6806176387184769,0.6999492972810971,0.019331658562620202,0.7183115692791643,0.735066408876156,0.726500024721303,0.008375288350394706,20,0.7819467251497544,0.7488328324524702,0.7653897788011124,0.016556946348642076,0.5908242737654502,0.6160328645713261,0.6031442617532843,0.01260108852037155,21,0.6192482389405466,0.5975353323147441,0.6083917856276453,0.010856453312901249,0.47936989481107123,0.4939178769948001,0.48647981091590115,0.00727214038665047,41,0.5158122646584186,0.49296561281855394,0.5043889387384862,0.01142332591993231,"{'C': 0.001, 'gamma': 0.001, 'kernel': 'rbf', 'probability': True}"
9,5,7.898802995681763,0.48749279975891113,9.763082504272461,1.4815266132354736,0.001,0.1,rbf,True,"{'C': 0.001, 'gamma': 0.1, 'kernel': 'rbf', 'probability': True}",0.4920814479638009,0.514792899408284,0.503181029496819,0.011352836510454361,10,0.514792899408284,0.4920814479638009,0.5034371736860425,0.011355725722241555,0.751131221719457,0.7893491124260354,0.7698091382301908,0.019104083507247318,14,0.8520710059171598,0.8088235294117647,0.8304472676644623,0.021623738252697533,0.6444041354350646,0.6740447293509109,0.6588901399804031,0.014816526263058901,10,0.7325478360503597,0.702346264542477,0.7174470502964183,0.01510078575394136,0.7201575958483909,0.7456221391400859,0.7326026733969636,0.012729032202573095,11,0.7927306661868665,0.766628990650541,0.7796798284187038,0.013050837768162737,0.5912951264421854,0.6173963728579113,0.6040513746904724,0.013047302767115711,17,0.6226562411947026,0.5963072711602123,0.6094817561774575,0.013174485017245163,0.4908303706097824,0.5072427572427572,0.4988514618213866,0.008204105433155442,24,0.5236139501524116,0.502674776204188,0.5131443631782998,0.010469586974111822,"{'C': 0.001, 'gamma': 0.1, 'kernel': 'rbf', 'probability': True}"
10,5,10.13904893398285,0.8952432870864868,9.25792384147644,1.1487579345703125,0.001,10.0,rbf,True,"{'C': 0.001, 'gamma': 10.0, 'kernel': 'rbf', 'probability': True}",0.4920814479638009,0.514792899408284,0.503181029496819,0.011352836510454361,10,0.514792899408284,0.4920814479638009,0.5034371736860425,0.011355725722241555,0.6753393665158371,0.7029585798816568,0.6888374783111625,0.013806093135701938,40,0.6757396449704142,0.6459276018099548,0.6608336233901845,0.01490602158022969,0.5824748326424166,0.6069331634121983,0.594428152191558,0.01222605394581227,41,0.6049959443694554,0.5632043604466984,0.5841001524080769,0.020895791961378474,0.6700097115391884,0.6911113653124709,0.6803225498494392,0.010548142463456724,41,0.6890976403445924,0.6537981465707878,0.6714478934576902,0.017649746886902296,0.5756733707469002,0.5993537744306975,0.5872465003668011,0.011837189365940614,38,0.5993537744306975,0.5758147734618323,0.5875842739462649,0.011769500484432593,0.4926874595992242,0.5150887573964497,0.5036354622820788,0.011197799142673413,1,0.5150887573964497,0.4915562378797672,0.5033224976381084,0.011766259758341224,"{'C': 0.001, 'gamma': 10.0, 'kernel': 'rbf', 'probability': True}"
11,5,10.647577285766602,1.3854458332061768,9.372952222824097,1.7167787551879883,0.001,1000.0,rbf,True,"{'C': 0.001, 'gamma': 1000.0, 'kernel': 'rbf', 'probability': True}",0.4920814479638009,0.514792899408284,0.503181029496819,0.011352836510454361,10,0.514792899408284,0.4920814479638009,0.5034371736860425,0.011355725722241555,0.6753393665158371,0.7029585798816568,0.6888374783111625,0.013806093135701938,40,0.6757396449704142,0.6481900452488688,0.6619648451096415,0.01377479986077268,0.5824842517851795,0.6069526903803807,0.5944425112489997,0.012231106572666385,40,0.6045859633309012,0.563621015995846,0.5841034896633737,0.02048247366752759,0.6700265441671948,0.6911254377862521,0.6803380335298921,0.01054676273747411,40,0.68859057635354,0.6540746267177603,0.6713326015356502,0.017257974817889876,0.5756733707469002,0.5993537744306975,0.5872465003668011,0.011837189365940614,38,0.5993537744306975,0.5758147734618323,0.5875842739462649,0.011769500484432593,0.4926874595992242,0.5150887573964497,0.5036354622820788,0.011197799142673413,1,0.5150887573964497,0.4926874595992242,0.5038881084978369,0.01120064889861272,"{'C': 0.001, 'gamma': 1000.0, 'kernel': 'rbf', 'probability': True}"
12,5,9.566497683525085,0.9717172384262085,9.8872891664505,0.7796653509140015,0.001,100000.0,rbf,True,"{'C': 0.001, 'gamma': 100000.0, 'kernel': 'rbf', 'probability': True}",0.4920814479638009,0.514792899408284,0.503181029496819,0.011352836510454361,10,0.514792899408284,0.4920814479638009,0.5034371736860425,0.011355725722241555,0.6753393665158371,0.7041420118343196,0.6894158473105841,0.014397658563066646,35,0.6757396449704142,0.6346153846153846,0.6551775147928993,0.020562130177514792,0.5824943626509866,0.6070617545584538,0.5945009827561397,0.012280570640564877,36,0.6049496497495233,0.5590566160602621,0.5820031329048927,0.02294651684463056,0.6700336285675332,0.6912441253413919,0.6803996608254341,0.010602550117404767,35,0.6891205672818979,0.6502362950734399,0.6696784311776689,0.019442136104228958,0.5756733707469002,0.5993537744306975,0.5872465003668011,0.011837189365940614,38,0.5993537744306975,0.5758147734618323,0.5875842739462649,0.011769500484432593,0.4926874595992242,0.5150887573964497,0.5036354622820788,0.011197799142673413,1,0.5150887573964497,0.4926874595992242,0.5038881084978369,0.01120064889861272,"{'C': 0.001, 'gamma': 100000.0, 'kernel': 'rbf', 'probability': True}"
13,5,7.098932504653931,0.914914608001709,10.68040657043457,1.7203941345214844,0.001,scale,rbf,True,"{'C': 0.001, 'gamma': 'scale', 'kernel': 'rbf', 'probability': True}",0.4920814479638009,0.514792899408284,0.503181029496819,0.011352836510454361,10,0.514792899408284,0.4920814479638009,0.5034371736860425,0.011355725722241555,0.7613122171945701,0.7857988165680473,0.7732793522267206,0.012240184651501366,12,0.8603550295857988,0.7952488687782805,0.8278019491820396,0.03255308040375915,0.6463654869094413,0.6731667468882557,0.6594638470494633,0.013397220497220788,9,0.763645190450526,0.7209665984357296,0.7423058944431278,0.0213392960073982,0.7221005791552156,0.7450470305829371,0.7333150103041021,0.011470306606814602,9,0.8163904061237766,0.7797256227687412,0.7980580144462589,0.018332391677517657,0.5920743717067246,0.6146844693767771,0.6031244194402089,0.011302172516845638,22,0.6249623965777813,0.5971824988736754,0.6110724477257283,0.013889948852052969,0.4890341276370688,0.5007127487896719,0.4947417244409726,0.005837824893628408,33,0.5330213376367222,0.5097842108871521,0.5214027742619372,0.011618563374785063,"{'C': 0.001, 'gamma': 'scale', 'kernel': 'rbf', 'probability': True}"
