,column,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_hidden_layer_sizes,param_max_iter,params,split0_test_accuracy,split1_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_train_accuracy,split1_train_accuracy,mean_train_accuracy,std_train_accuracy,split0_test_hit@5,split1_test_hit@5,mean_test_hit@5,std_test_hit@5,rank_test_hit@5,split0_train_hit@5,split1_train_hit@5,mean_train_hit@5,std_train_hit@5,split0_test_mrr,split1_test_mrr,mean_test_mrr,std_test_mrr,rank_test_mrr,split0_train_mrr,split1_train_mrr,mean_train_mrr,std_train_mrr,split0_test_mdcg,split1_test_mdcg,mean_test_mdcg,std_test_mdcg,rank_test_mdcg,split0_train_mdcg,split1_train_mdcg,mean_train_mdcg,std_train_mdcg,split0_test_map@5,split1_test_map@5,mean_test_map@5,std_test_map@5,rank_test_map@5,split0_train_map@5,split1_train_map@5,mean_train_map@5,std_train_map@5,params_str
0,0,11.24511456489563,0.3900442123413086,0.6424314975738525,0.10159564018249512,2,500,"{'hidden_layer_sizes': 2, 'max_iter': 500}",0.30201342281879195,0.3221556886227545,0.3117408906882591,0.010065267620624745,6,0.3221556886227545,0.30201342281879195,0.3120845557207732,0.010071132901981278,0.5760626398210291,0.6191616766467066,0.5968768074031232,0.02153696828666931,5,0.6167664670658682,0.5805369127516778,0.598651689908773,0.018114777157095197,0.44134001159807296,0.46889769117102037,0.45464866541149757,0.013770815190541866,6,0.4691490558003591,0.4422262336248413,0.4556876447126002,0.01346141108775889,0.5547372627293051,0.5792143501516286,0.5665581811779113,0.012231416161266518,6,0.5796622919551112,0.5557873786167581,0.5677248352859346,0.01193745666917656,0.35338180462341523,0.37715001166498163,0.3648603777175205,0.011877182391700906,3,0.37444969800658423,0.3573553851070629,0.36590254155682356,0.008547156449760673,"{'hidden_layer_sizes': 2, 'max_iter': 500}"
1,0,10.953189492225647,1.9986015558242798,0.8274431228637695,0.1550438404083252,5,500,"{'hidden_layer_sizes': 5, 'max_iter': 500}",0.4161073825503356,0.4119760479041916,0.4141122035858878,0.0020644643084601444,5,0.45868263473053894,0.40939597315436244,0.4340393039424507,0.024643330788088252,0.5838926174496645,0.6107784431137725,0.5968768074031232,0.013435083875095668,5,0.6407185628742516,0.5894854586129754,0.6151020107436135,0.02561655213063807,0.5010859468374692,0.5148763553691252,0.5077458607321672,0.006891188599127608,5,0.5460026238022008,0.4985492422225628,0.5222759330123818,0.023726690789818983,0.5993334243349926,0.6134305068621853,0.6061414427908665,0.007044436295658116,5,0.6386420483633691,0.5984983404678336,0.6185701944156013,0.02007185394776778,0.365792585490572,0.4016381781890763,0.3831037884421343,0.017912358373275955,1,0.386987479586282,0.3813140513476084,0.38415076546694515,0.0028367141193368084,"{'hidden_layer_sizes': 5, 'max_iter': 500}"
2,0,20.926798701286316,1.7453089952468872,1.6772570610046387,0.1434614658355713,10,500,"{'hidden_layer_sizes': 10, 'max_iter': 500}",0.42393736017897093,0.4467065868263473,0.4349334875650665,0.011377983090433521,1,0.47065868263473054,0.44966442953020136,0.46016155608246595,0.01049712655226459,0.5961968680089486,0.6383233532934132,0.6165413533834586,0.021050975716000668,2,0.6838323353293413,0.6409395973154363,0.6623859663223888,0.021446369006952515,0.5110144743702949,0.5371923494718696,0.5236567680139126,0.013081314743885597,1,0.5700994720450595,0.5445051988519746,0.557302335448517,0.012797136596542469,0.607582396558591,0.6305188587670989,0.6186592883712596,0.011461552173219773,1,0.6598054527915721,0.6378444602974398,0.6488249565445059,0.010980496247066152,0.37961755619473747,0.3802894470798662,0.37994203791196274,0.00033574979282365264,2,0.40397065609041655,0.36053797805475657,0.38225431707258656,0.02171633901782999,"{'hidden_layer_sizes': 10, 'max_iter': 500}"
3,0,34.9984632730484,1.4058531522750854,1.9174721240997314,0.0012595653533935547,20,500,"{'hidden_layer_sizes': 20, 'max_iter': 500}",0.41834451901565994,0.43832335329341315,0.42799305957200695,0.009983599447592266,2,0.5173652694610779,0.5302013422818792,0.5237833058714785,0.006418036410400674,0.6073825503355704,0.6287425149700598,0.6176980913823019,0.010673762450842079,1,0.7724550898203593,0.796420581655481,0.7844378357379201,0.011982745917560877,0.5112433919865375,0.5336677186739217,0.5220729540362574,0.011205633542798205,3,0.6389943690696805,0.6493020989194564,0.6441482339945686,0.005153864924887952,0.6083903006225143,0.6273444650731969,0.6175439890645732,0.00947156291046065,3,0.7192610216722537,0.7283747446946071,0.7238178831834303,0.00455686151117668,0.33953286459997867,0.33850677865049117,0.3390373285862007,0.0005127441859754795,4,0.36163843741089247,0.3402832737732066,0.35096085559204954,0.01067758181884293,"{'hidden_layer_sizes': 20, 'max_iter': 500}"
4,0,46.759127616882324,2.7248687744140625,1.992815613746643,0.43061983585357666,40,500,"{'hidden_layer_sizes': 40, 'max_iter': 500}",0.4217002237136465,0.43353293413173655,0.4274146905725853,0.005912909609801716,3,0.629940119760479,0.6476510067114094,0.6387955632359442,0.008855443475465186,0.5917225950782998,0.6419161676646706,0.6159629843840371,0.025082170289783705,3,0.9149700598802395,0.9250559284116331,0.9200129941459363,0.005042934265696797,0.5128720543109235,0.5333412528147139,0.5227574104420195,0.010228638770113443,2,0.7520083101909355,0.7688910697380484,0.7604496899644919,0.008441379773556468,0.6094409810225145,0.6272138564833247,0.6180241799871048,0.00888126239828969,2,0.811236519551712,0.8245548440258562,0.8178956817887841,0.0066591622370720804,0.3247761168734323,0.29908147341680275,0.3123671942092994,0.012839839634954678,5,0.3600969489592244,0.30989078222299693,0.33499386559111066,0.025103083368113732,"{'hidden_layer_sizes': 40, 'max_iter': 500}"
5,0,43.699259877204895,0.5196224451065063,0.6019906997680664,0.21042156219482422,80,500,"{'hidden_layer_sizes': 80, 'max_iter': 500}",0.41387024608501116,0.4311377245508982,0.42220936957779065,0.008628711068758524,4,0.7856287425149701,0.7841163310961968,0.7848725368055834,0.0007562057093866148,0.6017897091722595,0.6275449101796408,0.6142278773857721,0.012870100776412055,4,0.9724550898203593,0.9731543624161074,0.9728047261182333,0.00034963629787404527,0.5094850571324075,0.5286130391560038,0.5187226887053993,0.00955842108250401,4,0.8708844216329249,0.8674695337817134,0.8691769777073192,0.0017074439256057339,0.6066668516695565,0.6235455843653509,0.614818235013101,0.008434451383654062,4,0.9029220857372703,0.9002092451889476,0.901565665463109,0.0013564202741613296,0.3098245639520807,0.3000841434015087,0.3051205436167842,0.004867373935640002,6,0.34754242165020605,0.31669901314196613,0.33212071739608606,0.015421704254119956,"{'hidden_layer_sizes': 80, 'max_iter': 500}"
0,1,11.866978526115417,1.2051831483840942,0.6296960115432739,0.01654660701751709,2,500,"{'hidden_layer_sizes': 2, 'max_iter': 500}",0.09284116331096197,0.10059880239520957,0.09658762290341237,0.0038765605740248613,6,0.10059880239520957,0.09731543624161074,0.09895711931841016,0.001641683076799419,0.2953020134228188,0.3149700598802395,0.30480046269519956,0.009828296036579693,6,0.3017964071856287,0.3042505592841163,0.3030234832348725,0.001227076049243797,0.20087922128094257,0.21479912982831031,0.2076016756690583,0.006955900897520428,6,0.2125000533441831,0.2096360603500109,0.211068056847097,0.0014319964970860993,0.3539193167006268,0.3667944448492052,0.3601372068128668,0.006433814930581736,6,0.36594546006990275,0.36199519889133497,0.36397032948061886,0.001975130589283891,0.15235417453538258,0.15449169194079374,0.15338646316089924,0.0010681362731780732,3,0.15810161495191433,0.1515392176801573,0.15482041631603582,0.0032811986358785156,"{'hidden_layer_sizes': 2, 'max_iter': 500}"
1,1,12.95363712310791,0.8206403255462646,0.8297461271286011,0.04839003086090088,5,500,"{'hidden_layer_sizes': 5, 'max_iter': 500}",0.1331096196868009,0.13532934131736526,0.1341816078658184,0.0011092144484819814,5,0.15568862275449102,0.14541387024608501,0.150551246500288,0.005137376254203005,0.3478747203579418,0.35568862275449104,0.3516483516483517,0.0039046758467081934,5,0.40718562874251496,0.35570469798657717,0.38144516336454604,0.025740465377968896,0.2385482359437213,0.2448811493506171,0.2416066412038474,0.0031646126051076574,5,0.28207803494259076,0.25705933979188567,0.2695686873672382,0.012509347575352547,0.3849397635499298,0.39132061418895836,0.3880213195265573,0.0031885672622005545,5,0.4258055767636163,0.4024404345975663,0.4141230056805913,0.011682571083025006,0.15344344693337983,0.15082759157010653,0.1521801506763913,0.001307165963573602,5,0.16433486274204837,0.14752568833105745,0.15593027553655292,0.008404587205495459,"{'hidden_layer_sizes': 5, 'max_iter': 500}"
2,1,23.482887268066406,2.2024035453796387,1.6272741556167603,0.09810340404510498,10,500,"{'hidden_layer_sizes': 10, 'max_iter': 500}",0.18344519015659955,0.18922155688622755,0.1862348178137652,0.0028865013288197623,2,0.2562874251497006,0.2695749440715884,0.26293118461064446,0.006643759460943893,0.38031319910514544,0.41317365269461076,0.39618276460381724,0.016420658069561354,4,0.5041916167664671,0.5369127516778524,0.5205521842221597,0.016360567455692643,0.28582357282989035,0.30278920826255973,0.29401692481732755,0.00847787744664639,4,0.37662383650876124,0.4005010940900493,0.3885624652994053,0.011938628790644027,0.42245049972097504,0.4378836195840328,0.42990374152875604,0.007712065919232217,4,0.5041408985977024,0.5256907719480849,0.5149158352728936,0.010774936675191249,0.14607905517301492,0.1564343002307074,0.15107999769653904,0.005174607156773882,6,0.15879723669544027,0.17760016270083384,0.16819869969813706,0.009401463002696786,"{'hidden_layer_sizes': 10, 'max_iter': 500}"
3,1,37.683598279953,1.076730728149414,1.6328802108764648,0.12537121772766113,20,500,"{'hidden_layer_sizes': 20, 'max_iter': 500}",0.19574944071588368,0.20239520958083831,0.19895893580104107,0.0033209492329023117,1,0.3520958083832335,0.3366890380313199,0.3443924232072767,0.007703385175956812,0.40939597315436244,0.42634730538922155,0.4175824175824176,0.00847073001272847,2,0.6898203592814371,0.6442953020134228,0.66705783064743,0.022762528634007184,0.30517204598937564,0.3156268033817887,0.3102210468122009,0.005224334346865827,1,0.5021523490887879,0.4796131367550822,0.49088274292193507,0.011269606166852852,0.4396884037442673,0.44841953065013146,0.4439049977097945,0.004363021012257276,1,0.6118391520081672,0.5931873030962058,0.6025132275521865,0.009325924455980683,0.15630705424329583,0.1576689478186484,0.1569647645587495,0.0006805502141688753,1,0.18439393939393936,0.17816215849772893,0.18127804894583416,0.0031158904481052158,"{'hidden_layer_sizes': 20, 'max_iter': 500}"
4,1,48.15705490112305,2.605577230453491,1.549716591835022,0.3597947359085083,40,500,"{'hidden_layer_sizes': 40, 'max_iter': 500}",0.18120805369127516,0.18203592814371258,0.18160786581839214,0.0004136961551972758,4,0.5520958083832336,0.6040268456375839,0.5780613270104087,0.025965518627175166,0.39373601789709173,0.4419161676646707,0.41700404858299595,0.024076045174473894,3,0.8802395209580839,0.9060402684563759,0.8931398947072299,0.012900373749145988,0.29289980049018244,0.30313854489512565,0.29784448040812783,0.005116390754542306,3,0.6923954749121022,0.7292505423934241,0.7108230086527632,0.018427533740660973,0.4302068353869206,0.43869838649408155,0.43430772906793813,0.004243302875636405,3,0.7648487605586369,0.7932751397054381,0.7790619501320375,0.014213189573400564,0.15272598952129154,0.15172929465743837,0.15224464758299347,0.0004980572016287651,4,0.18706542758638567,0.188360982790513,0.18771320518844933,0.000647777602063665,"{'hidden_layer_sizes': 40, 'max_iter': 500}"
5,1,46.95925295352936,0.11965477466583252,0.5335248708724976,0.15666496753692627,80,500,"{'hidden_layer_sizes': 80, 'max_iter': 500}",0.1912751677852349,0.17604790419161676,0.18392134181607867,0.007609197728361367,3,0.7281437125748503,0.7651006711409396,0.746622191857895,0.018478479283044635,0.40268456375838924,0.437125748502994,0.4193175245806825,0.01721056334971151,1,0.9520958083832335,0.9642058165548099,0.9581508124690217,0.006055004085788185,0.301190578708822,0.2968888271648277,0.29911309892904453,0.002149623133223695,2,0.8257718057515522,0.852810106913114,0.8392909563323331,0.013519150580780903,0.43617266722255293,0.4344550068613916,0.435343143566353,0.0008583300103718513,2,0.8682290006309457,0.8887766220958603,0.878502811363403,0.010273810732457311,0.15028429065341814,0.15961070067656893,0.15478836952521163,0.004660489228784892,2,0.19147886046089638,0.19060777961784672,0.19104332003937155,0.0004355404215248271,"{'hidden_layer_sizes': 80, 'max_iter': 500}"
0,2,11.828403949737549,0.7119879722595215,0.6736763715744019,0.1700230836868286,2,500,"{'hidden_layer_sizes': 2, 'max_iter': 500}",0.14860335195530727,0.15947242206235013,0.15384615384615385,0.005431151778608645,6,0.1498800959232614,0.15307262569832403,0.15147636081079272,0.0015962648875313123,0.3206703910614525,0.33573141486810554,0.32793522267206476,0.007525823776053065,6,0.34652278177458035,0.33743016759776534,0.34197647468617287,0.004546307088407503,0.2433200163739393,0.2598683793455055,0.2513022805256375,0.008269030386311117,6,0.26005910104566515,0.2557497036232626,0.2579044023344639,0.002154698711201275,0.3862244394869807,0.4014912060309864,0.3935885131120245,0.007628631102062012,6,0.4033155536277141,0.3994999118798197,0.4014077327537669,0.001907820873947197,0.12110778978935403,0.12535563756786777,0.12315678056279558,0.002122601638440486,6,0.12775229167315497,0.12388512418680017,0.12581870792997757,0.0019335837431773972,"{'hidden_layer_sizes': 2, 'max_iter': 500}"
1,2,12.430195808410645,0.1662907600402832,0.8667484521865845,0.06003010272979736,5,500,"{'hidden_layer_sizes': 5, 'max_iter': 500}",0.1776536312849162,0.12949640287769784,0.15442452284557548,0.02406362403967292,5,0.20503597122302158,0.1340782122905028,0.1695570917567622,0.0354788794662594,0.3318435754189944,0.34532374100719426,0.3383458646616541,0.006735886749212416,5,0.3920863309352518,0.35083798882681566,0.3714621598810337,0.02062417105421807,0.26564369650258607,0.24614543292659516,0.25623851904603523,0.009743062456824545,5,0.3099230262891792,0.25366991939110595,0.2817964728401426,0.02812655344903664,0.4040294326376523,0.3910020724943898,0.39774555851418153,0.0065096249739717066,5,0.4459383760019203,0.40039810743347676,0.4231682417176985,0.022770134284221782,0.13022264141817214,0.12481139763513863,0.12761247524405417,0.0027039375040615455,5,0.1434039262096816,0.122192701153595,0.1327983136816383,0.010605612528043297,"{'hidden_layer_sizes': 5, 'max_iter': 500}"
2,2,25.29558491706848,3.2995762825012207,1.5012587308883667,0.0818854570388794,10,500,"{'hidden_layer_sizes': 10, 'max_iter': 500}",0.1877094972067039,0.19664268585131894,0.1920185078079815,0.00446381363980802,4,0.2709832134292566,0.25921787709497207,0.26510054526211435,0.005882668167142252,0.36201117318435755,0.4244604316546763,0.39213418160786584,0.031205190312839085,4,0.5287769784172662,0.529608938547486,0.5291929584823761,0.00041598006510989993,0.2889271726552935,0.3075960772399449,0.2979323007198391,0.009328641120265145,4,0.3989130191440971,0.3934087882767766,0.3961609037104369,0.002752115433660246,0.4247426460849479,0.4415755504097469,0.4328621615313807,0.008411212492183882,4,0.5242205064455667,0.5208558939863829,0.5225382002159749,0.0016823062295919233,0.14268557885317662,0.14644175568636,0.14449740735455022,0.0018769192108802066,4,0.16567390243649238,0.15876952284214854,0.16222171263932045,0.00345218979717192,"{'hidden_layer_sizes': 10, 'max_iter': 500}"
3,2,38.65969944000244,1.1971614360809326,1.7465533018112183,0.21766936779022217,20,500,"{'hidden_layer_sizes': 20, 'max_iter': 500}",0.20558659217877095,0.22182254196642687,0.21341816078658185,0.008112921040916824,3,0.381294964028777,0.37094972067039106,0.376122342349584,0.005172621679192968,0.3888268156424581,0.45443645083932854,0.42047426257952575,0.032784394928362055,1,0.7062350119904077,0.7184357541899441,0.712335383090176,0.006100371099768187,0.3070644593689477,0.33397722633327115,0.3200460947930343,0.013448006197959182,3,0.529911745569628,0.5260188113813243,0.5279652784754761,0.0019464670941518047,0.43988882913918415,0.4626677266976508,0.45087645236865853,0.011382358267175601,3,0.6341977891598879,0.632002634352362,0.633100211756125,0.0010975774037629282,0.15120331809717283,0.15191841332129102,0.15154825124749938,0.0003573250204566713,1,0.1819012841674712,0.17301799318000435,0.17745963867373776,0.004441645493733423,"{'hidden_layer_sizes': 20, 'max_iter': 500}"
4,2,47.852476954460144,1.6963738203048706,1.58999764919281,0.3522239923477173,40,500,"{'hidden_layer_sizes': 40, 'max_iter': 500}",0.21452513966480447,0.22541966426858512,0.21978021978021978,0.005443871103617093,1,0.5623501199040767,0.5932960893854748,0.5778231046447757,0.01547298474069908,0.40558659217877097,0.42805755395683454,0.4164256795835743,0.011228486229829011,2,0.8585131894484412,0.8960893854748604,0.8773012874616508,0.018788098013209575,0.31375854412729315,0.3302440105835393,0.32171046953186766,0.008237601706793503,2,0.6955605670053338,0.7227915558141679,0.7091760614097509,0.013615494404417061,0.4450254384411389,0.4590080501015023,0.45177008744330377,0.006986953386156613,2,0.7669420975413723,0.7884122407910664,0.7776771691662194,0.010735071624847048,0.15094667343829354,0.1462850758354355,0.1486981064048733,0.00232934776044134,2,0.19170172952547052,0.17914469515586834,0.18542321234066944,0.0062785171848010884,"{'hidden_layer_sizes': 40, 'max_iter': 500}"
5,2,47.71108436584473,0.024876117706298828,0.6369993686676025,0.20894455909729004,80,500,"{'hidden_layer_sizes': 80, 'max_iter': 500}",0.2212290502793296,0.2182254196642686,0.21978021978021978,0.00150088035099723,1,0.7482014388489209,0.794413407821229,0.771307423335075,0.023105984486154085,0.4100558659217877,0.42326139088729015,0.4164256795835743,0.006598651926752778,2,0.9628297362110312,0.976536312849162,0.9696830245300966,0.006853288319065398,0.31925292979041364,0.32478149104889137,0.32191968519213165,0.002762559723731273,1,0.8382562602833447,0.8706169538586481,0.8544366070709963,0.016180346787651734,0.4492305259321058,0.45512723413039874,0.4520748605980262,0.0029465185985269446,1,0.8777913993187297,0.9024539835412798,0.8901226914300048,0.012331292111275038,0.15204309656823622,0.14174636913845548,0.14707636974554267,0.005145158596213811,3,0.19958062121731185,0.1816457229920917,0.19061317210470177,0.008967449112610076,"{'hidden_layer_sizes': 80, 'max_iter': 500}"
