,best_params,column,i_outer,metric,model,params,refit,split_method,value
0,"{'hidden_layer_sizes': 100, 'max_iter': 800}",0,1,accuracy,MLPClassifier,"{'hidden_layer_sizes': [20, 40, 80, 100], 'max_iter': [800]}",accuracy,split_x_y_split_with_one_hot_encoding,0.4537037037037037
1,"{'hidden_layer_sizes': 100, 'max_iter': 800}",0,1,hit@5,MLPClassifier,"{'hidden_layer_sizes': [20, 40, 80, 100], 'max_iter': [800]}",accuracy,split_x_y_split_with_one_hot_encoding,0.6134259259259259
2,"{'hidden_layer_sizes': 100, 'max_iter': 800}",0,1,mdcg,MLPClassifier,"{'hidden_layer_sizes': [20, 40, 80, 100], 'max_iter': [800]}",accuracy,split_x_y_split_with_one_hot_encoding,0.627763615789389
3,"{'hidden_layer_sizes': 100, 'max_iter': 800}",0,1,map@5,MLPClassifier,"{'hidden_layer_sizes': [20, 40, 80, 100], 'max_iter': [800]}",accuracy,split_x_y_split_with_one_hot_encoding,0.27024891774891774
4,"{'hidden_layer_sizes': 100, 'max_iter': 800}",1,1,accuracy,MLPClassifier,"{'hidden_layer_sizes': [20, 40, 80, 100], 'max_iter': [800]}",accuracy,split_x_y_split_with_one_hot_encoding,0.22685185185185186
5,"{'hidden_layer_sizes': 100, 'max_iter': 800}",1,1,hit@5,MLPClassifier,"{'hidden_layer_sizes': [20, 40, 80, 100], 'max_iter': [800]}",accuracy,split_x_y_split_with_one_hot_encoding,0.4652777777777778
6,"{'hidden_layer_sizes': 100, 'max_iter': 800}",1,1,mdcg,MLPClassifier,"{'hidden_layer_sizes': [20, 40, 80, 100], 'max_iter': [800]}",accuracy,split_x_y_split_with_one_hot_encoding,0.46675158546373224
7,"{'hidden_layer_sizes': 100, 'max_iter': 800}",1,1,map@5,MLPClassifier,"{'hidden_layer_sizes': [20, 40, 80, 100], 'max_iter': [800]}",accuracy,split_x_y_split_with_one_hot_encoding,0.15301907968574632
8,"{'hidden_layer_sizes': 100, 'max_iter': 800}",2,1,accuracy,MLPClassifier,"{'hidden_layer_sizes': [20, 40, 80, 100], 'max_iter': [800]}",accuracy,split_x_y_split_with_one_hot_encoding,0.25
9,"{'hidden_layer_sizes': 100, 'max_iter': 800}",2,1,hit@5,MLPClassifier,"{'hidden_layer_sizes': [20, 40, 80, 100], 'max_iter': [800]}",accuracy,split_x_y_split_with_one_hot_encoding,0.46296296296296297
10,"{'hidden_layer_sizes': 100, 'max_iter': 800}",2,1,mdcg,MLPClassifier,"{'hidden_layer_sizes': [20, 40, 80, 100], 'max_iter': [800]}",accuracy,split_x_y_split_with_one_hot_encoding,0.48145443677973504
11,"{'hidden_layer_sizes': 100, 'max_iter': 800}",2,1,map@5,MLPClassifier,"{'hidden_layer_sizes': [20, 40, 80, 100], 'max_iter': [800]}",accuracy,split_x_y_split_with_one_hot_encoding,0.15104442239858906
12,"{'hidden_layer_sizes': 100, 'max_iter': 800}",3,1,accuracy,MLPClassifier,"{'hidden_layer_sizes': [20, 40, 80, 100], 'max_iter': [800]}",accuracy,split_x_y_split_with_one_hot_encoding,0.25925925925925924
13,"{'hidden_layer_sizes': 100, 'max_iter': 800}",3,1,hit@5,MLPClassifier,"{'hidden_layer_sizes': [20, 40, 80, 100], 'max_iter': [800]}",accuracy,split_x_y_split_with_one_hot_encoding,0.4791666666666667
14,"{'hidden_layer_sizes': 100, 'max_iter': 800}",3,1,mdcg,MLPClassifier,"{'hidden_layer_sizes': [20, 40, 80, 100], 'max_iter': [800]}",accuracy,split_x_y_split_with_one_hot_encoding,0.4979812138563273
15,"{'hidden_layer_sizes': 100, 'max_iter': 800}",3,1,map@5,MLPClassifier,"{'hidden_layer_sizes': [20, 40, 80, 100], 'max_iter': [800]}",accuracy,split_x_y_split_with_one_hot_encoding,0.26974902797819467
16,"{'hidden_layer_sizes': 100, 'max_iter': 800}",4,1,accuracy,MLPClassifier,"{'hidden_layer_sizes': [20, 40, 80, 100], 'max_iter': [800]}",accuracy,split_x_y_split_with_one_hot_encoding,0.42824074074074076
17,"{'hidden_layer_sizes': 100, 'max_iter': 800}",4,1,hit@5,MLPClassifier,"{'hidden_layer_sizes': [20, 40, 80, 100], 'max_iter': [800]}",accuracy,split_x_y_split_with_one_hot_encoding,0.6412037037037037
18,"{'hidden_layer_sizes': 100, 'max_iter': 800}",4,1,mdcg,MLPClassifier,"{'hidden_layer_sizes': [20, 40, 80, 100], 'max_iter': [800]}",accuracy,split_x_y_split_with_one_hot_encoding,0.6220912452001239
19,"{'hidden_layer_sizes': 100, 'max_iter': 800}",4,1,map@5,MLPClassifier,"{'hidden_layer_sizes': [20, 40, 80, 100], 'max_iter': [800]}",accuracy,split_x_y_split_with_one_hot_encoding,0.44562079124579124
20,"{'hidden_layer_sizes': 100, 'max_iter': 800}",5,1,accuracy,MLPClassifier,"{'hidden_layer_sizes': [20, 40, 80, 100], 'max_iter': [800]}",accuracy,split_x_y_split_with_one_hot_encoding,0.5601851851851852
21,"{'hidden_layer_sizes': 100, 'max_iter': 800}",5,1,hit@5,MLPClassifier,"{'hidden_layer_sizes': [20, 40, 80, 100], 'max_iter': [800]}",accuracy,split_x_y_split_with_one_hot_encoding,0.7615740740740741
22,"{'hidden_layer_sizes': 100, 'max_iter': 800}",5,1,mdcg,MLPClassifier,"{'hidden_layer_sizes': [20, 40, 80, 100], 'max_iter': [800]}",accuracy,split_x_y_split_with_one_hot_encoding,0.7261641873036468
23,"{'hidden_layer_sizes': 100, 'max_iter': 800}",5,1,map@5,MLPClassifier,"{'hidden_layer_sizes': [20, 40, 80, 100], 'max_iter': [800]}",accuracy,split_x_y_split_with_one_hot_encoding,0.5841215227673561
