,best_params,column,i_outer,metric,model,params,refit,split_method,value
0,"{'multi_class': 'auto', 'solver': 'liblinear'}",0,2,accuracy,LogisticRegression,"{'multi_class': ['auto'], 'solver': ['liblinear']}",cross_entropy,split_x_y_split_with_one_hot_encoding,0.4398148148148148
1,"{'multi_class': 'auto', 'solver': 'liblinear'}",0,2,hit@5,LogisticRegression,"{'multi_class': ['auto'], 'solver': ['liblinear']}",cross_entropy,split_x_y_split_with_one_hot_encoding,0.6365740740740741
2,"{'multi_class': 'auto', 'solver': 'liblinear'}",0,2,mdcg,LogisticRegression,"{'multi_class': ['auto'], 'solver': ['liblinear']}",cross_entropy,split_x_y_split_with_one_hot_encoding,0.618758889477896
3,"{'multi_class': 'auto', 'solver': 'liblinear'}",0,2,map@5,LogisticRegression,"{'multi_class': ['auto'], 'solver': ['liblinear']}",cross_entropy,split_x_y_split_with_one_hot_encoding,0.31189163459996794
4,"{'multi_class': 'auto', 'solver': 'liblinear'}",0,2,cross_entropy,LogisticRegression,"{'multi_class': ['auto'], 'solver': ['liblinear']}",cross_entropy,split_x_y_split_with_one_hot_encoding,2.7594202333323845
5,"{'multi_class': 'auto', 'solver': 'liblinear'}",1,2,accuracy,LogisticRegression,"{'multi_class': ['auto'], 'solver': ['liblinear']}",cross_entropy,split_x_y_split_with_one_hot_encoding,0.23148148148148148
6,"{'multi_class': 'auto', 'solver': 'liblinear'}",1,2,hit@5,LogisticRegression,"{'multi_class': ['auto'], 'solver': ['liblinear']}",cross_entropy,split_x_y_split_with_one_hot_encoding,0.4583333333333333
7,"{'multi_class': 'auto', 'solver': 'liblinear'}",1,2,mdcg,LogisticRegression,"{'multi_class': ['auto'], 'solver': ['liblinear']}",cross_entropy,split_x_y_split_with_one_hot_encoding,0.4665352642819484
8,"{'multi_class': 'auto', 'solver': 'liblinear'}",1,2,map@5,LogisticRegression,"{'multi_class': ['auto'], 'solver': ['liblinear']}",cross_entropy,split_x_y_split_with_one_hot_encoding,0.16247875581208912
9,"{'multi_class': 'auto', 'solver': 'liblinear'}",1,2,cross_entropy,LogisticRegression,"{'multi_class': ['auto'], 'solver': ['liblinear']}",cross_entropy,split_x_y_split_with_one_hot_encoding,3.4904685989601876
10,"{'multi_class': 'auto', 'solver': 'liblinear'}",2,2,accuracy,LogisticRegression,"{'multi_class': ['auto'], 'solver': ['liblinear']}",cross_entropy,split_x_y_split_with_one_hot_encoding,0.2361111111111111
11,"{'multi_class': 'auto', 'solver': 'liblinear'}",2,2,hit@5,LogisticRegression,"{'multi_class': ['auto'], 'solver': ['liblinear']}",cross_entropy,split_x_y_split_with_one_hot_encoding,0.4513888888888889
12,"{'multi_class': 'auto', 'solver': 'liblinear'}",2,2,mdcg,LogisticRegression,"{'multi_class': ['auto'], 'solver': ['liblinear']}",cross_entropy,split_x_y_split_with_one_hot_encoding,0.4750364419036985
13,"{'multi_class': 'auto', 'solver': 'liblinear'}",2,2,map@5,LogisticRegression,"{'multi_class': ['auto'], 'solver': ['liblinear']}",cross_entropy,split_x_y_split_with_one_hot_encoding,0.15799598164181497
14,"{'multi_class': 'auto', 'solver': 'liblinear'}",2,2,cross_entropy,LogisticRegression,"{'multi_class': ['auto'], 'solver': ['liblinear']}",cross_entropy,split_x_y_split_with_one_hot_encoding,3.496467222728347
