,best_params,column,i_outer,metric,model,params,split_method,value
0,"{'hidden_layer_sizes': 5, 'max_iter': 500}",0,3,accuracy,MLPClassifier,"{'hidden_layer_sizes': [2, 5, 10, 20, 40, 80], 'max_iter': [500]}",split_x_y_split_with_one_hot_encoding_and_projection,0.2847222222222222
1,"{'hidden_layer_sizes': 5, 'max_iter': 500}",1,3,accuracy,MLPClassifier,"{'hidden_layer_sizes': [2, 5, 10, 20, 40, 80], 'max_iter': [500]}",split_x_y_split_with_one_hot_encoding_and_projection,0.06712962962962964
2,"{'hidden_layer_sizes': 5, 'max_iter': 500}",2,3,accuracy,MLPClassifier,"{'hidden_layer_sizes': [2, 5, 10, 20, 40, 80], 'max_iter': [500]}",split_x_y_split_with_one_hot_encoding_and_projection,0.05555555555555555
3,"{'hidden_layer_sizes': 5, 'max_iter': 500}",3,3,accuracy,MLPClassifier,"{'hidden_layer_sizes': [2, 5, 10, 20, 40, 80], 'max_iter': [500]}",split_x_y_split_with_one_hot_encoding_and_projection,0.046296296296296294
4,"{'hidden_layer_sizes': 5, 'max_iter': 500}",4,3,accuracy,MLPClassifier,"{'hidden_layer_sizes': [2, 5, 10, 20, 40, 80], 'max_iter': [500]}",split_x_y_split_with_one_hot_encoding_and_projection,0.10185185185185185
5,"{'hidden_layer_sizes': 5, 'max_iter': 500}",5,3,accuracy,MLPClassifier,"{'hidden_layer_sizes': [2, 5, 10, 20, 40, 80], 'max_iter': [500]}",split_x_y_split_with_one_hot_encoding_and_projection,0.41435185185185186
6,"{'hidden_layer_sizes': 80, 'max_iter': 500}",0,3,hit@5,MLPClassifier,"{'hidden_layer_sizes': [2, 5, 10, 20, 40, 80], 'max_iter': [500]}",split_x_y_split_with_one_hot_encoding_and_projection,0.44675925925925924
7,"{'hidden_layer_sizes': 80, 'max_iter': 500}",1,3,hit@5,MLPClassifier,"{'hidden_layer_sizes': [2, 5, 10, 20, 40, 80], 'max_iter': [500]}",split_x_y_split_with_one_hot_encoding_and_projection,0.12962962962962962
8,"{'hidden_layer_sizes': 80, 'max_iter': 500}",2,3,hit@5,MLPClassifier,"{'hidden_layer_sizes': [2, 5, 10, 20, 40, 80], 'max_iter': [500]}",split_x_y_split_with_one_hot_encoding_and_projection,0.1388888888888889
9,"{'hidden_layer_sizes': 80, 'max_iter': 500}",3,3,hit@5,MLPClassifier,"{'hidden_layer_sizes': [2, 5, 10, 20, 40, 80], 'max_iter': [500]}",split_x_y_split_with_one_hot_encoding_and_projection,0.10416666666666667
