,best_params,column,i_outer,metric,model,params,split_method,value
0,"{'hidden_layer_sizes': 80, 'max_iter': 500}",0,1,accuracy,MLPClassifier,"{'hidden_layer_sizes': [2, 5, 10, 20, 40, 80], 'max_iter': [500]}",split_x_y_normalized_function,0.37962962962962965
1,"{'hidden_layer_sizes': 80, 'max_iter': 500}",1,1,accuracy,MLPClassifier,"{'hidden_layer_sizes': [2, 5, 10, 20, 40, 80], 'max_iter': [500]}",split_x_y_normalized_function,0.1574074074074074
2,"{'hidden_layer_sizes': 80, 'max_iter': 500}",2,1,accuracy,MLPClassifier,"{'hidden_layer_sizes': [2, 5, 10, 20, 40, 80], 'max_iter': [500]}",split_x_y_normalized_function,0.2361111111111111
3,"{'hidden_layer_sizes': 80, 'max_iter': 500}",3,1,accuracy,MLPClassifier,"{'hidden_layer_sizes': [2, 5, 10, 20, 40, 80], 'max_iter': [500]}",split_x_y_normalized_function,0.24768518518518517
4,"{'hidden_layer_sizes': 80, 'max_iter': 500}",4,1,accuracy,MLPClassifier,"{'hidden_layer_sizes': [2, 5, 10, 20, 40, 80], 'max_iter': [500]}",split_x_y_normalized_function,0.47685185185185186
5,"{'hidden_layer_sizes': 80, 'max_iter': 500}",5,1,accuracy,MLPClassifier,"{'hidden_layer_sizes': [2, 5, 10, 20, 40, 80], 'max_iter': [500]}",split_x_y_normalized_function,0.5416666666666666
6,"{'hidden_layer_sizes': 20, 'max_iter': 500}",0,1,hit@5,MLPClassifier,"{'hidden_layer_sizes': [2, 5, 10, 20, 40, 80], 'max_iter': [500]}",split_x_y_normalized_function,0.6180555555555556
7,"{'hidden_layer_sizes': 20, 'max_iter': 500}",1,1,hit@5,MLPClassifier,"{'hidden_layer_sizes': [2, 5, 10, 20, 40, 80], 'max_iter': [500]}",split_x_y_normalized_function,0.37037037037037035
8,"{'hidden_layer_sizes': 20, 'max_iter': 500}",2,1,hit@5,MLPClassifier,"{'hidden_layer_sizes': [2, 5, 10, 20, 40, 80], 'max_iter': [500]}",split_x_y_normalized_function,0.375
9,"{'hidden_layer_sizes': 20, 'max_iter': 500}",3,1,hit@5,MLPClassifier,"{'hidden_layer_sizes': [2, 5, 10, 20, 40, 80], 'max_iter': [500]}",split_x_y_normalized_function,0.4375
10,"{'hidden_layer_sizes': 20, 'max_iter': 500}",4,1,hit@5,MLPClassifier,"{'hidden_layer_sizes': [2, 5, 10, 20, 40, 80], 'max_iter': [500]}",split_x_y_normalized_function,0.6087962962962963
11,"{'hidden_layer_sizes': 20, 'max_iter': 500}",5,1,hit@5,MLPClassifier,"{'hidden_layer_sizes': [2, 5, 10, 20, 40, 80], 'max_iter': [500]}",split_x_y_normalized_function,0.7129629629629629
12,"{'hidden_layer_sizes': 80, 'max_iter': 500}",0,1,mrr,MLPClassifier,"{'hidden_layer_sizes': [2, 5, 10, 20, 40, 80], 'max_iter': [500]}",split_x_y_normalized_function,0.49309792802992525
13,"{'hidden_layer_sizes': 80, 'max_iter': 500}",1,1,mrr,MLPClassifier,"{'hidden_layer_sizes': [2, 5, 10, 20, 40, 80], 'max_iter': [500]}",split_x_y_normalized_function,0.2749853938228749
14,"{'hidden_layer_sizes': 80, 'max_iter': 500}",2,1,mrr,MLPClassifier,"{'hidden_layer_sizes': [2, 5, 10, 20, 40, 80], 'max_iter': [500]}",split_x_y_normalized_function,0.31882710356957333
15,"{'hidden_layer_sizes': 80, 'max_iter': 500}",3,1,mrr,MLPClassifier,"{'hidden_layer_sizes': [2, 5, 10, 20, 40, 80], 'max_iter': [500]}",split_x_y_normalized_function,0.3507387372889407
16,"{'hidden_layer_sizes': 80, 'max_iter': 500}",4,1,mrr,MLPClassifier,"{'hidden_layer_sizes': [2, 5, 10, 20, 40, 80], 'max_iter': [500]}",split_x_y_normalized_function,0.5490391424780293
17,"{'hidden_layer_sizes': 80, 'max_iter': 500}",5,1,mrr,MLPClassifier,"{'hidden_layer_sizes': [2, 5, 10, 20, 40, 80], 'max_iter': [500]}",split_x_y_normalized_function,0.6196215210742686
18,"{'hidden_layer_sizes': 80, 'max_iter': 500}",0,1,mdcg,MLPClassifier,"{'hidden_layer_sizes': [2, 5, 10, 20, 40, 80], 'max_iter': [500]}",split_x_y_normalized_function,0.6039989319484439
19,"{'hidden_layer_sizes': 80, 'max_iter': 500}",1,1,mdcg,MLPClassifier,"{'hidden_layer_sizes': [2, 5, 10, 20, 40, 80], 'max_iter': [500]}",split_x_y_normalized_function,0.423816458163204
20,"{'hidden_layer_sizes': 80, 'max_iter': 500}",2,1,mdcg,MLPClassifier,"{'hidden_layer_sizes': [2, 5, 10, 20, 40, 80], 'max_iter': [500]}",split_x_y_normalized_function,0.44877154119088913
21,"{'hidden_layer_sizes': 80, 'max_iter': 500}",3,1,mdcg,MLPClassifier,"{'hidden_layer_sizes': [2, 5, 10, 20, 40, 80], 'max_iter': [500]}",split_x_y_normalized_function,0.48474693504048916
22,"{'hidden_layer_sizes': 80, 'max_iter': 500}",4,1,mdcg,MLPClassifier,"{'hidden_layer_sizes': [2, 5, 10, 20, 40, 80], 'max_iter': [500]}",split_x_y_normalized_function,0.6413222505197582
23,"{'hidden_layer_sizes': 80, 'max_iter': 500}",5,1,mdcg,MLPClassifier,"{'hidden_layer_sizes': [2, 5, 10, 20, 40, 80], 'max_iter': [500]}",split_x_y_normalized_function,0.7013750808051441
24,"{'hidden_layer_sizes': 20, 'max_iter': 500}",0,1,map@5,MLPClassifier,"{'hidden_layer_sizes': [2, 5, 10, 20, 40, 80], 'max_iter': [500]}",split_x_y_normalized_function,0.3653457190957191
25,"{'hidden_layer_sizes': 20, 'max_iter': 500}",1,1,map@5,MLPClassifier,"{'hidden_layer_sizes': [2, 5, 10, 20, 40, 80], 'max_iter': [500]}",split_x_y_normalized_function,0.15624393738977072
26,"{'hidden_layer_sizes': 20, 'max_iter': 500}",2,1,map@5,MLPClassifier,"{'hidden_layer_sizes': [2, 5, 10, 20, 40, 80], 'max_iter': [500]}",split_x_y_normalized_function,0.13728154561487893
27,"{'hidden_layer_sizes': 20, 'max_iter': 500}",3,1,map@5,MLPClassifier,"{'hidden_layer_sizes': [2, 5, 10, 20, 40, 80], 'max_iter': [500]}",split_x_y_normalized_function,0.27211695326278657
28,"{'hidden_layer_sizes': 20, 'max_iter': 500}",4,1,map@5,MLPClassifier,"{'hidden_layer_sizes': [2, 5, 10, 20, 40, 80], 'max_iter': [500]}",split_x_y_normalized_function,0.44454931257014585
29,"{'hidden_layer_sizes': 20, 'max_iter': 500}",5,1,map@5,MLPClassifier,"{'hidden_layer_sizes': [2, 5, 10, 20, 40, 80], 'max_iter': [500]}",split_x_y_normalized_function,0.5778775352733686
