,best_params,column,i_outer,metric,model,params,split_method,value
0,{},0,1,accuracy,LogisticRegression,{},split_x_y_with_random_matrix,0.35185185185185186
1,{},1,1,accuracy,LogisticRegression,{},split_x_y_with_random_matrix,0.14583333333333334
2,{},2,1,accuracy,LogisticRegression,{},split_x_y_with_random_matrix,0.1875
3,{},3,1,accuracy,LogisticRegression,{},split_x_y_with_random_matrix,0.24074074074074073
4,{},4,1,accuracy,LogisticRegression,{},split_x_y_with_random_matrix,0.46064814814814814
5,{},5,1,accuracy,LogisticRegression,{},split_x_y_with_random_matrix,0.5
6,{},0,1,hit@5,LogisticRegression,{},split_x_y_with_random_matrix,0.6180555555555556
7,{},1,1,hit@5,LogisticRegression,{},split_x_y_with_random_matrix,0.35648148148148145
8,{},2,1,hit@5,LogisticRegression,{},split_x_y_with_random_matrix,0.3819444444444444
9,{},3,1,hit@5,LogisticRegression,{},split_x_y_with_random_matrix,0.4236111111111111
10,{},4,1,hit@5,LogisticRegression,{},split_x_y_with_random_matrix,0.6041666666666666
11,{},5,1,hit@5,LogisticRegression,{},split_x_y_with_random_matrix,0.6967592592592593
12,{},0,1,mrr,LogisticRegression,{},split_x_y_with_random_matrix,0.4806991293282131
13,{},1,1,mrr,LogisticRegression,{},split_x_y_with_random_matrix,0.25997322380127774
14,{},2,1,mrr,LogisticRegression,{},split_x_y_with_random_matrix,0.28698248094520185
15,{},3,1,mrr,LogisticRegression,{},split_x_y_with_random_matrix,0.34014134755599085
16,{},4,1,mrr,LogisticRegression,{},split_x_y_with_random_matrix,0.5373772029614636
17,{},5,1,mrr,LogisticRegression,{},split_x_y_with_random_matrix,0.596749875084933
18,{},0,1,mdcg,LogisticRegression,{},split_x_y_with_random_matrix,0.585965071008971
19,{},1,1,mdcg,LogisticRegression,{},split_x_y_with_random_matrix,0.40326699311805647
20,{},2,1,mdcg,LogisticRegression,{},split_x_y_with_random_matrix,0.4218923715545371
21,{},3,1,mdcg,LogisticRegression,{},split_x_y_with_random_matrix,0.46901955401988615
22,{},4,1,mdcg,LogisticRegression,{},split_x_y_with_random_matrix,0.6300372347906092
23,{},5,1,mdcg,LogisticRegression,{},split_x_y_with_random_matrix,0.6826978307711561
24,{},0,1,map@5,LogisticRegression,{},split_x_y_with_random_matrix,0.3744561688311688
25,{},1,1,map@5,LogisticRegression,{},split_x_y_with_random_matrix,0.16129414181497512
26,{},2,1,map@5,LogisticRegression,{},split_x_y_with_random_matrix,0.13524581128747795
27,{},3,1,map@5,LogisticRegression,{},split_x_y_with_random_matrix,0.259444093714927
28,{},4,1,map@5,LogisticRegression,{},split_x_y_with_random_matrix,0.4373503387045054
29,{},5,1,map@5,LogisticRegression,{},split_x_y_with_random_matrix,0.5715170554753888
