,best_params,column,i_outer,metric,model,params,split_method,value
0,"{'hidden_layer_sizes': 20, 'max_iter': 500}",0,1,accuracy,MLPClassifier,"{'hidden_layer_sizes': [2, 5, 10, 20, 40, 80], 'max_iter': [500]}",split_x_y_with_random_matrix,0.3726851851851852
1,"{'hidden_layer_sizes': 20, 'max_iter': 500}",1,1,accuracy,MLPClassifier,"{'hidden_layer_sizes': [2, 5, 10, 20, 40, 80], 'max_iter': [500]}",split_x_y_with_random_matrix,0.11342592592592593
2,"{'hidden_layer_sizes': 20, 'max_iter': 500}",2,1,accuracy,MLPClassifier,"{'hidden_layer_sizes': [2, 5, 10, 20, 40, 80], 'max_iter': [500]}",split_x_y_with_random_matrix,0.18287037037037038
3,"{'hidden_layer_sizes': 20, 'max_iter': 500}",3,1,accuracy,MLPClassifier,"{'hidden_layer_sizes': [2, 5, 10, 20, 40, 80], 'max_iter': [500]}",split_x_y_with_random_matrix,0.20601851851851852
4,"{'hidden_layer_sizes': 20, 'max_iter': 500}",4,1,accuracy,MLPClassifier,"{'hidden_layer_sizes': [2, 5, 10, 20, 40, 80], 'max_iter': [500]}",split_x_y_with_random_matrix,0.4444444444444444
5,"{'hidden_layer_sizes': 20, 'max_iter': 500}",5,1,accuracy,MLPClassifier,"{'hidden_layer_sizes': [2, 5, 10, 20, 40, 80], 'max_iter': [500]}",split_x_y_with_random_matrix,0.4930555555555556
6,"{'hidden_layer_sizes': 20, 'max_iter': 500}",0,1,hit@5,MLPClassifier,"{'hidden_layer_sizes': [2, 5, 10, 20, 40, 80], 'max_iter': [500]}",split_x_y_with_random_matrix,0.5925925925925926
7,"{'hidden_layer_sizes': 20, 'max_iter': 500}",1,1,hit@5,MLPClassifier,"{'hidden_layer_sizes': [2, 5, 10, 20, 40, 80], 'max_iter': [500]}",split_x_y_with_random_matrix,0.33796296296296297
8,"{'hidden_layer_sizes': 20, 'max_iter': 500}",2,1,hit@5,MLPClassifier,"{'hidden_layer_sizes': [2, 5, 10, 20, 40, 80], 'max_iter': [500]}",split_x_y_with_random_matrix,0.3402777777777778
9,"{'hidden_layer_sizes': 20, 'max_iter': 500}",3,1,hit@5,MLPClassifier,"{'hidden_layer_sizes': [2, 5, 10, 20, 40, 80], 'max_iter': [500]}",split_x_y_with_random_matrix,0.34953703703703703
10,"{'hidden_layer_sizes': 20, 'max_iter': 500}",4,1,hit@5,MLPClassifier,"{'hidden_layer_sizes': [2, 5, 10, 20, 40, 80], 'max_iter': [500]}",split_x_y_with_random_matrix,0.5833333333333334
11,"{'hidden_layer_sizes': 20, 'max_iter': 500}",5,1,hit@5,MLPClassifier,"{'hidden_layer_sizes': [2, 5, 10, 20, 40, 80], 'max_iter': [500]}",split_x_y_with_random_matrix,0.6736111111111112
