,best_params,column,i_outer,metric,model,params,split_method,value
0,{},0,3,accuracy,LogisticRegression,{},split_x_y_normalized_function,0.3333333333333333
1,{},1,3,accuracy,LogisticRegression,{},split_x_y_normalized_function,0.14814814814814814
2,{},2,3,accuracy,LogisticRegression,{},split_x_y_normalized_function,0.12962962962962962
3,{},3,3,accuracy,LogisticRegression,{},split_x_y_normalized_function,0.23842592592592593
4,{},4,3,accuracy,LogisticRegression,{},split_x_y_normalized_function,0.41435185185185186
5,{},5,3,accuracy,LogisticRegression,{},split_x_y_normalized_function,0.49074074074074076
6,{},0,3,hit@5,LogisticRegression,{},split_x_y_normalized_function,0.5648148148148148
7,{},1,3,hit@5,LogisticRegression,{},split_x_y_normalized_function,0.36342592592592593
8,{},2,3,hit@5,LogisticRegression,{},split_x_y_normalized_function,0.31712962962962965
9,{},3,3,hit@5,LogisticRegression,{},split_x_y_normalized_function,0.40046296296296297
10,{},4,3,hit@5,LogisticRegression,{},split_x_y_normalized_function,0.5925925925925926
11,{},5,3,hit@5,LogisticRegression,{},split_x_y_normalized_function,0.7222222222222222
12,{},0,3,mrr,LogisticRegression,{},split_x_y_normalized_function,0.4547818811218399
13,{},1,3,mrr,LogisticRegression,{},split_x_y_normalized_function,0.266203536283712
14,{},2,3,mrr,LogisticRegression,{},split_x_y_normalized_function,0.23087175025357282
15,{},3,3,mrr,LogisticRegression,{},split_x_y_normalized_function,0.3314956401029772
16,{},4,3,mrr,LogisticRegression,{},split_x_y_normalized_function,0.5056211014276302
17,{},5,3,mrr,LogisticRegression,{},split_x_y_normalized_function,0.5920299222460931
18,{},0,3,mdcg,LogisticRegression,{},split_x_y_normalized_function,0.5648428875567357
19,{},1,3,mdcg,LogisticRegression,{},split_x_y_normalized_function,0.40754955983302965
20,{},2,3,mdcg,LogisticRegression,{},split_x_y_normalized_function,0.3769766002688894
21,{},3,3,mdcg,LogisticRegression,{},split_x_y_normalized_function,0.46053671132040663
22,{},4,3,mdcg,LogisticRegression,{},split_x_y_normalized_function,0.6062876408672982
23,{},5,3,mdcg,LogisticRegression,{},split_x_y_normalized_function,0.6786908227065351
24,{},0,3,map@5,LogisticRegression,{},split_x_y_normalized_function,0.35721701138367806
25,{},1,3,map@5,LogisticRegression,{},split_x_y_normalized_function,0.17402437069103735
26,{},2,3,map@5,LogisticRegression,{},split_x_y_normalized_function,0.11977858946608945
27,{},3,3,map@5,LogisticRegression,{},split_x_y_normalized_function,0.2472751322751323
28,{},4,3,map@5,LogisticRegression,{},split_x_y_normalized_function,0.42706559644059644
29,{},5,3,map@5,LogisticRegression,{},split_x_y_normalized_function,0.5812303090428089
