,column,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_kneighborsclassifier__algorithm,param_kneighborsclassifier__metric,param_kneighborsclassifier__n_neighbors,params,split0_test_accuracy,split1_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_train_accuracy,split1_train_accuracy,mean_train_accuracy,std_train_accuracy,split0_test_hit@5,split1_test_hit@5,mean_test_hit@5,std_test_hit@5,rank_test_hit@5,split0_train_hit@5,split1_train_hit@5,mean_train_hit@5,std_train_hit@5,split0_test_mdcg,split1_test_mdcg,mean_test_mdcg,std_test_mdcg,rank_test_mdcg,split0_train_mdcg,split1_train_mdcg,mean_train_mdcg,std_train_mdcg,split0_test_map@5,split1_test_map@5,mean_test_map@5,std_test_map@5,rank_test_map@5,split0_train_map@5,split1_train_map@5,mean_train_map@5,std_train_map@5,params_str
0,0,0.009992241859436035,0.002077460289001465,0.8854235410690308,0.0010973215103149414,brute,hamming,1,"{'kneighborsclassifier__algorithm': 'brute', 'kneighborsclassifier__metric': 'hamming', 'kneighborsclassifier__n_neighbors': 1}",0.3217097862767154,0.32261904761904764,0.32215153267784846,0.00045444806386501395,10,0.9607142857142857,0.9628796400449944,0.9617969628796401,0.0010826771653543177,0.33070866141732286,0.3380952380952381,0.3342972816657027,0.0036918048899549404,10,0.9619047619047619,0.9628796400449944,0.9623922009748782,0.00048743907011622456,0.4464244303556308,0.4465375291556335,0.44647937714105723,5.6526686326348415e-05,10,0.9675583147603223,0.9687325413360073,0.9681454280481647,0.0005871132878425,0.08144135392166886,0.0857437899402185,0.08353160623837314,0.002150353949413379,10,0.13098356009070292,0.12904279822165082,0.13001317915617688,0.0009703809345260467,"{'kneighborsclassifier__algorithm': 'brute', 'kneighborsclassifier__metric': 'hamming', 'kneighborsclassifier__n_neighbors': 1}"
1,0,0.02290487289428711,0.006365537643432617,1.0988832712173462,0.0065833330154418945,brute,hamming,5,"{'kneighborsclassifier__algorithm': 'brute', 'kneighborsclassifier__metric': 'hamming', 'kneighborsclassifier__n_neighbors': 5}",0.34870641169853767,0.3476190476190476,0.3481781376518219,0.0005434636640035179,9,0.5392857142857143,0.5511811023622047,0.5452334083239595,0.005947694038245244,0.515185601799775,0.525,0.5199537304800462,0.004905228070790402,9,0.9857142857142858,0.9876265466816648,0.9866704161979754,0.0009561304836895324,0.5274954130986502,0.5268410997143637,0.5271775280536527,0.0003270252861375384,9,0.7758367039217925,0.7754322701532761,0.7756344870375342,0.0002022168842581995,0.210327426604142,0.2097033085961657,0.21002421137759478,0.00031193366213130776,9,0.2538510874046588,0.23308771468501496,0.2434694010448369,0.01038168635982191,"{'kneighborsclassifier__algorithm': 'brute', 'kneighborsclassifier__metric': 'hamming', 'kneighborsclassifier__n_neighbors': 5}"
2,0,0.014134764671325684,0.00204312801361084,0.960167407989502,0.04286336898803711,brute,hamming,10,"{'kneighborsclassifier__algorithm': 'brute', 'kneighborsclassifier__metric': 'hamming', 'kneighborsclassifier__n_neighbors': 10}",0.39032620922384703,0.3761904761904762,0.38345864661654133,0.00706502763204576,8,0.5333333333333333,0.49943757030371205,0.5163854518185227,0.016947881514810637,0.5230596175478065,0.5202380952380953,0.5216888374783112,0.0014101945074573758,8,0.8261904761904761,0.8110236220472441,0.8186070491188602,0.007583427071616022,0.5562263863635237,0.5529180548051988,0.5546190997764834,0.0016535013656777174,8,0.7360874315855026,0.7211679515740519,0.7286276915797772,0.007459740005725357,0.24317405129553607,0.24402110389610387,0.24358557482617632,0.00042335618638807105,8,0.27450018037518037,0.2496627369630744,0.26208145866912735,0.012418721706052988,"{'kneighborsclassifier__algorithm': 'brute', 'kneighborsclassifier__metric': 'hamming', 'kneighborsclassifier__n_neighbors': 10}"
3,0,0.013337492942810059,0.0009402036666870117,0.8398046493530273,0.03644084930419922,brute,hamming,15,"{'kneighborsclassifier__algorithm': 'brute', 'kneighborsclassifier__metric': 'hamming', 'kneighborsclassifier__n_neighbors': 15}",0.39932508436445446,0.40595238095238095,0.4025448235974552,0.003312317331469716,7,0.49166666666666664,0.4780652418447694,0.484865954255718,0.006800712410948623,0.5230596175478065,0.5476190476190477,0.5349913244650086,0.012274782755941597,7,0.7702380952380953,0.749156355455568,0.7596972253468317,0.010540869891263627,0.5607112221047154,0.5728647734282052,0.5666157814521599,0.006074334859411697,7,0.7122676336407857,0.6930055404019468,0.7026365870213662,0.009631046619419437,0.25500121738029496,0.2533029272314986,0.25417613714606196,0.0008488040061418851,7,0.27708676046176045,0.2634369080488315,0.270261834255296,0.006824926206464466,"{'kneighborsclassifier__algorithm': 'brute', 'kneighborsclassifier__metric': 'hamming', 'kneighborsclassifier__n_neighbors': 15}"
4,0,0.016381382942199707,0.0011273622512817383,1.0624974966049194,0.014638781547546387,brute,hamming,20,"{'kneighborsclassifier__algorithm': 'brute', 'kneighborsclassifier__metric': 'hamming', 'kneighborsclassifier__n_neighbors': 20}",0.40832395950506184,0.41309523809523807,0.410641989589358,0.0023846810773947547,6,0.4845238095238095,0.45219347581552305,0.4683586426696663,0.016165166854143237,0.5343082114735658,0.5488095238095239,0.5413533834586466,0.0072477438639090425,6,0.7464285714285714,0.7367829021372329,0.7416057367829021,0.004822834645669294,0.5709879924597089,0.5855615338143401,0.5780682554660075,0.0072838438674643095,6,0.7013572154678339,0.6830735804398704,0.6922153979538521,0.009141817513981743,0.26727457769077567,0.2676958359101216,0.2674792375544255,0.00021054450822459658,6,0.2861670016491445,0.2684160908457871,0.27729154624746577,0.008875455401678695,"{'kneighborsclassifier__algorithm': 'brute', 'kneighborsclassifier__metric': 'hamming', 'kneighborsclassifier__n_neighbors': 20}"
5,0,0.02249431610107422,0.00979304313659668,0.8503047227859497,0.017932772636413574,brute,hamming,25,"{'kneighborsclassifier__algorithm': 'brute', 'kneighborsclassifier__metric': 'hamming', 'kneighborsclassifier__n_neighbors': 25}",0.4094488188976378,0.41785714285714287,0.41353383458646614,0.0042024733328548105,5,0.46785714285714286,0.44881889763779526,0.45833802024746906,0.009519122609673802,0.547806524184477,0.569047619047619,0.558126084441874,0.01061628157441356,5,0.7333333333333333,0.7154105736782902,0.7243719535058117,0.008961379827521543,0.5787165498166496,0.5864596147163073,0.5824783627233658,0.00386997740716105,5,0.6882866967607247,0.6685161753735392,0.678401436067132,0.009885260693592746,0.2747923149216738,0.2833282828282828,0.2789393438641559,0.0042662696716243625,5,0.2893806431663575,0.2742834012631538,0.2818320222147557,0.007548620951601831,"{'kneighborsclassifier__algorithm': 'brute', 'kneighborsclassifier__metric': 'hamming', 'kneighborsclassifier__n_neighbors': 25}"
6,0,0.021538138389587402,0.00930488109588623,0.9024251699447632,0.06005203723907471,brute,hamming,40,"{'kneighborsclassifier__algorithm': 'brute', 'kneighborsclassifier__metric': 'hamming', 'kneighborsclassifier__n_neighbors': 40}",0.4161979752530934,0.4297619047619048,0.42278773857721225,0.006779240705285287,4,0.4511904761904762,0.43869516310461193,0.44494281964754406,0.006247656542932134,0.5658042744656918,0.5833333333333334,0.5743204164256795,0.008761009066263637,4,0.7,0.6985376827896513,0.6992688413948256,0.0007311586051743091,0.5845843448946874,0.6016077695991648,0.5928548346296562,0.008508293531382837,4,0.6627744967633402,0.6558854411810993,0.6593299689722197,0.0034445277911204775,0.29419852550898673,0.3023161719233147,0.29814232133781005,0.004057192937148184,4,0.3122876984126984,0.2982599253015451,0.30527381185712177,0.007013886555576637,"{'kneighborsclassifier__algorithm': 'brute', 'kneighborsclassifier__metric': 'hamming', 'kneighborsclassifier__n_neighbors': 40}"
7,0,0.022147417068481445,0.009232521057128906,0.9434174299240112,0.0593489408493042,brute,hamming,60,"{'kneighborsclassifier__algorithm': 'brute', 'kneighborsclassifier__metric': 'hamming', 'kneighborsclassifier__n_neighbors': 60}",0.4263217097862767,0.4369047619047619,0.43146327356853675,0.005289400660861846,2,0.44642857142857145,0.4330708661417323,0.4397497187851519,0.0066788526434195805,0.5748031496062992,0.6,0.5870445344129555,0.012593364903805691,3,0.6773809523809524,0.6602924634420697,0.6688367079115111,0.008544244469441353,0.5924638134527761,0.6084351573351754,0.6002231708045491,0.007982464410135252,3,0.6507218912664671,0.6395103095527627,0.6451161004096149,0.0056057908568522,0.3098986165690328,0.31630916305916296,0.31301305211079644,0.00320398581257611,3,0.32349247577819007,0.3060728772539796,0.3147826765160848,0.008709799262105244,"{'kneighborsclassifier__algorithm': 'brute', 'kneighborsclassifier__metric': 'hamming', 'kneighborsclassifier__n_neighbors': 60}"
8,0,0.022637605667114258,0.008790731430053711,1.0438462495803833,0.05121147632598877,brute,hamming,80,"{'kneighborsclassifier__algorithm': 'brute', 'kneighborsclassifier__metric': 'hamming', 'kneighborsclassifier__n_neighbors': 80}",0.42857142857142855,0.4357142857142857,0.43204164256795835,0.0035699940687127884,1,0.45357142857142857,0.42744656917885265,0.4405089988751406,0.013062429696287958,0.5748031496062992,0.6166666666666667,0.5951417004048583,0.020923351064135523,2,0.6630952380952381,0.6287964004499438,0.6459458192725909,0.017149418822647144,0.5957130412881975,0.6114983743324492,0.603382029002004,0.007889496347688846,2,0.6472422108175452,0.627804797992906,0.6375235044052256,0.009718706412319589,0.31507832624818,0.3262006802721088,0.3204818990533276,0.005558943305376928,2,0.33330179344465055,0.3130160840284575,0.323158938736554,0.010142854708096533,"{'kneighborsclassifier__algorithm': 'brute', 'kneighborsclassifier__metric': 'hamming', 'kneighborsclassifier__n_neighbors': 80}"
9,0,0.013720989227294922,0.0016326904296875,0.9184103012084961,0.023562192916870117,brute,hamming,100,"{'kneighborsclassifier__algorithm': 'brute', 'kneighborsclassifier__metric': 'hamming', 'kneighborsclassifier__n_neighbors': 100}",0.42744656917885265,0.43214285714285716,0.42972816657027185,0.0023472008247048598,3,0.4511904761904762,0.4184476940382452,0.43481908511436074,0.016371391076115488,0.5849268841394826,0.6214285714285714,0.6026604973973395,0.0182435129968078,1,0.6571428571428571,0.6287964004499438,0.6429696287964004,0.014173228346456679,0.597562715623976,0.6132825448214022,0.6051998796065313,0.00785675757943852,1,0.6422578970281206,0.6183650318370916,0.6303114644326061,0.011946432595514533,0.32321480918781254,0.33581519274376415,0.3293364530206635,0.0062976612381554515,1,0.34074433106575963,0.3208365350435091,0.3307904330546344,0.009953898011125256,"{'kneighborsclassifier__algorithm': 'brute', 'kneighborsclassifier__metric': 'hamming', 'kneighborsclassifier__n_neighbors': 100}"
