,column,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_mlpclassifier__hidden_layer_sizes,param_mlpclassifier__max_iter,params,split0_test_accuracy,split1_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_train_accuracy,split1_train_accuracy,mean_train_accuracy,std_train_accuracy,split0_test_hit@5,split1_test_hit@5,mean_test_hit@5,std_test_hit@5,rank_test_hit@5,split0_train_hit@5,split1_train_hit@5,mean_train_hit@5,std_train_hit@5,split0_test_mdcg,split1_test_mdcg,mean_test_mdcg,std_test_mdcg,rank_test_mdcg,split0_train_mdcg,split1_train_mdcg,mean_train_mdcg,std_train_mdcg,split0_test_map@5,split1_test_map@5,mean_test_map@5,std_test_map@5,rank_test_map@5,split0_train_map@5,split1_train_map@5,mean_train_map@5,std_train_map@5,params_str
0,0,76.8635003566742,3.7404537200927734,0.9679453372955322,0.17183399200439453,20,800,"{'mlpclassifier__hidden_layer_sizes': 20, 'mlpclassifier__max_iter': 800}",0.33970753655793023,0.34285714285714286,0.34123770965876227,0.001574170612975725,4,0.9607142857142857,0.9628796400449944,0.9617969628796401,0.0010826771653543177,0.5635545556805399,0.544047619047619,0.5540775014459225,0.009749550730959702,4,0.9857142857142858,0.9876265466816648,0.9866704161979754,0.0009561304836895324,0.553574127751762,0.5535739926583352,0.5535740621193279,6.751958252500196e-08,4,0.979123071277114,0.9806071832463621,0.979865127261738,0.0007420559846240682,0.2638118611796902,0.24247113997113992,0.253443899458937,0.01066607473912083,4,0.30246181199752625,0.2824207120213869,0.2924412620094566,0.010020549988069671,"{'mlpclassifier__hidden_layer_sizes': 20, 'mlpclassifier__max_iter': 800}"
1,0,69.92206418514252,9.403403639793396,1.100015640258789,0.1205911636352539,40,800,"{'mlpclassifier__hidden_layer_sizes': 40, 'mlpclassifier__max_iter': 800}",0.36332958380202474,0.3535714285714286,0.3585887796414112,0.004877117881272946,3,0.9607142857142857,0.9628796400449944,0.9617969628796401,0.0010826771653543177,0.5703037120359955,0.5678571428571428,0.5691150954308849,0.0012227932440079291,3,0.9857142857142858,0.9876265466816648,0.9866704161979754,0.0009561304836895324,0.570006617171984,0.5603676650320105,0.5653237254440616,0.004817540275563615,3,0.9791752424090648,0.9806071832463621,0.9798912128277135,0.000715970418648626,0.2728197449344806,0.2638336167800453,0.2684540146570221,0.004491259389683754,3,0.3085520511234797,0.28782174143816436,0.29818689628082207,0.010365154842657681,"{'mlpclassifier__hidden_layer_sizes': 40, 'mlpclassifier__max_iter': 800}"
2,0,58.43394613265991,2.675053119659424,1.0524840354919434,0.5119576454162598,80,800,"{'mlpclassifier__hidden_layer_sizes': 80, 'mlpclassifier__max_iter': 800}",0.37232845894263217,0.4,0.3857721226142279,0.013830213242572335,1,0.9607142857142857,0.9628796400449944,0.9617969628796401,0.0010826771653543177,0.5793025871766029,0.5654761904761905,0.5725853094274147,0.006910421589699905,2,0.9857142857142858,0.9876265466816648,0.9866704161979754,0.0009561304836895324,0.5743147190358289,0.5868066732314943,0.5803836846369618,0.006243468333921998,1,0.979175242409065,0.9806071832463621,0.9798912128277135,0.0007159704186485705,0.2780009154699818,0.26784013605442175,0.2730645044178878,0.005078349114586746,2,0.316885384456813,0.292756879416047,0.30482113193643,0.012064252520383012,"{'mlpclassifier__hidden_layer_sizes': 80, 'mlpclassifier__max_iter': 800}"
3,0,55.53700542449951,1.9127922058105469,0.6725386381149292,0.36749374866485596,100,800,"{'mlpclassifier__hidden_layer_sizes': 100, 'mlpclassifier__max_iter': 800}",0.38020247469066365,0.37857142857142856,0.37941006362058993,0.0008151954960052768,2,0.9607142857142857,0.9628796400449944,0.9617969628796401,0.0010826771653543177,0.5748031496062992,0.5714285714285714,0.5731636784268364,0.0016866113710454099,1,0.9857142857142858,0.9876265466816648,0.9866704161979754,0.0009561304836895324,0.5787905575436366,0.5772928181994792,0.5780629108987019,0.0007485688805167662,2,0.979175242409065,0.9806071832463621,0.9798912128277135,0.0007159704186485705,0.2839712893031228,0.27070938981653264,0.2775282612124717,0.006628286350978868,1,0.3282257008864151,0.2912921274451083,0.30975891416576173,0.01846678672065341,"{'mlpclassifier__hidden_layer_sizes': 100, 'mlpclassifier__max_iter': 800}"
0,1,81.70412242412567,5.787253260612488,1.0729604959487915,0.07669126987457275,20,800,"{'mlpclassifier__hidden_layer_sizes': 20, 'mlpclassifier__max_iter': 800}",0.15401785714285715,0.11284513805522209,0.1341816078658184,0.02057268902829672,4,0.9543817527010804,0.9430803571428571,0.9487310549219687,0.005650697779111646,0.33370535714285715,0.3133253301320528,0.32388663967611336,0.010183246755919993,3,0.9963985594237695,0.9966517857142857,0.9965251725690276,0.00012661314525808098,0.38758405855317507,0.3669050334255464,0.37762128936213124,0.010332646538440562,4,0.9810716024116118,0.9746584940256301,0.977865048218621,0.0032065541929908736,0.1430842706400742,0.132678915722133,0.1380711644245479,0.005199222584746663,3,0.18948969198068838,0.18650867733457016,0.18799918465762927,0.0014905073230591093,"{'mlpclassifier__hidden_layer_sizes': 20, 'mlpclassifier__max_iter': 800}"
1,1,84.21280562877655,11.915994048118591,1.165931224822998,0.08281302452087402,40,800,"{'mlpclassifier__hidden_layer_sizes': 40, 'mlpclassifier__max_iter': 800}",0.14397321428571427,0.14165666266506602,0.14285714285714285,0.0011575066492002914,3,0.9663865546218487,0.9508928571428571,0.9586397058823529,0.007746848739495826,0.33705357142857145,0.3097238895558223,0.32388663967611336,0.013655766703520896,3,1.0,0.9977678571428571,0.9988839285714286,0.0011160714285714524,0.3864448347621843,0.37843444060664827,0.3825855760394766,0.004002537398736409,3,0.9871227417038253,0.9788529449360522,0.9829878433199388,0.004134898383886532,0.13853396045918367,0.13294855604579495,0.13584301663249032,0.0027908476933317483,4,0.18861900604397605,0.17900169584879405,0.18381035094638504,0.004808655097591,"{'mlpclassifier__hidden_layer_sizes': 40, 'mlpclassifier__max_iter': 800}"
2,1,68.68823075294495,5.0433125495910645,0.8753514289855957,0.29596614837646484,80,800,"{'mlpclassifier__hidden_layer_sizes': 80, 'mlpclassifier__max_iter': 800}",0.15513392857142858,0.1524609843937575,0.15384615384615385,0.001335584595231115,1,0.9663865546218487,0.9508928571428571,0.9586397058823529,0.007746848739495826,0.328125,0.3397358943577431,0.33371891266628106,0.005801592031214426,2,1.0,0.9977678571428571,0.9988839285714286,0.0011160714285714524,0.39214459151812375,0.3921934654611777,0.3921681380736842,2.4420743985743502e-05,2,0.9871227417038253,0.9788529449360522,0.9829878433199388,0.004134898383886532,0.13768994955936922,0.14280314723291915,0.14015339297294185,0.002554901109500539,2,0.19011786532794936,0.18659639281849102,0.1883571290732202,0.0017607362547291672,"{'mlpclassifier__hidden_layer_sizes': 80, 'mlpclassifier__max_iter': 800}"
3,1,57.346105456352234,0.713924765586853,0.5956045389175415,0.32261788845062256,100,800,"{'mlpclassifier__hidden_layer_sizes': 100, 'mlpclassifier__max_iter': 800}",0.15401785714285715,0.1524609843937575,0.1532677848467322,0.0007779194484504088,2,0.9663865546218487,0.9508928571428571,0.9586397058823529,0.007746848739495826,0.33816964285714285,0.3397358943577431,0.33892423366107577,0.0007826057101880558,1,1.0,0.9977678571428571,0.9988839285714286,0.0011160714285714524,0.3930372025167202,0.3936302366306158,0.3933229153084351,0.00029632015272971883,1,0.9871227417038252,0.9788529449360522,0.9829878433199387,0.004134898383886476,0.13930706941867657,0.14133518342401896,0.1402841769759063,0.0010133836110516378,1,0.19445643192341872,0.18573914366883115,0.19009778779612493,0.0043586441272937815,"{'mlpclassifier__hidden_layer_sizes': 100, 'mlpclassifier__max_iter': 800}"
0,2,82.5383003950119,2.777065873146057,0.9466866254806519,0.15265095233917236,20,800,"{'mlpclassifier__hidden_layer_sizes': 20, 'mlpclassifier__max_iter': 800}",0.14093959731543623,0.13892215568862276,0.1399652978600347,0.0010081333490729407,4,0.9616766467065868,0.9541387024608501,0.9579076745837185,0.0037689721228683637,0.32662192393736017,0.31736526946107785,0.32215153267784846,0.004625631767658743,4,0.9988023952095808,0.9966442953020134,0.9977233452557971,0.0010790499537837173,0.38390155523442276,0.3803043345497188,0.3821643202594501,0.0017975628578424142,4,0.9840445270479392,0.9807030108733347,0.9823737689606369,0.001670758087302271,0.1233607164647433,0.11739108795396219,0.12047775532737938,0.0029830759429707626,4,0.17794895922440832,0.1644538384806841,0.1712013988525462,0.00674756037186211,"{'mlpclassifier__hidden_layer_sizes': 20, 'mlpclassifier__max_iter': 800}"
1,2,90.69634246826172,6.127627372741699,1.1399935483932495,0.11579334735870361,40,800,"{'mlpclassifier__hidden_layer_sizes': 40, 'mlpclassifier__max_iter': 800}",0.16778523489932887,0.14850299401197606,0.1584731058415269,0.009635505595322724,3,0.9664670658682635,0.9608501118568232,0.9636585888625433,0.0028084770057201225,0.34563758389261745,0.3449101796407186,0.3452862926547137,0.0003634903111199232,3,1.0,1.0,1.0,0.0,0.4011785235654605,0.38910288029618273,0.39534673517341484,0.0060343052951155884,3,0.9867569591499604,0.9844482210940427,0.9856025901220016,0.0011543690279588459,0.12692016037653622,0.1165556938071908,0.12191476443356143,0.005179215227363208,3,0.17471444124737534,0.16618669920683343,0.1704505702271044,0.004263871020270954,"{'mlpclassifier__hidden_layer_sizes': 40, 'mlpclassifier__max_iter': 800}"
