,column,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_mlpclassifier__hidden_layer_sizes,param_mlpclassifier__max_iter,params,split0_test_accuracy,split1_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_train_accuracy,split1_train_accuracy,mean_train_accuracy,std_train_accuracy,split0_test_hit@5,split1_test_hit@5,mean_test_hit@5,std_test_hit@5,rank_test_hit@5,split0_train_hit@5,split1_train_hit@5,mean_train_hit@5,std_train_hit@5,split0_test_mdcg,split1_test_mdcg,mean_test_mdcg,std_test_mdcg,rank_test_mdcg,split0_train_mdcg,split1_train_mdcg,mean_train_mdcg,std_train_mdcg,split0_test_map@5,split1_test_map@5,mean_test_map@5,std_test_map@5,rank_test_map@5,split0_train_map@5,split1_train_map@5,mean_train_map@5,std_train_map@5,params_str
0,0,78.14590215682983,3.2744996547698975,1.1816731691360474,0.07644712924957275,20,800,"{'mlpclassifier__hidden_layer_sizes': 20, 'mlpclassifier__max_iter': 800}",0.35011185682326623,0.36407185628742517,0.3568536726431463,0.006975934681732538,4,0.9640718562874252,0.9630872483221476,0.9635795523047864,0.0004923039826387754,0.5659955257270693,0.5664670658682635,0.5662232504337767,0.00023563276153629808,4,0.9892215568862276,0.9888143176733781,0.9890179372798029,0.00020361960642473198,0.5609126670520223,0.5682299445830991,0.5644464592662786,0.0036565080275220685,4,0.981483546503548,0.9810980434376616,0.9812907949706048,0.0001927515329431806,0.26568581306836336,0.2488221219897866,0.2575416938950773,0.008426934955054805,4,0.3054152474272234,0.2842224013868309,0.29481882440702717,0.010596423020196255,"{'mlpclassifier__hidden_layer_sizes': 20, 'mlpclassifier__max_iter': 800}"
1,0,79.38111972808838,11.377264499664307,1.2816420793533325,0.03319966793060303,40,800,"{'mlpclassifier__hidden_layer_sizes': 40, 'mlpclassifier__max_iter': 800}",0.3713646532438479,0.3772455089820359,0.3742047426257953,0.002938715406660177,3,0.9640718562874252,0.9630872483221476,0.9635795523047864,0.0004923039826387754,0.5771812080536913,0.5892215568862276,0.582995951417004,0.006016668354228182,3,0.9892215568862276,0.9888143176733781,0.9890179372798029,0.00020361960642473198,0.5740707349941909,0.5796076263103486,0.576744710846702,0.0027668333555838655,3,0.981483546503548,0.9810980434376616,0.9812907949706048,0.0001927515329431806,0.2771439708688031,0.26261375949399896,0.2701267779839208,0.007260874595492526,3,0.31918912823703244,0.2809844611019107,0.3000867946694716,0.01910233356756086,"{'mlpclassifier__hidden_layer_sizes': 40, 'mlpclassifier__max_iter': 800}"
2,0,54.12899672985077,5.488529562950134,1.226420283317566,0.19062888622283936,80,800,"{'mlpclassifier__hidden_layer_sizes': 80, 'mlpclassifier__max_iter': 800}",0.39932885906040266,0.4,0.39965297860034704,0.00033537503843664016,2,0.9640718562874252,0.9630872483221476,0.9635795523047864,0.0004923039826387754,0.5771812080536913,0.6023952095808384,0.589358010410642,0.01259965862964876,2,0.9892215568862276,0.9888143176733781,0.9890179372798029,0.00020361960642473198,0.5871977725737461,0.5963554094615279,0.5916203444657633,0.004576151806610348,2,0.981483546503548,0.9810980434376615,0.9812907949706047,0.0001927515329432361,0.28038246801669614,0.2770984265235762,0.278796479210013,0.0016410644575540034,2,0.3253280192861031,0.296260544079336,0.31079428168271955,0.014533737603383556,"{'mlpclassifier__hidden_layer_sizes': 80, 'mlpclassifier__max_iter': 800}"
3,0,54.0622593164444,1.7979503870010376,0.3870885372161865,0.1140897274017334,100,800,"{'mlpclassifier__hidden_layer_sizes': 100, 'mlpclassifier__max_iter': 800}",0.40939597315436244,0.40479041916167663,0.40717177559282824,0.0023014358925051966,1,0.9640718562874252,0.9630872483221476,0.9635795523047864,0.0004923039826387754,0.5917225950782998,0.6083832335329341,0.5997686524002314,0.008325467770531345,1,0.9892215568862276,0.9888143176733781,0.9890179372798029,0.00020361960642473198,0.5979092440390988,0.599780754627587,0.598813067834002,0.0009352103239676211,1,0.981483546503548,0.9810980434376616,0.9812907949706048,0.0001927515329431806,0.28332987109832747,0.27637234621665757,0.2799698171502683,0.0034767364601745177,1,0.31875208025507423,0.2920457208712242,0.3053989005631492,0.01335317969192501,"{'mlpclassifier__hidden_layer_sizes': 100, 'mlpclassifier__max_iter': 800}"
0,1,81.45298135280609,2.1908873319625854,1.1508264541625977,0.10445284843444824,20,800,"{'mlpclassifier__hidden_layer_sizes': 20, 'mlpclassifier__max_iter': 800}",0.1297539149888143,0.12215568862275449,0.12608444187391557,0.0037969006347554853,4,0.9748502994011976,0.9474272930648769,0.9611387962330373,0.013711503168160333,0.33109619686800895,0.2958083832335329,0.3140543666859456,0.017633631262469873,4,1.0,0.9944071588366891,0.9972035794183445,0.0027964205816554677,0.3781556376800559,0.36891942529355637,0.3736951186848407,0.004615416675355261,4,0.9903213675160851,0.9762916845477904,0.9833065260319378,0.007014841484147383,0.1321905052441965,0.13271397464810636,0.1324433085711281,0.0002615822714704222,4,0.1854482204422324,0.18385884249978207,0.18465353147100722,0.0007946889712251576,"{'mlpclassifier__hidden_layer_sizes': 20, 'mlpclassifier__max_iter': 800}"
1,1,87.85687565803528,6.8499205112457275,1.0616222620010376,0.046527743339538574,40,800,"{'mlpclassifier__hidden_layer_sizes': 40, 'mlpclassifier__max_iter': 800}",0.1487695749440716,0.118562874251497,0.1341816078658184,0.015094554374665286,3,0.9844311377245509,0.9530201342281879,0.9687256359763694,0.015705501748181527,0.3187919463087248,0.35449101796407184,0.3360323886639676,0.017839140517559766,3,1.0,0.9988814317673378,0.9994407158836689,0.0005592841163311046,0.3876213415974453,0.3794558545347412,0.38367791667126955,0.004080365800887089,3,0.9940971940633024,0.9798177246333631,0.9869574593483328,0.007139734714969648,0.1315168221040704,0.13578920081914092,0.13358011662522937,0.0021349452719160254,3,0.1885466469658086,0.18270674143157364,0.18562669419869113,0.002919952767117484,"{'mlpclassifier__hidden_layer_sizes': 40, 'mlpclassifier__max_iter': 800}"
2,1,68.84869265556335,2.4242777824401855,0.9893567562103271,0.3825662136077881,80,800,"{'mlpclassifier__hidden_layer_sizes': 80, 'mlpclassifier__max_iter': 800}",0.15324384787472037,0.14491017964071856,0.1492192018507808,0.004164407413401609,2,0.9844311377245509,0.9530201342281879,0.9687256359763694,0.015705501748181527,0.3389261744966443,0.3712574850299401,0.3545401966454598,0.01615624062408738,2,1.0,0.9988814317673378,0.9994407158836689,0.0005592841163311046,0.3972308842141304,0.40161930435399235,0.39935021956218403,0.00219293219389253,2,0.9940971940633024,0.9798177246333631,0.9869574593483328,0.007139734714969648,0.13617415768422478,0.14425445213469165,0.14007643985087592,0.004037794302237738,1,0.18716569458485624,0.18553519373989172,0.18635044416237398,0.000815250422482261,"{'mlpclassifier__hidden_layer_sizes': 80, 'mlpclassifier__max_iter': 800}"
3,1,63.72029447555542,0.8927323818206787,0.6353436708450317,0.3034859895706177,100,800,"{'mlpclassifier__hidden_layer_sizes': 100, 'mlpclassifier__max_iter': 800}",0.17225950782997762,0.14850299401197606,0.1607865818392134,0.011871339184900171,1,0.9844311377245509,0.9530201342281879,0.9687256359763694,0.015705501748181527,0.36129753914988816,0.3712574850299401,0.36610757663389243,0.0049770726762001,1,1.0,0.9988814317673378,0.9994407158836689,0.0005592841163311046,0.4097825219797177,0.40186826193505587,0.405960424155951,0.003954825447347026,1,0.9940971940633024,0.9798177246333633,0.9869574593483328,0.007139734714969592,0.13695621120117762,0.14105840267516911,0.13893731581701504,0.0020499012086637536,2,0.18665380926458772,0.18285435854227802,0.18475408390343287,0.001899725361154847,"{'mlpclassifier__hidden_layer_sizes': 100, 'mlpclassifier__max_iter': 800}"
0,2,80.5854594707489,2.4775900840759277,1.1905916929244995,0.1260889768600464,20,800,"{'mlpclassifier__hidden_layer_sizes': 20, 'mlpclassifier__max_iter': 800}",0.16983240223463686,0.13309352517985612,0.15211104684788895,0.018358002616145053,4,0.9592326139088729,0.9564245810055866,0.9578285974572298,0.0014040164516431752,0.33631284916201115,0.3381294964028777,0.33718912666281087,0.0009077581427084236,4,0.9976019184652278,0.9988826815642458,0.9982423000147368,0.0006403815495089615,0.40069872875990165,0.3816942349607879,0.3915317259672696,0.009496331266805632,4,0.9827315048252981,0.9821710662440574,0.9824512855346778,0.0002802192906203871,0.1274558997799221,0.11908060564535382,0.12341599503253636,0.004185040043660819,4,0.17579196383153217,0.16279419091150935,0.16929307737152077,0.006498886460011413,"{'mlpclassifier__hidden_layer_sizes': 20, 'mlpclassifier__max_iter': 800}"
1,2,80.74323427677155,16.221033692359924,1.0574250221252441,0.07744812965393066,40,800,"{'mlpclassifier__hidden_layer_sizes': 40, 'mlpclassifier__max_iter': 800}",0.19217877094972066,0.17266187050359713,0.1827646038172354,0.009752375090690334,3,0.9640287769784173,0.9608938547486033,0.9624613158635102,0.001567461114906965,0.3675977653631285,0.3669064748201439,0.3672643146327357,0.000345430089703203,3,1.0,1.0,1.0,0.0,0.420091436344754,0.4091284232908259,0.4148033201579547,0.005478094009916268,3,0.9855420394367109,0.9843193071558691,0.98493067329629,0.0006113661404208992,0.12932825461317082,0.12145545900941583,0.12553073492923117,0.003933947193720835,2,0.17869701641284377,0.1682221335461559,0.17345957497949982,0.0052374414333439395,"{'mlpclassifier__hidden_layer_sizes': 40, 'mlpclassifier__max_iter': 800}"
2,2,64.6122567653656,7.922977685928345,0.9637047052383423,0.335638165473938,80,800,"{'mlpclassifier__hidden_layer_sizes': 80, 'mlpclassifier__max_iter': 800}",0.18547486033519553,0.19784172661870503,0.19144013880855987,0.006179583639632242,2,0.9640287769784173,0.9608938547486033,0.9624613158635102,0.001567461114906965,0.3754189944134078,0.40047961630695444,0.3875072296124928,0.012522510189899345,1,1.0,1.0,1.0,0.0,0.42169070256861374,0.43089649282657666,0.42613120521473347,0.0046000295922864745,1,0.9855420394367109,0.9843193071558691,0.98493067329629,0.0006113661404208992,0.1278917990761566,0.12521279080631598,0.12659955332887665,0.001338670225360324,1,0.1734369128074164,0.16665479213523907,0.17004585247132775,0.003391060336088672,"{'mlpclassifier__hidden_layer_sizes': 80, 'mlpclassifier__max_iter': 800}"
3,2,60.027411699295044,2.339766025543213,0.6094613075256348,0.2765657901763916,100,800,"{'mlpclassifier__hidden_layer_sizes': 100, 'mlpclassifier__max_iter': 800}",0.1888268156424581,0.19784172661870503,0.19317524580682474,0.0045046493674667275,1,0.9628297362110312,0.9608938547486033,0.9618617954798172,0.0009679407312139232,0.3776536312849162,0.38968824940047964,0.38345864661654133,0.006013562976364056,2,1.0,1.0,1.0,0.0,0.4201864680474295,0.43102502176562324,0.42541455006071666,0.005415903083187396,2,0.9850995091652139,0.9843193071558691,0.9847094081605415,0.00039010100467240516,0.12475610051029044,0.12408161782262501,0.1244307572127121,0.0003370313939166855,3,0.17208905602790492,0.16676446830636774,0.1694267621671363,0.0026622938607685914,"{'mlpclassifier__hidden_layer_sizes': 100, 'mlpclassifier__max_iter': 800}"
0,3,79.19717538356781,3.569670796394348,1.118409514427185,0.01622927188873291,20,800,"{'mlpclassifier__hidden_layer_sizes': 20, 'mlpclassifier__max_iter': 800}",0.1415830546265329,0.1502403846153846,0.145748987854251,0.00432560504508583,4,0.9567307692307693,0.9531772575250836,0.9549540133779264,0.0017767558528428151,0.36454849498327757,0.3701923076923077,0.3672643146327357,0.002819911538446319,4,1.0,0.9955406911928651,0.9977703455964326,0.002229654403567427,0.4027830796001753,0.41018675309115665,0.40634574955072267,0.0036992199033647993,4,0.9826050315097928,0.9800591568305325,0.9813320941701626,0.0012729373396301868,0.21739528587354676,0.23619175095737596,0.22644020140260743,0.009391588896471703,4,0.31160758512321013,0.29953305148957327,0.3055703183063917,0.006037266816818432,"{'mlpclassifier__hidden_layer_sizes': 20, 'mlpclassifier__max_iter': 800}"
1,3,84.19311356544495,7.088290214538574,1.0749832391738892,0.11960995197296143,40,800,"{'mlpclassifier__hidden_layer_sizes': 40, 'mlpclassifier__max_iter': 800}",0.18283166109253066,0.18269230769230768,0.1827646038172354,6.962744539374038e-05,2,0.9651442307692307,0.9576365663322185,0.9613903985507246,0.0037538322185061146,0.4124860646599777,0.4170673076923077,0.41469057258530945,0.0022890022673190623,2,1.0,0.9966555183946488,0.9983277591973244,0.0016722408026755842,0.4321415598010382,0.4353764422009118,0.433698194940827,0.0016162978247533217,3,0.9858675573253831,0.9824419480152494,0.9841547526703163,0.0017128046550668463,0.235134068829721,0.2561151868964369,0.2452302459445317,0.010483143218266712,1,0.30821951486013976,0.30011382337469295,0.30416666911741636,0.00405284574272341,"{'mlpclassifier__hidden_layer_sizes': 40, 'mlpclassifier__max_iter': 800}"
2,3,63.54104018211365,6.585102319717407,0.747491717338562,0.20970189571380615,80,800,"{'mlpclassifier__hidden_layer_sizes': 80, 'mlpclassifier__max_iter': 800}",0.17725752508361203,0.18509615384615385,0.18102949681897051,0.003916543803397647,3,0.9651442307692307,0.9576365663322185,0.9613903985507246,0.0037538322185061146,0.4080267558528428,0.4230769230769231,0.41526894158473104,0.007519764102523461,1,1.0,0.9966555183946488,0.9983277591973244,0.0016722408026755842,0.4314811983980783,0.43624607586314157,0.43377407176472527,0.002380754577754894,2,0.9858675573253832,0.9824419480152494,0.9841547526703163,0.0017128046550669018,0.23507844812192638,0.25266160922410924,0.24353951812598432,0.008785365750190977,2,0.305387321012321,0.29547672134628655,0.3004320211793038,0.004955299833017235,"{'mlpclassifier__hidden_layer_sizes': 80, 'mlpclassifier__max_iter': 800}"
3,3,60.28683590888977,0.6516168117523193,0.6012523174285889,0.30504846572875977,100,800,"{'mlpclassifier__hidden_layer_sizes': 100, 'mlpclassifier__max_iter': 800}",0.19620958751393533,0.19471153846153846,0.19548872180451127,0.0007484950379826535,1,0.9651442307692307,0.9576365663322185,0.9613903985507246,0.0037538322185061146,0.4080267558528428,0.4098557692307692,0.4089068825910931,0.000913860220792773,3,1.0,0.9966555183946488,0.9983277591973244,0.0016722408026755842,0.44104494779977094,0.43910787617801295,0.44011282310960165,0.0009678511493218852,1,0.9858675573253831,0.9824419480152494,0.9841547526703163,0.0017128046550668463,0.2323354182049834,0.24202615093240093,0.23699862793847756,0.004841941156254289,3,0.30836278305028303,0.2965952887692018,0.30247903590974246,0.005883747140540602,"{'mlpclassifier__hidden_layer_sizes': 100, 'mlpclassifier__max_iter': 800}"
0,4,69.64341247081757,6.074326157569885,0.9494214057922363,0.008807182312011719,20,800,"{'mlpclassifier__hidden_layer_sizes': 20, 'mlpclassifier__max_iter': 800}",0.3303370786516854,0.3110846245530393,0.3209947946790052,0.009622038429269808,4,0.9690107270560191,0.9707865168539326,0.9698986219549759,0.0008878948989567426,0.5404494382022472,0.5566150178784267,0.5482938114517062,0.008079272807437097,4,1.0,1.0,1.0,0.0,0.5493241769328078,0.5463204574065348,0.5478666172552236,0.0015012062651576096,4,0.9876998824589678,0.9880326049820274,0.9878662437204976,0.00016636126152980157,0.3911972128994601,0.3922569385322663,0.39171144644828854,0.0005296322594043055,4,0.45542131686351,0.4425785787246461,0.44899994779407804,0.0064213690694319425,"{'mlpclassifier__hidden_layer_sizes': 20, 'mlpclassifier__max_iter': 800}"
1,4,68.77552568912506,6.52043092250824,1.1497470140457153,0.030790209770202637,40,800,"{'mlpclassifier__hidden_layer_sizes': 40, 'mlpclassifier__max_iter': 800}",0.3550561797752809,0.3575685339690107,0.3562753036437247,0.0012556305017605723,3,0.9737783075089392,0.9719101123595506,0.9728442099342449,0.0009340975746943148,0.5516853932584269,0.5792610250297974,0.5650665124349334,0.013781816450827416,3,1.0,1.0,1.0,0.0,0.566099553530012,0.5735523671731276,0.5697160432041438,0.0037247853656894817,3,0.9896981353567179,0.988447290652172,0.989072713004445,0.0006254223522729752,0.3998642200496133,0.39603604579766677,0.39800659240508857,0.001913254257220185,3,0.45897687929869097,0.4397169366214311,0.44934690796006105,0.009629971338629945,"{'mlpclassifier__hidden_layer_sizes': 40, 'mlpclassifier__max_iter': 800}"
2,4,59.05310070514679,2.7649935483932495,1.1898218393325806,0.20936524868011475,80,800,"{'mlpclassifier__hidden_layer_sizes': 80, 'mlpclassifier__max_iter': 800}",0.3842696629213483,0.3909415971394517,0.3875072296124928,0.003334515543588076,1,0.9737783075089392,0.9719101123595506,0.9728442099342449,0.0009340975746943148,0.5808988764044943,0.6078665077473182,0.5939849624060151,0.013477948514900267,2,1.0,1.0,1.0,0.0,0.5887741052105064,0.5954920193840515,0.5920339837481607,0.0033574955177757162,1,0.9896981353567179,0.988447290652172,0.989072713004445,0.0006254223522729752,0.40708441558441555,0.41615404857359567,0.41148546941780023,0.004532843278790184,1,0.4608760429082241,0.4363403862055548,0.4486082145568895,0.012267828351334636,"{'mlpclassifier__hidden_layer_sizes': 80, 'mlpclassifier__max_iter': 800}"
3,4,54.734917879104614,1.8570213317871094,0.4134526252746582,0.10034680366516113,100,800,"{'mlpclassifier__hidden_layer_sizes': 100, 'mlpclassifier__max_iter': 800}",0.36966292134831463,0.39451728247914186,0.3817235396182765,0.012421773178131494,2,0.9725864123957092,0.9719101123595506,0.9722482623776298,0.00033815001807929734,0.5955056179775281,0.6066746126340882,0.6009253903990746,0.005582067369234134,1,1.0,1.0,1.0,0.0,0.5837370678002212,0.597947605330113,0.5906327537386707,0.007102177078963475,2,0.9892582423335611,0.988447290652172,0.9888527664928666,0.000405475840694558,0.40804372780777276,0.415057995242739,0.4114474122368859,0.0035056076730066,2,0.4618661930044528,0.43629045673427697,0.4490783248693649,0.01278786813508792,"{'mlpclassifier__hidden_layer_sizes': 100, 'mlpclassifier__max_iter': 800}"
0,5,59.44639074802399,6.580809473991394,1.1736268997192383,0.05147147178649902,20,800,"{'mlpclassifier__hidden_layer_sizes': 20, 'mlpclassifier__max_iter': 800}",0.4581447963800905,0.5017751479289941,0.4794679005205321,0.021809625388282863,4,0.9822485207100592,0.9739819004524887,0.9781152105812739,0.004133310128785261,0.667420814479638,0.6816568047337278,0.6743782533256217,0.007116184111533864,4,1.0,1.0,1.0,0.0,0.6492975869113417,0.6713949799028278,0.6600970646891356,0.011045885400712307,4,0.9930565246798845,0.9901012724264714,0.9915788985531779,0.0014776261267065438,0.5413186078627256,0.5446530136530137,0.542948204677528,0.0016667787124564676,4,0.5975494761648608,0.5745187410628587,0.5860341086138597,0.011515367551001021,"{'mlpclassifier__hidden_layer_sizes': 20, 'mlpclassifier__max_iter': 800}"
1,5,47.13410139083862,6.5141072273254395,1.1254738569259644,0.08309543132781982,40,800,"{'mlpclassifier__hidden_layer_sizes': 40, 'mlpclassifier__max_iter': 800}",0.4807692307692308,0.5230769230769231,0.5014459224985541,0.021148464028287024,3,0.9822485207100592,0.9739819004524887,0.9781152105812739,0.004133310128785261,0.6742081447963801,0.7183431952662722,0.6957779063042221,0.022061910644070693,3,1.0,1.0,1.0,0.0,0.6620025200027901,0.6890273669621348,0.6752101519754022,0.013508985544119315,3,0.9930565246798845,0.9901012724264714,0.9915788985531779,0.0014776261267065438,0.5403722502987208,0.5605743999590154,0.5502454813357068,0.010098504836368236,3,0.5953690924460154,0.5779925956396545,0.586680844042835,0.008688248403180443,"{'mlpclassifier__hidden_layer_sizes': 40, 'mlpclassifier__max_iter': 800}"
2,5,39.04274821281433,1.923128366470337,0.9842255115509033,0.3926539421081543,80,800,"{'mlpclassifier__hidden_layer_sizes': 80, 'mlpclassifier__max_iter': 800}",0.497737556561086,0.514792899408284,0.5060728744939271,0.008525501747314366,2,0.9822485207100592,0.9739819004524887,0.9781152105812739,0.004133310128785261,0.6889140271493213,0.7289940828402367,0.708502024291498,0.02003492910618882,1,1.0,1.0,1.0,0.0,0.675863988160784,0.69507231510802,0.6852515163680799,0.009601719907879228,2,0.9930565246798845,0.9901012724264712,0.9915788985531778,0.0014776261267066548,0.5497457199663082,0.563395553164784,0.5564166910783451,0.006823180151038331,1,0.5945569558646482,0.5790123846741494,0.5867846702693988,0.007772285595249395,"{'mlpclassifier__hidden_layer_sizes': 80, 'mlpclassifier__max_iter': 800}"
