,column,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_svc__C,param_svc__gamma,param_svc__kernel,param_svc__probability,params,split0_test_accuracy,split1_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_train_accuracy,split1_train_accuracy,mean_train_accuracy,std_train_accuracy,split0_test_hit@5,split1_test_hit@5,mean_test_hit@5,std_test_hit@5,rank_test_hit@5,split0_train_hit@5,split1_train_hit@5,mean_train_hit@5,std_train_hit@5,split0_test_mdcg,split1_test_mdcg,mean_test_mdcg,std_test_mdcg,rank_test_mdcg,split0_train_mdcg,split1_train_mdcg,mean_train_mdcg,std_train_mdcg,split0_test_map@5,split1_test_map@5,mean_test_map@5,std_test_map@5,rank_test_map@5,split0_train_map@5,split1_train_map@5,mean_train_map@5,std_train_map@5,params_str
0,0,1.4804201126098633,0.07095170021057129,4.147263050079346,0.10036277770996094,0.002,2e-13,rbf,True,"{'svc__C': 0.002, 'svc__gamma': 2e-13, 'svc__kernel': 'rbf', 'svc__probability': True}",0.30303030303030304,0.3221957040572792,0.31231925968768076,0.009578197308377093,18,0.3221957040572792,0.30303030303030304,0.3126130035437911,0.009582700513488085,0.5802469135802469,0.6145584725536993,0.5968768074031232,0.01714771745935104,17,0.6145584725536993,0.5802469135802469,0.5974026930669731,0.017155779486726197,0.5547805506898802,0.5770311647731269,0.5655648274983016,0.011120078918354682,23,0.5772241108340016,0.554999185541823,0.5661116481879123,0.011112462646089281,0.3544800093284941,0.3711363378069821,0.36255288571078037,0.008324250579236083,24,0.3711363378069821,0.3544800093284941,0.3628081735677381,0.008328164239243985,"{'svc__C': 0.002, 'svc__gamma': 2e-13, 'svc__kernel': 'rbf', 'svc__probability': True}"
1,0,1.544523000717163,0.18120932579040527,3.9840167760849,0.32350218296051025,0.002,2e-10,rbf,True,"{'svc__C': 0.002, 'svc__gamma': 2e-10, 'svc__kernel': 'rbf', 'svc__probability': True}",0.30303030303030304,0.3221957040572792,0.31231925968768076,0.009578197308377093,18,0.3221957040572792,0.30303030303030304,0.3126130035437911,0.009582700513488085,0.5802469135802469,0.6145584725536993,0.5968768074031232,0.01714771745935104,17,0.6145584725536993,0.5802469135802469,0.5974026930669731,0.017155779486726197,0.5547545027061966,0.5769768589842738,0.5655250837131537,0.011105956655374906,24,0.5772068854388682,0.5549643431966348,0.5660856143177515,0.011121271121116716,0.3544800093284941,0.3711363378069821,0.36255288571078037,0.008324250579236083,24,0.3711363378069821,0.3544800093284941,0.3628081735677381,0.008328164239243985,"{'svc__C': 0.002, 'svc__gamma': 2e-10, 'svc__kernel': 'rbf', 'svc__probability': True}"
2,0,1.6477792263031006,0.14688658714294434,3.762052536010742,0.4318208694458008,0.002,2e-07,rbf,True,"{'svc__C': 0.002, 'svc__gamma': 2e-07, 'svc__kernel': 'rbf', 'svc__probability': True}",0.30303030303030304,0.3221957040572792,0.31231925968768076,0.009578197308377093,18,0.3221957040572792,0.30303030303030304,0.3126130035437911,0.009582700513488085,0.5813692480359147,0.6217183770883055,0.6009253903990746,0.020165083879068967,13,0.6467780429594272,0.6105499438832772,0.6286639934213523,0.018114049538074994,0.6013512788592887,0.6223995654918386,0.6115528197488647,0.010519197698293455,10,0.639269652854243,0.6140153544195237,0.6266425036368833,0.012627149217359634,0.3475108468037761,0.37159093492029055,0.35918182068558,0.012034386071986723,33,0.3641469071898666,0.35490756531160567,0.3595272362507361,0.00461967093913046,"{'svc__C': 0.002, 'svc__gamma': 2e-07, 'svc__kernel': 'rbf', 'svc__probability': True}"
3,0,1.5849248170852661,0.189336895942688,3.821621537208557,0.2737160921096802,0.002,0.0002,rbf,True,"{'svc__C': 0.002, 'svc__gamma': 0.0002, 'svc__kernel': 'rbf', 'svc__probability': True}",0.30303030303030304,0.3221957040572792,0.31231925968768076,0.009578197308377093,18,0.3221957040572792,0.30303030303030304,0.3126130035437911,0.009582700513488085,0.5869809203142536,0.6252983293556086,0.6055523423944477,0.01914970125734935,11,0.6682577565632458,0.632996632996633,0.6506271947799394,0.01763056178330641,0.5908577750791192,0.6114807846513418,0.6008531955658298,0.010306659093502068,11,0.6337257769928107,0.6076835729949973,0.620704674993904,0.013021101998906714,0.3388394770212952,0.34660798231203954,0.34260466350691915,0.0038824273158275043,36,0.3582570333405655,0.33661351368422077,0.3474352735123931,0.010821759828172378,"{'svc__C': 0.002, 'svc__gamma': 0.0002, 'svc__kernel': 'rbf', 'svc__probability': True}"
4,0,2.1470115184783936,0.16686344146728516,3.658188581466675,0.2774238586425781,0.002,0.2,rbf,True,"{'svc__C': 0.002, 'svc__gamma': 0.2, 'svc__kernel': 'rbf', 'svc__probability': True}",0.30303030303030304,0.3221957040572792,0.31231925968768076,0.009578197308377093,18,0.3221957040572792,0.30303030303030304,0.3126130035437911,0.009582700513488085,0.5802469135802469,0.6109785202863962,0.5951417004048583,0.015358582490427758,28,0.5405727923627685,0.510662177328844,0.5256174848458062,0.014955307516962224,0.503552466710032,0.5759996756061273,0.5386656888354964,0.03620658186443887,36,0.46228065345429653,0.5768198267107173,0.5195502400825069,0.057269586628210384,0.35495299313481127,0.3715341102811269,0.3629894165984391,0.008286662585206696,17,0.3679314281581584,0.3470512241219311,0.35749132614004475,0.010440102018113628,"{'svc__C': 0.002, 'svc__gamma': 0.2, 'svc__kernel': 'rbf', 'svc__probability': True}"
5,0,2.675139546394348,0.13418734073638916,4.1310765743255615,0.24108457565307617,0.002,200.0,rbf,True,"{'svc__C': 0.002, 'svc__gamma': 200.0, 'svc__kernel': 'rbf', 'svc__probability': True}",0.30303030303030304,0.3221957040572792,0.31231925968768076,0.009578197308377093,18,0.3221957040572792,0.30303030303030304,0.3126130035437911,0.009582700513488085,0.5802469135802469,0.6145584725536993,0.5968768074031232,0.01714771745935104,17,0.5047732696897375,0.5510662177328844,0.527919743711311,0.023146474021573493,0.5537374074531544,0.5766077686595866,0.564822059096295,0.01142980686084935,31,0.5427540696798119,0.5855467113426381,0.5641503905112251,0.02139632083141313,0.3544800093284941,0.3711363378069821,0.36255288571078037,0.008324250579236083,24,0.364908357354658,0.3544800093284941,0.35969418334157605,0.00521417401308194,"{'svc__C': 0.002, 'svc__gamma': 200.0, 'svc__kernel': 'rbf', 'svc__probability': True}"
6,0,1.5649223327636719,0.12177181243896484,3.7560932636260986,0.17424774169921875,2.0,2e-13,rbf,True,"{'svc__C': 2.0, 'svc__gamma': 2e-13, 'svc__kernel': 'rbf', 'svc__probability': True}",0.30303030303030304,0.3221957040572792,0.31231925968768076,0.009578197308377093,18,0.3221957040572792,0.30303030303030304,0.3126130035437911,0.009582700513488085,0.5802469135802469,0.6145584725536993,0.5968768074031232,0.01714771745935104,17,0.6145584725536993,0.5802469135802469,0.5974026930669731,0.017155779486726197,0.5547589870152007,0.5769473371473849,0.5655130861538764,0.011088961572694348,25,0.5772241108340016,0.5549281218918115,0.5660761163629066,0.011147994471095046,0.3544800093284941,0.3711363378069821,0.36255288571078037,0.008324250579236083,24,0.3711363378069821,0.3544800093284941,0.3628081735677381,0.008328164239243985,"{'svc__C': 2.0, 'svc__gamma': 2e-13, 'svc__kernel': 'rbf', 'svc__probability': True}"
7,0,1.8400887250900269,0.16542303562164307,3.68264901638031,0.14990127086639404,2.0,2e-10,rbf,True,"{'svc__C': 2.0, 'svc__gamma': 2e-10, 'svc__kernel': 'rbf', 'svc__probability': True}",0.30303030303030304,0.3221957040572792,0.31231925968768076,0.009578197308377093,18,0.3221957040572792,0.30303030303030304,0.3126130035437911,0.009582700513488085,0.5847362514029181,0.6062052505966588,0.5951417004048583,0.010729455126015749,28,0.6336515513126492,0.5768799102132436,0.6052657307629463,0.02838582054970279,0.5759276856916342,0.5925293483327135,0.5839740670063968,0.008296930505109237,16,0.6067001360646559,0.5747590636527908,0.5907295998587234,0.01597053620593253,0.33886352704534517,0.4337116304538739,0.3848338628789757,0.04740176568669364,2,0.3517591358522145,0.4126383119312413,0.38219872389172793,0.030439588039513382,"{'svc__C': 2.0, 'svc__gamma': 2e-10, 'svc__kernel': 'rbf', 'svc__probability': True}"
8,0,1.6088895797729492,0.13416838645935059,3.622186303138733,0.10119855403900146,2.0,2e-07,rbf,True,"{'svc__C': 2.0, 'svc__gamma': 2e-07, 'svc__kernel': 'rbf', 'svc__probability': True}",0.30303030303030304,0.3221957040572792,0.31231925968768076,0.009578197308377093,18,0.3221957040572792,0.30303030303030304,0.3126130035437911,0.009582700513488085,0.5914702581369248,0.6241050119331742,0.6072874493927125,0.016309708861860617,10,0.665871121718377,0.6262626262626263,0.6460668739905017,0.019804247727875368,0.5754857530457799,0.6172440432106147,0.5957248780649422,0.020869333331260616,14,0.6249234600621426,0.6147999998568376,0.6198617299594902,0.005061730102652484,0.35065071105475143,0.35088403640909605,0.3507637976059028,0.00011660785379935938,34,0.3665619543543171,0.33434212252394074,0.3504520384391289,0.016109915915188178,"{'svc__C': 2.0, 'svc__gamma': 2e-07, 'svc__kernel': 'rbf', 'svc__probability': True}"
9,0,3.3989802598953247,0.2903043031692505,3.8021973371505737,0.14221394062042236,2.0,0.0002,rbf,True,"{'svc__C': 2.0, 'svc__gamma': 0.0002, 'svc__kernel': 'rbf', 'svc__probability': True}",0.31313131313131315,0.3341288782816229,0.3233082706766917,0.010493848874964096,3,0.3329355608591885,0.3221099887766554,0.32752277481792197,0.0054127860412665485,0.5993265993265994,0.6276849642004774,0.6130711393869288,0.014172519203883783,9,0.6873508353221957,0.654320987654321,0.6708359114882583,0.016514923833937323,0.6028155061566074,0.6269492866119115,0.6145125032772232,0.012061219625542515,9,0.6587436042078607,0.6338014712644826,0.6462725377361717,0.012471066471689052,0.36303914566540824,0.38024816869685596,0.3713798982971915,0.0086004679916483,7,0.3863198813914804,0.36858401232138605,0.37745194685643324,0.008867934535047167,"{'svc__C': 2.0, 'svc__gamma': 0.0002, 'svc__kernel': 'rbf', 'svc__probability': True}"
