id,name,plugin1,plugin2,plugin3,plugin4,plugin5,plugin6
7315,Lush*Drunk,3,7,1,6,10,10
7315,Anger*Sync,3,0,4,10,10,10
7315,Flunky****,0,4,1,3,7,0
7315,Running***,0,4,6,3,7,10
7315,Solottery*,0,2,6,3,0,10
7315,Creeper***,8,0,3,7,0,10
7315,Lil*Mac***,3,3,0,7,10,10
7315,Warmth****,3,3,7,0,10,10
7315,The*Point*,1,1,2,3,0,10
7315,Fatso*****,4,2,0,0,3,7
7315,The*Brat**,2,0,4,3,6,10
7315,Weeds*****,0,3,0,3,7,10
7315,Fat*Cat***,2,2,0,3,6,10
7315,CrossEye**,4,4,5,2,3,0
7315,Dreams****,8,3,3,0,6,0
7315,Madness***,1,1,0,3,0,4
7315,Proverbs**,3,4,7,3,0,10
7315,Chopper***,2,4,3,0,10,10
7315,AutoDrive*,1,2,0,7,4,0
7315,AutoScream,1,2,7,0,0,10
7315,WashedAway,2,4,4,8,0,7
7315,TastyTang*,3,0,6,0,10,10
7315,HighWatt**,3,1,0,10,10,10
7315,AngelSky**,2,8,7,0,10,10
7315,AngelFaze*,2,8,6,7,0,10
7315,Eds*Thang*,2,8,0,10,10,10
7315,KernelLee*,3,6,0,7,0,10
7315,Echo2Marsh,2,1,6,4,6,0
7315,Trevor`***,2,1,7,4,4,0
7315,Open*Wah!*,1,0,1,8,0,10
7315,AcoustiWah,2,1,6,7,6,0
7315,SteelFilta,2,1,7,1,0,0
7315,CrunchFaze,2,1,8,0,10,10
7315,CrunchEcho,2,1,4,6,6,0
7315,ChunkFlang,2,1,4,4,4,0
7315,FredFiltas,3,1,1,1,0,10
7315,St-e-v-Ray,2,3,0,0,10,10
7315,SRVeeTrem*,2,3,0,4,4,4
7315,StevieWah*,2,3,0,1,1,1
7315,BigBottom*,3,1,4,0,10,10
7315,DelayDream,3,1,6,0,0,10
7315,ZBottmWahs,9,3,0,10,10,10
7315,ScreamnWah,9,2,0,10,10,10
7315,WoundedBee,3,1,6,0,10,10
7315,YouGotMe**,2,6,7,4,0,10
7315,DreamScape,1,6,0,0,10,10
7315,BluesyFaze,3,4,8,4,0,10
7315,VxFaze***,3,6,1,0,10,10
7315,FMD*******,1,3,1,6,4,6
7315,Ringie!!!*,2,4,3,0,6,10
7315,3rdWorld**,3,4,6,7,0,10
7315,Radio*****,0,2,1,1,4,7
7315,PDLFL*****,0,4,3,6,0,10
7315,PedalRing*,0,4,3,4,6,0
7315,FunkBass!*,0,1,2,3,5,0
7315,TaurusBS,5,1,4,10,10,10
7315,PlayWiRazr,2,4,4,0,10,10
7315,Be*alarmed,0,0,6,1,1,4
7315,SantanaBMC,9,0,0,3,4,6
7315,SantanaCln,0,0,3,1,4,4
7315,SantanaTSc,9,0,0,2,4,6
7316,Patch1,0,9,2,3,6,7
7316,Patch2,0,9,2,3,6,8
7316,Patch4,0,9,3,3,6,7
7316,Patch8,0,9,2,3,8,7
7316,Patch17,0,9,3,3,8,7
7316,Patch20,0,9,3,3,6,8
7316,Patch23,0,9,8,3,8,7
7316,Patch29,0,9,8,3,6,7
7316,Patch33,0,2,3,8,8,10
7316,Patch39,0,9,2,3,8,8
7316,Patch43,0,2,3,4,6,10
7316,Patch50,0,2,3,4,6,7
7316,Patch96,0,3,3,7,10,10
7316,Patch98,0,3,3,4,10,10
7322,U2*whereST,0,0,3,6,6,7
7341,SRV*******,4,1,2,3,8,7
7386,STAIR*TO**,0,2,3,8,6,10
7388,CMNA*DIST*,1,2,2,0,1,10
7391,CMNA*DIST2,2,0,2,0,1,7
7397,Frampton**,1,1,7,3,10,10
7445,CMNA*BOSS*,1,2,2,1,2,10
7461,Avicii****,0,5,8,2,9,7
7463,DavidGilmr,0,4,4,6,10,10
7464,Davd(time),0,0,2,4,4,6
7465,SltnsOfSwg,4,0,1,3,6,7
7478,Tool******,0,1,3,6,7,6
7515,Slash*****,0,0,2,3,6,10
7516,SG*away2lg,9,0,2,3,7,10
7540,SYKES*****,0,3,6,6,7,10
7544,ACO*SIM***,0,0,2,1,7,8
7545,SCHON,0,1,3,6,7,10
7547,Joe*Satria,2,9,7,0,3,10
7555,BostonDR**,0,1,3,4,6,10
7585,Heavy*Tone,0,2,1,3,0,10
7598,Surf60's#*,0,0,4,7,6,3
7599,BeachBBVI#,0,4,7,3,0,7
7600,TicTacBVI1,4,3,0,0,7,10
7601,JeTaimeVI#,4,3,0,0,10,10
