id,name,plugin1,plugin2,plugin3,plugin4,plugin5,plugin6
6776,MainRhyt,71.0,27.0,99.0,30.0,53.0,107.0
6776,MoogWay,33.0,27.0,93.0,30.0,53.0,61.0
6776,MultiTap,23.0,27.0,30.0,58.0,107.0,107.0
6776,Muppets,23.0,27.0,80.0,30.0,107.0,107.0
6776,NoAttack,23.0,26.0,27.0,30.0,53.0,107.0
6776,OctUp,27.0,75.0,30.0,49.0,60.0,107.0
6776,Octavia,37.0,27.0,98.0,30.0,107.0,107.0
6776,OldJazz,27.0,30.0,60.0,107.0,107.0,107.0
6776,PageArea,27.0,94.0,30.0,61.0,107.0,107.0
6776,PhaseCL,27.0,30.0,39.0,64.0,107.0,107.0
6776,PhaseCR,27.0,96.0,30.0,39.0,61.0,107.0
6776,RingLead,40.0,27.0,98.0,30.0,53.0,62.0
6776,Shadows,71.0,27.0,99.0,30.0,45.0,107.0
6776,Sonhos,23.0,26.0,49.0,53.0,63.0,107.0
6776,SprinTap,23.0,27.0,30.0,63.0,107.0,107.0
6776,SprinVib,27.0,92.0,30.0,48.0,54.0,63.0
6776,Start,71.0,27.0,99.0,30.0,55.0,60.0
6776,Stern,27.0,30.0,43.0,54.0,107.0,107.0
6776,Swell,26.0,28.0,30.0,48.0,53.0,62.0
6776,Taj,27.0,49.0,53.0,107.0,107.0,107.0
6776,TapClean,23.0,27.0,30.0,41.0,60.0,107.0
6776,Tight*CL,23.0,27.0,92.0,30.0,107.0,107.0
6776,Train,38.0,27.0,72.0,30.0,62.0,107.0
6776,WavesRev,27.0,30.0,44.0,57.0,60.0,107.0
6776,Zawi,23.0,27.0,86.0,35.0,53.0,60.0
6787,TomMorello,28.0,70.0,72.0,95.0,4.0,53.0
6788,Acustic***,85.0,43.0,30.0,7.0,64.0,27.0
6806,BassGuitar,37.0,32.0,86.0,24.0,44.0,106.0
6819,Rammstein1,49.0,27.0,100.0,30.0,31.0,44.0
6824,JoesatTone,67.0,27.0,99.0,55.0,55.0,64.0
6825,Shimmer***,24.0,2.0,49.0,105.0,38.0,64.0
6826,Luv*n*H8*C,24.0,108.0,43.0,64.0,107.0,107.0
