,column,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_algorithm,param_metric,param_n_neighbors,params,split0_test_accuracy,split1_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_train_accuracy,split1_train_accuracy,mean_train_accuracy,std_train_accuracy,split0_test_hit@5,split1_test_hit@5,mean_test_hit@5,std_test_hit@5,rank_test_hit@5,split0_train_hit@5,split1_train_hit@5,mean_train_hit@5,std_train_hit@5,split0_test_mdcg,split1_test_mdcg,mean_test_mdcg,std_test_mdcg,rank_test_mdcg,split0_train_mdcg,split1_train_mdcg,mean_train_mdcg,std_train_mdcg,split0_test_map@5,split1_test_map@5,mean_test_map@5,std_test_map@5,rank_test_map@5,split0_train_map@5,split1_train_map@5,mean_train_map@5,std_train_map@5,params_str
0,0,0.022275328636169434,0.0026248693466186523,4.84335994720459,0.27860093116760254,brute,hamming,1,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 1}",0.12527964205816555,0.13788968824940048,0.13136574074074073,0.006301221178283122,8,0.9040767386091128,0.8333333333333334,0.8687050359712231,0.03537170263788969,0.1487695749440716,0.15707434052757793,0.1527777777777778,0.00414987891256425,10,0.9064748201438849,0.8378076062639821,0.8721412132039335,0.03433360693995141,0.29612651267017576,0.30991663898485106,0.30278216391232804,0.006890905446930927,10,0.9231746938819134,0.8682322342634587,0.8957034640726861,0.027471229809227338,0.07269018081098619,0.07802363304161865,0.0752643122695206,0.0026651180843716943,10,0.12513768206214249,0.11910742128862933,0.12212255167538591,0.003015130386756576,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 1}"
1,0,0.030807971954345703,0.01562952995300293,5.845898270606995,0.04271209239959717,brute,hamming,5,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 5}",0.1465324384787472,0.13309352517985612,0.1400462962962963,0.006715404829440208,6,0.3669064748201439,0.3568232662192394,0.36186487051969163,0.0050416043004522515,0.3187919463087248,0.34532374100719426,0.3315972222222222,0.0132578980375236,9,0.988009592326139,0.9776286353467561,0.9828191138364476,0.005190478489691452,0.35716036580827076,0.3634770644372834,0.3602090502160234,0.0031564448356765575,9,0.6822192696840469,0.6626638832509499,0.6724415764674985,0.009777693216548478,0.12726527015117617,0.1334190829154858,0.1302353395061728,0.0030750510132635236,9,0.18323961609932835,0.17870940953155717,0.18097451281544275,0.002265103283885586,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 5}"
2,0,0.021945714950561523,0.005704641342163086,5.74845278263092,0.306942343711853,brute,hamming,10,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 10}",0.15659955257270694,0.15587529976019185,0.15625,0.0003619080447003723,1,0.2961630695443645,0.27628635346756153,0.286224711505963,0.009938358038401485,0.3221476510067114,0.3441247002398082,0.33275462962962965,0.010981898556407943,8,0.7290167865707434,0.7069351230425056,0.7179759548066245,0.011040831764118908,0.3769393700853766,0.37441007737248005,0.37571863506074943,0.001263883777020488,8,0.6056788298975078,0.5916157382919573,0.5986472840947326,0.007031545802775208,0.13904614215016897,0.14137186354812253,0.1401686257415424,0.001162159496113315,8,0.1678250386703624,0.1651431622069206,0.16648410043864148,0.0013409382317208923,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 10}"
3,0,0.030833005905151367,0.021749496459960938,5.78575336933136,0.036163926124572754,brute,hamming,15,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 15}",0.15771812080536912,0.15227817745803357,0.1550925925925926,0.0027183315357494505,2,0.2637889688249401,0.23154362416107382,0.24766629649300695,0.016122672331933124,0.3288590604026846,0.34532374100719426,0.3368055555555556,0.008227376216188426,7,0.6163069544364509,0.5995525727069351,0.6079297635716929,0.00837719086475791,0.3836367024286964,0.3855178297414789,0.3845446076247963,0.0009399964982357537,7,0.5714505943782614,0.5364108831878516,0.5539307387830565,0.017519855595204914,0.14129146208005267,0.14261333790110767,0.14192945075757574,0.0006605393661826427,7,0.16640549897744145,0.1540867931471958,0.16024614606231863,0.006159352915122818,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 15}"
4,0,0.01497352123260498,0.004375338554382324,4.960010528564453,0.3925607204437256,brute,hamming,20,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 20}",0.14988814317673377,0.15227817745803357,0.15104166666666666,0.0011942965475112285,3,0.2278177458033573,0.21364653243847875,0.22073213912091805,0.00708560668243928,0.3389261744966443,0.3597122302158273,0.3489583333333333,0.01038676088290063,5,0.60431654676259,0.5626398210290827,0.5834781838958363,0.020838362866753612,0.3836805917431243,0.396464843310238,0.3898507687147521,0.006388271343461832,3,0.5397855611268916,0.5247283637817146,0.5322569624543031,0.007528598672588482,0.14306202000832874,0.1465470740290884,0.14474404260862594,0.0017414762697963528,6,0.16640264411847144,0.15160066629865285,0.15900165520856213,0.007400988909909298,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 20}"
5,0,0.01671278476715088,0.004005551338195801,5.027692675590515,0.03683173656463623,brute,hamming,25,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 25}",0.13087248322147652,0.15947242206235013,0.14467592592592593,0.014291346565167977,5,0.2014388489208633,0.20246085011185683,0.20194984951636008,0.0005110005954967606,0.34675615212527966,0.3752997601918465,0.3605324074074074,0.01426319816169127,1,0.565947242206235,0.5671140939597316,0.5665306680829834,0.0005834258767482559,0.38102447647047877,0.4014387398446718,0.39087719386288444,0.010200976805455876,2,0.5174036282560033,0.5076831857070286,0.512543406981516,0.00486022127448732,0.1472214716677804,0.1492694156363221,0.14820988906926408,0.0010233545310469872,4,0.16109164616358862,0.157936072130703,0.1595138591471458,0.0015777870164428165,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 25}"
6,0,0.009115099906921387,0.00340425968170166,5.06920850276947,0.2337111234664917,brute,hamming,40,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 40}",0.14093959731543623,0.1498800959232614,0.14525462962962962,0.004467553751801255,4,0.18585131894484413,0.18680089485458612,0.18632610689971513,0.0004747879548709921,0.33557046979865773,0.37410071942446044,0.3541666666666667,0.019253507978059723,2,0.513189448441247,0.4955257270693512,0.5043575877552992,0.008831860685947907,0.38023334801142766,0.4047461219618604,0.392064165994449,0.0122489963964047,1,0.4820704648665344,0.4832456502314183,0.48265805754897634,0.0005875926824419619,0.1492262752162081,0.14981630280191433,0.14951104547458713,0.0002948359000784304,2,0.16272675366200545,0.15549376797698944,0.15911026081949745,0.0036164928425080067,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 40}"
7,0,0.017812490463256836,0.002248525619506836,5.009254813194275,0.03960621356964111,brute,hamming,60,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 60}",0.12416107382550336,0.145083932853717,0.13425925925925927,0.010455121291344037,7,0.1630695443645084,0.1621923937360179,0.16263096905026314,0.0004385753142452514,0.3434004474272931,0.3645083932853717,0.35358796296296297,0.010547608902767468,4,0.47721822541966424,0.43847874720357943,0.45784848631162184,0.019369739108042405,0.38438865832582225,0.3941644431553196,0.38910683225394777,0.004884945024609392,5,0.4560819197805139,0.44715591649710895,0.4516189181388114,0.004463001641702463,0.14745787210552308,0.1478408182544873,0.14764269680936346,0.0001913576165702391,5,0.16065529394666087,0.15272013035435855,0.1566877121505097,0.003967581796151157,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 60}"
8,0,0.011048078536987305,0.004799365997314453,5.329037070274353,0.8102010488510132,brute,hamming,80,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 80}",0.116331096196868,0.1474820143884892,0.13136574074074073,0.015566067122612617,8,0.1510791366906475,0.1487695749440716,0.14992435581735952,0.00115478087328795,0.34675615212527966,0.36211031175059955,0.3541666666666667,0.0076724505476478645,2,0.4460431654676259,0.39932885906040266,0.42268601226401425,0.02335715320361162,0.3815140041237861,0.39845014383590516,0.38968804377651023,0.008462963625505578,4,0.44237716313654607,0.4286846374253476,0.4355309002809469,0.006846262855599222,0.1553070251895755,0.14665210688591981,0.15112982503607503,0.004324849701915693,1,0.16422654084524585,0.15046742593722456,0.1573469833912352,0.006879557454010643,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 80}"
9,0,0.02329885959625244,0.0037630796432495117,5.559256672859192,0.4321855306625366,brute,hamming,100,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 100}",0.12080536912751678,0.1342925659472422,0.12731481481481483,0.006739532032420234,10,0.14388489208633093,0.13758389261744966,0.14073439235189028,0.0031504997344406344,0.3434004474272931,0.3381294964028777,0.34085648148148145,0.0026338863253193728,6,0.4064748201438849,0.3926174496644295,0.39954613490415725,0.0069286852397277,0.3788750619216266,0.39344132144989263,0.3859053052356161,0.007278738050275879,6,0.428514650655404,0.4177948988230916,0.4231547747392478,0.005359875916156193,0.15258229466283157,0.1449969375149231,0.14892130631713965,0.0037903915957473023,3,0.16353021478920762,0.1486153965348596,0.15607280566203363,0.007457409127174006,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 100}"
