,best_params,column,i_outer,metric,model,params,refit,split_method,value
0,"{'multi_class': 'auto', 'solver': 'liblinear'}",0,3,accuracy,LogisticRegression,"{'multi_class': ['auto'], 'solver': ['liblinear']}",accuracy,split_x_y_split_with_one_hot_encoding,0.3773148148148148
1,"{'multi_class': 'auto', 'solver': 'liblinear'}",0,3,hit@5,LogisticRegression,"{'multi_class': ['auto'], 'solver': ['liblinear']}",accuracy,split_x_y_split_with_one_hot_encoding,0.5787037037037037
2,"{'multi_class': 'auto', 'solver': 'liblinear'}",0,3,mdcg,LogisticRegression,"{'multi_class': ['auto'], 'solver': ['liblinear']}",accuracy,split_x_y_split_with_one_hot_encoding,0.581470514498756
3,"{'multi_class': 'auto', 'solver': 'liblinear'}",0,3,map@5,LogisticRegression,"{'multi_class': ['auto'], 'solver': ['liblinear']}",accuracy,split_x_y_split_with_one_hot_encoding,0.3252565335898669
