,kfold-test,column,is_test,evaluation,evaluation_method,split0_train_score,split1_train_score,mean_train_score,std_train_score,mean_test_score,std_test_score,params
0,0,0,False,train,SVC-random-matrix,0.34383561643835614,0.3181242078580482,0.33097991214820216,0.01285570429015398,0.3304805793285056,0.012846003251247344,"{'C': 1e-05, 'gamma': 1e-05, 'kernel': 'rbf'}"
1,0,0,False,train,SVC-random-matrix,0.34383561643835614,0.3181242078580482,0.33097991214820216,0.01285570429015398,0.3304805793285056,0.012846003251247344,"{'C': 1e-05, 'gamma': 0.01, 'kernel': 'rbf'}"
2,0,0,False,train,SVC-random-matrix,0.34383561643835614,0.3181242078580482,0.33097991214820216,0.01285570429015398,0.3304805793285056,0.012846003251247344,"{'C': 1e-05, 'gamma': 1.0, 'kernel': 'rbf'}"
3,0,0,False,train,SVC-random-matrix,0.34383561643835614,0.3181242078580482,0.33097991214820216,0.01285570429015398,0.3304805793285056,0.012846003251247344,"{'C': 1e-05, 'gamma': 100.0, 'kernel': 'rbf'}"
4,0,0,False,train,SVC-random-matrix,0.34383561643835614,0.3181242078580482,0.33097991214820216,0.01285570429015398,0.3304805793285056,0.012846003251247344,"{'C': 1e-05, 'gamma': 10000.0, 'kernel': 'rbf'}"
5,0,0,False,train,SVC-random-matrix,0.34383561643835614,0.3181242078580482,0.33097991214820216,0.01285570429015398,0.3304805793285056,0.012846003251247344,"{'C': 1e-05, 'gamma': 1000000.0, 'kernel': 'rbf'}"
6,0,0,False,train,SVC-random-matrix,0.34383561643835614,0.3181242078580482,0.33097991214820216,0.01285570429015398,0.3304805793285056,0.012846003251247344,"{'C': 1e-05, 'gamma': 'auto', 'kernel': 'rbf'}"
7,0,0,False,train,SVC-random-matrix,0.34383561643835614,0.3181242078580482,0.33097991214820216,0.01285570429015398,0.3304805793285056,0.012846003251247344,"{'C': 0.01, 'gamma': 1e-05, 'kernel': 'rbf'}"
8,0,0,False,train,SVC-random-matrix,0.34383561643835614,0.3181242078580482,0.33097991214820216,0.01285570429015398,0.3304805793285056,0.012846003251247344,"{'C': 0.01, 'gamma': 0.01, 'kernel': 'rbf'}"
9,0,0,False,train,SVC-random-matrix,0.34383561643835614,0.3181242078580482,0.33097991214820216,0.01285570429015398,0.3304805793285056,0.012846003251247344,"{'C': 0.01, 'gamma': 1.0, 'kernel': 'rbf'}"
10,0,0,False,train,SVC-random-matrix,0.34383561643835614,0.3181242078580482,0.33097991214820216,0.01285570429015398,0.3304805793285056,0.012846003251247344,"{'C': 0.01, 'gamma': 100.0, 'kernel': 'rbf'}"
11,0,0,False,train,SVC-random-matrix,0.34383561643835614,0.3181242078580482,0.33097991214820216,0.01285570429015398,0.3304805793285056,0.012846003251247344,"{'C': 0.01, 'gamma': 10000.0, 'kernel': 'rbf'}"
12,0,0,False,train,SVC-random-matrix,0.34383561643835614,0.3181242078580482,0.33097991214820216,0.01285570429015398,0.3304805793285056,0.012846003251247344,"{'C': 0.01, 'gamma': 1000000.0, 'kernel': 'rbf'}"
13,0,0,False,train,SVC-random-matrix,0.34383561643835614,0.3181242078580482,0.33097991214820216,0.01285570429015398,0.3304805793285056,0.012846003251247344,"{'C': 0.01, 'gamma': 'auto', 'kernel': 'rbf'}"
14,0,0,False,train,SVC-random-matrix,0.34383561643835614,0.3181242078580482,0.33097991214820216,0.01285570429015398,0.3304805793285056,0.012846003251247344,"{'C': 1.0, 'gamma': 1e-05, 'kernel': 'rbf'}"
15,0,0,False,train,SVC-random-matrix,0.6794520547945205,0.6489226869455006,0.6641873708700106,0.01526468392450997,0.3996050032916392,0.018827041296851414,"{'C': 1.0, 'gamma': 0.01, 'kernel': 'rbf'}"
16,0,0,False,train,SVC-random-matrix,0.9794520547945206,0.9809885931558935,0.980220323975207,0.0007682691806864539,0.3291639236339697,0.01411247396141153,"{'C': 1.0, 'gamma': 1.0, 'kernel': 'rbf'}"
17,0,0,False,train,SVC-random-matrix,0.9849315068493151,0.9860583016476553,0.9854949042484852,0.0005633973991701069,0.3291639236339697,0.01411247396141153,"{'C': 1.0, 'gamma': 100.0, 'kernel': 'rbf'}"
18,0,0,False,train,SVC-random-matrix,0.9849315068493151,0.9860583016476553,0.9854949042484852,0.0005633973991701069,0.3291639236339697,0.01411247396141153,"{'C': 1.0, 'gamma': 10000.0, 'kernel': 'rbf'}"
19,0,0,False,train,SVC-random-matrix,0.9849315068493151,0.9860583016476553,0.9854949042484852,0.0005633973991701069,0.3291639236339697,0.01411247396141153,"{'C': 1.0, 'gamma': 1000000.0, 'kernel': 'rbf'}"
20,0,0,False,train,SVC-random-matrix,0.9465753424657535,0.9645120405576679,0.9555436915117107,0.008968349045957225,0.3620803159973667,0.014074306350968232,"{'C': 1.0, 'gamma': 'auto', 'kernel': 'rbf'}"
21,0,0,False,train,SVC-random-matrix,0.36164383561643837,0.3358681875792142,0.3487560115978263,0.012887824018612076,0.34628044766293614,0.012142504795121951,"{'C': 100.0, 'gamma': 1e-05, 'kernel': 'rbf'}"
22,0,0,False,train,SVC-random-matrix,0.9780821917808219,0.9860583016476553,0.9820702467142386,0.003988054933416696,0.3456221198156682,0.0004007599096546838,"{'C': 100.0, 'gamma': 0.01, 'kernel': 'rbf'}"
23,0,0,False,train,SVC-random-matrix,0.9849315068493151,0.9860583016476553,0.9854949042484852,0.0005633973991701069,0.3390388413429888,0.013837493677081349,"{'C': 100.0, 'gamma': 1.0, 'kernel': 'rbf'}"
