,kfold-test,column,is_test,evaluation,evaluation_method,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_kernel,params,split0_test_accuracy,split1_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_train_accuracy,split1_train_accuracy,mean_train_accuracy,std_train_accuracy,split0_test_precision_weighted,split1_test_precision_weighted,mean_test_precision_weighted,std_test_precision_weighted,rank_test_precision_weighted,split0_train_precision_weighted,split1_train_precision_weighted,mean_train_precision_weighted,std_train_precision_weighted,split0_test_recall_weighted,split1_test_recall_weighted,mean_test_recall_weighted,std_test_recall_weighted,rank_test_recall_weighted,split0_train_recall_weighted,split1_train_recall_weighted,mean_train_recall_weighted,std_train_recall_weighted,split0_test_f1_weighted,split1_test_f1_weighted,mean_test_f1_weighted,std_test_f1_weighted,rank_test_f1_weighted,split0_train_f1_weighted,split1_train_f1_weighted,mean_train_f1_weighted,std_train_f1_weighted
4,0,1,False,train,SVC-bag_of_words,3.238731861114502,0.17352747917175293,7.414131999015808,1.8096116781234741,10000.0,linear,"{'C': 10000.0, 'kernel': 'linear'}",0.22264631043256997,0.2291950886766712,0.22580645161290322,0.003272395381126307,2,0.9440654843110505,0.9478371501272265,0.9459513172191385,0.0018858329080879699,0.20149131112953517,0.2107271808943325,0.20594811991004633,0.004615123070662902,1,0.9693560965960989,0.9542284458766983,0.9617922712363987,0.007563825359700294,0.22264631043256997,0.2291950886766712,0.22580645161290322,0.003272395381126307,2,0.9440654843110505,0.9478371501272265,0.9459513172191385,0.0018858329080879699,0.19689475814116475,0.21022515706769546,0.20332739962447416,0.006661141093767011,1,0.9479137041008262,0.9452365384451498,0.946575121272988,0.0013385828278382195
5,0,1,False,train,SVC-bag_of_words,2.672967791557312,0.020499348640441895,9.867096900939941,0.2059464454650879,1000000.0,linear,"{'C': 1000000.0, 'kernel': 'linear'}",0.22264631043256997,0.2291950886766712,0.22580645161290322,0.003272395381126307,2,0.9440654843110505,0.9478371501272265,0.9459513172191385,0.0018858329080879699,0.20149131112953517,0.2107271808943325,0.20594811991004633,0.004615123070662902,1,0.9693560965960989,0.9542284458766983,0.9617922712363987,0.007563825359700294,0.22264631043256997,0.2291950886766712,0.22580645161290322,0.003272395381126307,2,0.9440654843110505,0.9478371501272265,0.9459513172191385,0.0018858329080879699,0.19689475814116475,0.21022515706769546,0.20332739962447416,0.006661141093767011,1,0.9479137041008262,0.9452365384451498,0.946575121272988,0.0013385828278382195
0,0,2,False,train,SVC-bag_of_words,1.2324225902557373,0.039994001388549805,7.7841421365737915,0.5001055002212524,1e-05,linear,"{'C': 1e-05, 'kernel': 'linear'}",0.08894536213468869,0.09562841530054644,0.09216589861751152,0.0033393354578563476,5,0.09562841530054644,0.08894536213468869,0.09228688871761756,0.0033415265829288762,0.007911277445270913,0.009144793812893785,0.008505704029273508,0.0006163537595799662,5,0.009144793812893785,0.007911277445270913,0.008528035629082348,0.0006167581838114359,0.08894536213468869,0.09562841530054644,0.09216589861751152,0.0033393354578563476,5,0.09562841530054644,0.08894536213468869,0.09228688871761756,0.0033415265829288762,0.014530164176028489,0.016693239578649002,0.015572541526073397,0.0010808285091744429,5,0.016693239578649002,0.014530164176028489,0.015611701877338745,0.0010815377013102569
1,0,2,False,train,SVC-bag_of_words,2.566118359565735,0.06221139430999756,8.80556333065033,0.10490524768829346,0.01,linear,"{'C': 0.01, 'kernel': 'linear'}",0.08894536213468869,0.09562841530054644,0.09216589861751152,0.0033393354578563476,5,0.09562841530054644,0.08894536213468869,0.09228688871761756,0.0033415265829288762,0.007911277445270913,0.009144793812893785,0.008505704029273508,0.0006163537595799662,5,0.009144793812893785,0.007911277445270913,0.008528035629082348,0.0006167581838114359,0.08894536213468869,0.09562841530054644,0.09216589861751152,0.0033393354578563476,5,0.09562841530054644,0.08894536213468869,0.09228688871761756,0.0033415265829288762,0.014530164176028489,0.016693239578649002,0.015572541526073397,0.0010808285091744429,5,0.016693239578649002,0.014530164176028489,0.015611701877338745,0.0010815377013102569
2,0,2,False,train,SVC-bag_of_words,2.256864309310913,0.01964569091796875,6.139770865440369,0.8938397169113159,1.0,linear,"{'C': 1.0, 'kernel': 'linear'}",0.204574332909784,0.24726775956284153,0.22514812376563528,0.021332715736617377,1,0.930327868852459,0.9301143583227446,0.9302211135876017,0.00010675526485720566,0.18369401851242567,0.22042508422915377,0.2013945715767081,0.018353490105293673,1,0.945555497276059,0.9415537502844834,0.9435546237802712,0.002000873495787814,0.204574332909784,0.24726775956284153,0.22514812376563528,0.021332715736617377,1,0.930327868852459,0.9301143583227446,0.9302211135876017,0.00010675526485720566,0.17473023905904567,0.21718804440036726,0.19519048495097943,0.021214982332231774,1,0.930548038883868,0.9298468781016427,0.9301974584927553,0.0003505803911126315
3,0,2,False,train,SVC-bag_of_words,2.593571186065674,0.0870962142944336,8.813906192779541,0.23815369606018066,100.0,linear,"{'C': 100.0, 'kernel': 'linear'}",0.19440914866581957,0.22540983606557377,0.20934825543120475,0.015490179725157543,2,0.9631147540983607,0.963151207115629,0.9631329806069948,1.8226508634144878e-05,0.18637981230679743,0.20608069403657028,0.1958735880975767,0.009843981677021581,2,0.9745674955175573,0.9679870325213984,0.9712772640194778,0.0032902314980794434,0.19440914866581957,0.22540983606557377,0.20934825543120475,0.015490179725157543,2,0.9631147540983607,0.963151207115629,0.9631329806069948,1.8226508634144878e-05,0.17453285542269334,0.20565647208172438,0.1895312013044647,0.015551604050854718,2,0.9652872523707664,0.9623453490209217,0.963816300695844,0.0014709516749223384
4,0,2,False,train,SVC-bag_of_words,2.837114453315735,0.037174344062805176,6.842992901802063,0.43220269680023193,10000.0,linear,"{'C': 10000.0, 'kernel': 'linear'}",0.19440914866581957,0.22540983606557377,0.20934825543120475,0.015490179725157543,2,0.9631147540983607,0.963151207115629,0.9631329806069948,1.8226508634144878e-05,0.18637981230679743,0.20608069403657028,0.1958735880975767,0.009843981677021581,2,0.9745674955175573,0.9679870325213984,0.9712772640194778,0.0032902314980794434,0.19440914866581957,0.22540983606557377,0.20934825543120475,0.015490179725157543,2,0.9631147540983607,0.963151207115629,0.9631329806069948,1.8226508634144878e-05,0.17453285542269334,0.20565647208172438,0.1895312013044647,0.015551604050854718,2,0.9652872523707664,0.9623453490209217,0.963816300695844,0.0014709516749223384
5,0,2,False,train,SVC-bag_of_words,4.072496771812439,0.6842082738876343,7.553664326667786,0.5424658060073853,1000000.0,linear,"{'C': 1000000.0, 'kernel': 'linear'}",0.19440914866581957,0.22540983606557377,0.20934825543120475,0.015490179725157543,2,0.9631147540983607,0.963151207115629,0.9631329806069948,1.8226508634144878e-05,0.18637981230679743,0.20608069403657028,0.1958735880975767,0.009843981677021581,2,0.9745674955175573,0.9679870325213984,0.9712772640194778,0.0032902314980794434,0.19440914866581957,0.22540983606557377,0.20934825543120475,0.015490179725157543,2,0.9631147540983607,0.963151207115629,0.9631329806069948,1.8226508634144878e-05,0.17453285542269334,0.20565647208172438,0.1895312013044647,0.015551604050854718,2,0.9652872523707664,0.9623453490209217,0.963816300695844,0.0014709516749223384
0,0,3,False,train,SVC-bag_of_words,1.4290809631347656,0.301663875579834,7.566102027893066,0.5555503368377686,1e-05,linear,"{'C': 1e-05, 'kernel': 'linear'}",0.1281725888324873,0.13679890560875513,0.13232389730085584,0.004310120634576468,6,0.13679890560875513,0.1281725888324873,0.13248574722062123,0.004313158388133911,0.01642821252802185,0.018713940575753096,0.01752819093677204,0.0011420591057657635,6,0.018713940575753096,0.01642821252802185,0.01757107655188747,0.0011428640238656234,0.1281725888324873,0.13679890560875513,0.13232389730085584,0.004310120634576468,6,0.13679890560875513,0.1281725888324873,0.13248574722062123,0.004313158388133911,0.029123580364637157,0.0329239243342371,0.030952448989902168,0.0018988336953871673,6,0.0329239243342371,0.029123580364637157,0.031023752349437127,0.0019001719847999698
1,0,3,False,train,SVC-bag_of_words,2.4772849082946777,0.7743101119995117,8.826558351516724,0.7492551803588867,0.01,linear,"{'C': 0.01, 'kernel': 'linear'}",0.21065989847715735,0.22024623803009577,0.2152732060566162,0.00478979395132447,5,0.22982216142270862,0.20939086294416243,0.21960651218343552,0.010215649239273095,0.05218557459078831,0.05689593188461681,0.054452375895454964,0.0023535198967202455,5,0.058099782670805,0.05343698474131989,0.05576838370606244,0.002331398964742555,0.21065989847715735,0.22024623803009577,0.2152732060566162,0.00478979395132447,5,0.22982216142270862,0.20939086294416243,0.21960651218343552,0.010215649239273095,0.08297154974742744,0.08995450325885561,0.08633200992968813,0.003489017711788271,5,0.09241921726231396,0.08415783432545933,0.08828852579388664,0.004130691468427317
2,0,3,False,train,SVC-bag_of_words,2.995727062225342,0.19821429252624512,7.5770426988601685,1.6633294820785522,1.0,linear,"{'C': 1.0, 'kernel': 'linear'}",0.2817258883248731,0.2968536251709986,0.28900592495062544,0.007558541197363506,1,0.9589603283173734,0.9682741116751269,0.9636172199962502,0.004656891678876729,0.2309275271751137,0.23573053474288605,0.23323891528047352,0.0023998124069400436,4,0.961133834560647,0.9700392558361337,0.9655865451983904,0.004452710637743329,0.2817258883248731,0.2968536251709986,0.28900592495062544,0.007558541197363506,1,0.9589603283173734,0.9682741116751269,0.9636172199962502,0.004656891678876729,0.24083266214354052,0.25336238937383176,0.24686243871058655,0.00626045127735943,4,0.9580392792099592,0.9677612148536336,0.9629002470317964,0.004860967821837203
3,0,3,False,train,SVC-bag_of_words,2.851641893386841,0.0030426979064941406,8.235968708992004,0.561954140663147,100.0,linear,"{'C': 100.0, 'kernel': 'linear'}",0.27918781725888325,0.280437756497948,0.27978933508887427,0.0006245294539937616,2,0.9835841313269493,0.9898477157360406,0.986715923531495,0.003131792204545625,0.23774623582245033,0.243197144605806,0.24036941839034567,0.0027235348566111975,1,0.9835295282228708,0.9901961011707368,0.9868628146968037,0.003333286473932995,0.27918781725888325,0.280437756497948,0.27978933508887427,0.0006245294539937616,2,0.9835841313269493,0.9898477157360406,0.986715923531495,0.003131792204545625,0.24667913240075384,0.25446208954242094,0.2504245844551045,0.0038887378059906026,1,0.9825891354929402,0.9897417123760078,0.986165423934474,0.0035762884415337926
