,kfold-test,column,is_test,evaluation,evaluation_method,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_hidden_layer_sizes,param_max_iter,params,split0_test_accuracy,split1_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_train_accuracy,split1_train_accuracy,mean_train_accuracy,std_train_accuracy,split0_test_precision_weighted,split1_test_precision_weighted,mean_test_precision_weighted,std_test_precision_weighted,rank_test_precision_weighted,split0_train_precision_weighted,split1_train_precision_weighted,mean_train_precision_weighted,std_train_precision_weighted,split0_test_recall_weighted,split1_test_recall_weighted,mean_test_recall_weighted,std_test_recall_weighted,rank_test_recall_weighted,split0_train_recall_weighted,split1_train_recall_weighted,mean_train_recall_weighted,std_train_recall_weighted,split0_test_f1_weighted,split1_test_f1_weighted,mean_test_f1_weighted,std_test_f1_weighted,rank_test_f1_weighted,split0_train_f1_weighted,split1_train_f1_weighted,mean_train_f1_weighted,std_train_f1_weighted
3,0,3,False,train,MLP-bag_of_words_gaussian_random_projection,34.11014711856842,4.485901713371277,0.19280505180358887,0.0004658699035644531,20,500,"{'hidden_layer_sizes': 20, 'max_iter': 500}",0.2182741116751269,0.2106703146374829,0.21461487820934824,0.003799220845128779,6,0.6388508891928865,0.5977157360406091,0.6182833126167477,0.02056757657613867,0.1672937834640578,0.16998100584642378,0.16858697606544656,0.0013426648870344927,3,0.6325388222073102,0.5953129152304794,0.6139258687188948,0.018612953488415407,0.2182741116751269,0.2106703146374829,0.21461487820934824,0.003799220845128779,6,0.6388508891928865,0.5977157360406091,0.6182833126167477,0.02056757657613867,0.18266722543039207,0.18308081147964586,0.1828662586114352,0.00020664738048640967,3,0.613251255600982,0.5756014478764442,0.5944263517387132,0.018824903862268927
4,0,3,False,train,MLP-bag_of_words_gaussian_random_projection,42.152059674263,1.7899326086044312,0.16004502773284912,0.046950697898864746,40,500,"{'hidden_layer_sizes': 40, 'max_iter': 500}",0.21446700507614214,0.22298221614227087,0.2185648452929559,0.004254606905332579,5,0.9015047879616963,0.8921319796954315,0.8968183838285639,0.004686404133132427,0.16635212660668022,0.20026078183128626,0.18267024837704693,0.016942386694677545,1,0.907466379460315,0.8961982552596445,0.9018323173599798,0.005634062100335291,0.21446700507614214,0.22298221614227087,0.2185648452929559,0.004254606905332579,5,0.9015047879616963,0.8921319796954315,0.8968183838285639,0.004686404133132427,0.18438624987061145,0.20716454099359544,0.1953480213063595,0.011381124196558854,1,0.9001825109306114,0.8910307888758401,0.8956066499032258,0.004575861027385664
5,0,3,False,train,MLP-bag_of_words_gaussian_random_projection,39.12251162528992,3.6977856159210205,0.06525015830993652,0.016044139862060547,80,500,"{'hidden_layer_sizes': 80, 'max_iter': 500}",0.21446700507614214,0.23119015047879618,0.22251481237656354,0.00835568365322502,4,0.9835841313269493,0.9885786802030457,0.9860814057649976,0.0024972744380482026,0.16548748380726763,0.19290766598488715,0.17868310801519383,0.013700435084037831,2,0.9858010534383973,0.9896339665692457,0.9877175100038216,0.0019164565654242183,0.21446700507614214,0.23119015047879618,0.22251481237656354,0.00835568365322502,4,0.9835841313269493,0.9885786802030457,0.9860814057649976,0.0024972744380482026,0.18383605111349643,0.2065014399067169,0.19474348969667235,0.011324712790181539,2,0.9837219936725636,0.9887370337397124,0.9862295137061381,0.0025075200335744063
0,0,4,False,train,MLP-bag_of_words_gaussian_random_projection,9.544327020645142,1.1089189052581787,0.032540321350097656,0.00013399124145507812,2,500,"{'hidden_layer_sizes': 2, 'max_iter': 500}",0.31241997439180536,0.3252032520325203,0.3186306780776827,0.006389077342387664,3,0.3238482384823848,0.3290653008962868,0.3264567696893358,0.002608531206951009,0.1316630744339358,0.14473101426333396,0.1380120800916684,0.006531351396903826,6,0.14830087037740378,0.1377625841272399,0.14303172725232183,0.005269143125081935,0.31241997439180536,0.3252032520325203,0.3186306780776827,0.006389077342387664,3,0.3238482384823848,0.3290653008962868,0.3264567696893358,0.002608531206951009,0.1826431966876966,0.19963171909911837,0.19089700151957895,0.008490857092374722,6,0.19918186454992165,0.19375695928895983,0.19646941191944073,0.0027124526304809077
1,0,4,False,train,MLP-bag_of_words_gaussian_random_projection,9.589093923568726,1.113481044769287,0.1042335033416748,0.009251117706298828,5,500,"{'hidden_layer_sizes': 5, 'max_iter': 500}",0.33034571062740076,0.3157181571815718,0.32323897300855825,0.0073108456940377715,1,0.3780487804878049,0.3649167733674776,0.3714827769276412,0.006566003560163652,0.21268809174776543,0.19357350686286107,0.20340134807096527,0.00955346231457254,5,0.25499619465146955,0.22438105259973265,0.23968862362560112,0.015307571025868452,0.33034571062740076,0.3157181571815718,0.32323897300855825,0.0073108456940377715,1,0.3780487804878049,0.3649167733674776,0.3714827769276412,0.006566003560163652,0.2518434475880307,0.23906936884708022,0.24563721315036022,0.006384479735755616,5,0.2958073762761118,0.2702019498840568,0.2830046630800843,0.012802713196027493
2,0,4,False,train,MLP-bag_of_words_gaussian_random_projection,16.73970079421997,2.1591637134552,0.14934217929840088,0.0024334192276000977,10,500,"{'hidden_layer_sizes': 10, 'max_iter': 500}",0.3060179257362356,0.31842818428184283,0.3120473996050033,0.006202642539372821,4,0.46883468834688347,0.44814340588988477,0.4584890471183841,0.010345641228499347,0.2087661051264859,0.24255860205053953,0.2251840529408056,0.01688947721455422,4,0.3630673187596461,0.3949558882438031,0.3790116035017246,0.015944284742078513,0.3060179257362356,0.31842818428184283,0.3120473996050033,0.006202642539372821,4,0.46883468834688347,0.44814340588988477,0.4584890471183841,0.010345641228499347,0.24640781970319464,0.2721318804671232,0.25890575047592623,0.012856875865509827,4,0.40172010476104564,0.3917718671907127,0.3967459859758792,0.004974118785166459
3,0,4,False,train,MLP-bag_of_words_gaussian_random_projection,31.4080673456192,3.371573328971863,0.16733551025390625,0.018739700317382812,20,500,"{'hidden_layer_sizes': 20, 'max_iter': 500}",0.30985915492957744,0.3089430894308943,0.3094140882159315,0.000457849190659682,5,0.6775067750677507,0.6696542893725992,0.6735805322201749,0.003926242847575756,0.2473357794126931,0.2756003033857639,0.26106798394997177,0.014126598419059264,2,0.6803986756304947,0.6508813841042508,0.6656400298673728,0.01475864576312197,0.30985915492957744,0.3089430894308943,0.3094140882159315,0.000457849190659682,5,0.6775067750677507,0.6696542893725992,0.6735805322201749,0.003926242847575756,0.27321221832672804,0.287378285143688,0.280094744535363,0.007080194851023094,2,0.6620794119824822,0.6484612402984452,0.6552703261404638,0.006809085842018503
4,0,4,False,train,MLP-bag_of_words_gaussian_random_projection,40.42627286911011,2.4798831939697266,0.13933730125427246,0.027374744415283203,40,500,"{'hidden_layer_sizes': 40, 'max_iter': 500}",0.29961587708066584,0.2981029810298103,0.2988808426596445,0.0007561448754834534,6,0.9024390243902439,0.8924455825864277,0.8974423034883359,0.004996720901908114,0.2464280935927229,0.27432392057037497,0.25998116818752687,0.01394232379983848,3,0.9056141135611026,0.8956830310040869,0.9006485722825948,0.004965541278507846,0.29961587708066584,0.2981029810298103,0.2988808426596445,0.0007561448754834534,6,0.9024390243902439,0.8924455825864277,0.8974423034883359,0.004996720901908114,0.268647780086651,0.2843156337940813,0.27625994337571197,0.007830787372336905,3,0.9008936221926178,0.8898753716100168,0.8953844969013174,0.005509125291300487
5,0,4,False,train,MLP-bag_of_words_gaussian_random_projection,34.88673460483551,1.960631251335144,0.08124303817749023,0.012591838836669922,80,500,"{'hidden_layer_sizes': 80, 'max_iter': 500}",0.30985915492957744,0.3333333333333333,0.32126398946675444,0.011732385510654862,2,0.9823848238482384,0.9807938540332907,0.9815893389407646,0.0007954849074738868,0.26964302403288387,0.3012381577366506,0.28499339182312733,0.01579123590600154,1,0.9838313103018986,0.9819802690758699,0.9829057896888842,0.0009255206130143745,0.30985915492957744,0.3333333333333333,0.32126398946675444,0.011732385510654862,2,0.9823848238482384,0.9807938540332907,0.9815893389407646,0.0007954849074738868,0.28223877151837473,0.3135723020046394,0.29746204044455204,0.015660486716582826,1,0.9825203108047882,0.9807406773971985,0.9816304941009933,0.0008898167037948435
0,0,5,False,train,MLP-bag_of_words_gaussian_random_projection,8.114941000938416,0.5852500200271606,0.02595663070678711,0.0006415843963623047,2,500,"{'hidden_layer_sizes': 2, 'max_iter': 500}",0.4756410256410256,0.5006765899864682,0.4878209348255431,0.012513221502376668,3,0.5074424898511503,0.48333333333333334,0.4953879115922418,0.01205457825890846,0.26501424133716334,0.30653307124296647,0.28521332975084895,0.020751851564528006,6,0.3007398697188245,0.2817670406046611,0.29125345516174284,0.009486414557081685,0.4756410256410256,0.5006765899864682,0.4878209348255431,0.012513221502376668,3,0.5074424898511503,0.48333333333333334,0.4953879115922418,0.01205457825890846,0.3396036135341162,0.3767028736276683,0.3576525623222235,0.01854287176112358,6,0.37277053103936647,0.3518146043842638,0.36229256771181517,0.010477963327551326
1,0,5,False,train,MLP-bag_of_words_gaussian_random_projection,7.286362528800964,0.987967848777771,0.02185511589050293,0.001967191696166992,5,500,"{'hidden_layer_sizes': 5, 'max_iter': 500}",0.4858974358974359,0.4979702300405954,0.49177090190915074,0.006034197798838532,1,0.5480378890392422,0.5243589743589744,0.5361984316991083,0.011839457340133919,0.31440271906962275,0.34475838790218466,0.32917088185254784,0.015172304594914584,5,0.4068796846170254,0.3598008464297899,0.3833402655234076,0.02353941909361776,0.4858974358974359,0.4979702300405954,0.49177090190915074,0.006034197798838532,1,0.5480378890392422,0.5243589743589744,0.5361984316991083,0.011839457340133919,0.365663311499287,0.4022436911292671,0.3834598227215091,0.018283526052581014,5,0.4263231671469262,0.41510825619018793,0.42071571166855704,0.005607455478369133
2,0,5,False,train,MLP-bag_of_words_gaussian_random_projection,9.116103172302246,1.3005602359771729,0.12105715274810791,0.003743767738342285,10,500,"{'hidden_layer_sizes': 10, 'max_iter': 500}",0.4794871794871795,0.4993234100135318,0.489137590520079,0.009914501743342413,2,0.6278755074424899,0.5435897435897435,0.5857326255161167,0.042142881926373166,0.36117221155356677,0.3735754238295726,0.36720642740081383,0.006199346673761363,4,0.56270442449135,0.4270289086139769,0.4948666665526635,0.06783775793868657,0.4794871794871795,0.4993234100135318,0.489137590520079,0.009914501743342413,2,0.6278755074424899,0.5435897435897435,0.5857326255161167,0.042142881926373166,0.40503893086870996,0.4193441231668597,0.41199846813555174,0.007149990205570329,4,0.5636172466683371,0.45979411977877244,0.5117056832235548,0.051911563444782344
3,0,5,False,train,MLP-bag_of_words_gaussian_random_projection,10.838179349899292,2.272678852081299,0.16024577617645264,0.002292037010192871,20,500,"{'hidden_layer_sizes': 20, 'max_iter': 500}",0.4756410256410256,0.48308525033829497,0.4792626728110599,0.003720756251590197,5,0.7821380243572396,0.7333333333333333,0.7577356788452865,0.02440234551195314,0.38782942998887887,0.3996356091266726,0.3935731866596027,0.005900938864789134,3,0.7569753876244703,0.7107170922914392,0.7338462399579547,0.023129147666515526,0.4756410256410256,0.48308525033829497,0.4792626728110599,0.003720756251590197,5,0.7821380243572396,0.7333333333333333,0.7577356788452865,0.02440234551195314,0.4228862886848028,0.43395075782088693,0.4282692002658207,0.005530218979514793,3,0.7572022401681823,0.7081452662023775,0.7326737531852798,0.024528486982902387
4,0,5,False,train,MLP-bag_of_words_gaussian_random_projection,30.787797689437866,3.408749580383301,0.16476571559906006,0.03979051113128662,40,500,"{'hidden_layer_sizes': 40, 'max_iter': 500}",0.4705128205128205,0.46008119079837617,0.46543778801843316,0.005213914551575825,6,0.9756427604871448,0.9512820512820512,0.963462405884598,0.012180354602546795,0.41261142639693354,0.4089574898397893,0.4108337706262096,0.0018263026494747525,2,0.9760175177991985,0.951669911540932,0.9638437146700652,0.012173803129133298,0.4705128205128205,0.46008119079837617,0.46543778801843316,0.005213914551575825,6,0.9756427604871448,0.9512820512820512,0.963462405884598,0.012180354602546795,0.43484342292511063,0.431588223445729,0.43325975444896647,0.0016270067475965824,2,0.9755794437420336,0.9501838736072407,0.9628816586746372,0.012697785067396494
5,0,5,False,train,MLP-bag_of_words_gaussian_random_projection,32.7174072265625,0.7196414470672607,0.08431017398834229,0.038781046867370605,80,500,"{'hidden_layer_sizes': 80, 'max_iter': 500}",0.47435897435897434,0.4857916102841678,0.4799210006583278,0.005714235305984484,4,0.9918809201623816,0.9910256410256411,0.9914532805940113,0.00042763956837027495,0.40649301332958404,0.43307488155772905,0.41942520596987315,0.013286091757157331,1,0.9920204468330189,0.9916585067632554,0.9918394767981371,0.00018097003488176666,0.47435897435897434,0.4857916102841678,0.4799210006583278,0.005714235305984484,4,0.9918809201623816,0.9910256410256411,0.9914532805940113,0.00042763956837027495,0.43486700094606223,0.45485248001808454,0.44459002203508424,0.009989098827918071,1,0.9918736998859498,0.9909519234042966,0.9914128116451232,0.00046088824082657354
0,1,0,False,train,MLP-bag_of_words_gaussian_random_projection,9.857922196388245,0.9226189851760864,0.0755150318145752,0.034073591232299805,2,500,"{'hidden_layer_sizes': 2, 'max_iter': 500}",0.35578144853875476,0.3510928961748634,0.3535220539828835,0.0023427389796545437,3,0.4057377049180328,0.3519695044472681,0.37885360468265045,0.026884100235382347,0.15019204937375205,0.17056010928961748,0.16000733565315525,0.01017735202710487,6,0.1834382740560062,0.16511678072724353,0.1742775273916249,0.009160746664381339,0.35578144853875476,0.3510928961748634,0.3535220539828835,0.0023427389796545437,3,0.4057377049180328,0.3519695044472681,0.37885360468265045,0.026884100235382347,0.21117202048867031,0.22954509791836322,0.2200259327194374,0.009180514864726364,6,0.2526311116334032,0.2189270389342882,0.23577907528384567,0.016852036349557495
1,1,0,False,train,MLP-bag_of_words_gaussian_random_projection,10.064571976661682,1.1079851388931274,0.11040806770324707,0.04643106460571289,5,500,"{'hidden_layer_sizes': 5, 'max_iter': 500}",0.3710292249047014,0.40027322404371585,0.38512179065174457,0.014612411547663866,1,0.4562841530054645,0.39644218551461247,0.4263631692600385,0.02992098374542601,0.20776825488753914,0.22805748958217253,0.21754555560937697,0.01013796526035307,5,0.2841702271555391,0.2241946638706486,0.2541824455130938,0.02998778164244524,0.3710292249047014,0.40027322404371585,0.38512179065174457,0.014612411547663866,1,0.4562841530054645,0.39644218551461247,0.4263631692600385,0.02992098374542601,0.26427392662846566,0.2902519351694815,0.2767926246218979,0.012980487045755109,4,0.3446675522015927,0.2766129580980191,0.31064025514980587,0.03402729705178678
2,1,0,False,train,MLP-bag_of_words_gaussian_random_projection,18.84035551548004,2.6606439352035522,0.2088160514831543,0.041640281677246094,10,500,"{'hidden_layer_sizes': 10, 'max_iter': 500}",0.36213468869123255,0.36475409836065575,0.36339697169190255,0.001308846027507848,2,0.5136612021857924,0.45870393900889456,0.4861825705973435,0.027478631588448904,0.21900193117046424,0.23981893871191026,0.22903356350775095,0.010401678646632707,4,0.44678819454778773,0.3414323532539273,0.3941102739008575,0.05267792064693022,0.36213468869123255,0.36475409836065575,0.36339697169190255,0.001308846027507848,2,0.5136612021857924,0.45870393900889456,0.4861825705973435,0.027478631588448904,0.26438062121115996,0.28884932115293,0.27617198945169696,0.01222632759239961,5,0.4324078760514193,0.3741256883692184,0.40326678221031886,0.029141093841100446
3,1,0,False,train,MLP-bag_of_words_gaussian_random_projection,32.30902290344238,4.00577974319458,0.18653857707977295,0.005621552467346191,20,500,"{'hidden_layer_sizes': 20, 'max_iter': 500}",0.3405336721728081,0.3469945355191257,0.3436471362738644,0.003228313395880875,5,0.7254098360655737,0.6607369758576874,0.6930734059616306,0.03233643010394316,0.24464180078200412,0.2843311567316092,0.2637679420296084,0.019831665308170165,3,0.7260080800445886,0.6479531463508142,0.6869806131977014,0.03902746684688718,0.3405336721728081,0.3469945355191257,0.3436471362738644,0.003228313395880875,5,0.7254098360655737,0.6607369758576874,0.6930734059616306,0.03233643010394316,0.27550238101456437,0.31079830643127987,0.29251134573150694,0.017636390484522427,3,0.7019699765410725,0.6302361574890852,0.6661030670150789,0.03586690952599364
4,1,0,False,train,MLP-bag_of_words_gaussian_random_projection,43.40501248836517,1.9637876749038696,0.13222312927246094,0.005921602249145508,40,500,"{'hidden_layer_sizes': 40, 'max_iter': 500}",0.33799237611181704,0.32786885245901637,0.33311389071757735,0.005058442698758,6,0.9262295081967213,0.8958068614993647,0.911018184848043,0.015211323348678307,0.2627641995917082,0.30491915318316537,0.28307850244157434,0.021063655751147128,2,0.9240754247540643,0.9003834352860998,0.912229430020082,0.01184599473398229,0.33799237611181704,0.32786885245901637,0.33311389071757735,0.005058442698758,6,0.9262295081967213,0.8958068614993647,0.911018184848043,0.015211323348678307,0.2916445894451902,0.31163619684213917,0.3012784647674856,0.009989249192454468,2,0.9227767744686166,0.893324824195246,0.9080507993319313,0.014725975136685332
5,1,0,False,train,MLP-bag_of_words_gaussian_random_projection,37.99939465522766,2.8223352432250977,0.07407999038696289,0.015621662139892578,80,500,"{'hidden_layer_sizes': 80, 'max_iter': 500}",0.33799237611181704,0.36065573770491804,0.3489137590520079,0.011324250321499349,4,0.9863387978142076,0.98856416772554,0.9874514827698738,0.0011126849556661877,0.2712473315091035,0.31577544681894026,0.29270525146091425,0.022249458538696122,1,0.9885538127565975,0.9897076177613686,0.989130715258983,0.0005769025023855678,0.33799237611181704,0.36065573770491804,0.3489137590520079,0.011324250321499349,4,0.9863387978142076,0.98856416772554,0.9874514827698738,0.0011126849556661877,0.2957692733189751,0.3315266482884569,0.3130006087223067,0.017866963968725228,1,0.9862073566124477,0.9886987839939994,0.9874530703032236,0.001245713690775807
0,1,1,False,train,MLP-bag_of_words_gaussian_random_projection,11.014253616333008,1.721538782119751,0.059151291847229004,0.02647411823272705,2,500,"{'hidden_layer_sizes': 2, 'max_iter': 500}",0.13104325699745548,0.15961800818553887,0.1448321263989467,0.014278676162067936,4,0.15416098226466576,0.1475826972010178,0.1508718397328418,0.0032891425318239825,0.029421883053110456,0.047204230214061095,0.038002831353951015,0.008885759838866785,6,0.03621131588243637,0.03695916254996373,0.03658523921620005,0.0003739233337636816,0.13104325699745548,0.15961800818553887,0.1448321263989467,0.014278676162067936,4,0.15416098226466576,0.1475826972010178,0.1508718397328418,0.0032891425318239825,0.04683015624647184,0.06267842619768284,0.054477807249919935,0.007919310053581336,6,0.05651696676636453,0.0558592985585575,0.05618813266246102,0.00032883410390351434
1,1,1,False,train,MLP-bag_of_words_gaussian_random_projection,12.205175757408142,0.9448951482772827,0.11431288719177246,0.01394963264465332,5,500,"{'hidden_layer_sizes': 5, 'max_iter': 500}",0.14249363867684478,0.16234652114597545,0.15207373271889402,0.009920397129425574,2,0.21282401091405184,0.20229007633587787,0.20755704362496485,0.005266967289086988,0.06562282366336257,0.059468606914723464,0.06265307983403244,0.003075234755557165,5,0.11624067282147832,0.08647226286680089,0.1013564678441396,0.014884204977338715,0.14249363867684478,0.16234652114597545,0.15207373271889402,0.009920397129425574,2,0.21282401091405184,0.20229007633587787,0.20755704362496485,0.005266967289086988,0.08062919121631609,0.0838539808782008,0.08218532737310444,0.0016114130607736959,5,0.13507849541007905,0.109714584540586,0.12239653997533252,0.012681955434746525
2,1,1,False,train,MLP-bag_of_words_gaussian_random_projection,21.670061230659485,3.690754532814026,0.18964612483978271,0.03819739818572998,10,500,"{'hidden_layer_sizes': 10, 'max_iter': 500}",0.138676844783715,0.15552523874488403,0.14680710994075047,0.008419067576091448,3,0.32060027285129605,0.3053435114503817,0.31297189215083887,0.007628380700457182,0.0764918882907164,0.10533734872461344,0.09041138960608607,0.014413948368975641,4,0.2610257624325063,0.2437750324914103,0.2524003974619583,0.008625364970548,0.138676844783715,0.15552523874488403,0.14680710994075047,0.008419067576091448,3,0.32060027285129605,0.3053435114503817,0.31297189215083887,0.007628380700457182,0.09479512648834425,0.11061835108802709,0.1024306917494157,0.00790679500274216,4,0.26259280631384213,0.246258296020107,0.2544255511669746,0.008167255146867572
3,1,1,False,train,MLP-bag_of_words_gaussian_random_projection,36.910377979278564,3.1662707328796387,0.18293941020965576,0.0016857385635375977,20,500,"{'hidden_layer_sizes': 20, 'max_iter': 500}",0.13358778625954199,0.1446111869031378,0.13890717577353523,0.005508344305733676,6,0.5688949522510232,0.5419847328244275,0.5554398425377254,0.01345510971329783,0.09641810355870374,0.11365645564658225,0.10473654469130082,0.008613927918755551,3,0.5905879987387602,0.5285495838857347,0.5595687913122475,0.031019207426512763,0.13358778625954199,0.1446111869031378,0.13890717577353523,0.005508344305733676,6,0.5688949522510232,0.5419847328244275,0.5554398425377254,0.01345510971329783,0.10910851284690903,0.12352839389448728,0.11606688862562847,0.0072055504672172395,3,0.5506292653603947,0.5180849196209653,0.53435709249068,0.01627217286971472
4,1,1,False,train,MLP-bag_of_words_gaussian_random_projection,44.825029253959656,1.5460985898971558,0.2064424753189087,0.04190719127655029,40,500,"{'hidden_layer_sizes': 40, 'max_iter': 500}",0.13740458015267176,0.14733969986357434,0.1421988150098749,0.004964535160765156,5,0.8703956343792633,0.8129770992366412,0.8416863668079522,0.028709267571311037,0.11875489980827408,0.11558967358836864,0.11722750624725321,0.0015816494735591687,2,0.8893323473691235,0.8287418553154456,0.8590371013422846,0.030295246026838918,0.13740458015267176,0.14733969986357434,0.1421988150098749,0.004964535160765156,5,0.8703956343792633,0.8129770992366412,0.8416863668079522,0.028709267571311037,0.12157103391665923,0.1267907645197733,0.1240898374269177,0.002608276182162639,2,0.8718075931358263,0.8128920837052231,0.8423498384205248,0.0294577547153016
5,1,1,False,train,MLP-bag_of_words_gaussian_random_projection,40.33313775062561,1.8889198303222656,0.08255529403686523,0.029003381729125977,80,500,"{'hidden_layer_sizes': 80, 'max_iter': 500}",0.15903307888040713,0.15688949522510232,0.15799868334430547,0.0010711392249379815,1,0.9495225102319236,0.94529262086514,0.9474075655485318,0.002114944683391795,0.12904660023350875,0.13525729721067456,0.13204359884065986,0.003103457674713455,1,0.9745953173228802,0.9604234823700473,0.9675093998464637,0.007085917476416459,0.15903307888040713,0.15688949522510232,0.15799868334430547,0.0010711392249379815,1,0.9495225102319236,0.94529262086514,0.9474075655485318,0.002114944683391795,0.1388622438643974,0.14033796284627845,0.13957435842247432,0.0007374102160960665,1,0.9555544388281324,0.9481454624357605,0.9518499506319464,0.003704488196185962
0,1,2,False,train,MLP-bag_of_words_gaussian_random_projection,11.179811477661133,0.6525328159332275,0.06563270092010498,0.03653919696807861,2,500,"{'hidden_layer_sizes': 2, 'max_iter': 500}",0.12643678160919541,0.1331521739130435,0.12969058591178406,0.003356088486957273,2,0.13858695652173914,0.1251596424010217,0.13187329946138043,0.006713657060358716,0.029631598654197726,0.031232487902229076,0.030407276393862686,0.0008000613711179622,6,0.03168253223692859,0.025966681691833825,0.028824606964381206,0.0028579252725473812,0.12643678160919541,0.1331521739130435,0.12969058591178406,0.003356088486957273,2,0.13858695652173914,0.1251596424010217,0.13187329946138043,0.006713657060358716,0.04561189697250925,0.04975333003792275,0.04761854261842389,0.002069725073600531,6,0.049742497391796,0.04258171690062025,0.04616210714620812,0.0035803902455878757
1,1,2,False,train,MLP-bag_of_words_gaussian_random_projection,11.830359101295471,0.9190260171890259,0.08051919937133789,0.02970576286315918,5,500,"{'hidden_layer_sizes': 5, 'max_iter': 500}",0.11877394636015326,0.13179347826086957,0.1250822909809085,0.006506649074325693,5,0.18206521739130435,0.16475095785440613,0.17340808762285526,0.00865712976844911,0.04883088941160142,0.051158099557839766,0.04995849090444633,0.0011630479389931048,5,0.08375487007716308,0.06267411167063956,0.07321449087390132,0.010540379203261757,0.11877394636015326,0.13179347826086957,0.1250822909809085,0.006506649074325693,5,0.18206521739130435,0.16475095785440613,0.17340808762285526,0.00865712976844911,0.06634355256002414,0.06869573944303943,0.0674832560135457,0.0011755303279506113,5,0.10543871912139849,0.0867978915066054,0.09611830531400195,0.009320413807396545
2,1,2,False,train,MLP-bag_of_words_gaussian_random_projection,21.096637725830078,0.18569421768188477,0.1863727569580078,0.08804869651794434,10,500,"{'hidden_layer_sizes': 10, 'max_iter': 500}",0.11749680715197956,0.13451086956521738,0.12574061882817644,0.00850295803995247,4,0.297554347826087,0.31545338441890164,0.3065038661224943,0.008949518296407333,0.07305396971384255,0.09374002098913081,0.08307696756678012,0.010338073396817204,4,0.2523573300386732,0.2609446305997402,0.25665098031920675,0.004293650280533495,0.11749680715197956,0.13451086956521738,0.12574061882817644,0.00850295803995247,4,0.297554347826087,0.31545338441890164,0.3065038661224943,0.008949518296407333,0.08215890662839219,0.09961468151530416,0.09061674093831135,0.00872370853082011,4,0.2531159965680621,0.26233724627392924,0.25772662142099567,0.004610624852933565
3,1,2,False,train,MLP-bag_of_words_gaussian_random_projection,33.909544825553894,3.2676252126693726,0.20228958129882812,0.0022721290588378906,20,500,"{'hidden_layer_sizes': 20, 'max_iter': 500}",0.1111111111111111,0.12771739130434784,0.11915734035549704,0.008299164553018386,6,0.5597826086956522,0.524904214559387,0.5423434116275196,0.017439197068132628,0.09359170444596746,0.10253196720336312,0.09792352366219076,0.004467991079728182,3,0.56797258791844,0.5415321968992849,0.5547523924088624,0.013220195509577537,0.1111111111111111,0.12771739130434784,0.11915734035549704,0.008299164553018386,6,0.5597826086956522,0.524904214559387,0.5423434116275196,0.017439197068132628,0.0939828349480604,0.11081994438467226,0.10214090772314026,0.008414523914183394,3,0.5421980381830093,0.5102959665470119,0.5262470023650105,0.01595103581799867
4,1,2,False,train,MLP-bag_of_words_gaussian_random_projection,44.54480493068695,0.9363573789596558,0.17745840549468994,0.04197490215301514,40,500,"{'hidden_layer_sizes': 40, 'max_iter': 500}",0.12643678160919541,0.12771739130434784,0.12705727452271232,0.0006399982696058058,3,0.8804347826086957,0.8378033205619413,0.8591190515853184,0.021315731023377193,0.10780290183159048,0.10633446428528309,0.10709140082166142,0.0007338672291943464,2,0.9019500467026889,0.8515418138140989,0.8767459302583939,0.02520411644429499,0.12643678160919541,0.12771739130434784,0.12705727452271232,0.0006399982696058058,3,0.8804347826086957,0.8378033205619413,0.8591190515853184,0.021315731023377193,0.11119274765069703,0.11419746616793333,0.11264862179729737,0.0015016399289830991,2,0.8846668131935259,0.8400161085619167,0.8623414608777213,0.022325352315804625
5,1,2,False,train,MLP-bag_of_words_gaussian_random_projection,38.61291062831879,1.8629189729690552,0.13051104545593262,0.05404806137084961,80,500,"{'hidden_layer_sizes': 80, 'max_iter': 500}",0.13665389527458494,0.13858695652173914,0.13759052007899933,0.0009660678487003623,1,0.9578804347826086,0.9616858237547893,0.9597831292686989,0.0019026944860903172,0.11164025598648518,0.1224225646545254,0.11686460041023607,0.005388573049245952,1,0.9749236935844457,0.9670179538146869,0.9709708236995663,0.0039528698848794175,0.13665389527458494,0.13858695652173914,0.13759052007899933,0.0009660678487003623,1,0.9578804347826086,0.9616858237547893,0.9597831292686989,0.0019026944860903172,0.11688147169234207,0.12414733388007089,0.12040199478001055,0.003631191646403409,1,0.9623825868310745,0.961907199446045,0.9621448931385597,0.00023769369251475103
0,1,3,False,train,MLP-bag_of_words_gaussian_random_projection,9.984804034233093,0.2972670793533325,0.05326521396636963,0.019446730613708496,2,500,"{'hidden_layer_sizes': 2, 'max_iter': 500}",0.21292775665399238,0.21643835616438356,0.21461487820934824,0.0017539751890081876,3,0.2356164383561644,0.23067173637515842,0.2331440873656614,0.0024723509905029833,0.06361143692795021,0.08032762951728668,0.07164489353770374,0.008351789194293961,6,0.07447992372313068,0.08230057418138095,0.07839024895225583,0.003910325229125135,0.21292775665399238,0.21643835616438356,0.21461487820934824,0.0017539751890081876,3,0.2356164383561644,0.23067173637515842,0.2331440873656614,0.0024723509905029833,0.09521384939425231,0.11709643751192254,0.10573016889780679,0.010933037652421426,6,0.10902151774143161,0.12099137586707996,0.11500644680425579,0.005984929062824176
