,kfold-test,column,is_test,evaluation,evaluation_method,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_hidden_layer_sizes,param_max_iter,params,split0_test_accuracy,split1_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_train_accuracy,split1_train_accuracy,mean_train_accuracy,std_train_accuracy,split0_test_precision_weighted,split1_test_precision_weighted,mean_test_precision_weighted,std_test_precision_weighted,rank_test_precision_weighted,split0_train_precision_weighted,split1_train_precision_weighted,mean_train_precision_weighted,std_train_precision_weighted,split0_test_recall_weighted,split1_test_recall_weighted,mean_test_recall_weighted,std_test_recall_weighted,rank_test_recall_weighted,split0_train_recall_weighted,split1_train_recall_weighted,mean_train_recall_weighted,std_train_recall_weighted,split0_test_f1_weighted,split1_test_f1_weighted,mean_test_f1_weighted,std_test_f1_weighted,rank_test_f1_weighted,split0_train_f1_weighted,split1_train_f1_weighted,mean_train_f1_weighted,std_train_f1_weighted
4,0,1,False,train,MLP-bag_of_words_gaussian_random_projection,49.26363921165466,1.7816741466522217,0.19527161121368408,0.06927764415740967,40,500,"{'hidden_layer_sizes': 40, 'max_iter': 500}",0.1361323155216285,0.1664392905866303,0.15075707702435814,0.015144260734123092,2,0.8649386084583902,0.8625954198473282,0.8637670141528593,0.0011715943055309874,0.10156353858466305,0.13819716813433666,0.11924125448980509,0.01830566185993926,1,0.8841981423494077,0.879177851247005,0.8816879967982063,0.0025101455512013815,0.1361323155216285,0.1664392905866303,0.15075707702435814,0.015144260734123092,2,0.8649386084583902,0.8625954198473282,0.8637670141528593,0.0011715943055309874,0.11203648239516494,0.14763263579528543,0.1292135597106938,0.017787239639293084,1,0.866113240968975,0.8623762471942343,0.8642447440816047,0.0018684968873703411
5,0,1,False,train,MLP-bag_of_words_gaussian_random_projection,48.650869965553284,1.5236543416976929,0.11980330944061279,0.04326045513153076,80,500,"{'hidden_layer_sizes': 80, 'max_iter': 500}",0.14376590330788805,0.15006821282401092,0.1468071099407505,0.003149236053238699,3,0.9427012278308322,0.9478371501272265,0.9452691889790293,0.0025679611481971287,0.11095216944162399,0.12234159274890768,0.11644818477028689,0.0056912442039121925,2,0.9704244125548069,0.9665041031410805,0.9684642578479437,0.0019601547068632263,0.14376590330788805,0.15006821282401092,0.1468071099407505,0.003149236053238699,3,0.9427012278308322,0.9478371501272265,0.9452691889790293,0.0025679611481971287,0.12093914154083456,0.13368509441189746,0.1270897560599189,0.0063690959975457396,2,0.9504783335671899,0.9519348038712061,0.951206568719198,0.0007282351520080943
0,0,2,False,train,MLP-bag_of_words_gaussian_random_projection,11.180169701576233,0.529891848564148,0.036939024925231934,0.00042808055877685547,2,500,"{'hidden_layer_sizes': 2, 'max_iter': 500}",0.12198221092757307,0.11612021857923498,0.11915734035549704,0.00292907424446257,6,0.12704918032786885,0.12579415501905972,0.1264216676734643,0.0006275126544045689,0.0220204685589927,0.026288817156678215,0.024077368607383614,0.002132774865769493,6,0.025081155671847478,0.027786542722030152,0.026433849196938815,0.001352693525091337,0.12198221092757307,0.11612021857923498,0.11915734035549704,0.00292907424446257,6,0.12704918032786885,0.12579415501905972,0.1264216676734643,0.0006275126544045689,0.03657953651600412,0.04193568077418648,0.03916064092481879,0.002676316048197476,6,0.040767059291975286,0.043389532392305696,0.04207829584214049,0.0013112365501652054
1,0,2,False,train,MLP-bag_of_words_gaussian_random_projection,11.931572437286377,1.078303337097168,0.09845590591430664,0.02386474609375,5,500,"{'hidden_layer_sizes': 5, 'max_iter': 500}",0.15756035578144853,0.15846994535519127,0.15799868334430547,0.00045449656621214594,1,0.21174863387978143,0.18932655654383734,0.2005375952118094,0.011211038667972045,0.07373614074844076,0.06728851099058661,0.07062905386052157,0.0032217009404516203,5,0.11483999431654734,0.09847593378316628,0.10665796404985681,0.00818203026669053,0.15756035578144853,0.15846994535519127,0.15799868334430547,0.00045449656621214594,1,0.21174863387978143,0.18932655654383734,0.2005375952118094,0.011211038667972045,0.08500790971538887,0.09320920240825549,0.08896007972933118,0.004097957446973661,5,0.12572418642347194,0.11543560151089263,0.12057989396718229,0.005144292456289654
2,0,2,False,train,MLP-bag_of_words_gaussian_random_projection,23.138494610786438,2.2261873483657837,0.14097344875335693,0.004908442497253418,10,500,"{'hidden_layer_sizes': 10, 'max_iter': 500}",0.156289707750953,0.15846994535519127,0.15734035549703754,0.0010894039831344357,2,0.31830601092896177,0.3036848792884371,0.3109954451086995,0.007310565820262321,0.08478896933438117,0.08849631000891219,0.08657552191749948,0.00185245483786684,4,0.2613195984331891,0.24869394046723786,0.2550067694502135,0.00631282898297561,0.156289707750953,0.15846994535519127,0.15734035549703754,0.0010894039831344357,2,0.31830601092896177,0.3036848792884371,0.3109954451086995,0.007310565820262321,0.10620232018110465,0.11044894442513074,0.10824875135070774,0.0021219198115489876,4,0.2671334279167767,0.24528004616950694,0.2562067370431418,0.010926690873634876
3,0,2,False,train,MLP-bag_of_words_gaussian_random_projection,35.298038721084595,2.238323211669922,0.18475604057312012,0.03955817222595215,20,500,"{'hidden_layer_sizes': 20, 'max_iter': 500}",0.144853875476493,0.16393442622950818,0.15404871626069783,0.00953401957214467,3,0.5683060109289617,0.5451080050825922,0.556707008005777,0.011599002923184776,0.11253572321721653,0.12807835456439953,0.1200256548473271,0.007766219821681799,2,0.5645137140913599,0.5660325298878449,0.5652731219896023,0.0007594078982425256,0.144853875476493,0.16393442622950818,0.15404871626069783,0.00953401957214467,3,0.5683060109289617,0.5451080050825922,0.556707008005777,0.011599002923184776,0.1207729487428064,0.13914945495727596,0.12962851329118805,0.00918222813294343,1,0.5489765769093967,0.5254043188799202,0.5371904478946585,0.011786129014738245
4,0,2,False,train,MLP-bag_of_words_gaussian_random_projection,48.92252552509308,1.4293879270553589,0.25618088245391846,0.019695401191711426,40,500,"{'hidden_layer_sizes': 40, 'max_iter': 500}",0.12833545108005082,0.1448087431693989,0.13627386438446346,0.008231245063651107,5,0.8866120218579235,0.8856416772554002,0.8861268495566619,0.00048517230126166044,0.12020820674774146,0.13880364091345107,0.12916927179665483,0.009291620330214377,1,0.9015895358725049,0.9010194533967418,0.9013044946346234,0.0002850412378815337,0.12833545108005082,0.1448087431693989,0.13627386438446346,0.008231245063651107,5,0.8866120218579235,0.8856416772554002,0.8861268495566619,0.00048517230126166044,0.1174514600273636,0.13347113339111186,0.1251712762895517,0.008004584425593963,2,0.8886298546175364,0.8878091526563421,0.8882195036369392,0.0004103509805971628
5,0,2,False,train,MLP-bag_of_words_gaussian_random_projection,43.972450375556946,1.3724020719528198,0.08554732799530029,0.012300848960876465,80,500,"{'hidden_layer_sizes': 80, 'max_iter': 500}",0.13468869123252858,0.15027322404371585,0.1421988150098749,0.007787156815749175,4,0.9631147540983607,0.9580686149936467,0.9605916845460036,0.0025230695523569824,0.09377675424563463,0.12923342115282005,0.11086317964132897,0.01771670852858904,3,0.9785154203158918,0.9684027229151954,0.9734590716155436,0.005056348700348212,0.13468869123252858,0.15027322404371585,0.1421988150098749,0.007787156815749175,4,0.9631147540983607,0.9580686149936467,0.9605916845460036,0.0025230695523569824,0.10796063514331544,0.13504682901387655,0.12101336319680506,0.013534216377691638,3,0.9670083548794641,0.9604711253505508,0.9637397401150074,0.0032686147644566677
0,0,3,False,train,MLP-bag_of_words_gaussian_random_projection,11.761865139007568,1.5327074527740479,0.04461205005645752,0.006702780723571777,2,500,"{'hidden_layer_sizes': 2, 'max_iter': 500}",0.233502538071066,0.2243502051983584,0.22909809084924293,0.004572943446465518,3,0.2640218878248974,0.22081218274111675,0.24241703528300707,0.021604852541890318,0.07666784848236538,0.07300097551850569,0.07490321113109386,0.0018321451942714423,6,0.09148400426590808,0.06863347703977281,0.08005874065284044,0.011425263613067636,0.233502538071066,0.2243502051983584,0.22909809084924293,0.004572943446465518,3,0.2640218878248974,0.22081218274111675,0.24241703528300707,0.021604852541890318,0.11351224717130869,0.10924560155149306,0.1114589766327404,0.0021318203125794528,6,0.1331411253842224,0.10371023194333513,0.11842567866377876,0.014715446720443635
1,0,3,False,train,MLP-bag_of_words_gaussian_random_projection,10.877650260925293,0.3425917625427246,0.08590686321258545,0.0007530450820922852,5,500,"{'hidden_layer_sizes': 5, 'max_iter': 500}",0.25,0.2558139534883721,0.25279789335088876,0.0029049293630904836,1,0.3091655266757866,0.2868020304568528,0.29798377856631975,0.011181748109466899,0.1064377428854028,0.10777520413735532,0.10708137960375519,0.0006682596396003352,5,0.1529101990876973,0.1271440894035969,0.1400271442456471,0.012883054842050198,0.25,0.2558139534883721,0.25279789335088876,0.0029049293630904836,1,0.3091655266757866,0.2868020304568528,0.29798377856631975,0.011181748109466899,0.14583588458843225,0.1491955793314348,0.14745269621261584,0.0016786642565146356,5,0.19257387062079695,0.16749280113836257,0.18003333587957976,0.01254053474121719
2,0,3,False,train,MLP-bag_of_words_gaussian_random_projection,21.35534179210663,3.633200526237488,0.1395326852798462,0.0045174360275268555,10,500,"{'hidden_layer_sizes': 10, 'max_iter': 500}",0.22715736040609136,0.25170998632010944,0.238973008558262,0.012267666760880458,2,0.40902872777017785,0.3946700507614213,0.4018493892657996,0.007179338504378269,0.13643122825253368,0.17166489057981466,0.15338699333564257,0.017604423645362133,4,0.32201772145684154,0.3197168930452892,0.3208673072510654,0.0011504142057761624,0.22715736040609136,0.25170998632010944,0.238973008558262,0.012267666760880458,2,0.40902872777017785,0.3946700507614213,0.4018493892657996,0.007179338504378269,0.16491166039494007,0.19258548759662641,0.17822934813979374,0.013827168275090555,4,0.33854788438909456,0.3247015871675853,0.33162473577833995,0.006923148610754631
