,best_params,column,i_outer,metric,model,params,refit,split_method,value
0,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 25}",0,2,accuracy,KNeighborsClassifier,"{'n_neighbors': [1, 5, 10, 15, 20, 25, 40, 60, 80, 100], 'algorithm': ['brute'], 'metric': ['hamming']}",accuracy,split_x_y,0.5097276264591439
1,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 25}",0,2,hit@5,KNeighborsClassifier,"{'n_neighbors': [1, 5, 10, 15, 20, 25, 40, 60, 80, 100], 'algorithm': ['brute'], 'metric': ['hamming']}",accuracy,split_x_y,0.8521400778210116
2,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 25}",0,2,mdcg,KNeighborsClassifier,"{'n_neighbors': [1, 5, 10, 15, 20, 25, 40, 60, 80, 100], 'algorithm': ['brute'], 'metric': ['hamming']}",accuracy,split_x_y,0.7351949655275427
3,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 25}",0,2,map@5,KNeighborsClassifier,"{'n_neighbors': [1, 5, 10, 15, 20, 25, 40, 60, 80, 100], 'algorithm': ['brute'], 'metric': ['hamming']}",accuracy,split_x_y,0.8310635538261998
4,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 25}",1,2,accuracy,KNeighborsClassifier,"{'n_neighbors': [1, 5, 10, 15, 20, 25, 40, 60, 80, 100], 'algorithm': ['brute'], 'metric': ['hamming']}",accuracy,split_x_y,0.30739299610894943
5,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 25}",1,2,hit@5,KNeighborsClassifier,"{'n_neighbors': [1, 5, 10, 15, 20, 25, 40, 60, 80, 100], 'algorithm': ['brute'], 'metric': ['hamming']}",accuracy,split_x_y,0.8715953307392996
6,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 25}",1,2,mdcg,KNeighborsClassifier,"{'n_neighbors': [1, 5, 10, 15, 20, 25, 40, 60, 80, 100], 'algorithm': ['brute'], 'metric': ['hamming']}",accuracy,split_x_y,0.6422034393002463
7,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 25}",1,2,map@5,KNeighborsClassifier,"{'n_neighbors': [1, 5, 10, 15, 20, 25, 40, 60, 80, 100], 'algorithm': ['brute'], 'metric': ['hamming']}",accuracy,split_x_y,0.7266536964980544
8,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 25}",2,2,accuracy,KNeighborsClassifier,"{'n_neighbors': [1, 5, 10, 15, 20, 25, 40, 60, 80, 100], 'algorithm': ['brute'], 'metric': ['hamming']}",accuracy,split_x_y,0.33073929961089493
9,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 25}",2,2,hit@5,KNeighborsClassifier,"{'n_neighbors': [1, 5, 10, 15, 20, 25, 40, 60, 80, 100], 'algorithm': ['brute'], 'metric': ['hamming']}",accuracy,split_x_y,0.8443579766536965
10,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 25}",2,2,mdcg,KNeighborsClassifier,"{'n_neighbors': [1, 5, 10, 15, 20, 25, 40, 60, 80, 100], 'algorithm': ['brute'], 'metric': ['hamming']}",accuracy,split_x_y,0.6337330327584181
11,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 25}",2,2,map@5,KNeighborsClassifier,"{'n_neighbors': [1, 5, 10, 15, 20, 25, 40, 60, 80, 100], 'algorithm': ['brute'], 'metric': ['hamming']}",accuracy,split_x_y,0.6626945525291829
12,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 25}",3,2,accuracy,KNeighborsClassifier,"{'n_neighbors': [1, 5, 10, 15, 20, 25, 40, 60, 80, 100], 'algorithm': ['brute'], 'metric': ['hamming']}",accuracy,split_x_y,0.29571984435797666
13,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 25}",3,2,hit@5,KNeighborsClassifier,"{'n_neighbors': [1, 5, 10, 15, 20, 25, 40, 60, 80, 100], 'algorithm': ['brute'], 'metric': ['hamming']}",accuracy,split_x_y,0.8404669260700389
14,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 25}",3,2,mdcg,KNeighborsClassifier,"{'n_neighbors': [1, 5, 10, 15, 20, 25, 40, 60, 80, 100], 'algorithm': ['brute'], 'metric': ['hamming']}",accuracy,split_x_y,0.6404082343478107
15,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 25}",3,2,map@5,KNeighborsClassifier,"{'n_neighbors': [1, 5, 10, 15, 20, 25, 40, 60, 80, 100], 'algorithm': ['brute'], 'metric': ['hamming']}",accuracy,split_x_y,0.653047989623865
16,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 25}",4,2,accuracy,KNeighborsClassifier,"{'n_neighbors': [1, 5, 10, 15, 20, 25, 40, 60, 80, 100], 'algorithm': ['brute'], 'metric': ['hamming']}",accuracy,split_x_y,0.4357976653696498
17,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 25}",4,2,hit@5,KNeighborsClassifier,"{'n_neighbors': [1, 5, 10, 15, 20, 25, 40, 60, 80, 100], 'algorithm': ['brute'], 'metric': ['hamming']}",accuracy,split_x_y,0.8638132295719845
18,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 25}",4,2,mdcg,KNeighborsClassifier,"{'n_neighbors': [1, 5, 10, 15, 20, 25, 40, 60, 80, 100], 'algorithm': ['brute'], 'metric': ['hamming']}",accuracy,split_x_y,0.7108052458021052
19,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 25}",4,2,map@5,KNeighborsClassifier,"{'n_neighbors': [1, 5, 10, 15, 20, 25, 40, 60, 80, 100], 'algorithm': ['brute'], 'metric': ['hamming']}",accuracy,split_x_y,0.6344033722438391
20,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 25}",5,2,accuracy,KNeighborsClassifier,"{'n_neighbors': [1, 5, 10, 15, 20, 25, 40, 60, 80, 100], 'algorithm': ['brute'], 'metric': ['hamming']}",accuracy,split_x_y,0.5408560311284046
21,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 25}",5,2,hit@5,KNeighborsClassifier,"{'n_neighbors': [1, 5, 10, 15, 20, 25, 40, 60, 80, 100], 'algorithm': ['brute'], 'metric': ['hamming']}",accuracy,split_x_y,0.8988326848249028
22,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 25}",5,2,mdcg,KNeighborsClassifier,"{'n_neighbors': [1, 5, 10, 15, 20, 25, 40, 60, 80, 100], 'algorithm': ['brute'], 'metric': ['hamming']}",accuracy,split_x_y,0.7559873140255434
23,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 25}",5,2,map@5,KNeighborsClassifier,"{'n_neighbors': [1, 5, 10, 15, 20, 25, 40, 60, 80, 100], 'algorithm': ['brute'], 'metric': ['hamming']}",accuracy,split_x_y,0.5525291828793775
