,best_params,column,i_outer,metric,model,params,refit,split_method,value
0,"{'C': 2000.0, 'gamma': 0.0002, 'kernel': 'rbf', 'probability': True}",0,4,accuracy,SVC,"{'C': [0.002, 2.0, 2000.0, 2000000.0, 2000000000.0, 2000000000000.0], 'gamma': [2e-13, 2e-10, 2e-07, 0.0002, 0.2, 200.0], 'kernel': ['rbf'], 'probability': [True]}",accuracy,split_x_y_split_with_one_hot_encoding,0.5603112840466926
1,"{'C': 2000.0, 'gamma': 0.0002, 'kernel': 'rbf', 'probability': True}",0,4,hit@5,SVC,"{'C': [0.002, 2.0, 2000.0, 2000000.0, 2000000000.0, 2000000000000.0], 'gamma': [2e-13, 2e-10, 2e-07, 0.0002, 0.2, 200.0], 'kernel': ['rbf'], 'probability': [True]}",accuracy,split_x_y_split_with_one_hot_encoding,0.9299610894941635
2,"{'C': 2000.0, 'gamma': 0.0002, 'kernel': 'rbf', 'probability': True}",0,4,mdcg,SVC,"{'C': [0.002, 2.0, 2000.0, 2000000.0, 2000000000.0, 2000000000000.0], 'gamma': [2e-13, 2e-10, 2e-07, 0.0002, 0.2, 200.0], 'kernel': ['rbf'], 'probability': [True]}",accuracy,split_x_y_split_with_one_hot_encoding,0.7809816462470742
3,"{'C': 2000.0, 'gamma': 0.0002, 'kernel': 'rbf', 'probability': True}",0,4,map@5,SVC,"{'C': [0.002, 2.0, 2000.0, 2000000.0, 2000000000.0, 2000000000000.0], 'gamma': [2e-13, 2e-10, 2e-07, 0.0002, 0.2, 200.0], 'kernel': ['rbf'], 'probability': [True]}",accuracy,split_x_y_split_with_one_hot_encoding,0.8441147859922179
4,"{'C': 2000.0, 'gamma': 0.0002, 'kernel': 'rbf', 'probability': True}",1,4,accuracy,SVC,"{'C': [0.002, 2.0, 2000.0, 2000000.0, 2000000000.0, 2000000000000.0], 'gamma': [2e-13, 2e-10, 2e-07, 0.0002, 0.2, 200.0], 'kernel': ['rbf'], 'probability': [True]}",accuracy,split_x_y_split_with_one_hot_encoding,0.29961089494163423
5,"{'C': 2000.0, 'gamma': 0.0002, 'kernel': 'rbf', 'probability': True}",1,4,hit@5,SVC,"{'C': [0.002, 2.0, 2000.0, 2000000.0, 2000000000.0, 2000000000000.0], 'gamma': [2e-13, 2e-10, 2e-07, 0.0002, 0.2, 200.0], 'kernel': ['rbf'], 'probability': [True]}",accuracy,split_x_y_split_with_one_hot_encoding,0.8754863813229572
6,"{'C': 2000.0, 'gamma': 0.0002, 'kernel': 'rbf', 'probability': True}",1,4,mdcg,SVC,"{'C': [0.002, 2.0, 2000.0, 2000000.0, 2000000000.0, 2000000000000.0], 'gamma': [2e-13, 2e-10, 2e-07, 0.0002, 0.2, 200.0], 'kernel': ['rbf'], 'probability': [True]}",accuracy,split_x_y_split_with_one_hot_encoding,0.6440931803712213
7,"{'C': 2000.0, 'gamma': 0.0002, 'kernel': 'rbf', 'probability': True}",1,4,map@5,SVC,"{'C': [0.002, 2.0, 2000.0, 2000000.0, 2000000000.0, 2000000000000.0], 'gamma': [2e-13, 2e-10, 2e-07, 0.0002, 0.2, 200.0], 'kernel': ['rbf'], 'probability': [True]}",accuracy,split_x_y_split_with_one_hot_encoding,0.666828793774319
8,"{'C': 2000.0, 'gamma': 0.0002, 'kernel': 'rbf', 'probability': True}",2,4,accuracy,SVC,"{'C': [0.002, 2.0, 2000.0, 2000000.0, 2000000000.0, 2000000000000.0], 'gamma': [2e-13, 2e-10, 2e-07, 0.0002, 0.2, 200.0], 'kernel': ['rbf'], 'probability': [True]}",accuracy,split_x_y_split_with_one_hot_encoding,0.3346303501945525
9,"{'C': 2000.0, 'gamma': 0.0002, 'kernel': 'rbf', 'probability': True}",2,4,hit@5,SVC,"{'C': [0.002, 2.0, 2000.0, 2000000.0, 2000000000.0, 2000000000000.0], 'gamma': [2e-13, 2e-10, 2e-07, 0.0002, 0.2, 200.0], 'kernel': ['rbf'], 'probability': [True]}",accuracy,split_x_y_split_with_one_hot_encoding,0.8715953307392996
10,"{'C': 2000.0, 'gamma': 0.0002, 'kernel': 'rbf', 'probability': True}",2,4,mdcg,SVC,"{'C': [0.002, 2.0, 2000.0, 2000000.0, 2000000000.0, 2000000000000.0], 'gamma': [2e-13, 2e-10, 2e-07, 0.0002, 0.2, 200.0], 'kernel': ['rbf'], 'probability': [True]}",accuracy,split_x_y_split_with_one_hot_encoding,0.6598838371274762
11,"{'C': 2000.0, 'gamma': 0.0002, 'kernel': 'rbf', 'probability': True}",2,4,map@5,SVC,"{'C': [0.002, 2.0, 2000.0, 2000000.0, 2000000000.0, 2000000000000.0], 'gamma': [2e-13, 2e-10, 2e-07, 0.0002, 0.2, 200.0], 'kernel': ['rbf'], 'probability': [True]}",accuracy,split_x_y_split_with_one_hot_encoding,0.6652885862516212
12,"{'C': 2000.0, 'gamma': 0.0002, 'kernel': 'rbf', 'probability': True}",3,4,accuracy,SVC,"{'C': [0.002, 2.0, 2000.0, 2000000.0, 2000000000.0, 2000000000000.0], 'gamma': [2e-13, 2e-10, 2e-07, 0.0002, 0.2, 200.0], 'kernel': ['rbf'], 'probability': [True]}",accuracy,split_x_y_split_with_one_hot_encoding,0.377431906614786
13,"{'C': 2000.0, 'gamma': 0.0002, 'kernel': 'rbf', 'probability': True}",3,4,hit@5,SVC,"{'C': [0.002, 2.0, 2000.0, 2000000.0, 2000000000.0, 2000000000000.0], 'gamma': [2e-13, 2e-10, 2e-07, 0.0002, 0.2, 200.0], 'kernel': ['rbf'], 'probability': [True]}",accuracy,split_x_y_split_with_one_hot_encoding,0.9182879377431906
14,"{'C': 2000.0, 'gamma': 0.0002, 'kernel': 'rbf', 'probability': True}",3,4,mdcg,SVC,"{'C': [0.002, 2.0, 2000.0, 2000000.0, 2000000000.0, 2000000000000.0], 'gamma': [2e-13, 2e-10, 2e-07, 0.0002, 0.2, 200.0], 'kernel': ['rbf'], 'probability': [True]}",accuracy,split_x_y_split_with_one_hot_encoding,0.6845399777170182
15,"{'C': 2000.0, 'gamma': 0.0002, 'kernel': 'rbf', 'probability': True}",3,4,map@5,SVC,"{'C': [0.002, 2.0, 2000.0, 2000000.0, 2000000000.0, 2000000000000.0], 'gamma': [2e-13, 2e-10, 2e-07, 0.0002, 0.2, 200.0], 'kernel': ['rbf'], 'probability': [True]}",accuracy,split_x_y_split_with_one_hot_encoding,0.6762321660181583
16,"{'C': 2000.0, 'gamma': 0.0002, 'kernel': 'rbf', 'probability': True}",4,4,accuracy,SVC,"{'C': [0.002, 2.0, 2000.0, 2000000.0, 2000000000.0, 2000000000000.0], 'gamma': [2e-13, 2e-10, 2e-07, 0.0002, 0.2, 200.0], 'kernel': ['rbf'], 'probability': [True]}",accuracy,split_x_y_split_with_one_hot_encoding,0.4591439688715953
17,"{'C': 2000.0, 'gamma': 0.0002, 'kernel': 'rbf', 'probability': True}",4,4,hit@5,SVC,"{'C': [0.002, 2.0, 2000.0, 2000000.0, 2000000000.0, 2000000000000.0], 'gamma': [2e-13, 2e-10, 2e-07, 0.0002, 0.2, 200.0], 'kernel': ['rbf'], 'probability': [True]}",accuracy,split_x_y_split_with_one_hot_encoding,0.9221789883268483
18,"{'C': 2000.0, 'gamma': 0.0002, 'kernel': 'rbf', 'probability': True}",4,4,mdcg,SVC,"{'C': [0.002, 2.0, 2000.0, 2000000.0, 2000000000.0, 2000000000000.0], 'gamma': [2e-13, 2e-10, 2e-07, 0.0002, 0.2, 200.0], 'kernel': ['rbf'], 'probability': [True]}",accuracy,split_x_y_split_with_one_hot_encoding,0.7238593590085688
19,"{'C': 2000.0, 'gamma': 0.0002, 'kernel': 'rbf', 'probability': True}",4,4,map@5,SVC,"{'C': [0.002, 2.0, 2000.0, 2000000.0, 2000000000.0, 2000000000000.0], 'gamma': [2e-13, 2e-10, 2e-07, 0.0002, 0.2, 200.0], 'kernel': ['rbf'], 'probability': [True]}",accuracy,split_x_y_split_with_one_hot_encoding,0.6779345006485084
20,"{'C': 2000.0, 'gamma': 0.0002, 'kernel': 'rbf', 'probability': True}",5,4,accuracy,SVC,"{'C': [0.002, 2.0, 2000.0, 2000000.0, 2000000000.0, 2000000000000.0], 'gamma': [2e-13, 2e-10, 2e-07, 0.0002, 0.2, 200.0], 'kernel': ['rbf'], 'probability': [True]}",accuracy,split_x_y_split_with_one_hot_encoding,0.5252918287937743
21,"{'C': 2000.0, 'gamma': 0.0002, 'kernel': 'rbf', 'probability': True}",5,4,hit@5,SVC,"{'C': [0.002, 2.0, 2000.0, 2000000.0, 2000000000.0, 2000000000000.0], 'gamma': [2e-13, 2e-10, 2e-07, 0.0002, 0.2, 200.0], 'kernel': ['rbf'], 'probability': [True]}",accuracy,split_x_y_split_with_one_hot_encoding,0.8871595330739299
22,"{'C': 2000.0, 'gamma': 0.0002, 'kernel': 'rbf', 'probability': True}",5,4,mdcg,SVC,"{'C': [0.002, 2.0, 2000.0, 2000000.0, 2000000000.0, 2000000000000.0], 'gamma': [2e-13, 2e-10, 2e-07, 0.0002, 0.2, 200.0], 'kernel': ['rbf'], 'probability': [True]}",accuracy,split_x_y_split_with_one_hot_encoding,0.7468957553856921
23,"{'C': 2000.0, 'gamma': 0.0002, 'kernel': 'rbf', 'probability': True}",5,4,map@5,SVC,"{'C': [0.002, 2.0, 2000.0, 2000000.0, 2000000000.0, 2000000000000.0], 'gamma': [2e-13, 2e-10, 2e-07, 0.0002, 0.2, 200.0], 'kernel': ['rbf'], 'probability': [True]}",accuracy,split_x_y_split_with_one_hot_encoding,0.5613651102464332
