0, 0, 0.9783
0, 1, 0.9296
0, 2, 0.944
0, 3, 0.9691
0, 4, 0.971
0, 5, 0.9855
1, 0, 0.9809
1, 1, 0.9322
1, 2, 0.9454
1, 3, 0.971
1, 4, 0.9677
1, 5, 0.9882
2, 0, 0.9796
2, 1, 0.9368
2, 2, 0.948
2, 3, 0.9697
2, 4, 0.9677
2, 5, 0.9875
3, 0, 0.9803
3, 1, 0.9302
3, 2, 0.9427
3, 3, 0.971
3, 4, 0.9697
3, 5, 0.9895
4, 0, 0.9822
4, 1, 0.9342
4, 2, 0.9447
4, 3, 0.9724
4, 4, 0.9684
4, 5, 0.9882
