,best_params,column,i_outer,metric,model,params,refit,split_method,value
0,"{'hidden_layer_sizes': 100, 'max_iter': 800}",0,1,accuracy,MLPClassifier,"{'hidden_layer_sizes': [20, 40, 80, 100], 'max_iter': [800]}",accuracy,split_x_y,0.42824074074074076
1,"{'hidden_layer_sizes': 100, 'max_iter': 800}",0,1,hit@5,MLPClassifier,"{'hidden_layer_sizes': [20, 40, 80, 100], 'max_iter': [800]}",accuracy,split_x_y,0.6111111111111112
2,"{'hidden_layer_sizes': 100, 'max_iter': 800}",0,1,mdcg,MLPClassifier,"{'hidden_layer_sizes': [20, 40, 80, 100], 'max_iter': [800]}",accuracy,split_x_y,0.6152966215269715
3,"{'hidden_layer_sizes': 100, 'max_iter': 800}",0,1,map@5,MLPClassifier,"{'hidden_layer_sizes': [20, 40, 80, 100], 'max_iter': [800]}",accuracy,split_x_y,0.2822350489017155
4,"{'hidden_layer_sizes': 100, 'max_iter': 800}",1,1,accuracy,MLPClassifier,"{'hidden_layer_sizes': [20, 40, 80, 100], 'max_iter': [800]}",accuracy,split_x_y,0.21296296296296297
5,"{'hidden_layer_sizes': 100, 'max_iter': 800}",1,1,hit@5,MLPClassifier,"{'hidden_layer_sizes': [20, 40, 80, 100], 'max_iter': [800]}",accuracy,split_x_y,0.42824074074074076
6,"{'hidden_layer_sizes': 100, 'max_iter': 800}",1,1,mdcg,MLPClassifier,"{'hidden_layer_sizes': [20, 40, 80, 100], 'max_iter': [800]}",accuracy,split_x_y,0.450123818475966
7,"{'hidden_layer_sizes': 100, 'max_iter': 800}",1,1,map@5,MLPClassifier,"{'hidden_layer_sizes': [20, 40, 80, 100], 'max_iter': [800]}",accuracy,split_x_y,0.1507125821709155
8,"{'hidden_layer_sizes': 100, 'max_iter': 800}",2,1,accuracy,MLPClassifier,"{'hidden_layer_sizes': [20, 40, 80, 100], 'max_iter': [800]}",accuracy,split_x_y,0.2013888888888889
9,"{'hidden_layer_sizes': 100, 'max_iter': 800}",2,1,hit@5,MLPClassifier,"{'hidden_layer_sizes': [20, 40, 80, 100], 'max_iter': [800]}",accuracy,split_x_y,0.41435185185185186
10,"{'hidden_layer_sizes': 100, 'max_iter': 800}",2,1,mdcg,MLPClassifier,"{'hidden_layer_sizes': [20, 40, 80, 100], 'max_iter': [800]}",accuracy,split_x_y,0.44011674206003276
11,"{'hidden_layer_sizes': 100, 'max_iter': 800}",2,1,map@5,MLPClassifier,"{'hidden_layer_sizes': [20, 40, 80, 100], 'max_iter': [800]}",accuracy,split_x_y,0.1434710698252365
12,"{'hidden_layer_sizes': 100, 'max_iter': 800}",3,1,accuracy,MLPClassifier,"{'hidden_layer_sizes': [20, 40, 80, 100], 'max_iter': [800]}",accuracy,split_x_y,0.2152777777777778
13,"{'hidden_layer_sizes': 100, 'max_iter': 800}",3,1,hit@5,MLPClassifier,"{'hidden_layer_sizes': [20, 40, 80, 100], 'max_iter': [800]}",accuracy,split_x_y,0.41435185185185186
14,"{'hidden_layer_sizes': 100, 'max_iter': 800}",3,1,mdcg,MLPClassifier,"{'hidden_layer_sizes': [20, 40, 80, 100], 'max_iter': [800]}",accuracy,split_x_y,0.45383320650077297
15,"{'hidden_layer_sizes': 100, 'max_iter': 800}",3,1,map@5,MLPClassifier,"{'hidden_layer_sizes': [20, 40, 80, 100], 'max_iter': [800]}",accuracy,split_x_y,0.2540005210838544
16,"{'hidden_layer_sizes': 100, 'max_iter': 800}",4,1,accuracy,MLPClassifier,"{'hidden_layer_sizes': [20, 40, 80, 100], 'max_iter': [800]}",accuracy,split_x_y,0.41203703703703703
17,"{'hidden_layer_sizes': 100, 'max_iter': 800}",4,1,hit@5,MLPClassifier,"{'hidden_layer_sizes': [20, 40, 80, 100], 'max_iter': [800]}",accuracy,split_x_y,0.6504629629629629
18,"{'hidden_layer_sizes': 100, 'max_iter': 800}",4,1,mdcg,MLPClassifier,"{'hidden_layer_sizes': [20, 40, 80, 100], 'max_iter': [800]}",accuracy,split_x_y,0.6214837967446085
19,"{'hidden_layer_sizes': 100, 'max_iter': 800}",4,1,map@5,MLPClassifier,"{'hidden_layer_sizes': [20, 40, 80, 100], 'max_iter': [800]}",accuracy,split_x_y,0.4314883958633959
20,"{'hidden_layer_sizes': 100, 'max_iter': 800}",5,1,accuracy,MLPClassifier,"{'hidden_layer_sizes': [20, 40, 80, 100], 'max_iter': [800]}",accuracy,split_x_y,0.5486111111111112
21,"{'hidden_layer_sizes': 100, 'max_iter': 800}",5,1,hit@5,MLPClassifier,"{'hidden_layer_sizes': [20, 40, 80, 100], 'max_iter': [800]}",accuracy,split_x_y,0.7453703703703703
22,"{'hidden_layer_sizes': 100, 'max_iter': 800}",5,1,mdcg,MLPClassifier,"{'hidden_layer_sizes': [20, 40, 80, 100], 'max_iter': [800]}",accuracy,split_x_y,0.7155638575494213
23,"{'hidden_layer_sizes': 100, 'max_iter': 800}",5,1,map@5,MLPClassifier,"{'hidden_layer_sizes': [20, 40, 80, 100], 'max_iter': [800]}",accuracy,split_x_y,0.5787668851210518
