,column,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_hidden_layer_sizes,param_max_iter,params,split0_test_accuracy,split1_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_train_accuracy,split1_train_accuracy,mean_train_accuracy,std_train_accuracy,split0_test_hit@5,split1_test_hit@5,mean_test_hit@5,std_test_hit@5,rank_test_hit@5,split0_train_hit@5,split1_train_hit@5,mean_train_hit@5,std_train_hit@5,split0_test_mdcg,split1_test_mdcg,mean_test_mdcg,std_test_mdcg,rank_test_mdcg,split0_train_mdcg,split1_train_mdcg,mean_train_mdcg,std_train_mdcg,split0_test_map@5,split1_test_map@5,mean_test_map@5,std_test_map@5,rank_test_map@5,split0_train_map@5,split1_train_map@5,mean_train_map@5,std_train_map@5,params_str
0,0,79.25166594982147,3.4836641550064087,1.1024881601333618,0.22462952136993408,20,800,"{'hidden_layer_sizes': 20, 'max_iter': 800}",0.41057367829021374,0.42738095238095236,0.41873915558126085,0.008400261634123347,1,0.6202380952380953,0.6220472440944882,0.6211426696662917,0.0009045744281964696,0.6062992125984252,0.6226190476190476,0.6142278773857721,0.008156639991639016,1,0.9035714285714286,0.9032620922384702,0.9034167604049494,0.00015466816647918824,0.6037935714427874,0.6168131775835723,0.6101188861670555,0.00650718833794099,1,0.8005016758837611,0.8013463338574035,0.8009240048705824,0.0004223289868212077,0.30909003257709666,0.2977102916924345,0.30356141352381955,0.0056875850446424965,1,0.3441915326736755,0.3108147926314406,0.3275031626525581,0.016688370021117477,"{'hidden_layer_sizes': 20, 'max_iter': 800}"
1,0,88.11112010478973,6.174874663352966,1.0940910577774048,0.013443589210510254,40,800,"{'hidden_layer_sizes': 40, 'max_iter': 800}",0.40044994375703036,0.4107142857142857,0.40543666859456334,0.005130109586929772,2,0.7928571428571428,0.8031496062992126,0.7980033745781777,0.0051462317210348996,0.5916760404949382,0.5976190476190476,0.5945633314054367,0.0029703100256743865,3,0.9738095238095238,0.9763779527559056,0.9750937382827147,0.0012842144731908811,0.5955023311284927,0.6031574712342086,0.599221427536128,0.003826032668159938,2,0.9032017390088719,0.9098030012841714,0.9065023701465216,0.0033006311376497233,0.2945492771195808,0.2959468408575551,0.2952282554538193,0.000698501195730302,4,0.33904615027829305,0.30821001270945025,0.3236280814938717,0.015418068784421396,"{'hidden_layer_sizes': 40, 'max_iter': 800}"
2,0,102.67150843143463,3.807047724723816,0.8726425170898438,0.42938876152038574,80,800,"{'hidden_layer_sizes': 80, 'max_iter': 800}",0.3880764904386952,0.3892857142857143,0.38866396761133604,0.0006043690746245936,3,0.8916666666666667,0.9021372328458943,0.8969019497562805,0.005235283089613796,0.592800899887514,0.5988095238095238,0.5957200694042799,0.0030031052467780622,2,0.9845238095238096,0.984251968503937,0.9843878890138733,0.00013592050993627147,0.5907677506443708,0.5948988233947011,0.5927747495514138,0.0020647067302540247,3,0.949049248246031,0.9555805382714475,0.9523148932587393,0.0032656450127082626,0.3003615132524019,0.2930632859204288,0.2968158157631842,0.003647647960216602,3,0.3435981756338899,0.3154652827487473,0.32953172919131857,0.014066446442571295,"{'hidden_layer_sizes': 80, 'max_iter': 800}"
3,0,102.01586449146271,2.0541855096817017,0.6638054847717285,0.37415146827697754,100,800,"{'hidden_layer_sizes': 100, 'max_iter': 800}",0.38020247469066365,0.3726190476190476,0.3765182186234818,0.003790190553265911,4,0.9119047619047619,0.9167604049493814,0.9143325834270717,0.0024278215223097477,0.595050618672666,0.5904761904761905,0.5928282244071718,0.002286295414083784,4,0.9845238095238096,0.9865016872890888,0.9855127484064492,0.0009889388826396228,0.5898237503309306,0.586410710753167,0.5881655934510455,0.0017058343468457308,4,0.9578753380190067,0.9619255051550678,0.9599004215870373,0.00202508356803055,0.3041094619666048,0.29882124819624817,0.3015402892846502,0.0026430448511961854,2,0.3455332148010719,0.3212266567328434,0.3333799357669577,0.012153279034114256,"{'hidden_layer_sizes': 100, 'max_iter': 800}"
0,1,87.55318653583527,2.888330817222595,1.0674341917037964,0.11096322536468506,20,800,"{'hidden_layer_sizes': 20, 'max_iter': 800}",0.171875,0.1716686674669868,0.1717755928282244,0.00010309775822835992,1,0.4801920768307323,0.5736607142857143,0.5269263955582233,0.04673431872749101,0.3783482142857143,0.39255702280912363,0.38519375361480623,0.007099686532544295,3,0.8115246098439376,0.8716517857142857,0.8415881977791116,0.030063587935174052,0.41522717511966195,0.420310353526264,0.4176761558094823,0.0025399014432783127,2,0.7117974827709432,0.7713975792362399,0.7415975310035916,0.029800048232648313,0.14736305175479283,0.1488175789796438,0.14806381588336476,0.0007267806679553671,4,0.18816724092234294,0.18705642200061842,0.1876118314614807,0.0005554094608622578,"{'hidden_layer_sizes': 20, 'max_iter': 800}"
1,1,97.515105843544,5.194551587104797,1.0400055646896362,0.05215442180633545,40,800,"{'hidden_layer_sizes': 40, 'max_iter': 800}",0.17410714285714285,0.16566626650660263,0.1700404858299595,0.004217635563887712,2,0.7022809123649459,0.7845982142857143,0.7434395633253301,0.04115865096038418,0.3872767857142857,0.39735894357743096,0.39213418160786584,0.005037731367976986,1,0.9471788715486195,0.9642857142857143,0.9557322929171669,0.00855342136854742,0.41886078250075076,0.4215676359012443,0.42016489405807356,0.001352527947814478,1,0.8545264917982383,0.8961213761361589,0.8753239339671985,0.020797442168960345,0.1484337314471243,0.14983666193750225,0.14910963722993797,0.00070099943230442,3,0.19672824974145503,0.19309132459802103,0.19490978716973803,0.001818462571717,"{'hidden_layer_sizes': 40, 'max_iter': 800}"
2,1,111.36750042438507,3.829290986061096,0.8829172849655151,0.42855846881866455,80,800,"{'hidden_layer_sizes': 80, 'max_iter': 800}",0.15848214285714285,0.16926770708283315,0.16367842683632158,0.0053892009983009725,4,0.8487394957983193,0.8783482142857143,0.8635438550420168,0.014804359243697496,0.38058035714285715,0.40336134453781514,0.3915558126084442,0.011382929760759164,2,0.9879951980792316,0.9866071428571429,0.9873011704681873,0.0006940276110443677,0.41168750842574575,0.42105912957976405,0.416202580965536,0.004682698931840207,3,0.9301350482199708,0.9437233739239457,0.9369292110719583,0.0067941628519874175,0.14839094870902905,0.15611743398658162,0.15211342542169606,0.00386067722557918,1,0.19750541775151617,0.19340817292826218,0.1954567953398892,0.0020486224116269963,"{'hidden_layer_sizes': 80, 'max_iter': 800}"
3,1,110.28063952922821,1.2568494081497192,0.44629526138305664,0.23126602172851562,100,800,"{'hidden_layer_sizes': 100, 'max_iter': 800}",0.16183035714285715,0.16926770708283315,0.16541353383458646,0.00371620555795884,3,0.8943577430972389,0.8995535714285714,0.8969556572629052,0.0025979141656662375,0.3705357142857143,0.39135654261704683,0.3805668016194332,0.010403501057589682,4,0.992797118847539,0.9899553571428571,0.991376237995198,0.0014208808523409333,0.40917184096760256,0.42101067587852287,0.4148755711473577,0.005915486625046606,4,0.9549060038389157,0.9549839135600289,0.9549449586994723,3.895486055660591e-05,0.14823308016388376,0.15096695821185616,0.1495502116930688,0.0013660312986011633,2,0.19782541588063793,0.1953311978200371,0.1965783068503375,0.0012471090303004112,"{'hidden_layer_sizes': 100, 'max_iter': 800}"
0,2,85.66779375076294,2.978173017501831,1.0169222354888916,0.07180547714233398,20,800,"{'hidden_layer_sizes': 20, 'max_iter': 800}",0.19798657718120805,0.17604790419161676,0.18739155581260844,0.010962948112727546,4,0.49221556886227547,0.5626398210290827,0.5274276949456791,0.03521212608340363,0.3870246085011186,0.38802395209580837,0.3875072296124928,0.0004993807957559069,4,0.822754491017964,0.8635346756152126,0.8431445833165883,0.020390092298624263,0.4302835397413443,0.42724117608687234,0.4288142663743784,0.0015202959130594942,4,0.7175046545141976,0.7611683476060874,0.7393365010601425,0.02183184654594489,0.14612842228614042,0.140839749073282,0.14357432041642568,0.002642796583241249,3,0.1844620888093942,0.17542009258452212,0.17994109069695816,0.004520998112436031,"{'hidden_layer_sizes': 20, 'max_iter': 800}"
1,2,95.37852323055267,5.213049530982971,0.8754225969314575,0.13264167308807373,40,800,"{'hidden_layer_sizes': 40, 'max_iter': 800}",0.203579418344519,0.18323353293413175,0.1937536148062464,0.010167018131288135,1,0.755688622754491,0.7494407158836689,0.75256466931908,0.003123953435411053,0.39149888143176736,0.40119760479041916,0.39618276460381724,0.0048465374815990225,3,0.9664670658682635,0.9675615212527964,0.9670142935605299,0.0005472276922664498,0.43612265408994877,0.4326548204892889,0.4344479050693872,0.0017329069923985284,2,0.883121400346896,0.8814524740717595,0.8822869372093278,0.0008344631375682421,0.148882714973319,0.14146004095704692,0.14529802277922577,0.0037091755794295116,1,0.19239920159680635,0.1779021277007854,0.18515066464879587,0.0072485369480104755,"{'hidden_layer_sizes': 40, 'max_iter': 800}"
